identifier,all_names,batting_style,bowling_style
9f038761,['J Figy' 'J Figy John' 'JF John'],Left hand Bat,Right arm Medium
51080a1f,['JF Kloppenburg'],Right hand Bat,Right arm Medium
f25febbc,['JFM Gruijters'],Right hand Bat,Right arm Offbreak
a3418fdb,['JFM Morrison' 'John Morrison'],Right hand Bat,Left arm Orthodox
aae9ce90,['J Mooney' 'JF Mooney'],Left hand Bat,Right arm Medium
9b6e1b3f,['J Fraser-McGurk' 'Jake Fraser-McGurk'],Right hand Bat,Right arm Legbreak
90340fa0,['JF Reid' 'John Reid'],Left hand Bat,Right arm Legbreak
bc17c6b8,['JF Rika'],Left hand Bat,Right arm Offbreak
91cd48e0,['J Smith' 'JF Smith' 'Jason Smith'],Right hand Bat,Right arm Medium
bdd4bc21,['JF Thomas'],Left hand Bat,Left arm Orthodox
9bd8e17f,['JFW Nicolson' 'John Nicolson'],Left hand Bat,Right arm Bowler
184512d1,['J Gardner'],Right hand Bat,Right arm Offbreak
a290b123,['J Garner' 'Joel Garner'],Right hand Bat,Right arm Fast
3c55c703,['JG Bethell'],Left hand Bat,Left arm Orthodox
96969c9d,['JG Binks' 'Jimmy Binks'],Right hand Bat,Right arm Legbreak
19b9da70,['JG Bracewell' 'John Bracewell'],Right hand Bat,Right arm Offbreak
c3d12e54,['JG Cameron'],Left hand Bat,Right arm Medium
f11a47cc,['JG Dewes' 'John Dewes'],Left hand Bat,Right arm Medium
642e8af0,['J Dill' 'JG Dill'],Right hand Bat,Right arm Medium
60a29824,['JGE Benning'],Right hand Bat,Right arm Medium
9044ee8e,['J George'],Right hand Bat,Right arm Medium
53419aff,['J Ghadiyali'],Right hand Bat,Right arm Offbreak
db3f0650,['J Gilbert'],Right hand Bat,Right arm Offbreak
2bf69ff5,['J Giyanani'],Left hand Bat,Left arm Orthodox
045e73c2,['JG Kaur'],Right hand Bat,Right arm Medium
a2632c7c,['J Glasgow' 'Jannillea Glasgow'],Left hand Bat,Right arm Fast
151c258b,['J Glen' 'JJ Glenn'],Left hand Bat,Right arm Legbreak
47b4ad09,['JG Myburgh'],Right hand Bat,Right arm Offbreak
11722dfe,['J Goodwin' 'Jayden Goodwin'],Left hand Bat,Right arm Legbreak
fe9bab59,['J Goodwin'],Right hand Bat,Right arm Medium
84f1ae7f,['J Goswami' 'JN Goswami'],Right hand Bat,Right arm Fast
a336b0fe,['J Gray'],Right hand Bat,Right arm Medium
11ff23e3,['J Groves'],Right hand Bat,Right arm Legbreak
03c94c2f,['J Grzinic'],Left hand Bat,Right arm Medium
9531f0b5,['Greg Thomas' 'JG Thomas' 'John Thomas'],Right hand Bat,Right arm Fast
fcf944ba,['JG Thompson'],Left hand Bat,Right arm Offbreak
94734e80,['JG Walker' 'Walker'],Right hand Bat,Right arm Offbreak
f3e8ad66,['JG Wright' 'John Wright'],Left hand Bat,Right arm Medium
a8473c4a,['J Hansrod'],Right hand Bat,Right arm Medium
0bbadf90,['J Hardstaff' 'Joe Hardstaff' 'Joseph Hardstaff'],Right hand Bat,Right arm Medium
bc69ece2,['J Hardstaff' 'J Hardstaff (Snr)' 'Joe Hardstaff' 'Joseph Hardstaff'],Right hand Bat,Right arm Fast
141a340d,['J Harrison'],Right hand Bat,Left arm Medium
e2726d7f,['J Harry' 'John Harry'],Right hand Bat,Right arm Offbreak
d50b2de4,['J Hayes' 'Julie Hayes'],Right hand Bat,Right arm Medium
ace31a5c,['JH Brown'],Right hand Bat,Right arm Fast
9b985ee7,['JH Cameron' 'John Cameron'],Right hand Bat,Right arm Legbreak
d3868bd0,['Davey' 'J Davey' 'JH Davey'],Right hand Bat,Right arm Medium
a9651066,['JH Dawes'],Right hand Bat,Right arm Fast
5a8abcb2,['JH de Courcy' 'James De Courcy' 'Jim de Courcy'],Right hand Bat,Right arm Legbreak
1af1bc4b,['JH Desai'],Left hand Bat,Right arm Offbreak
20633c9f,['JH du Preez' 'Jackie du Preez' 'John Du Preez'],Right hand Bat,Right arm Legbreak
49a04442,['JH Edrich' 'John Edrich'],Left hand Bat,Right arm Medium
eb7153a0,['JH Hampshire' 'John Hampshire'],Right hand Bat,Right arm Legbreak
38970358,['J Hicks' 'JC Hicks' 'Jodie Hicks'],Right hand Bat,Right arm Medium
802febe2,['J Hicks' 'Joanne Hicks'],Right hand Bat,Right arm Offbreak
5481bd91,['J Hill'],Right hand Bat,Right arm Medium
583e7690,['J Hirschi'],Right hand Bat,Right arm Offbreak
7cc15633,['J Adams' 'JHK Adams'],Left hand Bat,Left arm Medium
86dc8f2e,['J Kallis' 'JH Kallis' 'Jacques Kallis'],Right hand Bat,Right arm Fast
97607576,['JH King' 'John King'],Left hand Bat,Left arm Medium
065c3a12,['J Horn'],Right hand Bat,Left arm Medium
1c8cd1c3,['J Horrocks'],Right hand Bat,Left arm Medium
7cf185e1,['JH Patel'],Right hand Bat,Right arm Medium
23f2143b,['J Plom' 'JH Plom'],Left hand Bat,Right arm Fast
685a3f57,['JH Sinclair' 'James Sinclair' 'Jimmy Sinclair'],Right hand Bat,Right arm Fast
4373c57e,['JH Stander'],Right hand Bat,Right arm Medium
37b851cf,['J Hughes'],Right hand Bat,Right arm Medium
1cc0a83d,['J Hull'],Left hand Bat,Left arm Fast
a1aeb715,['J Hurley'],Right hand Bat,Left arm Orthodox
7b418d14,['JH Wardle' 'John Wardle' 'Johnny Wardle'],Left hand Bat,Left arm Orthodox
42a5c1c7,['J Wharton' 'JH Wharton'],Right hand Bat,Right arm Offbreak
b24490eb,['J Iddon' 'Jack Iddon'],Right hand Bat,Left arm Orthodox
3847ec84,['J de Villiers' 'JI de Villiers'],Right hand Bat,Right arm Medium
05b78af4,['JD Higgs' 'James Higgs' 'Jim Higgs'],Right hand Bat,Right arm Legbreak
6a2f97f2,['FJ Cameron' 'Jimmy Cameron'],Right hand Bat,Right arm Offbreak
1459a86c,['Jinseup Park'],Right hand Bat,Right arm Medium
2dfdd316,['J Intan'],Right hand Bat,Right arm Medium
88c3d82b,['Jin Yonghao'],Right hand Bat,Right arm Offbreak
cb08b611,['J Rodrigues' 'JI Rodrigues'],Right hand Bat,Right arm Offbreak
a2f790a8,['Jitesh Patel'],Left hand Bat,Left arm Medium
b7db83eb,['Jitin Singh'],Right hand Bat,Right arm Medium
14857cf9,['Jitumoni Kalita'],Right hand Bat,Right arm Legbreak
9ee20654,['J Ives'],Right hand Bat,Left arm Orthodox
39f9e2bc,['Jiwanjot Singh'],Right hand Bat,Right arm Offbreak
766e328e,['Choi Jiwon' 'Jiwon Choi'],Right hand Bat,Right arm Fast
1b3baedd,['Jiyaad Magrey' 'Jiyaad Nazir Magrey'],Left hand Bat,Right arm Offbreak
664ad13f,['Jiyeon Park'],Right hand Bat,Right arm Offbreak
e26f2fe5,['Jiyeon Park' 'Jiyeon Park (2)'],Right hand Bat,Right arm Medium
a0a27cd4,['J Jagroo'],Right hand Bat,Right arm Offbreak
d729f900,['J James'],Right hand Bat,Right arm offbreak
ab54f9e7,['J Jarvis'],Right hand Bat,Right arm Medium
506caa6a,['JJ Athanaze' 'Justin Athanaze'],Right hand Bat,Right arm Offbreak
003d49e6,['J Bazley' 'JJ Bazley' 'James Bazley'],Right hand Bat,Right arm Fast
1be6003c,['JJB Lewis'],Right hand Bat,Right arm Medium
fd96de7c,['J Bohannon' 'JJ Bohannon'],Right hand Bat,Right arm Medium
3b298ff2,['JJ Boult'],Left hand Bat,Right arm Offbreak
462411b3,['J B' 'J Bumrah' 'JJ Bumrah' 'Jasprit Bumrah'],Right hand Bat,Right arm Fast
2ca9cf48,['JJ Bushnell'],Right hand Bat,Right arm Medium
344c6d55,['JJ Carson'],Right hand Bat,Right arm Offbreak
6ae9c751,['JJ Celestine'],Right hand Bat,Right arm offbreak
1417ba2f,['JJC Lawson' 'Jermaine Lawson'],Right hand Bat,Right arm Fast
58c481c6,['Cobb' 'JJ Cobb'],Right hand Bat,Right arm Offbreak
2e760301,['JJ Crowe' 'Jeff Crowe' 'Jeffrey Crowe'],Right hand Bat,Right arm Bowler
0162e9c5,['JJ Dell'],Right hand Bat,Right arm Medium
21231130,['JJ Esmeijer'],Right hand Bat,Left arm Orthodox
bed7ecf5,['JJ Garth'],Right hand Bat,Right arm Legbreak
a63dfe8a,['JJG Sales'],Right hand Bat,Right arm Medium
d816fc1c,['JJ Huo'],Right hand Bat,Right arm Medium
c843f442,['J Jones' 'JJ Jones'],Right hand Bat,Left arm Medium
e97b4e59,['JJ Kotze' 'Johannes Kotze'],Right hand Bat,Right arm Fast
047d9032,['J Krejza' 'JJ Krejza' 'Jason Krejza'],Right hand Bat,Right arm Offbreak
695173af,['J J Lamare' 'JJ Lamare'],Left hand Bat,Right arm Offbreak
42a235e3,['JJ Lyons' 'John Lyons'],Right hand Bat,Right arm Medium
802d3ba6,['JJ McLean'],Right hand Bat,Right arm Medium
698fd649,['JJNP Bhula'],Right hand Bat,Right arm Offbreak
ffb3b559,['JJ Nyambo'],Right hand Bat,Right arm Medium
d981a1de,['J Jojo'],Right hand Bat,Right arm Medium
1186f196,['JJ Pienaar'],Left hand Bat,Right arm Medium
47e74bb0,['JJ Sayers'],Left hand Bat,Right arm Offbreak
bb134e5c,['JJ Smit' 'Smit'],Right hand Bat,Left arm Medium
8e3cb0e9,['JJS Sangha'],Right hand Bat,Right arm Legbreak
78deed6e,['JJ Swift'],Left hand Bat,Right arm Medium
bceb1b07,['J Tucker' 'JJ Tucker'],Right hand Bat,Right arm Medium
6821ac10,['JJ van der Wath'],Right hand Bat,Right arm Medium
85391845,['JJ Warr' 'John Warr'],Right hand Bat,Right arm Fast
a05d0552,['J Weatherley' 'JJ Weatherley'],Right hand Bat,Right arm Offbreak
4ea85016,['JJ Whitaker' 'James Whitaker' 'John Whitaker'],Right hand Bat,Right arm Offbreak
cccea5bc,['J Kann'],Right hand Bat,Right arm Fast
55391363,['JK Brookes'],Right hand Bat,Left arm Fast
3c5df172,['JKC Ahir'],Right hand Bat,Right arm Offbreak
e22f8ec1,['JKC Claxton'],Left hand Bat,Right arm Fast
a0f9789a,['JKC Holt' 'John Holt'],Right hand Bat,Right arm Offbreak
a6581d15,['JK Denly'],Left hand Bat,Left arm Orthodox
0ab42b8d,['J Kemp'],Right hand Bat,Right arm Medium
dda5aae5,['J Fuller' 'JK Fuller'],Right hand Bat,Right arm Fast
3cd5ae89,['J Kgang'],Right hand Bat,Right arm Medium
9c7d7cda,['JKH Naik'],Right hand Bat,Right arm Offbreak
0d1e8d3a,['J Kida'],Right hand Bat,Right arm Medium
d996ba33,['J Kila'],Left hand Bat,Left arm Orthodox
f7ad6448,['J King'],Right hand Bat,Right arm Medium
270b3f8e,['JK Kamande'],Right hand Bat,Right arm Offbreak
88209c84,['JK Lalor' 'Josh Lalor' 'Lalor'],Right hand Bat,Left arm Fast
85c80e45,['JK Lever' 'John Lever'],Right hand Bat,Left arm Fast
be9095bb,['JK Manuel'],Left hand Bat,Right arm Offbreak
e5542f57,['JK Masara'],Right hand Bat,Right arm Legbreak
62b004a3,['JK Maunders'],Left hand Bat,Right arm Medium
f8dcfe4e,['J Mukhiya' 'JK Mukhiya'],Right hand Bat,Right arm Medium
398be4ed,['J Kousik' 'Kousik J'],Right hand Bat,Right arm Medium
9d80f576,['J Kowa'],Right hand Bat,Right arm Medium
77de6cfa,['JKP Ellick'],Right hand Bat,Right arm Medium
a8ad6e80,['JK Reed'],Left hand Bat,Right arm Fast
a1448a10,['JK Vifah'],Right hand Bat,Right arm Medium
dfcebdbe,['J Daniel' 'JKZ Daniel' 'Jehan Daniel'],Right hand Bat,Right arm Medium
aaa5a3a3,['J Landsberg'],Left hand Bat,Right arm Legbreak
5f87084c,['J Langridge' 'James Langridge'],Left hand Bat,Left arm Orthodox
e21475a5,['JL Aras'],Left hand Bat,Right arm Medium
2f43ee81,['J Layne'],Right hand Bat,Right arm Medium
47bcaf7a,['JL Barsby' 'Jemma Barsby'],Left hand Bat,Right arm Offbreak
7fd63e1d,['JL Bennett'],Right hand Bat,Right arm Medium
d9ba2b82,['JL Bhimji'],Left hand Bat,Left arm Orthodox
7f94fc14,['JL Brazier' 'Jamie Brazier'],Right hand Bat,Right arm Offbreak
0a9d8b61,['J Carter' 'JL Carter'],Left hand Bat,Right arm Medium
b2b9a7a0,['JL Clare'],Right hand Bat,Right arm Medium
bc34b0e6,['JL Cox' 'Joe Cox' 'Joseph Cox'],Right hand Bat,Right arm Medium
c9f851b0,['JL de Mey'],Right hand Bat,Left arm Orthodox
bdadf7da,['J Denly' 'JL Denly' 'Joe Denly'],Right hand Bat,Right arm Legbreak
6e6fb538,['J du Plooy' 'JL du Plooy'],Left hand Bat,Left arm Orthodox
cd143bca,['J Leach'],Right hand Bat,Right arm Fast
51d1d312,['J Lees'],Left hand Bat,Right arm Offbreak
6c75310b,['J Lewis' 'Johnathan Lewis'],Right hand Bat,Right arm Medium
1ccf9e7e,['J Finnie' 'JL Finnie'],Right hand Bat,Right arm Offbreak
907c51ab,['JL Gunn'],Right hand Bat,Right arm Medium
c97c43fe,['JL Hopwood' 'John Hopwood' 'Len Hopwood'],Right hand Bat,Left arm Medium
110839f2,['J Hunter' 'JL Hunter'],Right hand Bat,Right arm Medium
0bc2508c,['J Lillywhite' 'James Lillywhite' 'James Lillywhite (jnr)'],Left hand Bat,Left arm Orthodox
4170b506,['J Linde'],Left hand Bat,Left arm Medium
9061a703,['J Little' 'JB Little'],Right hand Bat,Left arm Fast
84212ffb,['J Liyanage'],Right hand Bat,Right arm Fast
2b85c8e6,['JL Jaggesar'],Right hand Bat,Right arm Offbreak
0475a86b,['J Jonassen' 'JL Jonassen' 'Jess Jonassen' 'Jonassen'],Left hand Bat,Left arm Orthodox
f43fc7d0,['JL Kerr' 'Jack Kerr' 'John Kerr'],Right hand Bat,Right arm Medium
94198ef4,['JL Langer' 'Justin Langer'],Left hand Bat,Right arm Medium
a7e20a07,['JL Lawlor'],Right hand Bat,Right arm Medium
7e758bb2,['JL Louw'],Right hand Bat,Left arm Fast
fb7dc205,['JL Martel'],Right hand Bat,Left arm Medium
b0ac4aa2,['J Logtenberg'],Right hand Bat,Right arm Medium
863bfcc9,['J Long'],Right hand Bat,Left arm Medium
55f33b32,['J Ontong' 'JL Ontong' 'Justin Ontong'],Right hand Bat,Right arm Offbreak
9c1ccdea,['J Louw'],Right hand Bat,Right arm Medium
f752db61,['J Pattinson' 'JL Pattinson' 'James Pattinson'],Left hand Bat,Right arm Fast
c3d16f8e,['JL Sadler'],Left hand Bat,Right arm Legbreak
7938c793,['JL Savage' 'Savage'],Right hand Bat,Right arm Medium
8275b04a,['J Madanagopal'],Right hand Bat,Right arm Offbreak
1b1c23bb,['J Maguire'],Right hand Bat,Right arm Medium
61f11db2,['J Maiden'],Right hand Bat,Right arm Fast
d12143bf,['J Anderson' 'JM Anderson' 'James Anderson'],Left hand Bat,Right arm Fast
05f85159,['J Manley'],Right hand Bat,Right arm Fast
f6d3cab2,['J Masquater'],Right hand Bat,Right arm Offbreak
a994e43c,['J Matchett'],Right hand Bat,Right arm Medium
f0398c2f,['J Matharu'],Left hand Bat,Right arm Medium
aaa6e84c,['J Mbabazi'],Right hand Bat,Right arm Medium
abb83e27,['J Bairstow' 'JM Bairstow' 'Jonny Bairstow'],Right hand Bat,Right arm Medium
3210ccec,['JM Bierman'],Right hand Bat,Right arm Offbreak
bc773eeb,['Bird' 'J Bird' 'JM Bird' 'Jackson Bird'],Right hand Bat,Right arm Fast
fd6fee83,['JM Blanckenberg' 'James Blanckenberg' 'Jimmy Blanckenberg'],Right hand Bat,Right arm Medium
35c08a29,['JM Blatherwick' 'Jack Blatherwick'],Right hand Bat,Right arm Fast
fe1123c9,['JM Brearley' 'Mike Brearley'],Right hand Bat,Right arm Medium
d1a0b664,['JM Bredenkamp'],Right hand Bat,Right arm Medium
782b4a8e,['JM Carder'],Left hand Bat,Right arm Medium
a1ad8978,['J McKenzie' 'JJ McKenzie'],Right hand Bat,Right arm Medium
9c643d7b,['JM Coles'],Right hand Bat,Left arm Orthodox
34c7b9d2,['JM Cooke'],Left hand Bat,Right arm Medium
af4c6a6d,['JM Cumming'],Left hand Bat,Right arm Medium
19a4c298,['JM Dakin'],Left hand Bat,Right arm Medium
5471024e,['JM Davison'],Right hand Bat,Right arm Offbreak
8cbcff3b,['JM De Caires'],Right hand Bat,Right arm Offbreak
6e8b586a,['JM Dibble'],Right hand Bat,Left arm Fast
02ba80a0,['J Merlo' 'Jonathan Merlo' 'Merlo'],Right hand Bat,Right arm Medium
e7c18f99,['JM Farmiloe'],Right hand Bat,Right arm Legbreak
47eb412d,['JM Ferrol'],Right hand Bat,Right arm Medium
70a94d20,['JM Fraser'],Right hand Bat,Right arm Medium
a17ad2c5,['JM Ghorpade' 'Jayasinghrao Ghorpade'],Right hand Bat,Right arm Legbreak
e3aa97a2,['JM Gibson'],Right hand Bat,Right arm Medium
9957c43e,['JM Gregory' 'Jack Gregory' 'John Gregory'],Left hand Bat,Right arm Fast
44ec8c4a,['JM Herrick'],Right hand Bat,Right arm Fast
70c4f525,['Holland' 'J Holland' 'JM Holland' 'Jon Holland' 'Jonathan Holland'],Right hand Bat,Left arm Orthodox
fd8f11e9,['JM How' 'Jamie How'],Right hand Bat,Right arm Medium
42124411,['Bonnor Middleton' 'J Middleton'],Right hand Bat,Left arm Orthodox
ba7df2e5,['JM Innes'],Right hand Bat,Right arm Medium
63d61e19,['JM Jackson'],Right hand Bat,Right arm Medium
24f6e254,['JM James'],Right hand Bat,Right arm Medium
2ef6c852,['JM Joao'],Right hand Bat,Left arm Medium
336f9577,['JM Joseph' 'Japhina Joseph'],Right hand Bat,Right arm Fast
6581d753,['J Kemp' 'JM Kemp' 'Justin Kemp'],Right hand Bat,Right arm Fast
9af58032,['J Kerr' 'JM Kerr'],Right hand Bat,Right arm Medium
24d9ba8f,['JMM Averis'],Right hand Bat,Right arm Medium
a4094f4a,['J McMillan' 'JM McMillan'],Right hand Bat,Right arm Fast
f048bb41,['J Mennie' 'JM Mennie' 'Joe Mennie'],Right hand Bat,Right arm Fast
52f08be8,['J Muirhead' 'JM Muirhead'],Right hand Bat,Right arm Legbreak
9845931b,['JM Neblett' 'James Neblett'],Right hand Bat,Right arm Legbreak
4d1f5b80,['JM Noreiga' 'Jack Noreiga'],Right hand Bat,Right arm Offbreak
71bbaead,['J Morgan' 'Jaron Morgan'],Left hand Bat,Right arm Legbreak
24af402e,['J Moss'],Right hand Bat,Right arm Medium
ff813bec,['JM Parker' 'John Parker'],Right hand Bat,Right arm Legbreak
6768b5e4,['JM Parks' 'Jim Parks'],Right hand Bat,Right arm Legbreak
e1a45437,['JM Patel' 'Jasubhai Patel'],Right hand Bat,Right arm Offbreak
e6ce83ee,['JM Read' 'John Read' 'Maurice Read'],Right hand Bat,Right arm Fast
aed5be04,['J Taylor' 'JMR Taylor'],Right hand Bat,Right arm Offbreak
2b1e330b,['JM Simon'],Right hand Bat,Right arm Medium
75197b73,['JM Sims' 'James Sims' 'Jim Sims'],Right hand Bat,Right arm Legbreak
889010bb,['JM Stovel'],Right hand Bat,Right arm Medium
afe7d695,['JM Tashkoff'],Right hand Bat,Left arm Orthodox
a9520ac2,['J Mubarak' 'Jehan Mubarak'],Left hand Bat,Right arm Offbreak
6b64e7a3,['J Mulder'],Right hand Bat,Right arm Legbreak
a15618fe,['J Vince' 'JM Vince' 'James Vince'],Right hand Bat,Right arm Medium
99ad98b0,['JM Vujinovich'],Right hand Bat,Right arm Medium
7239a365,['J Watkin' 'JM Watkin' 'Watkin'],Right hand Bat,Right arm Offbreak
ce8878e9,['JM Wiener' 'Julien Wiener'],Right hand Bat,Right arm Offbreak
0a10b268,['JM Willathgamuwa'],Left hand Bat,Left arm Medium
921019f8,['JN Crawford' 'Jack Crawford' 'John Crawford'],Right hand Bat,Right arm Medium
bc31511b,['JN Diseko'],Right hand Bat,Left arm Orthodox
d1a1b14b,['JN Duckett'],Right hand Bat,Right arm Medium
86dbac00,['J Needham'],Right hand Bat,Right arm Offbreak
b6dfa72f,['J Neupane'],Right hand Bat,Right arm Offbreak
53fd49a5,['J Newman' 'Jack Newman'],Right hand Bat,Left arm Medium
3c87f0c3,['Frylinck' 'J Frylinck' 'JN Frylinck'],Left hand Bat,Left arm Fast
74234d66,['JN Gillespie' 'Jason Gillespie'],Right hand Bat,Right arm Fast
ccd4d679,['J Nisbet'],Right hand Bat,Right arm Medium
4c3bbf03,['JN Kalita'],Left hand Bat,Right arm Medium
36dfa62e,['J Nkomo'],Right hand Bat,Right arm Medium
6e161a33,['JNK Shannon'],Right hand Bat,Right arm Offbreak
f468293b,['JN Loftie-Eaton'],Left hand Bat,Right arm Medium
a5a2e535,['JNL Wilkes-Green'],Right hand Bat,Right arm Legbreak
12f644f8,['JN Maguire' 'John Maguire'],Right hand Bat,Right arm Fast
f76d7466,['J Malan' 'JN Malan'],Right hand Bat,Right arm Legbreak
773cec26,['J Mohammed' 'JN Mohammed'],Right hand Bat,Right arm Offbreak
7bf610f3,['JN Morgan' 'Jodi-Ann Morgan'],Right hand Bat,Right arm Medium
97edbfb1,['JN Rhodes' 'Jonty Rhodes'],Right hand Bat,Right arm Medium
f992295d,['JN Shepherd' 'John Shepherd'],Right hand Bat,Right arm Medium
44321a66,['JN Snape'],Right hand Bat,Right arm Offbreak
ded9ff1e,['JNT Seales' 'Jayden Seales' 'Seales'],Left hand Bat,Right arm Fast
7e7d2fe5,['J Nyirankundineza'],Right hand Bat,Right arm Medium
024a173d,['J Nyumbu' 'JC Nyumbu' 'John Nyumbu'],Right hand Bat,Right arm Offbreak
f96c020f,['JO Adotei'],Right hand Bat,Right arm Medium
bb9b51f4,['JOA Gordon'],Right hand Bat,Right arm Fast
3c6d5d64,['JO Alumbro'],Left hand Bat,Left arm Medium
52c442e4,['JO Baker'],Right hand Bat,Left arm Orthodox
d76737ce,['Jogeswar Bhumij' 'Jogeswar Bhumiz'],Right hand Bat,Right arm Fast
9f961c14,['Joginder Sharma'],Right hand Bat,Right arm Fast
a518b6c9,['J Ogolla'],Right hand Bat,Right arm Medium
b6f9789c,['JO Grove'],Right hand Bat,Right arm Fast
6b7f9d9d,['John Bartlett'],Right hand Bat,Right arm Medium
542c57c0,['John Price'],Right hand Bat,Right arm Fast
0f721006,['J Holder' 'JO Holder' 'Jason Holder'],Right hand Bat,Right arm Medium
56c80c90,['JOI Campbell'],Right hand Bat,Left arm Medium
0a47f8c0,['J Oldham'],Right hand Bat,Right arm Medium
a9a4df9f,['J Ngoche' 'JO Ngoche'],Right hand Bat,Right arm Offbreak
b3309131,['Jonty Sidhu'],Left hand Bat,Right arm Offbreak
5940df22,['JO Ogunlola'],Right hand Bat,Right arm Medium
321ea9e8,['JO Penfold'],Right hand Bat,Right arm Medium
c31d7da1,"[""Jordan O'Brien""]",Right hand Bat,Right arm Offbreak
c085ce5c,['J Ormond' 'James Ormond' 'Jimmy Ormond'],Right hand Bat,Right arm Medium
744b6ab0,['Joseph Angara'],Right hand Bat,Right arm Medium
d644b8b2,['Joseph Lalthankhuma' 'Thankhuma'],Right hand Bat,Right arm Offbreak
c4ecc42c,['Joshua Asia'],Right hand Bat,Right arm Offbreak
b13c506b,['Joshua' 'Joshua Ozukum'],Right hand Bat,Right arm Medium
60647b00,['JO Taylor' 'Jaswick Taylor'],Right hand Bat,Right arm Fast
f48f03c6,['J Otieno'],Right hand Bat,Right arm Offbreak
af2cc80a,['JO Troughton'],Left hand Bat,Left arm Orthodox
a0c3c998,['JO Vansertima'],Left hand Bat,Left arm Orthodox
59559bc2,['Craig Overton' 'J Overton'],Right hand Bat,Right arm Fast
85ceb777,['JP Agnew' 'Jonathan Agnew'],Right hand Bat,Right arm Fast
0cea2730,['J Pakeman'],Right hand Bat,Right arm Offbreak
6ac4fb9c,['J Pant'],Right hand Bat,Right arm Medium
5c86c3c2,['J Taylor' 'JPA Taylor' 'Taylor'],Right hand Bat,Right arm Fast
a549066c,['J Patraj'],Right hand Bat,Right arm Offbreak
4933f499,['Behrendorff' 'J Behrendorff' 'JP Behrendorff' 'Jason Behrendorff'],Right hand Bat,Left arm Fast
c16b33fa,['JP Crawley' 'John Crawley'],Right hand Bat,Right arm Medium
356129f0,['JP de Villiers'],Right hand Bat,Right arm Fast
2e8994e7,['JP Duminy' 'Jean-Paul Duminy'],Left hand Bat,Right arm Offbreak
125bba96,['J Perman' 'Perman'],Right hand Bat,Right arm Legbreak
808f425a,['Faulkner' 'J Faulkner' 'JP Faulkner' 'James Faulkner'],Right hand Bat,Left arm Fast
83a98892,['JP Fellows-Smith' 'Jonathon Fellows-Smith' 'Pom Pom Fellows-Smith'],Right hand Bat,Right arm Medium
57bf8e2c,['Ike Travers' 'JPF Travers' 'John Travers'],Left hand Bat,Left arm Orthodox
74d12124,['JP Greaves'],Right hand Bat,Right arm Medium
b8529e99,['JPH Hayes'],Right hand Bat,Right arm Medium
d8dccff5,['JP Kaltapau'],Right hand Bat,Right arm Offbreak
4f421623,['JP Kreusch'],Right hand Bat,Right arm Medium
ec526fca,['JP Maher'],Left hand Bat,Right arm Medium
80e44dc5,['JP McIlroy'],Right hand Bat,Left arm Fast
7a8a0237,['JP Morley'],Left hand Bat,Left arm Orthodox
b58b1ae5,['J Post'],Right hand Bat,Right arm Medium
0df43caf,['JP Phillips'],Right hand Bat,Right arm Offbreak
cb5211dc,['JPR Lamsam'],Right hand Bat,Right arm Medium
45be80ed,['J Prodehl'],Right hand Bat,Left arm Orthodox
99ed60f8,['J Searles' 'JPR Scantlebury-Searles'],Right hand Bat,Right arm Fast
d7f5a179,['JP Sanderson'],Right hand Bat,Right arm Medium
fc02a2b3,['JP Sarro'],Right hand Bat,Right arm Medium
c01ad712,['JP Stephenson' 'John Stephenson'],Right hand Bat,Right arm Medium
e6e6572b,['JP Taylor' 'Jonathan Taylor' 'Paul Taylor'],Left hand Bat,Left arm Fast
f3fa5592,['JP Webb'],Right hand Bat,Right arm Medium
3c3adfce,['JP Wood' 'Jack Wood'],Right hand Bat,Left arm Wrist spin
f3ff99aa,['J P Zope' 'JP Zope' 'Jagdish Zope'],Left hand Bat,Left arm Orthodox
1021b6e5,['J Rasu'],Right hand Bat,Right arm Medium
3c338b6a,['J Raubenheimer'],Right hand Bat,Right arm Medium
e87cc53a,['J R Banik' 'JR Banik' 'Joydeep Banik'],Right hand Bat,Right arm Offbreak
9bc324b5,['JR Barry'],Right hand Bat,Right arm Bowler
46d4f8ec,['JRC Hamblin'],Right hand Bat,Right arm Medium
de6efa4a,['Coleman' 'JR Coleman' 'Jackson Coleman'],Right hand Bat,Left arm Fast
97188292,['JR Dean'],Right hand Bat,Right arm Offbreak
9cebb612,['J Doran' 'JR Doran' 'Jake Doran'],Left hand Bat,Left arm Medium
880eca04,['J Reb' 'Jovan Reb'],Right hand Bat,Right arm Legbreak
a9a7dbaf,['JRF Duncan' 'John Duncan' 'Ross Duncan'],Right hand Bat,Right arm Fast
72f6c5fb,['JR Hammond' 'Jeff Hammond' 'Jeffrey Hammond'],Right hand Bat,Right arm Fast
2ac1cf0d,['JR Hansen'],Right hand Bat,Right arm Medium
03806cf8,['J Hazlewood' 'JR Hazlewood' 'Josh Hazlewood'],Left hand Bat,Right arm Fast
2498e163,['JR Hopes'],Right hand Bat,Right arm Medium
15531194,['J Richards'],Right hand Bat,Right arm Legbreak
07793daf,['JR Lennox'],Left hand Bat,Left arm Orthodox
6219c509,['JR Mason' 'Jack Mason' 'John Mason'],Right hand Bat,Right arm Fast
1a25a6b5,['JR Murphy'],Left hand Bat,Left arm Fast
530b20e3,['JRMVB Sanjaya' 'V Sanjaya'],Right hand Bat,Right arm Fast
183d6eaa,['J Robinson'],Right hand Bat,Right arm Offbreak
