,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
4452,Pakistan_South Africa_2010-10-27,2010-10-27,Mohammad Hafeez,14,9,bowled,0.0,1,1,South Africa,Pakistan,Sheikh Zayed Stadium,1,-1.0,-0.6964285714285712,120,12,9,True,155.56,True,26,18.0,0.0,0.0,103.0,24.0,72.0,13.0
1350,Pakistan_England_2022-09-30,2022-09-30,AD Hales,27,12,caught,1.0,2,0,Pakistan,England,Gaddafi Stadium,1,114.0,3.274137931034483,170,1,4,True,225.0,True,23,69.0,20.0,0.0,65.0,48.0,0.0,21.25
2314,West Indies_Pakistan_2017-03-30,2017-03-30,R Powell,0,1,bowled,0.0,2,5,Pakistan,West Indies,Queen's Park Oval,1,56.0,-0.1499999999999994,129,64,76,False,0.0,True,64,30.0,6.0,0.0,56.0,12.0,12.0,5.0
7739,Sri Lanka_New Zealand_2023-04-02,2023-04-02,R Ravindra,26,13,caught,-1.0,2,5,Sri Lanka,New Zealand,Eden Park,1,12.0,0.0,196,95,145,False,200.0,True,115,6.0,0.0,,42.0,6.0,0.0,0.0
3699,Australia_Pakistan_2012-10-02,2012-10-02,Umar Akmal,9,8,0,1.0,1,3,Australia,Pakistan,R. Premadasa Stadium,0,-1.0,1.6000000000000003,149,90,108,False,112.5,False,120,12.0,1.0,0.0,31.0,6.0,14.0,20.4
4616,Pakistan_New Zealand_2024-01-21,2024-01-21,Fakhar Zaman,33,16,caught,1.0,1,2,New Zealand,Pakistan,Hagley Oval,1,-1.0,2.1000000000000005,134,60,53,False,206.25,True,78,8.0,7.0,0.0,42.0,25.0,24.0,23.25
169,Australia_Sri Lanka_2017-02-17,2017-02-17,N Dickwella,30,25,caught,1.0,2,0,Australia,Sri Lanka,Melbourne Cricket Ground,1,89.0,0.1999999999999993,172,1,1,True,120.0,True,53,25.0,0.0,24.0,140.0,49.0,12.0,44.333333333333336
4053,England_New Zealand_2007-09-18,2007-09-18,LRPL Taylor,7,8,caught,1.0,1,2,England,New Zealand,Kingsmead,0,-1.0,0.2499999999999991,164,15,16,True,87.5,True,23,0.0,24.0,0.0,184.0,6.0,0.0,36.5
201,Australia_Sri Lanka_2017-02-22,2017-02-22,WU Tharanga,14,12,caught,0.0,2,0,Australia,Sri Lanka,Adelaide Oval,1,146.0,-2.05,146,1,0,True,116.67,True,22,19.0,6.0,0.0,146.0,42.0,25.0,8.0
1537,South Africa_Australia_2020-02-21,2020-02-21,DA Miller,2,2,caught,0.0,2,3,Australia,South Africa,New Wanderers Stadium,1,156.0,-5.3500000000000005,89,36,38,False,100.0,True,38,8.0,36.0,29.0,61.0,15.0,0.0,24.0
3633,Afghanistan_Pakistan_2021-10-29,2021-10-29,Shoaib Malik,19,15,caught,1.0,2,3,Afghanistan,Pakistan,Dubai International Cricket Stadium,0,23.0,0.4394736842105269,148,86,98,False,126.67,True,107,14.0,0.0,0.0,41.0,11.0,0.0,26.0
3526,New Zealand_West Indies_2022-08-12,2022-08-12,N Pooran,1,4,caught,0.0,2,1,New Zealand,West Indies,Sabina Park,0,203.0,-4.5,125,14,11,True,25.0,True,19,44.0,23.0,0.0,81.0,49.0,24.0,16.0
6854,New Zealand_India_2020-01-31,2020-01-31,SN Thakur,20,15,caught,-1.0,1,6,New Zealand,India,Sky Stadium,0,-1.0,0.0,165,70,88,False,133.33,True,99,0.0,9.0,,78.0,19.0,,22.0
6972,Afghanistan_West Indies_2019-11-16,2019-11-16,Gulbadin Naib,24,18,lbw,1.0,1,6,West Indies,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,-1.0,2.05,147,86,97,False,133.33,True,117,13.0,0.0,0.0,49.0,12.0,0.0,1.0
1762,West Indies_England_2014-03-13,2014-03-13,EJG Morgan,18,17,caught,1.0,1,1,West Indies,England,Kensington Oval,1,-1.0,0.25,165,66,99,False,105.88,True,94,18.0,6.0,0.0,57.0,0.0,29.0,11.0
10295,South Africa_New Zealand_2012-12-23,2012-12-23,RJ Nicol,25,24,caught,1.0,2,0,South Africa,New Zealand,Buffalo Park,1,89.0,0.2105263157894743,169,1,0,True,104.17,True,59,40.0,65.0,,100.0,0.0,24.0,3.0
10389,Australia_Pakistan_2012-09-05,2012-09-05,XJ Doherty,6,8,caught,0.0,1,8,Pakistan,Australia,Dubai International Cricket Stadium,0,-1.0,-1.6174157303370782,89,105,81,False,75.0,True,117,3.0,0.0,,6.0,0.0,4.0,0.0
5475,India_South Africa_2018-02-18,2018-02-18,CJ Dala,2,3,0,0.0,2,8,India,South Africa,New Wanderers Stadium,1,28.0,-1.4000000000000004,175,108,164,False,66.67,False,120,6.0,,0.0,17.0,,0.0,0.0
4343,England_Australia_2020-09-08,2020-09-08,AC Agar,16,13,0,1.0,2,5,England,Australia,The Rose Bowl,1,-1.0,0.2371794871794872,146,79,101,False,123.08,False,117,12.0,11.0,0.0,46.0,6.0,5.0,13.5
3086,India_England_2022-07-09,2022-07-09,RG Sharma,31,20,caught,1.0,1,0,England,India,Edgbaston,0,-1.0,2.45,170,1,0,True,155.0,True,29,41.0,12.0,0.0,128.0,25.0,25.0,24.0
1283,West Indies_England_2022-01-30,2022-01-30,JJ Roy,8,5,caught,0.0,2,0,West Indies,England,Kensington Oval,0,171.0,-0.8499999999999996,162,1,4,True,160.0,True,5,44.0,42.0,0.0,105.0,24.0,39.0,30.5
10511,South Africa_England_2016-02-19,2016-02-19,KJ Abbott,2,2,0,1.0,2,7,England,South Africa,Newlands Cricket Ground,1,-1.0,0.0499999999999998,135,114,120,False,100.0,False,120,6.0,,,9.0,0.0,0.0,0.0
480,Sri Lanka_West Indies_2020-03-06,2020-03-06,MD Shanaka,31,24,0,0.0,1,4,West Indies,Sri Lanka,Pallekele International Cricket Stadium,0,-1.0,-1.5441176470588245,155,69,81,False,129.17,False,120,12.0,0.0,0.0,79.0,0.0,0.0,2.0
1780,England_Pakistan_2016-09-07,2016-09-07,EJG Morgan,14,16,caught,0.0,1,3,Pakistan,England,Old Trafford,1,-1.0,-2.620786516853933,135,56,71,False,87.5,True,95,44.0,6.0,0.0,20.0,15.0,12.0,0.0
6741,New Zealand_England_2019-11-05,2019-11-05,SM Curran,2,6,caught,0.0,2,4,New Zealand,England,Saxton Oval,0,31.0,-0.6999999999999993,166,95,142,False,33.33,True,107,7.0,0.0,0.0,41.0,7.0,0.0,9.0
5532,Sri Lanka_England_2021-06-24,2021-06-24,MDKJ Perera,21,25,caught,0.0,1,1,England,Sri Lanka,Sophia Gardens,1,-1.0,-1.1304123711340202,111,10,6,True,84.0,True,75,70.0,0.0,0.0,69.0,48.0,19.0,30.0
5026,South Africa_Sri Lanka_2019-03-19,2019-03-19,I Udana,12,6,0,-1.0,1,7,South Africa,Sri Lanka,Newlands Cricket Ground,0,-1.0,0.0,134,110,113,False,200.0,False,120,6.0,0.0,0.0,7.0,0.0,0.0,0.0
3088,India_West Indies_2022-07-29,2022-07-29,RG Sharma,64,44,caught,1.0,1,0,West Indies,India,Brian Lara Stadium,0,-1.0,3.4000000000000004,190,1,0,True,145.45,True,89,51.0,49.0,0.0,102.0,27.0,24.0,22.0
1170,India_South Africa_2012-10-02,2012-10-02,F Behardien,13,12,caught,0.0,2,4,India,South Africa,R. Premadasa Stadium,1,25.0,-0.0499999999999998,151,77,96,False,108.33,True,104,6.0,8.0,0.0,41.0,0.0,31.0,24.5
4279,New Zealand_Pakistan_2024-01-17,2024-01-17,MS Chapman,1,2,caught,1.0,1,4,Pakistan,New Zealand,University Oval,0,-1.0,2.25,224,105,204,False,50.0,True,112,6.0,0.0,0.0,26.0,0.0,0.0,15.0
9004,New Zealand_Sri Lanka_2006-12-26,2006-12-26,CRD Fernando,21,14,caught,0.0,1,8,New Zealand,Sri Lanka,Eden Park,0,-1.0,-0.5202702702702702,115,86,71,False,150.0,True,108,12.0,0.0,,29.0,,11.0,0.0
8641,New Zealand_South Africa_2012-02-17,2012-02-17,JA Morkel,13,12,0,0.0,1,5,New Zealand,South Africa,Sky Stadium,0,-1.0,-0.3051724137931044,147,93,104,False,108.33,False,120,0.0,0.0,0.0,51.0,0.0,2.0,0.0
9065,New Zealand_Pakistan_2009-06-13,2009-06-13,JEC Franklin,7,13,bowled,0.0,1,6,Pakistan,New Zealand,The Oval,1,-1.0,-2.64493670886076,99,77,74,False,53.85,True,105,2.0,0.0,,17.0,7.0,13.0,0.0
9722,New Zealand_India_2009-02-27,2009-02-27,NL McCullum,1,2,0,1.0,2,5,India,New Zealand,Sky Stadium,1,-1.0,0.0499999999999998,150,113,134,False,50.0,False,120,6.0,0.0,,6.0,0.0,0.0,10.0
5810,Pakistan_Sri Lanka_2022-09-09,2022-09-09,DM de Silva,9,12,caught,1.0,2,2,Pakistan,Sri Lanka,Dubai International Cricket Stadium,1,92.0,1.2441176470588236,124,9,2,True,75.0,True,30,20.0,24.0,0.0,66.0,50.0,48.0,0.0
10432,Australia_Sri Lanka_2013-01-26,2013-01-26,HDRL Thirimanne,20,15,caught,1.0,2,4,Australia,Sri Lanka,Stadium Australia,0,33.0,0.5305309734513282,139,66,70,False,133.33,True,92,12.0,7.0,,67.0,0.0,18.0,0.0
8083,India_Australia_2023-11-28,2023-11-28,Tilak Varma,31,24,0,0.0,1,3,Australia,India,Barsapara Cricket Stadium,0,-1.0,-0.1500000000000003,222,63,81,False,129.17,False,120,18.0,17.0,0.0,65.0,20.0,8.0,9.5
7676,India_South Africa_2022-10-30,2022-10-30,Arshdeep Singh,2,1,0,0.0,1,9,South Africa,India,Perth Stadium,1,-1.0,-0.3161016949152531,133,119,131,False,200.0,False,120,0.0,,,1.0,0.0,,0.0
2648,Australia_India_2016-01-31,2016-01-31,SK Raina,49,25,0,1.0,2,2,Australia,India,Sydney Cricket Ground,0,-3.0,0.1500000000000003,200,76,124,False,196.0,False,120,6.0,12.0,0.0,52.0,9.0,13.0,20.5
1221,India_South Africa_2022-06-12,2022-06-12,WD Parnell,1,4,bowled,1.0,2,5,India,South Africa,Barabati Stadium,1,1.0,0.7272727272727266,149,103,145,False,25.0,True,108,0.0,0.0,0.0,23.0,2.0,0.0,0.0
6124,New Zealand_India_2019-02-06,2019-02-06,DJ Mitchell,8,6,caught,1.0,1,2,India,New Zealand,Sky Stadium,0,-1.0,3.999999999999999,219,77,134,False,133.33,True,90,8.0,6.0,0.0,55.0,22.0,0.0,0.0
6818,New Zealand_Pakistan_2023-04-17,2023-04-17,JDS Neesham,10,6,caught,1.0,1,4,Pakistan,New Zealand,Gaddafi Stadium,1,-1.0,0.2000000000000001,163,100,129,False,166.67,True,112,6.0,0.0,,38.0,0.0,0.0,8.75
7988,England_West Indies_2023-12-21,2023-12-21,Rehan Ahmed,0,1,caught and bowled,0.0,1,8,West Indies,England,Brian Lara Stadium,0,-1.0,-0.2793103448275866,132,110,125,False,0.0,True,110,5.0,0.0,,10.0,,,5.5
7504,Sri Lanka_India_2022-02-26,2022-02-26,C Karunaratne,0,0,0,0.0,1,5,India,Sri Lanka,Himachal Pradesh Cricket Association Stadium,0,-1.0,-1.684951456310678,183,114,161,False,0.0,False,120,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333
5408,Sri Lanka_Australia_2022-06-08,2022-06-08,MD Gunathilaka,4,4,caught,0.0,1,0,Australia,Sri Lanka,R. Premadasa Stadium,0,-1.0,-0.8654205607476637,124,1,1,True,100.0,True,5,0.0,24.0,0.0,115.0,24.0,64.0,26.0
1199,South Africa_West Indies_2016-03-25,2016-03-25,CH Morris,16,17,run out,0.0,1,6,West Indies,South Africa,Vidarbha Cricket Association Stadium,0,-1.0,-0.1542372881355929,122,95,98,False,94.12,True,120,0.0,0.0,0.0,39.0,12.0,0.0,5.5
5941,India_South Africa_2019-09-18,2019-09-18,HE van der Dussen,1,2,caught and bowled,0.0,1,2,India,South Africa,Punjab Cricket Association IS Bindra Stadium,0,-1.0,-0.4973684210526317,149,69,88,False,50.0,True,73,0.0,30.0,1.0,55.0,0.0,6.0,0.0
4293,New Zealand_India_2019-02-10,2019-02-10,TL Seifert,43,25,stumped,1.0,1,0,India,New Zealand,Seddon Park,0,-1.0,0.1999999999999993,212,1,2,True,172.0,True,46,24.0,46.0,24.0,143.0,13.0,0.0,32.666666666666664
5455,South Africa_Pakistan_2021-02-14,2021-02-14,H Klaasen,0,1,caught,0.0,1,3,Pakistan,South Africa,Gaddafi Stadium,0,-1.0,-0.8535714285714295,164,37,45,False,0.0,True,39,12.0,25.0,24.0,63.0,41.0,0.0,14.5
4241,New Zealand_England_2019-11-01,2019-11-01,JM Vince,59,38,caught,1.0,2,1,New Zealand,England,Hagley Oval,1,31.0,0.6743243243243242,154,35,41,False,155.26,True,92,6.0,20.0,,89.0,48.0,0.0,0.0
1586,New Zealand_England_2019-11-08,2019-11-08,SW Billings,0,1,0,1.0,1,3,New Zealand,England,McLean Park,0,-1.0,3.8000000000000007,241,119,241,False,0.0,False,120,0.0,0.0,0.0,1.0,0.0,0.0,7.666666666666667
6979,Pakistan_Afghanistan_2023-03-24,2023-03-24,Gulbadin Naib,0,2,caught,1.0,2,1,Pakistan,Afghanistan,Sharjah Cricket Stadium,0,69.0,0.8953271028037388,98,26,23,True,0.0,True,27,13.0,24.0,0.0,60.0,42.0,41.0,0.0
373,Australia_Sri Lanka_2022-02-20,2022-02-20,BKG Mendis,69,58,0,1.0,2,0,Australia,Sri Lanka,Melbourne Cricket Ground,0,-1.0,0.1151260504201685,155,1,1,True,118.97,False,119,14.0,48.0,0.0,138.0,24.0,24.0,15.5
3524,India_West Indies_2022-08-07,2022-08-07,N Pooran,3,6,lbw,0.0,2,3,India,West Indies,Central Broward Regional Park Stadium,0,138.0,-4.4,100,31,37,False,50.0,True,47,12.0,0.0,24.0,68.0,39.0,0.0,19.5
5911,Pakistan_Sri Lanka_2022-09-09,2022-09-09,Mohammad Rizwan,14,14,caught,0.0,1,0,Sri Lanka,Pakistan,Dubai International Cricket Stadium,0,-1.0,-1.2441176470588236,121,1,0,True,100.0,True,21,27.0,24.0,0.0,74.0,50.0,50.0,44.66666666666666
4200,England_Australia_2022-10-09,2022-10-09,MP Stoinis,35,15,caught,0.0,2,3,England,Australia,Perth Stadium,1,50.0,-0.4000000000000003,200,64,106,False,233.33,True,87,43.0,0.0,0.0,63.0,9.0,6.0,0.0
10095,India_West Indies_2009-06-12,2009-06-12,Z Khan,0,0,0,0.0,1,7,West Indies,India,Lord's,1,-1.0,-0.7071428571428555,153,118,145,False,0.0,False,120,0.0,0.0,,0.0,0.0,0.0,0.0
919,South Africa_Australia_2014-03-12,2014-03-12,HM Amla,4,9,caught and bowled,0.0,1,0,Australia,South Africa,Kingsmead,0,-1.0,-0.7214285714285698,80,1,0,True,44.44,True,11,45.0,0.0,6.0,30.0,0.0,7.0,0.0
9989,South Africa_Pakistan_2013-03-03,2013-03-03,LL Tsotsobe,0,1,caught,0.0,2,9,Pakistan,South Africa,SuperSport Park,0,95.0,-4.75,100,72,98,False,0.0,True,74,7.0,,,40.0,,8.0,0.0
7366,Sri Lanka_West Indies_2021-03-05,2021-03-05,FH Edwards,1,2,caught,0.0,2,9,Sri Lanka,West Indies,Coolidge Cricket Ground,0,43.0,-2.1500000000000004,117,110,116,False,50.0,True,112,0.0,,3.0,11.0,,0.0,0.0
6935,Sri Lanka_Afghanistan_2022-08-27,2022-08-27,Najibullah Zadran,2,2,0,1.0,2,2,Sri Lanka,Afghanistan,Dubai International Cricket Stadium,1,-1.0,5.176229508196721,106,57,103,False,100.0,False,61,10.0,0.0,0.0,7.0,18.0,27.0,0.0
10464,New Zealand_England_2013-02-09,2013-02-09,AM Ellis,4,5,caught,0.0,2,6,England,New Zealand,Eden Park,1,79.0,-2.0,174,89,129,False,80.0,True,97,13.0,6.0,,39.0,,8.0,0.0
4794,India_South Africa_2019-09-18,2019-09-18,S Dhawan,40,31,caught,1.0,2,0,South Africa,India,Punjab Cricket Association IS Bindra Stadium,1,55.0,0.4973684210526317,151,0,1,True,129.03,True,70,0.0,54.0,19.0,142.0,0.0,15.0,0.0
3673,Australia_Pakistan_2010-05-02,2010-05-02,Umar Akmal,18,14,caught,0.0,2,2,Australia,Pakistan,Daren Sammy National Cricket Stadium,0,121.0,-1.700000000000001,157,21,28,True,128.57,True,50,50.0,6.0,0.0,56.0,37.0,48.0,0.0
7177,Australia_New Zealand_2021-03-05,2021-03-05,KA Jamieson,30,18,caught,0.0,2,7,Australia,New Zealand,Sky Stadium,0,50.0,-2.5,106,84,65,False,166.67,True,113,6.0,11.0,,35.0,13.0,,5.5
6629,England_Australia_2015-08-31,2015-08-31,MA Starc,0,0,0,0.0,2,8,England,Australia,Sophia Gardens,1,5.0,-0.25,177,120,177,False,0.0,False,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9941,Australia_India_2010-05-07,2010-05-07,DJ Hussey,35,22,caught,1.0,1,1,India,Australia,Kensington Oval,0,-1.0,2.45,184,66,105,False,159.09,True,106,43.0,12.0,0.0,19.0,13.0,13.0,53.0
6925,Afghanistan_West Indies_2019-11-14,2019-11-14,Asghar Stanikzai,25,21,caught,0.0,2,2,West Indies,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,95.0,-1.4999999999999991,134,15,7,True,119.05,True,61,7.0,0.0,,134.0,48.0,25.0,0.0
2573,Australia_India_2018-11-25,2018-11-25,KL Rahul,14,20,caught,1.0,2,2,Australia,India,Sydney Cricket Ground,0,56.0,0.3423728813559332,168,42,67,False,70.0,True,78,20.0,25.0,21.0,54.0,20.0,24.0,18.0
10342,West Indies_Pakistan_2011-04-21,2011-04-21,Junaid Khan,3,4,0,0.0,2,9,West Indies,Pakistan,Daren Sammy National Cricket Stadium,0,7.0,-0.3499999999999996,143,111,125,False,75.0,False,120,8.0,,,8.0,,1.0,0.0
7790,Pakistan_India_2022-10-23,2022-10-23,Mohammad Nawaz,9,6,caught,0.0,1,5,India,Pakistan,Melbourne Cricket Ground,0,-1.0,-0.0499999999999998,159,85,99,False,150.0,True,95,20.0,9.0,0.0,44.0,0.0,7.0,11.875
1050,South Africa_West Indies_2008-01-18,2008-01-18,AB de Villiers,25,22,caught,1.0,2,1,West Indies,South Africa,New Wanderers Stadium,1,80.0,0.3810344827586212,134,4,4,True,113.64,True,45,0.0,0.0,0.0,183.0,6.0,49.0,0.0
736,New Zealand_South Africa_2012-02-19,2012-02-19,C de Grandhomme,3,7,0,0.0,1,4,South Africa,New Zealand,Seddon Park,0,-1.0,-2.225,173,108,159,False,42.86,False,120,6.0,0.0,0.0,7.0,0.0,0.0,2.0
10218,England_Sri Lanka_2010-05-13,2010-05-13,C Kieswetter,39,29,bowled,1.0,2,0,Sri Lanka,England,Daren Sammy National Cricket Stadium,0,60.0,1.85,132,1,1,True,134.48,True,49,25.0,30.0,,99.0,0.0,72.0,26.75
7690,India_Australia_2023-12-01,2023-12-01,Avesh Khan,1,1,run out,1.0,1,8,Australia,India,Shaheed Veer Narayan Singh International Stadium,0,-1.0,0.9999999999999992,174,118,170,False,100.0,True,120,4.0,,,3.0,,,0.0
1750,India_England_2012-12-20,2012-12-20,EJG Morgan,5,9,caught,0.0,1,2,India,England,Maharashtra Cricket Association Stadium,0,-1.0,-1.009813084112151,157,62,90,False,55.56,True,76,0.0,28.0,0.0,52.0,12.0,16.0,0.0
9146,Sri Lanka_West Indies_2009-06-19,2009-06-19,S Chanderpaul,7,15,lbw,0.0,2,3,Sri Lanka,West Indies,The Oval,1,115.0,-2.8500000000000005,101,7,1,True,46.67,True,50,13.0,24.0,,94.0,0.0,71.0,8.8
550,New Zealand_West Indies_2022-08-12,2022-08-12,GD Phillips,76,41,caught,1.0,1,2,West Indies,New Zealand,Sabina Park,1,-1.0,4.5,215,25,36,True,185.37,True,104,38.0,15.0,0.0,73.0,49.0,18.0,17.0
8924,Australia_Sri Lanka_2013-01-26,2013-01-26,TM Dilshan,16,21,caught,1.0,2,0,Australia,Sri Lanka,Stadium Australia,0,91.0,0.5305309734513282,139,1,1,True,76.19,True,38,25.0,29.0,,137.0,0.0,42.0,0.0
7982,India_South Africa_2023-12-14,2023-12-14,Mohammed Siraj,2,1,0,1.0,1,7,South Africa,India,New Wanderers Stadium,0,-1.0,5.300000000000001,201,120,201,False,200.0,False,120,,,,1.0,,,0.0
833,India_New Zealand_2023-02-01,2023-02-01,MJ Santner,13,13,caught,0.0,2,5,India,New Zealand,Narendra Modi Stadium,0,181.0,-8.399999999999999,66,28,21,True,100.0,True,51,18.0,24.0,6.0,79.0,18.0,0.0,13.0
8773,New Zealand_Pakistan_2009-11-12,2009-11-12,Abdul Razzaq,26,15,caught,1.0,1,5,New Zealand,Pakistan,Dubai International Cricket Stadium,0,-1.0,1.9959459459459463,161,90,116,False,173.33,True,120,0.0,0.0,0.0,24.0,16.0,13.0,0.0
5329,India_England_2021-03-16,2021-03-16,SS Iyer,9,9,caught,0.0,1,4,England,India,Narendra Modi Stadium,0,-1.0,-0.8181818181818192,156,68,65,False,100.0,True,87,10.0,0.0,0.0,58.0,16.0,12.0,37.5
5744,India_West Indies_2018-11-06,2018-11-06,D Ramdin,10,17,caught,0.0,2,2,India,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,114.0,-3.55,124,33,33,False,58.82,True,82,10.0,70.0,24.0,81.0,0.0,0.0,2.0
5092,India_West Indies_2019-12-11,2019-12-11,SO Hetmyer,41,24,caught,0.0,2,1,India,West Indies,Wankhede Stadium,1,149.0,-3.35,173,12,16,True,170.83,True,57,19.0,13.0,25.0,138.0,24.0,7.0,24.4
4479,South Africa_Pakistan_2013-11-22,2013-11-22,Mohammad Hafeez,63,40,caught,1.0,1,1,South Africa,Pakistan,Newlands Cricket Ground,1,-1.0,0.3000000000000007,176,26,25,True,157.5,True,99,45.0,18.0,0.0,70.0,24.0,42.0,4.333333333333333
10262,New Zealand_Pakistan_2010-12-28,2010-12-28,Shoaib Akhtar,5,3,0,0.0,2,9,New Zealand,Pakistan,Seddon Park,1,39.0,-1.95,146,117,141,False,166.67,False,120,0.0,0.0,,3.0,,3.0,8.0
8182,Australia_Pakistan_2007-09-18,2007-09-18,A Symonds,29,18,bowled,0.0,1,2,Pakistan,Australia,New Wanderers Stadium,0,-1.0,-0.4086956521739129,164,23,33,True,161.11,True,53,59.0,6.0,0.0,82.0,24.0,24.0,2.0
4783,India_West Indies_2018-11-06,2018-11-06,S Dhawan,43,41,caught,1.0,1,0,West Indies,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,-1.0,3.55,195,1,0,True,104.88,True,84,25.0,78.0,24.0,114.0,0.0,0.0,3.0
5331,New Zealand_India_2021-11-17,2021-11-17,SS Iyer,5,8,caught,1.0,2,3,New Zealand,India,Sawai Mansingh Stadium,1,9.0,0.2406779661016944,166,101,144,False,62.5,True,114,2.0,0.0,0.0,39.0,0.0,0.0,0.0
9269,Australia_England_2007-01-09,2007-01-09,J Lewis,1,4,caught,0.0,2,7,Australia,England,Sydney Cricket Ground,0,92.0,-3.850000000000001,144,107,128,False,25.0,True,111,,,,23.0,6.0,,0.0
3761,Australia_India_2012-02-01,2012-02-01,DA Warner,25,14,caught,1.0,1,0,India,Australia,Stadium Australia,0,-1.0,1.5500000000000007,171,1,0,True,178.57,True,23,12.0,37.0,24.0,95.0,23.0,56.0,0.0
9523,India_Sri Lanka_2009-12-09,2009-12-09,G Gambhir,55,26,bowled,0.0,2,0,Sri Lanka,India,Vidarbha Cricket Association Stadium,1,122.0,-1.4499999999999993,186,1,1,True,211.54,True,50,26.0,37.0,0.0,118.0,0.0,66.0,0.0
7002,Afghanistan_Sri Lanka_2023-10-04,2023-10-04,Fareed Ahmad,0,0,lbw,1.0,1,8,Sri Lanka,Afghanistan,Zhejiang University of Technology Cricket Field,0,-1.0,0.3999999999999994,116,108,115,False,0.0,True,111,0.0,0.0,,0.0,0.0,0.0,0.0
223,India_Sri Lanka_2017-12-20,2017-12-20,DAS Gunaratne,4,4,stumped,0.0,2,3,India,Sri Lanka,Barabati Stadium,1,125.0,-4.65,87,45,47,False,100.0,True,54,6.0,0.0,18.0,81.0,17.0,12.0,0.0
8628,Australia_South Africa_2009-01-13,2009-01-13,JA Morkel,19,13,caught,0.0,1,4,Australia,South Africa,Brisbane Cricket Ground,1,-1.0,-0.6986725663716822,157,82,91,False,146.15,True,103,18.0,0.0,0.0,45.0,0.0,8.0,12.0
7582,Sri Lanka_Australia_2022-02-18,2022-02-18,M Theekshana,3,3,run out,0.0,1,7,Australia,Sri Lanka,Melbourne Cricket Ground,0,-1.0,-0.9215596330275222,139,110,119,False,100.0,True,113,0.0,0.0,,11.0,0.0,0.0,6.0
6018,India_Sri Lanka_2020-01-07,2020-01-07,WIA Fernando,22,16,caught,0.0,1,0,India,Sri Lanka,Holkar Cricket Stadium,0,-1.0,-1.128571428571428,142,0,2,True,137.5,True,29,0.0,0.0,24.0,143.0,24.0,36.0,0.0
4769,Australia_India_2017-10-07,2017-10-07,S Dhawan,15,12,0,1.0,2,0,Australia,India,JSCA International Stadium Complex,1,69.0,2.587662337662337,49,1,4,True,125.0,False,33,1.0,0.0,24.0,81.0,31.0,0.0,0.0
1434,Australia_South Africa_2014-11-07,2014-11-07,RR Hendricks,18,22,stumped,0.0,1,0,Australia,South Africa,Melbourne Cricket Ground,1,-1.0,-3.0026315789473683,101,0,1,True,81.82,True,52,65.0,0.0,0.0,68.0,37.0,18.0,0.0
7519,India_Sri Lanka_2021-07-29,2021-07-29,RD Gaikwad,14,10,lbw,0.0,1,0,Sri Lanka,India,R. Premadasa Stadium,1,-1.0,-1.6051724137931034,81,1,0,True,140.0,True,30,0.0,0.0,13.0,95.0,70.0,37.0,21.0
402,Sri Lanka_Australia_2011-08-08,2011-08-08,KMDN Kulasekara,4,6,bowled,1.0,1,7,Australia,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,0.3999999999999994,157,106,138,False,66.67,True,119,0.0,2.0,,27.0,0.0,2.0,0.0
7994,Pakistan_New Zealand_2024-01-19,2024-01-19,WA Young,4,8,caught,1.0,2,1,Pakistan,New Zealand,Hagley Oval,1,138.0,0.8522935779816496,159,4,9,True,50.0,True,16,23.0,48.0,,162.0,0.0,0.0,0.0
2944,Australia_India_2018-11-21,2018-11-21,RR Pant,20,14,caught,0.0,2,3,Australia,India,Brisbane Cricket Ground,1,2.0,0.6470588235294112,169,66,96,False,142.86,True,93,8.0,18.0,8.0,42.0,6.0,0.0,21.33333333333333
7260,New Zealand_India_2021-11-19,2021-11-19,SA Yadav,1,2,bowled,1.0,2,2,New Zealand,India,JSCA International Stadium Complex,1,16.0,1.292307692307693,155,94,136,False,50.0,True,96,6.0,0.0,0.0,30.0,0.0,4.0,36.5
5958,South Africa_Australia_2021-10-23,2021-10-23,HE van der Dussen,2,3,caught,0.0,1,1,Australia,South Africa,Zayed Cricket Stadium,0,-1.0,-0.2525423728813551,118,10,14,True,66.67,True,13,18.0,24.0,24.0,111.0,24.0,21.0,0.0
3671,England_Pakistan_2010-02-19,2010-02-19,Umar Akmal,13,12,caught,0.0,1,2,England,Pakistan,Dubai International Cricket Stadium,1,-1.0,-0.577027027027027,129,31,20,False,108.33,True,51,12.0,0.0,0.0,102.0,0.0,64.0,21.0
