,match_id,batter,batter_runs,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
1525,South Africa_India_2011-01-09,SK Raina,41,1,4,South Africa,India,Moses Mabhida Stadium,1,-1.0,1.0500000000000007,168,80,111,False,178.26,24.0,8.0,0.0,25.0,0.0,25.0,0.0
1526,West Indies_India_2011-06-04,SK Raina,2,1,3,West Indies,India,Queen's Park Oval,0,-1.0,0.7999999999999998,159,43,49,False,33.33,0.0,0.0,0.0,64.0,24.0,72.0,0.0
1527,England_India_2011-08-31,SK Raina,33,1,4,England,India,Old Trafford,1,-1.0,-0.4166666666666661,165,77,109,False,173.68,0.0,0.0,0.0,66.0,0.0,20.0,0.0
1528,India_England_2011-10-29,SK Raina,39,1,2,England,India,Eden Gardens,1,-1.0,-0.4821428571428567,120,9,5,True,134.48,0.0,43.0,0.0,117.0,0.0,59.0,0.0
1529,Australia_India_2012-02-01,SK Raina,14,2,2,Australia,India,Stadium Australia,1,99.0,-1.5500000000000007,140,34,48,False,93.33,6.0,31.0,24.0,54.0,23.0,41.0,0.0
1530,Sri Lanka_India_2012-08-07,SK Raina,34,1,2,Sri Lanka,India,Pallekele International Cricket Stadium,0,-1.0,1.95,155,70,81,False,136.0,7.0,0.0,0.0,69.0,3.0,16.0,0.0
1531,India_New Zealand_2012-09-11,SK Raina,27,2,1,New Zealand,India,MA Chidambaram Stadium,1,81.0,-0.0499999999999989,166,19,26,True,122.73,53.0,49.0,0.0,82.0,0.0,19.0,0.0
1532,England_India_2012-09-23,SK Raina,1,1,4,England,India,R. Premadasa Stadium,0,-1.0,4.5,170,118,167,False,100.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0
1533,Australia_India_2012-09-28,SK Raina,26,1,5,Australia,India,R. Premadasa Stadium,1,-1.0,-2.5056179775280896,140,67,74,False,136.84,9.0,9.0,14.0,30.0,0.0,11.0,14.0
1534,India_South Africa_2012-10-02,SK Raina,45,1,4,South Africa,India,R. Premadasa Stadium,0,-1.0,0.0499999999999998,152,61,69,False,132.35,6.0,23.0,0.0,54.0,5.0,31.0,18.0
1535,India_England_2012-12-20,SK Raina,26,2,3,England,India,Maharashtra Cricket Association Stadium,1,9.0,1.009813084112151,158,61,94,False,136.84,0.0,30.0,0.0,52.0,12.0,18.0,0.0
1536,India_England_2012-12-22,SK Raina,35,1,4,England,India,Wankhede Stadium,0,-1.0,-0.200000000000001,177,66,89,False,152.17,0.0,12.0,0.0,66.0,12.0,17.0,26.0
1537,India_Pakistan_2012-12-25,SK Raina,10,1,4,Pakistan,India,M. Chinnaswamy Stadium,0,-1.0,-0.1635593220338975,133,92,108,False,111.11,6.0,4.0,0.0,36.0,0.0,12.0,30.5
1538,India_Pakistan_2012-12-28,SK Raina,1,1,4,Pakistan,India,Narendra Modi Stadium,0,-1.0,0.5499999999999989,192,117,186,False,100.0,0.0,0.0,0.0,8.0,0.0,0.0,23.666666666666668
1539,India_Australia_2013-10-10,SK Raina,19,2,1,Australia,India,Saurashtra Cricket Association Stadium,1,151.0,0.2211864406779646,202,12,14,True,146.15,25.0,43.0,0.0,143.0,0.0,13.0,0.0
1540,India_Pakistan_2014-03-21,SK Raina,35,2,3,Pakistan,India,Shere Bangla National Stadium,1,-1.0,0.5810810810810807,131,62,66,False,125.0,6.0,18.0,0.0,39.0,18.0,30.0,0.0
1541,India_West Indies_2014-03-23,SK Raina,1,2,3,West Indies,India,Shere Bangla National Stadium,1,-1.0,0.1601694915254228,130,118,130,False,100.0,0.0,4.0,0.0,0.0,0.0,1.0,35.0
1542,Australia_India_2014-03-30,SK Raina,6,1,3,Australia,India,Shere Bangla National Stadium,0,-1.0,3.65,159,51,53,False,60.0,30.0,22.0,0.0,22.0,24.0,28.0,18.0
1543,India_South Africa_2014-04-04,SK Raina,21,2,3,South Africa,India,Shere Bangla National Stadium,0,5.0,0.5826086956521745,176,97,133,False,210.0,13.0,0.0,0.0,20.0,0.0,12.0,14.0
1544,England_India_2014-09-07,SK Raina,25,2,2,England,India,Edgbaston,0,35.0,-0.1500000000000003,177,62,90,False,125.0,13.0,12.0,0.0,48.0,18.0,29.0,0.0
1545,India_South Africa_2015-10-02,SK Raina,14,1,2,South Africa,India,Himachal Pradesh Cricket Association Stadium,0,-1.0,-0.219491525423729,199,94,160,False,175.0,4.0,0.0,0.0,36.0,0.0,0.0,0.0
1546,India_South Africa_2015-10-05,SK Raina,22,1,2,South Africa,India,Barabati Stadium,0,-1.0,-0.9922330097087376,92,27,31,True,91.67,0.0,18.0,0.0,80.0,18.0,48.0,14.0
1547,Australia_India_2016-01-26,SK Raina,41,1,2,Australia,India,Adelaide Oval,0,-1.0,1.8500000000000003,188,30,41,True,120.59,25.0,30.0,0.0,94.0,18.0,24.0,0.0
1548,Australia_India_2016-01-29,SK Raina,0,1,3,Australia,India,Melbourne Cricket Ground,0,-1.0,1.3499999999999996,184,119,183,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
1549,Australia_India_2016-01-31,SK Raina,49,2,2,Australia,India,Sydney Cricket Ground,0,-3.0,0.1500000000000003,200,76,124,False,196.0,6.0,12.0,0.0,52.0,9.0,13.0,20.5
1550,India_Sri Lanka_2016-02-09,SK Raina,20,1,2,Sri Lanka,India,Maharashtra Cricket Association Stadium,0,-1.0,-0.7833333333333332,101,7,5,True,100.0,12.0,18.0,0.0,114.0,13.0,50.0,30.0
1551,India_Sri Lanka_2016-02-12,SK Raina,30,1,2,Sri Lanka,India,JSCA International Stadium Complex,0,-1.0,3.450000000000001,196,80,123,False,157.89,0.0,5.0,0.0,59.0,0.0,24.0,27.5
1552,India_Pakistan_2016-02-27,SK Raina,1,2,2,Pakistan,India,Shere Bangla National Stadium,1,75.0,1.3338709677419347,85,5,2,True,25.0,86.0,32.0,0.0,63.0,0.0,19.0,24.75
1553,India_Sri Lanka_2016-03-01,SK Raina,25,2,2,Sri Lanka,India,Shere Bangla National Stadium,1,68.0,0.4448275862068964,142,21,16,True,96.15,14.0,44.0,0.0,111.0,0.0,33.0,25.0
1554,India_New Zealand_2016-03-15,SK Raina,1,2,2,New Zealand,India,Vidarbha Cricket Association Stadium,0,114.0,-2.35,79,15,11,True,50.0,24.0,50.0,0.0,58.0,26.0,52.0,13.0
1555,India_Pakistan_2016-03-19,SK Raina,0,2,3,Pakistan,India,Eden Gardens,1,95.0,0.9602339181286546,119,28,23,True,0.0,35.0,25.0,0.0,43.0,26.0,26.0,9.0
1556,India_Australia_2016-03-27,SK Raina,10,2,2,Australia,India,Punjab Cricket Association IS Bindra Stadium,0,111.0,0.4000000000000003,161,36,37,False,142.86,25.0,40.0,0.0,76.0,12.0,19.0,6.75
1557,India_England_2017-01-26,SK Raina,34,1,1,England,India,Green Park,0,-1.0,-0.7967889908256875,147,28,34,True,147.83,19.0,0.0,0.0,89.0,18.0,57.0,0.0
1558,India_England_2017-01-29,SK Raina,7,1,1,England,India,Vidarbha Cricket Association Stadium,0,-1.0,0.25,144,26,34,True,70.0,24.0,6.0,0.0,59.0,52.0,51.0,34.0
1559,India_England_2017-02-01,SK Raina,63,1,1,England,India,M. Chinnaswamy Stadium,0,-1.0,3.75,202,7,5,True,140.0,34.0,0.0,0.0,91.0,61.0,31.0,20.5
1560,India_South Africa_2018-02-18,SK Raina,15,1,1,South Africa,India,New Wanderers Stadium,0,-1.0,1.4000000000000004,203,11,24,True,214.29,20.0,12.0,25.0,152.0,25.0,0.0,0.0
1561,India_South Africa_2018-02-21,SK Raina,31,1,1,South Africa,India,SuperSport Park,0,-1.0,-0.7249999999999996,188,8,0,True,129.17,24.0,12.0,12.0,138.0,25.0,13.0,15.0
1562,India_South Africa_2018-02-24,SK Raina,43,1,1,South Africa,India,Newlands Cricket Ground,0,-1.0,0.3499999999999996,172,10,20,True,159.26,0.0,18.0,24.0,151.0,0.0,36.0,23.0
1563,India_Sri Lanka_2018-03-06,SK Raina,1,1,1,Sri Lanka,India,R. Premadasa Stadium,0,-1.0,-0.7594594594594604,174,5,2,True,33.33,15.0,0.0,0.0,93.0,44.0,80.0,29.666666666666668
1564,Sri Lanka_India_2018-03-12,SK Raina,27,2,2,Sri Lanka,India,R. Premadasa Stadium,1,90.0,0.742857142857142,153,19,26,True,180.0,13.0,0.0,0.0,83.0,52.0,42.0,22.5
1565,India_England_2018-07-06,SK Raina,27,1,3,England,India,Sophia Gardens,0,-1.0,-0.1762711864406769,148,30,23,True,135.0,12.0,0.0,24.0,99.0,49.0,0.0,0.0
1566,India_Pakistan_2007-09-14,Yuvraj Singh,1,1,2,Pakistan,India,Kingsmead,0,-1.0,0.0,141,14,10,True,25.0,68.0,0.0,0.0,104.0,24.0,24.0,0.0
1567,India_New Zealand_2007-09-16,Yuvraj Singh,5,2,3,New Zealand,India,New Wanderers Stadium,1,74.0,-0.5,180,66,105,False,71.43,6.0,31.0,0.0,48.0,0.0,26.0,1.0
1568,England_India_2007-09-19,Yuvraj Singh,58,1,3,England,India,Kingsmead,1,-1.0,0.9000000000000004,218,101,155,False,362.5,14.0,0.0,0.0,22.0,0.0,7.0,3.0
1569,Australia_India_2007-09-22,Yuvraj Singh,70,1,2,Australia,India,Kingsmead,1,-1.0,0.75,188,49,41,False,233.33,50.0,6.0,0.0,62.0,0.0,31.0,21.333333333333332
1570,India_Pakistan_2007-09-24,Yuvraj Singh,14,1,2,Pakistan,India,New Wanderers Stadium,1,-1.0,0.25,157,35,40,False,73.68,39.0,0.0,0.0,70.0,24.0,43.0,33.5
1571,India_Australia_2007-10-20,Yuvraj Singh,31,2,2,Australia,India,Brabourne Stadium,0,-1.0,0.8926605504587144,167,64,102,False,124.0,29.0,22.0,0.0,45.0,0.0,12.0,42.0
1572,Sri Lanka_India_2009-02-10,Yuvraj Singh,32,2,2,Sri Lanka,India,R. Premadasa Stadium,0,90.0,0.4499999999999993,174,8,18,True,152.38,64.0,43.0,0.0,75.0,25.0,30.0,0.0
1573,New Zealand_India_2009-02-25,Yuvraj Singh,1,1,3,New Zealand,India,AMI Stadium,0,-1.0,-0.714159292035399,162,33,54,False,33.33,19.0,33.0,0.0,62.0,0.0,54.0,32.0
1574,New Zealand_India_2009-02-27,Yuvraj Singh,50,1,2,New Zealand,India,Sky Stadium,0,-1.0,-0.0499999999999998,149,28,36,True,147.06,29.0,61.0,0.0,75.0,0.0,24.0,16.5
1575,India_West Indies_2009-06-12,Yuvraj Singh,67,1,2,West Indies,India,Lord's,1,-1.0,-0.7071428571428555,153,24,28,True,155.81,12.0,37.0,0.0,81.0,0.0,60.0,0.0
1576,England_India_2009-06-14,Yuvraj Singh,17,2,3,England,India,Lord's,1,66.0,-0.1500000000000003,150,65,68,False,188.89,19.0,22.0,0.0,44.0,0.0,33.0,67.0
1577,India_South Africa_2009-06-16,Yuvraj Singh,25,2,2,South Africa,India,Trent Bridge,0,24.0,-0.5999999999999996,118,55,55,False,100.0,12.0,48.0,0.0,26.0,0.0,49.0,42.0
1578,India_Sri Lanka_2009-12-09,Yuvraj Singh,6,2,2,Sri Lanka,India,Vidarbha Cricket Association Stadium,1,110.0,-1.4499999999999993,186,51,95,False,75.0,6.0,29.0,0.0,47.0,0.0,60.0,0.0
1579,India_Sri Lanka_2009-12-12,Yuvraj Singh,60,2,2,Sri Lanka,India,Punjab Cricket Association IS Bindra Stadium,0,-5.0,0.7086956521739118,211,67,109,False,240.0,7.0,31.0,0.0,58.0,0.0,12.0,6.0
1580,India_South Africa_2010-05-02,Yuvraj Singh,37,1,2,South Africa,India,Daren Sammy National Cricket Stadium,0,-1.0,0.7000000000000011,186,34,32,False,123.33,13.0,30.0,0.0,80.0,18.0,30.0,0.0
1581,Australia_India_2010-05-07,Yuvraj Singh,1,2,3,Australia,India,Kensington Oval,1,161.0,-2.45,135,23,17,True,50.0,76.0,18.0,0.0,31.0,25.0,36.0,37.0
1582,West Indies_India_2010-05-09,Yuvraj Singh,12,2,3,West Indies,India,Kensington Oval,1,88.0,-0.6999999999999993,155,45,39,False,85.71,38.0,18.0,0.0,68.0,0.0,41.0,19.0
1583,India_Sri Lanka_2010-05-11,Yuvraj Singh,1,1,3,Sri Lanka,India,Daren Sammy National Cricket Stadium,1,-1.0,-0.1999999999999993,163,105,145,False,50.0,9.0,0.0,0.0,18.0,3.0,0.0,16.666666666666668
1584,South Africa_India_2011-01-09,Yuvraj Singh,12,1,2,South Africa,India,Moses Mabhida Stadium,1,-1.0,1.0500000000000007,168,46,68,False,92.31,24.0,31.0,0.0,38.0,0.0,61.0,0.0
1585,India_New Zealand_2012-09-11,Yuvraj Singh,34,2,2,New Zealand,India,MA Chidambaram Stadium,1,5.0,-0.0499999999999989,166,63,86,False,130.77,43.0,13.0,0.0,56.0,0.0,7.0,0.0
1586,Australia_India_2012-09-28,Yuvraj Singh,8,1,2,Australia,India,R. Premadasa Stadium,1,-1.0,-2.5056179775280896,140,45,58,False,80.0,18.0,12.0,20.0,44.0,2.0,23.0,34.0
1587,India_Pakistan_2012-09-30,Yuvraj Singh,19,2,2,Pakistan,India,R. Premadasa Stadium,0,-1.0,1.1882352941176464,129,64,75,False,118.75,12.0,3.0,0.0,30.0,9.0,43.0,21.0
1588,India_South Africa_2012-10-02,Yuvraj Singh,21,1,3,South Africa,India,R. Premadasa Stadium,0,-1.0,0.0499999999999998,152,34,36,False,140.0,9.0,45.0,0.0,60.0,6.0,55.0,20.333333333333332
1589,India_England_2012-12-20,Yuvraj Singh,38,2,2,England,India,Maharashtra Cricket Association Stadium,1,64.0,1.009813084112151,158,31,48,False,180.95,0.0,42.0,0.0,77.0,18.0,36.0,0.0
1590,India_England_2012-12-22,Yuvraj Singh,4,1,2,England,India,Wankhede Stadium,0,-1.0,-0.200000000000001,177,41,65,False,80.0,0.0,24.0,0.0,82.0,20.0,36.0,38.0
1591,India_Pakistan_2012-12-25,Yuvraj Singh,10,1,2,Pakistan,India,M. Chinnaswamy Stadium,0,-1.0,-0.1635593220338975,133,77,96,False,111.11,14.0,18.0,0.0,37.0,2.0,19.0,21.0
1592,India_Pakistan_2012-12-28,Yuvraj Singh,72,1,2,Pakistan,India,Narendra Modi Stadium,0,-1.0,0.5499999999999989,192,43,53,False,200.0,22.0,12.0,0.0,57.0,18.0,46.0,17.333333333333332
1593,India_Australia_2013-10-10,Yuvraj Singh,77,2,3,Australia,India,Saurashtra Cricket Association Stadium,1,-1.0,0.2211864406779646,202,52,81,False,220.0,13.0,30.0,0.0,91.0,0.0,7.0,0.0
1594,India_Pakistan_2014-03-21,Yuvraj Singh,1,2,2,Pakistan,India,Shere Bangla National Stadium,1,65.0,0.5810810810810807,131,58,65,False,50.0,6.0,22.0,0.0,40.0,18.0,33.0,0.0
1595,India_West Indies_2014-03-23,Yuvraj Singh,10,2,2,West Indies,India,Shere Bangla National Stadium,1,0.0,0.1601694915254228,130,89,107,False,52.63,6.0,21.0,0.0,17.0,8.0,16.0,1.0
1596,Australia_India_2014-03-30,Yuvraj Singh,60,1,2,Australia,India,Shere Bangla National Stadium,0,-1.0,3.65,159,39,47,False,139.53,32.0,24.0,0.0,22.0,28.0,44.0,5.5
1597,India_South Africa_2014-04-04,Yuvraj Singh,18,2,2,South Africa,India,Shere Bangla National Stadium,0,39.0,0.5826086956521745,176,58,78,False,105.88,21.0,0.0,0.0,26.0,38.0,38.0,23.666666666666668
1598,India_Sri Lanka_2014-04-06,Yuvraj Singh,11,1,2,Sri Lanka,India,Shere Bangla National Stadium,0,-1.0,-1.0140186915887854,130,64,65,False,52.38,0.0,10.0,0.0,31.0,19.0,46.0,22.25
1599,Australia_India_2016-01-31,Yuvraj Singh,15,2,3,Australia,India,Sydney Cricket Ground,0,-3.0,0.1500000000000003,200,90,147,False,125.0,6.0,7.0,0.0,43.0,1.0,6.0,0.0
1600,India_Sri Lanka_2016-02-09,Yuvraj Singh,10,1,3,Sri Lanka,India,Maharashtra Cricket Association Stadium,0,-1.0,-0.7833333333333332,101,31,32,False,71.43,0.0,18.0,0.0,86.0,13.0,50.0,15.0
1601,India_Pakistan_2016-02-27,Yuvraj Singh,14,2,3,Pakistan,India,Shere Bangla National Stadium,1,-2.0,1.3338709677419347,85,17,9,True,43.75,72.0,32.0,0.0,51.0,0.0,19.0,8.333333333333334
1602,India_Sri Lanka_2016-03-01,Yuvraj Singh,35,2,3,Sri Lanka,India,Shere Bangla National Stadium,1,17.0,0.4448275862068964,142,68,71,False,194.44,6.0,26.0,0.0,41.0,0.0,31.0,9.75
1603,India_New Zealand_2016-03-15,Yuvraj Singh,4,2,3,New Zealand,India,Vidarbha Cricket Association Stadium,0,100.0,-2.35,79,18,12,True,80.0,24.0,47.0,0.0,58.0,26.0,49.0,24.5
1604,India_Pakistan_2016-03-19,Yuvraj Singh,24,2,3,Pakistan,India,Eden Gardens,1,34.0,0.9602339181286546,119,29,23,True,104.35,35.0,25.0,0.0,41.0,26.0,26.0,17.666666666666668
1605,India_Australia_2016-03-27,Yuvraj Singh,21,2,3,Australia,India,Punjab Cricket Association IS Bindra Stadium,0,66.0,0.4000000000000003,161,47,50,False,116.67,19.0,34.0,0.0,70.0,12.0,14.0,19.25
1606,India_England_2017-01-26,Yuvraj Singh,12,1,2,England,India,Green Park,0,-1.0,-0.7967889908256875,147,44,55,False,92.31,19.0,0.0,0.0,73.0,12.0,46.0,0.0
1607,India_England_2017-01-29,Yuvraj Singh,4,1,2,England,India,Vidarbha Cricket Association Stadium,0,-1.0,0.25,144,47,56,False,33.33,24.0,6.0,0.0,43.0,39.0,40.0,12.0
1608,India_England_2017-02-01,Yuvraj Singh,27,1,3,England,India,M. Chinnaswamy Stadium,0,-1.0,3.75,202,82,122,False,270.0,14.0,0.0,0.0,34.0,6.0,0.0,8.0
1609,South Africa_India_2006-12-01,MS Dhoni,0,2,2,South Africa,India,New Wanderers Stadium,0,55.0,0.1033613445378156,127,58,64,False,0.0,18.0,11.0,0.0,61.0,0.0,32.0,0.0
1610,India_Pakistan_2007-09-14,MS Dhoni,33,1,4,Pakistan,India,Kingsmead,0,-1.0,0.0,141,41,36,False,106.45,52.0,0.0,0.0,62.0,24.0,24.0,0.0
1611,India_New Zealand_2007-09-16,MS Dhoni,24,2,2,New Zealand,India,New Wanderers Stadium,1,62.0,-0.5,180,40,77,False,120.0,19.0,39.0,0.0,69.0,0.0,37.0,33.0
1612,England_India_2007-09-19,MS Dhoni,10,1,2,England,India,Kingsmead,1,-1.0,0.9000000000000004,218,94,144,False,125.0,14.0,0.0,0.0,37.0,0.0,7.0,28.5
1613,South Africa_India_2007-09-20,MS Dhoni,45,1,4,South Africa,India,Kingsmead,1,-1.0,1.8500000000000003,153,64,62,False,140.62,19.0,0.0,0.0,76.0,0.0,24.0,22.333333333333332
1614,Australia_India_2007-09-22,MS Dhoni,36,1,3,Australia,India,Kingsmead,1,-1.0,0.75,188,88,126,False,200.0,28.0,6.0,0.0,28.0,0.0,6.0,28.0
1615,India_Pakistan_2007-09-24,MS Dhoni,6,1,3,Pakistan,India,New Wanderers Stadium,1,-1.0,0.25,157,82,104,False,66.67,20.0,0.0,0.0,38.0,6.0,13.0,29.6
1616,India_Australia_2007-10-20,MS Dhoni,9,2,3,Australia,India,Brabourne Stadium,0,-1.0,0.8926605504587144,167,95,143,False,180.0,13.0,0.0,0.0,20.0,0.0,6.0,29.0
1617,Australia_India_2008-02-01,MS Dhoni,9,1,4,Australia,India,Melbourne Cricket Ground,1,-1.0,-2.917647058823529,74,21,20,True,33.33,13.0,12.0,0.0,79.0,0.0,31.0,0.0
1618,Sri Lanka_India_2009-02-10,MS Dhoni,13,2,3,Sri Lanka,India,R. Premadasa Stadium,0,63.0,0.4499999999999993,174,50,82,False,76.47,26.0,37.0,0.0,34.0,25.0,22.0,0.0
1619,New Zealand_India_2009-02-25,MS Dhoni,2,1,4,New Zealand,India,AMI Stadium,0,-1.0,-0.714159292035399,162,39,57,False,33.33,18.0,31.0,0.0,61.0,0.0,52.0,13.0
1620,New Zealand_India_2009-02-27,MS Dhoni,28,1,3,New Zealand,India,Sky Stadium,0,-1.0,-0.0499999999999998,149,38,48,False,93.33,26.0,61.0,0.0,59.0,0.0,23.0,7.5
1621,India_West Indies_2009-06-12,MS Dhoni,11,1,3,West Indies,India,Lord's,1,-1.0,-0.7071428571428555,153,27,29,True,47.83,11.0,37.0,0.0,75.0,0.0,55.0,0.0
1622,England_India_2009-06-14,MS Dhoni,30,2,4,England,India,Lord's,1,3.0,-0.1500000000000003,150,82,86,False,150.0,19.0,13.0,0.0,26.0,0.0,22.0,11.0
1623,India_South Africa_2009-06-16,MS Dhoni,5,2,3,South Africa,India,Trent Bridge,0,63.0,-0.5999999999999996,118,59,58,False,41.67,12.0,43.0,0.0,26.0,0.0,43.0,20.5
1624,India_Sri Lanka_2009-12-09,MS Dhoni,9,2,1,Sri Lanka,India,Vidarbha Cricket Association Stadium,1,116.0,-1.4499999999999993,186,18,32,True,75.0,15.0,37.0,0.0,94.0,0.0,66.0,0.0
1625,India_Sri Lanka_2009-12-12,MS Dhoni,46,2,1,Sri Lanka,India,Punjab Cricket Association IS Bindra Stadium,0,18.0,0.7086956521739118,211,37,59,False,164.29,7.0,43.0,0.0,93.0,0.0,24.0,9.0
1626,India_South Africa_2010-05-02,MS Dhoni,16,1,4,South Africa,India,Daren Sammy National Cricket Stadium,0,-1.0,0.7000000000000011,186,112,164,False,266.67,6.0,0.0,0.0,8.0,0.0,2.0,0.0
1627,Australia_India_2010-05-07,MS Dhoni,2,2,4,Australia,India,Kensington Oval,1,147.0,-2.45,135,31,23,False,25.0,66.0,18.0,0.0,27.0,25.0,30.0,16.0
1628,West Indies_India_2010-05-09,MS Dhoni,29,2,4,West Indies,India,Kensington Oval,1,30.0,-0.6999999999999993,155,73,80,False,161.11,25.0,18.0,0.0,44.0,0.0,18.0,9.0
1629,India_Sri Lanka_2010-05-11,MS Dhoni,23,1,2,Sri Lanka,India,Daren Sammy National Cricket Stadium,1,-1.0,-0.1999999999999993,163,68,97,False,121.05,26.0,12.0,0.0,42.0,6.0,23.0,15.666666666666666
1630,South Africa_India_2011-01-09,MS Dhoni,10,1,5,South Africa,India,Moses Mabhida Stadium,1,-1.0,1.0500000000000007,168,97,137,False,90.91,23.0,0.0,0.0,13.0,0.0,12.0,0.0
1631,England_India_2011-08-31,MS Dhoni,8,1,5,England,India,Old Trafford,1,-1.0,-0.4166666666666661,165,85,123,False,100.0,0.0,0.0,0.0,51.0,0.0,6.0,0.0
1632,India_England_2011-10-29,MS Dhoni,21,1,4,England,India,Eden Gardens,1,-1.0,-0.4821428571428567,120,65,66,False,80.77,0.0,8.0,0.0,73.0,0.0,25.0,0.0
1633,Australia_India_2012-02-01,MS Dhoni,48,2,4,Australia,India,Stadium Australia,1,31.0,-1.5500000000000007,140,44,53,False,114.29,6.0,31.0,18.0,51.0,23.0,30.0,0.0
1634,Australia_India_2012-02-03,MS Dhoni,21,2,2,Australia,India,Melbourne Cricket Ground,0,-4.0,0.3144067796610166,135,83,98,False,116.67,0.0,8.0,6.0,31.0,10.0,18.0,48.0
1635,Sri Lanka_India_2012-08-07,MS Dhoni,16,1,3,Sri Lanka,India,Pallekele International Cricket Stadium,0,-1.0,1.95,155,100,129,False,114.29,3.0,0.0,0.0,27.0,0.0,0.0,0.0
1636,India_New Zealand_2012-09-11,MS Dhoni,22,2,3,New Zealand,India,MA Chidambaram Stadium,1,1.0,-0.0499999999999989,166,81,121,False,95.65,34.0,7.0,0.0,33.0,0.0,7.0,0.0
1637,England_India_2012-09-23,MS Dhoni,9,1,3,England,India,R. Premadasa Stadium,0,-1.0,4.5,170,96,119,False,112.5,0.0,0.0,0.0,29.0,0.0,0.0,22.0
1638,Australia_India_2012-09-28,MS Dhoni,15,1,5,Australia,India,R. Premadasa Stadium,1,-1.0,-2.5056179775280896,140,68,74,False,71.43,11.0,11.0,14.0,30.0,0.0,11.0,15.5
1639,India_South Africa_2012-10-02,MS Dhoni,23,1,5,South Africa,India,R. Premadasa Stadium,0,-1.0,0.0499999999999998,152,97,116,False,176.92,6.0,0.0,0.0,29.0,0.0,6.0,15.333333333333334
1640,India_England_2012-12-20,MS Dhoni,24,2,4,England,India,Maharashtra Cricket Association Stadium,1,-1.0,1.009813084112151,158,74,110,False,114.29,0.0,17.0,0.0,43.0,12.0,12.0,0.0
1641,India_England_2012-12-22,MS Dhoni,38,1,5,England,India,Wankhede Stadium,0,-1.0,-0.200000000000001,177,86,109,False,211.11,0.0,5.0,0.0,55.0,6.0,5.0,24.0
1642,India_Pakistan_2012-12-25,MS Dhoni,1,1,3,Pakistan,India,M. Chinnaswamy Stadium,0,-1.0,-0.1635593220338975,133,88,104,False,50.0,11.0,7.0,0.0,37.0,0.0,13.0,31.0
1643,India_Pakistan_2012-12-28,MS Dhoni,33,1,3,Pakistan,India,Narendra Modi Stadium,0,-1.0,0.5499999999999989,192,73,89,False,143.48,12.0,5.0,0.0,50.0,5.0,24.0,21.0
1644,India_Australia_2013-10-10,MS Dhoni,24,2,4,Australia,India,Saurashtra Cricket Association Stadium,1,-1.0,0.2211864406779646,202,68,104,False,114.29,13.0,15.0,0.0,76.0,0.0,0.0,0.0
1645,Australia_India_2014-03-30,MS Dhoni,24,1,4,Australia,India,Shere Bangla National Stadium,0,-1.0,3.65,159,70,67,False,120.0,20.0,12.0,0.0,22.0,20.0,11.0,0.0
1646,India_South Africa_2014-04-04,MS Dhoni,0,2,4,South Africa,India,Shere Bangla National Stadium,0,-4.0,0.5826086956521745,176,112,171,False,0.0,1.0,0.0,0.0,8.0,0.0,0.0,24.0
1647,India_Sri Lanka_2014-04-06,MS Dhoni,4,1,3,Sri Lanka,India,Shere Bangla National Stadium,0,-1.0,-1.0140186915887854,130,110,120,False,57.14,0.0,0.0,0.0,11.0,0.0,0.0,12.0
1648,England_India_2014-09-07,MS Dhoni,27,2,3,England,India,Edgbaston,0,3.0,-0.1500000000000003,177,87,132,False,150.0,13.0,6.0,0.0,33.0,9.0,6.0,0.0
1649,India_South Africa_2015-10-02,MS Dhoni,20,1,3,South Africa,India,Himachal Pradesh Cricket Association Stadium,0,-1.0,-0.219491525423729,199,97,162,False,166.67,4.0,0.0,0.0,44.0,0.0,0.0,0.0
1650,India_South Africa_2015-10-05,MS Dhoni,5,1,4,South Africa,India,Barabati Stadium,0,-1.0,-0.9922330097087376,92,52,45,False,62.5,0.0,18.0,0.0,54.0,18.0,22.0,20.0
1651,Australia_India_2016-01-26,MS Dhoni,11,1,3,Australia,India,Adelaide Oval,0,-1.0,1.8500000000000003,188,117,181,False,366.67,4.0,0.0,0.0,1.0,0.0,0.0,0.0
1652,Australia_India_2016-01-29,MS Dhoni,14,1,2,Australia,India,Melbourne Cricket Ground,0,-1.0,1.3499999999999996,184,97,143,False,155.56,12.0,4.0,0.0,23.0,0.0,6.0,11.0
1653,India_Sri Lanka_2016-02-09,MS Dhoni,2,1,4,Sri Lanka,India,Maharashtra Cricket Association Stadium,0,-1.0,-0.7833333333333332,101,51,51,False,100.0,0.0,10.0,0.0,65.0,13.0,36.0,12.5
1654,India_Sri Lanka_2016-02-12,MS Dhoni,9,1,5,Sri Lanka,India,JSCA International Stadium Complex,0,-1.0,3.450000000000001,196,113,186,False,180.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0
1655,India_Pakistan_2016-02-27,MS Dhoni,7,2,5,Pakistan,India,Shere Bangla National Stadium,1,-2.0,1.3338709677419347,85,88,76,False,233.33,3.0,7.0,0.0,6.0,0.0,10.0,8.333333333333334
