Unnamed: 0,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type,review
85,KR Mayers,G Coetzee,RL Chase,0,0,0,134,,34,24,2,-,2.0,0,,,13,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Fast,
86,KR Mayers,G Coetzee,RL Chase,0,0,0,134,,34,25,3,-,3.0,caught,KR Mayers,RR Hendricks,13,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Fast,
87,ADS Fletcher,G Coetzee,RL Chase,1,0,1,135,,1,1,3,-,4.0,0,,,13,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
88,RL Chase,G Coetzee,ADS Fletcher,0,0,0,135,,5,7,3,-,5.0,0,,,13,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
89,RL Chase,G Coetzee,ADS Fletcher,0,0,0,135,,5,8,3,-,6.0,0,,,13,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
90,ADS Fletcher,AL Phehlukwayo,RL Chase,0,0,0,135,,1,2,4,-,1.0,bowled,ADS Fletcher,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
91,FA Allen,AL Phehlukwayo,RL Chase,1,0,1,136,,1,1,4,-,2.0,0,,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
92,RL Chase,AL Phehlukwayo,FA Allen,1,0,1,137,,6,9,4,-,3.0,0,,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
93,FA Allen,AL Phehlukwayo,RL Chase,0,0,0,137,,1,2,5,-,4.0,lbw,FA Allen,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'FA Allen', 'decision': 'struck down', 'type': 'wicket'}"
94,AJ Hosein,AL Phehlukwayo,RL Chase,0,4,4,141,,0,1,5,byes,5.0,0,,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Medium,
95,AJ Hosein,AL Phehlukwayo,RL Chase,2,0,2,143,,2,2,5,-,6.0,0,,,14,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Medium,
96,RL Chase,L Ngidi,AJ Hosein,4,0,4,147,,10,10,5,-,1.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
97,RL Chase,L Ngidi,AJ Hosein,4,0,4,151,,14,11,5,-,2.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
98,RL Chase,L Ngidi,AJ Hosein,0,0,0,151,,14,12,5,-,3.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
99,RL Chase,L Ngidi,AJ Hosein,0,0,0,151,,14,13,5,-,4.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
100,RL Chase,L Ngidi,AJ Hosein,0,0,0,151,,14,14,5,-,5.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
101,RL Chase,L Ngidi,AJ Hosein,0,0,0,151,,14,15,5,-,6.0,0,,,15,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
102,AJ Hosein,OEG Baartman,RL Chase,0,0,0,151,,2,3,6,-,1.0,bowled,AJ Hosein,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Medium,
103,MW Forde,OEG Baartman,RL Chase,0,0,0,151,,0,1,6,-,2.0,0,,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
104,MW Forde,OEG Baartman,RL Chase,1,0,1,152,,1,2,6,-,3.0,0,,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
105,RL Chase,OEG Baartman,MW Forde,2,0,2,154,,16,16,6,-,4.0,0,,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
106,RL Chase,OEG Baartman,MW Forde,0,0,0,154,,16,17,6,-,5.0,0,,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
107,RL Chase,OEG Baartman,MW Forde,1,0,1,155,,17,18,6,-,6.0,0,,,16,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
108,RL Chase,G Coetzee,MW Forde,0,0,0,155,,17,19,6,-,1.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
109,RL Chase,G Coetzee,MW Forde,1,0,1,156,,18,20,6,-,2.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
110,MW Forde,G Coetzee,RL Chase,1,0,1,157,,2,3,6,-,3.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
111,RL Chase,G Coetzee,MW Forde,1,0,1,158,,19,21,6,-,4.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
112,MW Forde,G Coetzee,RL Chase,1,0,1,159,,3,4,6,-,5.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
113,RL Chase,G Coetzee,MW Forde,1,0,1,160,,20,22,6,-,6.0,0,,,17,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast,
114,RL Chase,OEG Baartman,MW Forde,1,0,1,161,,21,23,6,-,1.0,0,,,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
115,MW Forde,OEG Baartman,RL Chase,1,0,1,162,,4,5,6,-,2.0,0,,,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
116,RL Chase,OEG Baartman,MW Forde,1,0,1,163,,22,24,6,-,3.0,0,,,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
117,MW Forde,OEG Baartman,RL Chase,1,0,1,164,,5,6,6,-,4.0,0,,,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
118,RL Chase,OEG Baartman,MW Forde,1,0,1,165,,23,25,6,-,5.0,0,,,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
119,MW Forde,OEG Baartman,RL Chase,0,0,0,165,,5,7,7,-,6.0,caught,MW Forde,AL Phehlukwayo,18,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium,
120,RL Chase,L Ngidi,G Motie,1,0,1,166,,24,26,7,-,1.0,0,,,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
121,G Motie,L Ngidi,RL Chase,1,0,1,167,,1,1,7,-,2.0,0,,,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Left hand Bat,Right hand Bat,Right arm Fast,
122,RL Chase,L Ngidi,G Motie,0,0,0,167,,24,27,7,-,3.0,0,,,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
123,RL Chase,L Ngidi,G Motie,6,0,6,173,,30,28,7,-,4.0,0,,,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
124,RL Chase,L Ngidi,G Motie,1,0,1,174,,31,29,8,-,5.0,run out,G Motie,PWA Mulder;L Ngidi,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
125,RL Chase,L Ngidi,S Joseph,1,0,1,175,,32,30,8,-,6.0,0,,,19,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Left hand Bat,Right arm Fast,
0,RR Hendricks,KR Mayers,Q de Kock,0,0,0,0,207.0,0,1,0,-,1.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
1,RR Hendricks,KR Mayers,Q de Kock,0,0,0,0,207.0,0,2,0,-,2.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
2,RR Hendricks,KR Mayers,Q de Kock,0,0,0,0,207.0,0,3,0,-,3.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
3,RR Hendricks,KR Mayers,Q de Kock,6,0,6,6,201.0,6,4,0,-,4.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
4,RR Hendricks,KR Mayers,Q de Kock,2,0,2,8,199.0,8,5,0,-,5.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
5,RR Hendricks,KR Mayers,Q de Kock,1,0,1,9,198.0,9,6,0,-,6.0,0,,,0,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Medium,
6,RR Hendricks,RL Chase,Q de Kock,0,1,1,10,197.0,9,6,0,noballs,0.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
7,RR Hendricks,RL Chase,Q de Kock,4,1,5,15,192.0,13,6,0,noballs,0.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
8,RR Hendricks,RL Chase,Q de Kock,1,0,1,16,191.0,14,7,0,-,1.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
9,Q de Kock,RL Chase,RR Hendricks,4,0,4,20,187.0,4,1,0,-,2.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
10,Q de Kock,RL Chase,RR Hendricks,0,0,0,20,187.0,4,2,0,-,3.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
11,Q de Kock,RL Chase,RR Hendricks,0,0,0,20,187.0,4,3,0,-,4.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
12,Q de Kock,RL Chase,RR Hendricks,0,0,0,20,187.0,4,4,0,-,5.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
13,Q de Kock,RL Chase,RR Hendricks,0,0,0,20,187.0,4,5,0,-,6.0,0,,,1,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
14,RR Hendricks,OC McCoy,Q de Kock,1,0,1,21,186.0,15,8,0,-,1.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Fast,
15,Q de Kock,OC McCoy,RR Hendricks,1,0,1,22,185.0,5,6,0,-,2.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Fast,
16,RR Hendricks,OC McCoy,Q de Kock,4,0,4,26,181.0,19,9,0,-,3.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Fast,
17,RR Hendricks,OC McCoy,Q de Kock,6,0,6,32,175.0,25,10,0,-,4.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Fast,
18,RR Hendricks,OC McCoy,Q de Kock,0,0,0,32,175.0,25,11,0,-,5.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Fast,
19,RR Hendricks,OC McCoy,Q de Kock,6,0,6,38,169.0,31,12,0,-,6.0,0,,,2,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Fast,
20,Q de Kock,S Joseph,RR Hendricks,0,0,0,38,169.0,5,7,0,-,1.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
21,Q de Kock,S Joseph,RR Hendricks,0,0,0,38,169.0,5,8,0,-,2.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
22,Q de Kock,S Joseph,RR Hendricks,4,0,4,42,165.0,9,9,0,-,3.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
23,Q de Kock,S Joseph,RR Hendricks,0,1,1,43,164.0,9,9,0,wides,3.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
24,Q de Kock,S Joseph,RR Hendricks,4,0,4,47,160.0,13,10,0,-,4.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
25,Q de Kock,S Joseph,RR Hendricks,6,0,6,53,154.0,19,11,0,-,5.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
26,Q de Kock,S Joseph,RR Hendricks,6,0,6,59,148.0,25,12,0,-,6.0,0,,,3,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Fast,
27,RR Hendricks,AJ Hosein,Q de Kock,1,0,1,60,147.0,32,13,0,-,1.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Orthodox,
28,Q de Kock,AJ Hosein,RR Hendricks,0,5,5,65,142.0,25,12,0,wides,1.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
29,Q de Kock,AJ Hosein,RR Hendricks,6,0,6,71,136.0,31,13,0,-,2.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
30,Q de Kock,AJ Hosein,RR Hendricks,6,0,6,77,130.0,37,14,0,-,3.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
31,Q de Kock,AJ Hosein,RR Hendricks,4,0,4,81,126.0,41,15,0,-,4.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
32,Q de Kock,AJ Hosein,RR Hendricks,0,0,0,81,126.0,41,16,0,-,5.0,0,,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
33,Q de Kock,AJ Hosein,RR Hendricks,0,0,0,81,126.0,41,17,1,-,6.0,bowled,Q de Kock,,4,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
34,RR Hendricks,RL Chase,RD Rickelton,0,0,0,81,126.0,32,14,1,-,1.0,0,,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
35,RR Hendricks,RL Chase,RD Rickelton,2,0,2,83,124.0,34,15,1,-,2.0,0,,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
36,RR Hendricks,RL Chase,RD Rickelton,0,0,0,83,124.0,34,16,2,-,3.0,bowled,RR Hendricks,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
37,MP Breetzke,RL Chase,RD Rickelton,1,0,1,84,123.0,1,1,2,-,4.0,0,,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
38,RD Rickelton,RL Chase,MP Breetzke,1,0,1,85,122.0,1,1,2,-,5.0,0,,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
39,MP Breetzke,RL Chase,RD Rickelton,0,0,0,85,122.0,1,2,2,-,6.0,0,,,5,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
40,RD Rickelton,AJ Hosein,MP Breetzke,1,0,1,86,121.0,2,2,2,-,1.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
41,MP Breetzke,AJ Hosein,RD Rickelton,1,1,2,88,119.0,2,2,2,noballs,1.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Orthodox,
42,RD Rickelton,AJ Hosein,MP Breetzke,4,0,4,92,115.0,6,3,2,-,2.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
43,RD Rickelton,AJ Hosein,MP Breetzke,1,0,1,93,114.0,7,4,2,-,3.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Left arm Orthodox,
44,MP Breetzke,AJ Hosein,RD Rickelton,0,0,0,93,114.0,2,3,2,-,4.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Orthodox,
45,MP Breetzke,AJ Hosein,RD Rickelton,2,0,2,95,112.0,4,4,2,-,5.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Orthodox,
46,MP Breetzke,AJ Hosein,RD Rickelton,2,0,2,97,110.0,6,5,2,-,6.0,0,,,6,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Left arm Orthodox,
47,RD Rickelton,RL Chase,MP Breetzke,1,0,1,98,109.0,8,5,2,-,1.0,0,,,7,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Left hand Bat,Right hand Bat,Right arm Offbreak,
48,MP Breetzke,RL Chase,RD Rickelton,0,0,0,98,109.0,6,6,2,-,2.0,0,,,7,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
49,MP Breetzke,RL Chase,RD Rickelton,0,0,0,98,109.0,6,7,2,-,3.0,0,,,7,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
50,MP Breetzke,RL Chase,RD Rickelton,0,0,0,98,109.0,6,8,2,-,4.0,0,,,7,bat,West Indies,2,"Sabina Park, Kingston, Jamaica",2024,5,West Indies_South Africa_2024-05-25,West Indies,South Africa,West Indies,False,191,Right hand Bat,Left hand Bat,Right arm Offbreak,
