batting_team,batter,won,innings,wickets_fallen,bowling_team,venue,first_ball
Afghanistan,Asghar Stanikzai,1.0,2,2,Ireland,Greater Noida Sports Complex Ground,31
Afghanistan,Asghar Stanikzai,1.0,1,1,Ireland,Greater Noida Sports Complex Ground,53
Afghanistan,Asghar Stanikzai,-1.0,2,2,Ireland,Greater Noida Sports Complex Ground,54
Afghanistan,Asghar Stanikzai,0.0,1,2,Pakistan,Dubai International Cricket Stadium,17
Afghanistan,Asghar Stanikzai,0.0,2,2,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,15
Afghanistan,Asghar Stanikzai,1.0,1,2,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,28
Afghanistan,Asghar Stanikzai,1.0,1,3,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,46
Afghanistan,Asghar Stanikzai,1.0,1,1,Zimbabwe,Sharjah Cricket Stadium,23
Afghanistan,Asghar Stanikzai,1.0,1,2,Zimbabwe,"Shere Bangla National Stadium, Mirpur",43
Afghanistan,Asghar Stanikzai,0.0,1,7,Zimbabwe,Zahur Ahmed Chowdhury Stadium,118
Afghanistan,Asghar Stanikzai,1.0,1,1,Zimbabwe,Sheikh Zayed Stadium,49
Afghanistan,Asghar Stanikzai,1.0,1,4,Zimbabwe,Sheikh Zayed Stadium,103
Afghanistan,Asghar Stanikzai,1.0,1,4,Zimbabwe,Sheikh Zayed Stadium,82
Afghanistan,Asghar Stanikzai,1.0,2,2,Bangladesh,Rajiv Gandhi International Cricket Stadium,64
Afghanistan,Asghar Stanikzai,1.0,1,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",11
Afghanistan,Asghar Stanikzai,0.0,1,1,Bangladesh,Zahur Ahmed Chowdhury Stadium,58
Afghanistan,Asghar Stanikzai,1.0,2,1,Zimbabwe,Sharjah Cricket Stadium,14
Afghanistan,Mohammad Nabi,1.0,1,3,Bangladesh,"Rajiv Gandhi International Cricket Stadium, Dehradun",81
Afghanistan,Mohammad Nabi,1.0,1,3,Bangladesh,Rajiv Gandhi International Cricket Stadium,78
Afghanistan,Mohammad Nabi,0.0,1,3,Bangladesh,Sylhet International Cricket Stadium,29
Afghanistan,Mohammad Nabi,0.0,1,2,Bangladesh,Sylhet International Cricket Stadium,17
Afghanistan,Mohammad Nabi,0.0,1,4,England,Perth Stadium,86
Afghanistan,Mohammad Nabi,0.0,1,3,India,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",61
Afghanistan,Mohammad Nabi,0.0,1,3,India,"Holkar Cricket Stadium, Indore",42
Afghanistan,Mohammad Nabi,1.0,1,3,Ireland,"Bready Cricket Club, Magheramason",93
Afghanistan,Mohammad Nabi,1.0,1,4,Ireland,"Bready Cricket Club, Magheramason",98
Afghanistan,Mohammad Nabi,1.0,2,3,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",24
Afghanistan,Mohammad Nabi,1.0,1,2,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",113
Afghanistan,Mohammad Nabi,1.0,1,3,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",47
Afghanistan,Mohammad Nabi,1.0,1,2,Ireland,Greater Noida Sports Complex Ground,73
Afghanistan,Mohammad Nabi,-1.0,2,3,Ireland,Greater Noida Sports Complex Ground,75
Afghanistan,Mohammad Nabi,0.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",85
Afghanistan,Mohammad Nabi,0.0,1,4,Ireland,"Civil Service Cricket Club, Stormont, Belfast",51
Afghanistan,Mohammad Nabi,1.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",108
Afghanistan,Mohammad Nabi,1.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",21
Afghanistan,Mohammad Nabi,0.0,1,5,Ireland,"Civil Service Cricket Club, Stormont, Belfast",66
Afghanistan,Mohammad Nabi,1.0,1,4,Ireland,Sharjah Cricket Stadium,23
Afghanistan,Mohammad Nabi,1.0,1,4,Ireland,Sharjah Cricket Stadium,86
Afghanistan,Mohammad Nabi,0.0,1,4,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",61
Afghanistan,Mohammad Nabi,0.0,1,5,Pakistan,Dubai International Cricket Stadium,56
Afghanistan,Mohammad Nabi,0.0,1,5,Pakistan,Sharjah Cricket Stadium,85
Afghanistan,Mohammad Nabi,0.0,1,3,Sri Lanka,Sharjah Cricket Stadium,105
Afghanistan,Mohammad Nabi,0.0,1,4,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba, Brisbane",97
Afghanistan,Mohammad Nabi,1.0,1,3,Sri Lanka,Rangiri Dambulla International Stadium,84
Afghanistan,Mohammad Nabi,0.0,2,4,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,62
Afghanistan,Mohammad Nabi,1.0,1,5,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,76
Afghanistan,Mohammad Nabi,1.0,1,5,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,99
Afghanistan,Mohammad Nabi,1.0,1,2,Zimbabwe,Sharjah Cricket Stadium,58
Afghanistan,Mohammad Nabi,1.0,1,4,Zimbabwe,"Shere Bangla National Stadium, Mirpur",81
Afghanistan,Mohammad Nabi,0.0,1,3,Zimbabwe,Zahur Ahmed Chowdhury Stadium,85
Afghanistan,Mohammad Nabi,1.0,1,2,Zimbabwe,Sheikh Zayed Stadium,87
Afghanistan,Mohammad Nabi,1.0,1,3,Zimbabwe,Sheikh Zayed Stadium,86
Afghanistan,Mohammad Nabi,1.0,1,3,Zimbabwe,Sheikh Zayed Stadium,69
Afghanistan,Mohammad Nabi,1.0,1,5,Zimbabwe,Harare Sports Club,75
Afghanistan,Mohammad Nabi,1.0,1,4,Zimbabwe,Harare Sports Club,52
Afghanistan,Mohammad Nabi,0.0,2,4,Australia,Adelaide Oval,80
Afghanistan,Mohammad Nabi,1.0,2,3,Bangladesh,Rajiv Gandhi International Cricket Stadium,83
Afghanistan,Mohammad Nabi,1.0,1,4,Bangladesh,"Shere Bangla National Stadium, Mirpur",36
Afghanistan,Mohammad Nabi,0.0,1,3,Bangladesh,Zahur Ahmed Chowdhury Stadium,64
Afghanistan,Mohammad Nabi,0.0,2,4,Bangladesh,"Shere Bangla National Stadium, Mirpur",28
Afghanistan,Mohammad Nabi,1.0,2,2,Bangladesh,Sharjah Cricket Stadium,57
Afghanistan,Mohammad Nabi,0.0,2,4,India,"Zayed Cricket Stadium, Abu Dhabi",58
Afghanistan,Mohammad Nabi,0.0,2,4,India,Dubai International Cricket Stadium,19
Afghanistan,Mohammad Nabi,-1.0,2,3,India,"M Chinnaswamy Stadium, Bengaluru",77
Afghanistan,Mohammad Nabi,0.0,2,4,Ireland,Sharjah Cricket Stadium,39
Afghanistan,Mohammad Nabi,1.0,2,2,Pakistan,Sharjah Cricket Stadium,28
Afghanistan,Mohammad Nabi,1.0,2,3,Pakistan,Sharjah Cricket Stadium,105
Afghanistan,Mohammad Nabi,0.0,2,3,Pakistan,Sharjah Cricket Stadium,41
Afghanistan,Mohammad Nabi,0.0,2,3,Sri Lanka,Rangiri Dambulla International Stadium,55
Afghanistan,Mohammad Nabi,0.0,2,4,Sri Lanka,Rangiri Dambulla International Stadium,26
Afghanistan,Mohammad Nabi,1.0,2,2,Zimbabwe,Sharjah Cricket Stadium,25
Afghanistan,Mohammad Nabi,1.0,2,4,Zimbabwe,Harare Sports Club,105
Afghanistan,Sharafuddin Ashraf,1.0,2,4,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",37
Afghanistan,Sharafuddin Ashraf,1.0,1,7,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",111
Afghanistan,Sharafuddin Ashraf,1.0,1,6,Ireland,"Civil Service Cricket Club, Stormont, Belfast",65
Afghanistan,Sharafuddin Ashraf,1.0,1,6,Sri Lanka,Zhejiang University of Technology Cricket Field,103
Afghanistan,Sharafuddin Ashraf,1.0,1,6,Zimbabwe,Sharjah Cricket Stadium,110
Afghanistan,Sharafuddin Ashraf,1.0,1,7,Zimbabwe,Sheikh Zayed Stadium,116
Afghanistan,Sharafuddin Ashraf,1.0,1,3,Zimbabwe,Harare Sports Club,42
Afghanistan,Sharafuddin Ashraf,0.0,2,7,India,"Zayed Cricket Stadium, Abu Dhabi",112
Afghanistan,Sharafuddin Ashraf,-1.0,2,6,India,"M Chinnaswamy Stadium, Bengaluru",111
Afghanistan,Sharafuddin Ashraf,1.0,2,6,Pakistan,Zhejiang University of Technology Cricket Field,86
Afghanistan,Sharafuddin Ashraf,1.0,2,3,Zimbabwe,Sharjah Cricket Stadium,41
Afghanistan,Najibullah Zadran,1.0,1,2,Bangladesh,"Rajiv Gandhi International Cricket Stadium, Dehradun",73
Afghanistan,Najibullah Zadran,1.0,1,4,Bangladesh,Rajiv Gandhi International Cricket Stadium,86
Afghanistan,Najibullah Zadran,0.0,1,4,Bangladesh,Sylhet International Cricket Stadium,47
Afghanistan,Najibullah Zadran,0.0,1,3,Bangladesh,Sylhet International Cricket Stadium,56
Afghanistan,Najibullah Zadran,0.0,1,3,England,Perth Stadium,68
Afghanistan,Najibullah Zadran,0.0,1,4,India,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",104
Afghanistan,Najibullah Zadran,0.0,1,4,India,"Holkar Cricket Stadium, Indore",69
Afghanistan,Najibullah Zadran,1.0,1,2,Ireland,"Bready Cricket Club, Magheramason",67
Afghanistan,Najibullah Zadran,1.0,1,5,Ireland,"Bready Cricket Club, Magheramason",104
Afghanistan,Najibullah Zadran,1.0,2,5,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",45
Afghanistan,Najibullah Zadran,1.0,1,3,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",118
Afghanistan,Najibullah Zadran,1.0,1,4,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",74
Afghanistan,Najibullah Zadran,1.0,2,4,Ireland,Greater Noida Sports Complex Ground,47
Afghanistan,Najibullah Zadran,1.0,1,3,Ireland,Greater Noida Sports Complex Ground,103
Afghanistan,Najibullah Zadran,-1.0,2,5,Ireland,Greater Noida Sports Complex Ground,89
Afghanistan,Najibullah Zadran,0.0,1,2,Ireland,"Civil Service Cricket Club, Stormont, Belfast",59
Afghanistan,Najibullah Zadran,0.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",36
Afghanistan,Najibullah Zadran,1.0,1,2,Ireland,"Civil Service Cricket Club, Stormont, Belfast",82
Afghanistan,Najibullah Zadran,1.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",20
Afghanistan,Najibullah Zadran,0.0,1,3,Ireland,"Civil Service Cricket Club, Stormont, Belfast",24
Afghanistan,Najibullah Zadran,0.0,1,3,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",32
Afghanistan,Najibullah Zadran,0.0,1,4,Pakistan,Dubai International Cricket Stadium,32
Afghanistan,Najibullah Zadran,0.0,1,3,Pakistan,Sharjah Cricket Stadium,69
Afghanistan,Najibullah Zadran,0.0,1,2,Sri Lanka,Sharjah Cricket Stadium,94
Afghanistan,Najibullah Zadran,0.0,1,2,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba, Brisbane",63
Afghanistan,Najibullah Zadran,0.0,2,3,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,50
Afghanistan,Najibullah Zadran,1.0,1,4,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,65
Afghanistan,Najibullah Zadran,1.0,1,4,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,83
Afghanistan,Najibullah Zadran,1.0,1,3,Zimbabwe,Sharjah Cricket Stadium,72
Afghanistan,Najibullah Zadran,1.0,1,3,Zimbabwe,"Shere Bangla National Stadium, Mirpur",69
Afghanistan,Najibullah Zadran,0.0,1,2,Zimbabwe,Zahur Ahmed Chowdhury Stadium,79
Afghanistan,Najibullah Zadran,1.0,1,4,Zimbabwe,Sheikh Zayed Stadium,118
Afghanistan,Najibullah Zadran,1.0,1,2,Zimbabwe,Sheikh Zayed Stadium,73
Afghanistan,Najibullah Zadran,1.0,1,2,Zimbabwe,Sheikh Zayed Stadium,64
Afghanistan,Najibullah Zadran,1.0,1,3,Zimbabwe,Harare Sports Club,32
Afghanistan,Najibullah Zadran,1.0,1,2,Zimbabwe,Harare Sports Club,34
Afghanistan,Najibullah Zadran,0.0,2,4,Australia,Adelaide Oval,81
Afghanistan,Najibullah Zadran,1.0,1,3,Bangladesh,"Shere Bangla National Stadium, Mirpur",19
Afghanistan,Najibullah Zadran,0.0,1,2,Bangladesh,Zahur Ahmed Chowdhury Stadium,60
Afghanistan,Najibullah Zadran,0.0,2,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",14
Afghanistan,Najibullah Zadran,1.0,2,3,Bangladesh,Sharjah Cricket Stadium,79
Afghanistan,Najibullah Zadran,0.0,2,3,India,"Zayed Cricket Stadium, Abu Dhabi",42
Afghanistan,Najibullah Zadran,0.0,2,3,India,Dubai International Cricket Stadium,17
Afghanistan,Najibullah Zadran,-1.0,2,5,India,"M Chinnaswamy Stadium, Bengaluru",104
Afghanistan,Najibullah Zadran,1.0,2,4,Pakistan,Sharjah Cricket Stadium,59
Afghanistan,Najibullah Zadran,1.0,2,2,Pakistan,Sharjah Cricket Stadium,94
Afghanistan,Najibullah Zadran,0.0,2,5,Pakistan,Sharjah Cricket Stadium,63
Afghanistan,Najibullah Zadran,1.0,2,2,Sri Lanka,Dubai International Cricket Stadium,57
Afghanistan,Najibullah Zadran,0.0,2,4,Sri Lanka,Rangiri Dambulla International Stadium,68
Afghanistan,Najibullah Zadran,0.0,2,6,Sri Lanka,Rangiri Dambulla International Stadium,57
Afghanistan,Najibullah Zadran,1.0,2,4,Zimbabwe,Sharjah Cricket Stadium,65
Afghanistan,Najibullah Zadran,1.0,2,3,Zimbabwe,Harare Sports Club,67
Afghanistan,Shafiqullah,1.0,1,5,Bangladesh,"Rajiv Gandhi International Cricket Stadium, Dehradun",109
Afghanistan,Shafiqullah,1.0,1,5,Bangladesh,Rajiv Gandhi International Cricket Stadium,110
Afghanistan,Shafiqullah,1.0,1,4,Ireland,"Bready Cricket Club, Magheramason",97
Afghanistan,Shafiqullah,1.0,1,1,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",106
Afghanistan,Shafiqullah,1.0,1,5,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",92
Afghanistan,Shafiqullah,1.0,1,4,Zimbabwe,Sharjah Cricket Stadium,105
Afghanistan,Shafiqullah,0.0,1,1,Zimbabwe,Zahur Ahmed Chowdhury Stadium,58
Afghanistan,Shafiqullah,1.0,2,4,Bangladesh,Rajiv Gandhi International Cricket Stadium,109
Afghanistan,Shafiqullah,0.0,1,5,Bangladesh,Zahur Ahmed Chowdhury Stadium,81
Afghanistan,Shafiqullah,1.0,2,5,Zimbabwe,Sharjah Cricket Stadium,72
Zimbabwe,SF Mire,0.0,2,0,Afghanistan,Sharjah Cricket Stadium,1
Zimbabwe,SF Mire,0.0,2,0,Australia,Harare Sports Club,0
Zimbabwe,SF Mire,0.0,2,0,Pakistan,Harare Sports Club,1
Zimbabwe,SF Mire,0.0,1,0,Afghanistan,Sharjah Cricket Stadium,1
Zimbabwe,SF Mire,0.0,1,1,Australia,Harare Sports Club,1
Zimbabwe,SF Mire,0.0,1,0,Pakistan,Harare Sports Club,1
Zimbabwe,SF Mire,0.0,1,0,South Africa,Senwes Park,1
Zimbabwe,BRM Taylor,0.0,2,1,Afghanistan,Sharjah Cricket Stadium,14
Zimbabwe,BRM Taylor,0.0,2,0,Afghanistan,"Shere Bangla National Stadium, Mirpur",1
Zimbabwe,BRM Taylor,1.0,2,0,Afghanistan,Zahur Ahmed Chowdhury Stadium,1
Zimbabwe,BRM Taylor,1.0,2,0,Australia,Newlands,0
Zimbabwe,BRM Taylor,0.0,1,0,Bangladesh,"Shere Bangla National Stadium, Mirpur",1
Zimbabwe,BRM Taylor,0.0,2,0,Bangladesh,Zahur Ahmed Chowdhury Stadium,1
Zimbabwe,BRM Taylor,0.0,2,0,Bangladesh,"Shere Bangla National Stadium, Mirpur",1
Zimbabwe,BRM Taylor,0.0,1,0,Bangladesh,"Shere Bangla National Stadium, Mirpur",1
Zimbabwe,BRM Taylor,0.0,2,0,England,Newlands,1
Zimbabwe,BRM Taylor,0.0,1,1,Ireland,Sylhet Stadium,12
Zimbabwe,BRM Taylor,0.0,1,0,Ireland,"Bready Cricket Club, Magheramason",1
Zimbabwe,BRM Taylor,1.0,2,0,Ireland,Bready,1
Zimbabwe,BRM Taylor,0.0,1,0,New Zealand,Eden Park,1
Zimbabwe,BRM Taylor,0.0,1,1,New Zealand,Seddon Park,43
Zimbabwe,BRM Taylor,0.0,2,2,Pakistan,Harare Sports Club,82
Zimbabwe,BRM Taylor,0.0,1,0,South Africa,OUTsurance Oval,1
Zimbabwe,BRM Taylor,0.0,2,0,South Africa,De Beers Diamond Oval,1
Zimbabwe,BRM Taylor,0.0,1,1,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",11
Zimbabwe,BRM Taylor,0.0,2,1,South Africa,Buffalo Park,11
Zimbabwe,BRM Taylor,0.0,2,1,Sri Lanka,Providence Stadium,12
Zimbabwe,BRM Taylor,0.0,2,2,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",34
Zimbabwe,BRM Taylor,1.0,1,3,West Indies,"Queen's Park Oval, Port of Spain",17
Zimbabwe,BRM Taylor,0.0,1,1,West Indies,"Sir Vivian Richards Stadium, North Sound",19
Zimbabwe,BRM Taylor,0.0,2,2,West Indies,"Sir Vivian Richards Stadium, North Sound",34
Zimbabwe,BRM Taylor,0.0,1,1,Afghanistan,Sharjah Cricket Stadium,36
Zimbabwe,BRM Taylor,1.0,1,1,Bangladesh,Queens Sports Club,4
Zimbabwe,BRM Taylor,0.0,2,1,Bangladesh,Queens Sports Club,8
Zimbabwe,BRM Taylor,0.0,1,0,India,Harare Sports Club,1
Zimbabwe,BRM Taylor,0.0,1,0,India,Harare Sports Club,1
Zimbabwe,BRM Taylor,0.0,1,1,New Zealand,Harare Sports Club,14
Zimbabwe,BRM Taylor,0.0,2,1,New Zealand,Harare Sports Club,15
Zimbabwe,BRM Taylor,0.0,2,2,Pakistan,Harare Sports Club,13
Zimbabwe,BRM Taylor,0.0,2,2,Pakistan,Harare Sports Club,41
Zimbabwe,BRM Taylor,0.0,2,1,Pakistan,Harare Sports Club,48
Zimbabwe,BRM Taylor,0.0,2,1,Pakistan,Harare Sports Club,47
Zimbabwe,BRM Taylor,0.0,1,0,Pakistan,Rawalpindi Cricket Stadium,1
Zimbabwe,BRM Taylor,0.0,1,0,Pakistan,Rawalpindi Cricket Stadium,1
Zimbabwe,BRM Taylor,0.0,1,0,Pakistan,Rawalpindi Cricket Stadium,1
Zimbabwe,BRM Taylor,1.0,1,0,Pakistan,Harare Sports Club,1
Zimbabwe,BRM Taylor,0.0,1,1,South Africa,Senwes Park,9
Zimbabwe,RP Burl,0.0,2,3,Afghanistan,Sharjah Cricket Stadium,60
Zimbabwe,RP Burl,0.0,2,4,Afghanistan,"Shere Bangla National Stadium, Mirpur",40
Zimbabwe,RP Burl,0.0,2,3,Afghanistan,Sheikh Zayed Stadium,80
Zimbabwe,RP Burl,0.0,2,5,Afghanistan,Sheikh Zayed Stadium,40
Zimbabwe,RP Burl,0.0,2,5,Afghanistan,Sheikh Zayed Stadium,64
Zimbabwe,RP Burl,0.0,2,4,Afghanistan,Harare Sports Club,107
Zimbabwe,RP Burl,0.0,2,5,Afghanistan,Harare Sports Club,54
Zimbabwe,RP Burl,0.0,2,5,Australia,Harare Sports Club,66
Zimbabwe,RP Burl,0.0,1,4,Bangladesh,"Shere Bangla National Stadium, Mirpur",50
Zimbabwe,RP Burl,0.0,2,4,Bangladesh,Zahur Ahmed Chowdhury Stadium,40
Zimbabwe,RP Burl,0.0,2,5,Bangladesh,"Brisbane Cricket Ground, Woolloongabba, Brisbane",69
Zimbabwe,RP Burl,0.0,2,5,India,Melbourne Cricket Ground,46
Zimbabwe,RP Burl,0.0,1,4,Ireland,"Bready Cricket Club, Magheramason",62
Zimbabwe,RP Burl,0.0,2,6,Ireland,"Bready Cricket Club, Magheramason, Bready",70
Zimbabwe,RP Burl,1.0,2,4,Ireland,Harare Sports Club,77
Zimbabwe,RP Burl,1.0,2,4,Ireland,Harare Sports Club,89
Zimbabwe,RP Burl,1.0,2,3,Ireland,Harare Sports Club,53
Zimbabwe,RP Burl,0.0,2,5,Pakistan,Harare Sports Club,83
Zimbabwe,RP Burl,0.0,2,3,Pakistan,Harare Sports Club,67
Zimbabwe,RP Burl,1.0,2,4,Sri Lanka,"R Premadasa Stadium, Colombo",87
Zimbabwe,RP Burl,0.0,2,5,West Indies,"Bellerive Oval, Hobart",45
Zimbabwe,RP Burl,0.0,1,3,Afghanistan,Sharjah Cricket Stadium,56
Zimbabwe,RP Burl,0.0,1,5,Afghanistan,Harare Sports Club,81
Zimbabwe,RP Burl,0.0,1,5,Bangladesh,Harare Sports Club,81
Zimbabwe,RP Burl,1.0,1,4,Bangladesh,Harare Sports Club,95
Zimbabwe,RP Burl,0.0,1,4,Bangladesh,Harare Sports Club,92
Zimbabwe,RP Burl,1.0,1,4,Bangladesh,Harare Sports Club,118
Zimbabwe,RP Burl,0.0,1,5,Bangladesh,Harare Sports Club,42
Zimbabwe,RP Burl,1.0,1,5,Bangladesh,Harare Sports Club,56
Zimbabwe,RP Burl,1.0,1,5,Ireland,"Castle Avenue, Dublin",74
Zimbabwe,RP Burl,0.0,1,5,Ireland,"Castle Avenue, Dublin",62
Zimbabwe,RP Burl,1.0,1,5,Ireland,"Bellerive Oval, Hobart",96
Zimbabwe,RP Burl,0.0,1,4,Ireland,Harare Sports Club,68
Zimbabwe,RP Burl,0.0,1,3,Ireland,Harare Sports Club,43
Zimbabwe,RP Burl,0.0,1,3,Ireland,Harare Sports Club,43
Zimbabwe,RP Burl,0.0,1,4,Pakistan,Rawalpindi Cricket Stadium,66
Zimbabwe,RP Burl,0.0,1,4,Pakistan,Rawalpindi Cricket Stadium,57
Zimbabwe,RP Burl,0.0,1,3,Pakistan,Rawalpindi Cricket Stadium,51
Zimbabwe,RP Burl,1.0,1,3,Pakistan,Harare Sports Club,76
Zimbabwe,RP Burl,1.0,1,5,Pakistan,Perth Stadium,85
Zimbabwe,RP Burl,0.0,1,3,Sri Lanka,"R Premadasa Stadium, Colombo",80
Zimbabwe,KM Jarvis,0.0,2,7,Afghanistan,"Shere Bangla National Stadium, Mirpur",104
Zimbabwe,KM Jarvis,0.0,2,7,Bangladesh,Zahur Ahmed Chowdhury Stadium,75
Zimbabwe,KM Jarvis,0.0,1,7,Ireland,"Bready Cricket Club, Magheramason",77
Zimbabwe,KM Jarvis,0.0,1,8,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",107
Zimbabwe,KM Jarvis,0.0,2,8,South Africa,Buffalo Park,96
Zimbabwe,KM Jarvis,0.0,2,7,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",92
Zimbabwe,KM Jarvis,0.0,1,8,West Indies,"Sir Vivian Richards Stadium, North Sound",119
Zimbabwe,KM Jarvis,0.0,1,7,Afghanistan,Sharjah Cricket Stadium,88
Zimbabwe,KM Jarvis,0.0,2,9,New Zealand,Harare Sports Club,100
Zimbabwe,KM Jarvis,0.0,2,8,Pakistan,Harare Sports Club,80
Zimbabwe,TL Chatara,0.0,2,9,Afghanistan,Harare Sports Club,98
Zimbabwe,TL Chatara,0.0,2,8,India,Melbourne Cricket Ground,96
Zimbabwe,TL Chatara,0.0,2,8,Ireland,"Bready Cricket Club, Magheramason, Bready",96
Zimbabwe,TL Chatara,0.0,2,8,West Indies,"Bellerive Oval, Hobart",94
Zimbabwe,TL Chatara,0.0,1,8,Afghanistan,Sharjah Cricket Stadium,98
Zimbabwe,TL Chatara,0.0,1,8,Afghanistan,Harare Sports Club,112
Zimbabwe,TL Chatara,0.0,1,9,Ireland,Harare Sports Club,116
Zimbabwe,B Muzarabani,0.0,2,8,Afghanistan,Sheikh Zayed Stadium,100
Zimbabwe,B Muzarabani,0.0,2,8,Australia,Harare Sports Club,104
Zimbabwe,B Muzarabani,0.0,2,8,Bangladesh,"Brisbane Cricket Ground, Woolloongabba, Brisbane",119
Zimbabwe,B Muzarabani,0.0,2,9,India,Melbourne Cricket Ground,101
Zimbabwe,B Muzarabani,0.0,2,8,Ireland,"Bready Cricket Club, Magheramason, Bready",89
Zimbabwe,B Muzarabani,1.0,2,9,Ireland,Harare Sports Club,120
Zimbabwe,B Muzarabani,0.0,2,7,Pakistan,Harare Sports Club,102
Zimbabwe,B Muzarabani,0.0,2,7,Pakistan,Harare Sports Club,120
Zimbabwe,B Muzarabani,0.0,2,9,West Indies,"Bellerive Oval, Hobart",104
Zimbabwe,B Muzarabani,0.0,1,9,Afghanistan,Sharjah Cricket Stadium,115
Zimbabwe,B Muzarabani,0.0,1,9,Bangladesh,Harare Sports Club,111
Zimbabwe,B Muzarabani,0.0,1,9,Pakistan,Rawalpindi Cricket Stadium,112
Zimbabwe,B Muzarabani,1.0,1,8,Pakistan,Harare Sports Club,116
Zimbabwe,B Muzarabani,0.0,1,10,Sri Lanka,"R Premadasa Stadium, Colombo",85
Afghanistan,Gulbadin Naib,-1.0,1,5,India,Zhejiang University of Technology Cricket Field,66
Afghanistan,Gulbadin Naib,0.0,1,1,India,"Holkar Cricket Stadium, Indore",15
Afghanistan,Gulbadin Naib,1.0,1,4,Ireland,Greater Noida Sports Complex Ground,113
Afghanistan,Gulbadin Naib,-1.0,2,5,Ireland,Greater Noida Sports Complex Ground,90
Afghanistan,Gulbadin Naib,0.0,1,2,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",20
Afghanistan,Gulbadin Naib,0.0,1,6,Pakistan,Dubai International Cricket Stadium,78
Afghanistan,Gulbadin Naib,0.0,1,3,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba, Brisbane",75
Afghanistan,Gulbadin Naib,1.0,1,3,Sri Lanka,Zhejiang University of Technology Cricket Field,88
Afghanistan,Gulbadin Naib,0.0,2,5,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,84
Afghanistan,Gulbadin Naib,1.0,1,6,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,86
Afghanistan,Gulbadin Naib,1.0,1,7,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,113
Afghanistan,Gulbadin Naib,1.0,1,6,Zimbabwe,Sharjah Cricket Stadium,111
Afghanistan,Gulbadin Naib,0.0,1,4,Zimbabwe,Zahur Ahmed Chowdhury Stadium,90
Afghanistan,Gulbadin Naib,0.0,2,2,Australia,Adelaide Oval,34
Afghanistan,Gulbadin Naib,1.0,1,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",98
Afghanistan,Gulbadin Naib,0.0,1,4,Bangladesh,Zahur Ahmed Chowdhury Stadium,77
Afghanistan,Gulbadin Naib,0.0,2,2,India,"Zayed Cricket Stadium, Abu Dhabi",20
Afghanistan,Gulbadin Naib,-1.0,2,1,India,"M Chinnaswamy Stadium, Bengaluru",67
Afghanistan,Gulbadin Naib,1.0,2,1,Pakistan,Sharjah Cricket Stadium,26
Afghanistan,Gulbadin Naib,1.0,2,5,Pakistan,Zhejiang University of Technology Cricket Field,73
