,date,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,batter_type,non_striker_type,first_ball,current_team_total,is_powerplay,strike_rate,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form,Left arm Fast Expected Runs,Left arm Fast Expected Wickets,Left arm Fast Strike Rate,Left arm Fast Deliveries Per Wicket,Right arm Fast Expected Runs,Right arm Fast Expected Wickets,Right arm Fast Strike Rate,Right arm Fast Deliveries Per Wicket,Left arm Orthodox Expected Runs,Left arm Orthodox Expected Wickets,Left arm Orthodox Strike Rate,Left arm Orthodox Deliveries Per Wicket,Left arm Wrist spin Expected Runs,Left arm Wrist spin Expected Wickets,Left arm Wrist spin Strike Rate,Left arm Wrist spin Deliveries Per Wicket,Right arm Legbreak Expected Runs,Right arm Legbreak Expected Wickets,Right arm Legbreak Strike Rate,Right arm Legbreak Deliveries Per Wicket,Right arm Offbreak Expected Runs,Right arm Offbreak Expected Wickets,Right arm Offbreak Strike Rate,Right arm Offbreak Deliveries Per Wicket
828,2018-02-03,CA Lynn,44,33,2,1,New Zealand,Australia,Sydney Cricket Ground,1,Right hand Bat,Right hand Bat,12,10,True,133.33,66,12.0,37.0,0.0,88.0,37.0,0.0,0.0,16.09092,0.8181632235631009,134.091,14.667,121.56672,6.350580933824061,138.144,13.857,37.0,0.8409090909090909,100.0,44.0,0.0,0.0,60.0,5.0,42.841930000000005,1.9473684210526316,115.789,19.0,0.0,0.0,90.0,inf
829,2016-01-31,CA Lynn,13,9,1,4,India,Australia,Sydney Cricket Ground,1,Right hand Bat,Right hand Bat,103,168,False,144.44,118,6.0,0.0,0.0,26.0,0.0,0.0,9.5,8.04546,0.40908161178155045,134.091,14.667,35.91744,1.8763080031752906,138.144,13.857,0.0,0.0,100.0,44.0,0.0,0.0,60.0,5.0,0.0,0.0,115.789,19.0,0.0,0.0,90.0,inf
830,2018-10-28,CA Lynn,15,13,2,1,Pakistan,Australia,Dubai International Cricket Stadium,0,Right hand Bat,Right hand Bat,12,24,True,115.38,43,25.0,18.0,25.0,69.0,50.0,30.0,10.5,33.52275,1.7045067157564602,134.091,14.667,95.31936,4.979432777657502,138.144,13.857,18.0,0.4090909090909091,100.0,44.0,15.0,5.0,60.0,5.0,57.89450000000001,2.6315789473684212,115.789,19.0,27.0,0.0,90.0,inf
831,2018-11-21,CA Lynn,37,20,1,1,India,Australia,"Brisbane Cricket Ground, Woolloongabba",0,Right hand Bat,Right hand Bat,26,25,True,185.0,61,28.0,25.0,26.0,61.0,25.0,0.0,12.5,37.54548,1.9090475216472353,134.091,14.667,84.26784,4.402107238218951,138.144,13.857,25.0,0.5681818181818182,100.0,44.0,15.6,5.2,60.0,5.0,28.947250000000004,1.3157894736842106,115.789,19.0,0.0,0.0,90.0,inf
832,2018-11-25,CA Lynn,13,10,1,4,India,Australia,Sydney Cricket Ground,1,Right hand Bat,Right hand Bat,80,91,False,130.0,104,14.0,11.0,0.0,46.0,6.0,6.0,16.666666666666668,18.77274,0.9545237608236177,134.091,14.667,63.54624,3.319621851771668,138.144,13.857,11.0,0.25,100.0,44.0,0.0,0.0,60.0,5.0,6.9473400000000005,0.3157894736842105,115.789,19.0,5.4,0.0,90.0,inf
833,2014-01-29,CA Lynn,33,18,1,3,England,Australia,Bellerive Oval,1,Right hand Bat,Right hand Bat,92,158,False,183.33,120,0.0,0.0,0.0,55.0,6.0,0.0,0.0,0.0,0.0,134.091,14.667,75.9792,3.9691130836400377,138.144,13.857,0.0,0.0,100.0,44.0,0.0,0.0,60.0,5.0,6.9473400000000005,0.3157894736842105,115.789,19.0,0.0,0.0,90.0,inf
834,2018-02-07,CA Lynn,0,2,2,1,England,Australia,Bellerive Oval,1,Right hand Bat,Left hand Bat,3,4,True,0.0,4,17.0,18.0,0.0,154.0,26.0,18.0,44.0,22.79547,1.1590645667143928,134.091,14.667,212.74176,11.113516634192106,138.144,13.857,18.0,0.4090909090909091,100.0,44.0,0.0,0.0,60.0,5.0,30.105140000000002,1.368421052631579,115.789,19.0,16.2,0.0,90.0,inf
835,2018-02-16,CA Lynn,18,13,2,1,New Zealand,Australia,Eden Park,0,Right hand Bat,Left hand Bat,52,122,False,138.46,67,20.0,9.0,6.0,91.0,16.0,0.0,25.0,26.8182,1.363605372605168,134.091,14.667,125.71104,6.567078011113517,138.144,13.857,9.0,0.20454545454545456,100.0,44.0,3.5999999999999996,1.2,60.0,5.0,18.52624,0.8421052631578947,115.789,19.0,0.0,0.0,90.0,inf
836,2018-11-23,CA Lynn,13,13,1,1,India,Australia,Melbourne Cricket Ground,0,Right hand Bat,Left hand Bat,3,1,True,100.0,23,28.0,25.0,25.0,42.0,0.0,0.0,17.4,37.54548,1.9090475216472353,134.091,14.667,58.02048,3.0309590820523926,138.144,13.857,25.0,0.5681818181818182,100.0,44.0,15.0,5.0,60.0,5.0,0.0,0.0,115.789,19.0,0.0,0.0,90.0,inf
837,2016-01-26,CA Lynn,17,16,2,3,India,Australia,Adelaide Oval,1,Right hand Bat,Left hand Bat,57,89,False,106.25,90,18.0,18.0,0.0,62.0,10.0,22.0,0.0,24.136380000000003,1.2272448353446512,134.091,14.667,85.64928,4.47427293064877,138.144,13.857,18.0,0.4090909090909091,100.0,44.0,0.0,0.0,60.0,5.0,11.5789,0.5263157894736842,115.789,19.0,19.8,0.0,90.0,inf
838,2016-09-27,CAK Walton,0,1,1,2,Pakistan,West Indies,Sheikh Zayed Stadium,0,Right hand Bat,Right hand Bat,15,12,True,0.0,15,60.0,35.0,0.0,54.0,0.0,36.0,0.0,50.3574,1.0714285714285714,83.929,56.0,64.8,6.0,120.0,9.0,35.0,2.386309402059044,100.0,14.667,0.0,0.0,0.0,0.0,0.0,0.0,105.0,4.0,41.14296,0.0,114.286,inf
839,2014-01-15,CAK Walton,0,3,1,3,New Zealand,West Indies,Westpac Stadium,1,Right hand Bat,Right hand Bat,59,66,False,0.0,63,26.0,12.0,0.0,57.0,0.0,28.0,9.0,21.82154,0.4642857142857143,83.929,56.0,68.39999999999999,6.333333333333333,120.0,9.0,12.0,0.8181632235631009,100.0,14.667,0.0,0.0,0.0,0.0,0.0,0.0,105.0,4.0,32.00008,0.0,114.286,inf
840,2014-01-11,CAK Walton,9,8,2,5,New Zealand,West Indies,Eden Park,0,Right hand Bat,Right hand Bat,67,64,False,112.5,81,10.0,0.0,0.0,76.0,0.0,23.0,0.0,8.3929,0.17857142857142858,83.929,56.0,91.2,8.444444444444445,120.0,9.0,0.0,0.0,100.0,14.667,0.0,0.0,0.0,0.0,0.0,0.0,105.0,4.0,26.28578,0.0,114.286,inf
841,2011-09-23,CD Barnwell,0,1,1,5,England,West Indies,Kennington Oval,0,Right hand Bat,Right hand Bat,93,104,False,0.0,93,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,57.143,inf,32.785830000000004,1.9285714285714286,121.429,14.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,inf,0.0,0.0,178.947,19.0
842,2011-09-25,CD Barnwell,16,22,1,3,England,West Indies,Kennington Oval,0,Right hand Bat,Right hand Bat,54,43,False,72.73,88,0.0,6.0,0.0,73.0,24.0,12.0,0.0,0.0,0.0,57.143,inf,88.64317000000001,5.214285714285714,121.429,14.0,3.0,1.5,50.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,100.0,inf,21.473640000000003,0.631578947368421,178.947,19.0
843,2011-06-04,CD Barnwell,34,16,2,5,India,West Indies,"Queen's Park Oval, Port of Spain",1,Right hand Bat,Right hand Bat,99,94,False,212.5,120,0.0,0.0,0.0,24.0,9.0,12.0,11.0,0.0,0.0,57.143,inf,29.142960000000002,1.7142857142857142,121.429,14.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,inf,21.473640000000003,0.631578947368421,178.947,19.0
844,2007-09-18,CD McMillan,57,31,1,4,England,New Zealand,Kingsmead,0,Right hand Bat,Left hand Bat,36,31,False,183.87,98,0.0,24.0,0.0,142.0,6.0,0.0,23.0,0.0,0.0,100.0,inf,228.15708,3.191011235955056,160.674,44.5,38.666639999999994,2.6666666666666665,161.111,9.0,0.0,0.0,0.0,0.0,15.0,0.0,250.0,inf,0.0,0.0,57.143,inf
845,2005-02-17,CD McMillan,9,8,2,3,Australia,New Zealand,Eden Park,0,Right hand Bat,Right hand Bat,44,68,False,112.5,62,0.0,12.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,100.0,inf,229.76382,3.2134831460674156,160.674,44.5,19.333319999999997,1.3333333333333333,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,0.0,0.0,57.143,inf
846,2007-09-19,CD McMillan,48,24,1,3,South Africa,New Zealand,Kingsmead,0,Right hand Bat,Right hand Bat,61,77,False,200.0,120,0.0,18.0,0.0,101.0,0.0,0.0,34.333333333333336,0.0,0.0,100.0,inf,162.28074,2.269662921348315,160.674,44.5,28.999979999999997,2.0,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,0.0,0.0,57.143,inf
847,2007-09-16,CD McMillan,44,23,1,4,India,New Zealand,New Wanderers Stadium,0,Right hand Bat,Right hand Bat,72,89,False,191.3,119,6.0,25.0,0.0,43.0,0.0,25.0,2.0,6.0,0.0,100.0,inf,69.08982,0.9662921348314607,160.674,44.5,40.27775,2.7777777777777777,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,14.28575,0.0,57.143,inf
848,2007-09-22,CD McMillan,12,6,1,4,Pakistan,New Zealand,Newlands,1,Right hand Bat,Right hand Bat,82,87,False,200.0,90,7.0,15.0,0.0,34.0,0.0,17.0,37.75,7.0,0.0,100.0,inf,54.62916,0.7640449438202247,160.674,44.5,24.166649999999997,1.6666666666666667,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,9.71431,0.0,57.143,inf
849,2007-09-15,CD McMillan,2,5,1,4,Sri Lanka,New Zealand,New Wanderers Stadium,1,Right hand Bat,Right hand Bat,70,98,False,40.0,77,12.0,18.0,0.0,66.0,0.0,0.0,0.0,12.0,0.0,100.0,inf,106.04484000000001,1.4831460674157304,160.674,44.5,28.999979999999997,2.0,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,0.0,0.0,57.143,inf
850,2005-10-21,CD McMillan,15,19,2,2,South Africa,New Zealand,New Wanderers Stadium,1,Right hand Bat,Right hand Bat,36,42,False,78.95,73,0.0,24.0,0.0,93.0,0.0,33.0,0.0,0.0,0.0,100.0,inf,149.42682,2.0898876404494384,160.674,44.5,38.666639999999994,2.6666666666666665,161.111,9.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,inf,18.85719,0.0,57.143,inf
851,2021-09-10,CE McConchie,17,10,1,5,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",1,Right hand Bat,Left hand Bat,100,122,False,170.0,120,12.0,3.0,0.0,27.0,0.0,0.0,5.0,12.0,0.5217391304347826,100.0,23.0,50.625,3.375,187.5,8.0,2.14287,0.42857142857142855,71.429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,inf
852,2021-09-03,CE McConchie,15,12,2,5,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",0,Left hand Bat,Right hand Bat,94,92,False,125.0,120,14.0,13.0,0.0,24.0,0.0,1.0,0.0,14.0,0.6086956521739131,100.0,23.0,45.0,3.0,187.5,8.0,9.28577,1.8571428571428572,71.429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,inf
853,2021-09-01,CE McConchie,0,3,1,5,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",1,Right hand Bat,Left hand Bat,66,44,False,0.0,70,11.0,22.0,0.0,20.0,0.0,7.0,0.0,11.0,0.4782608695652174,100.0,23.0,37.5,2.5,187.5,8.0,15.71438,3.142857142857143,71.429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,100.0,inf
854,2021-06-26,CH Gayle,32,24,2,1,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",1,Right hand Bat,Left hand Bat,43,86,False,133.33,90,25.0,18.0,18.0,60.0,0.0,6.0,0.0,31.485249999999997,0.8368200836820083,125.941,29.875,76.4556,3.037974683544304,127.426,19.75,34.425000000000004,0.0,191.25,inf,12.499920000000001,1.5,69.444,12.0,0.0,0.0,176.316,19.0,7.220699999999999,0.2689618074233459,120.345,22.308
855,2021-07-01,CH Gayle,5,8,1,1,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",0,Left hand Bat,Right hand Bat,14,31,True,62.5,21,25.0,24.0,25.0,141.0,0.0,6.0,20.0,31.485249999999997,0.8368200836820083,125.941,29.875,179.67066,7.139240506329114,127.426,19.75,45.900000000000006,0.0,191.25,inf,17.361,2.0833333333333335,69.444,12.0,0.0,0.0,176.316,19.0,7.220699999999999,0.2689618074233459,120.345,22.308
856,2021-07-14,CH Gayle,1,3,2,1,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0,Left hand Bat,Right hand Bat,30,62,True,33.33,44,44.0,37.0,0.0,66.0,43.0,0.0,20.0,55.41404,1.4728033472803348,125.941,29.875,84.10116,3.3417721518987342,127.426,19.75,70.7625,0.0,191.25,inf,0.0,0.0,69.444,12.0,75.81588,2.263157894736842,176.316,19.0,0.0,0.0,120.345,22.308
857,2021-10-23,CH Gayle,13,13,1,1,England,West Indies,Dubai International Cricket Stadium,0,Left hand Bat,Right hand Bat,10,9,True,100.0,36,40.0,18.0,0.0,30.0,14.0,18.0,11.4,50.3764,1.3389121338912133,125.941,29.875,38.2278,1.518987341772152,127.426,19.75,34.425000000000004,0.0,191.25,inf,0.0,0.0,69.444,12.0,24.684240000000003,0.7368421052631579,176.316,19.0,21.6621,0.8068854222700377,120.345,22.308
858,2021-10-26,CH Gayle,12,12,1,2,South Africa,West Indies,Dubai International Cricket Stadium,0,Left hand Bat,Right hand Bat,75,87,False,100.0,103,0.0,4.0,7.0,75.0,0.0,0.0,9.8,0.0,0.0,125.941,29.875,95.56949999999999,3.7974683544303796,127.426,19.75,7.65,0.0,191.25,inf,4.86108,0.5833333333333334,69.444,12.0,0.0,0.0,176.316,19.0,0.0,0.0,120.345,22.308
859,2021-03-05,CH Gayle,16,14,2,1,Sri Lanka,West Indies,"Coolidge Cricket Ground, Antigua",0,Left hand Bat,Right hand Bat,18,10,True,114.29,37,25.0,12.0,22.0,85.0,24.0,37.0,0.0,31.485249999999997,0.8368200836820083,125.941,29.875,108.3121,4.30379746835443,127.426,19.75,22.950000000000003,0.0,191.25,inf,15.277680000000002,1.8333333333333333,69.444,12.0,42.31584,1.263157894736842,176.316,19.0,44.527649999999994,1.6585978124439662,120.345,22.308
860,2021-07-16,CH Gayle,21,7,1,1,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,Left hand Bat,Left hand Bat,26,44,True,300.0,39,23.0,12.0,0.0,84.0,70.0,18.0,17.625,28.96643,0.7698744769874477,125.941,29.875,107.03783999999999,4.253164556962025,127.426,19.75,22.950000000000003,0.0,191.25,inf,0.0,0.0,69.444,12.0,123.4212,3.6842105263157894,176.316,19.0,21.6621,0.8068854222700377,120.345,22.308
861,2021-03-07,CH Gayle,13,20,2,1,Sri Lanka,West Indies,"Coolidge Cricket Ground, Antigua",0,Left hand Bat,Left hand Bat,29,38,True,65.0,69,26.0,8.0,25.0,75.0,21.0,30.0,8.0,32.744659999999996,0.8702928870292888,125.941,29.875,95.56949999999999,3.7974683544303796,127.426,19.75,15.3,0.0,191.25,inf,17.361,2.0833333333333335,69.444,12.0,37.026360000000004,1.105263157894737,176.316,19.0,36.1035,1.3448090371167294,120.345,22.308
862,2021-07-12,CH Gayle,67,38,2,1,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0,Left hand Bat,Left hand Bat,4,4,True,176.32,72,53.0,24.0,0.0,90.0,43.0,6.0,12.166666666666666,66.74873,1.7740585774058577,125.941,29.875,114.68339999999999,4.556962025316456,127.426,19.75,45.900000000000006,0.0,191.25,inf,0.0,0.0,69.444,12.0,75.81588,2.263157894736842,176.316,19.0,7.220699999999999,0.2689618074233459,120.345,22.308
863,2021-07-10,CH Gayle,13,16,1,1,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0,Left hand Bat,Left hand Bat,17,13,True,81.25,46,28.0,46.0,0.0,93.0,50.0,2.0,12.0,35.26348,0.9372384937238494,125.941,29.875,118.50618,4.708860759493671,127.426,19.75,87.97500000000001,0.0,191.25,inf,0.0,0.0,69.444,12.0,88.158,2.6315789473684212,176.316,19.0,2.4069,0.08965393580778196,120.345,22.308
864,2021-06-27,CH Gayle,8,6,2,1,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",1,Left hand Bat,Right hand Bat,21,33,True,133.33,27,26.0,34.0,25.0,104.0,0.0,18.0,32.0,32.744659999999996,0.8702928870292888,125.941,29.875,132.52303999999998,5.265822784810126,127.426,19.75,65.025,0.0,191.25,inf,17.361,2.0833333333333335,69.444,12.0,0.0,0.0,176.316,19.0,21.6621,0.8068854222700377,120.345,22.308
865,2018-01-03,CH Gayle,0,2,2,1,New Zealand,West Indies,Bay Oval,0,Left hand Bat,Right hand Bat,1,0,True,0.0,5,29.0,37.0,0.0,84.0,49.0,24.0,12.0,36.52289,0.9707112970711297,125.941,29.875,107.03783999999999,4.253164556962025,127.426,19.75,70.7625,0.0,191.25,inf,0.0,0.0,69.444,12.0,86.39484,2.5789473684210527,176.316,19.0,28.882799999999996,1.0758472296933836,120.345,22.308
866,2021-07-03,CH Gayle,11,9,2,1,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",0,Left hand Bat,Left hand Bat,14,21,True,122.22,43,26.0,29.0,24.0,141.0,0.0,7.0,15.0,32.744659999999996,0.8702928870292888,125.941,29.875,179.67066,7.139240506329114,127.426,19.75,55.462500000000006,0.0,191.25,inf,16.66656,2.0,69.444,12.0,0.0,0.0,176.316,19.0,8.42415,0.31378877532723687,120.345,22.308
867,2021-03-03,CH Gayle,0,1,2,2,Sri Lanka,West Indies,"Coolidge Cricket Ground, Antigua",1,Left hand Bat,Right hand Bat,21,52,True,0.0,21,26.0,6.0,0.0,80.0,30.0,22.0,0.0,32.744659999999996,0.8702928870292888,125.941,29.875,101.9408,4.050632911392405,127.426,19.75,11.475000000000001,0.0,191.25,inf,0.0,0.0,69.444,12.0,52.894800000000004,1.5789473684210527,176.316,19.0,26.4759,0.9861932938856016,120.345,22.308
868,2021-07-28,CH Gayle,7,7,1,1,Pakistan,West Indies,"Kensington Oval, Bridgetown, Barbados",0,Left hand Bat,Right hand Bat,12,16,True,100.0,37,6.0,0.0,0.0,20.0,12.0,6.0,18.0,7.5564599999999995,0.200836820083682,125.941,29.875,25.4852,1.0126582278481013,127.426,19.75,0.0,0.0,191.25,inf,0.0,0.0,69.444,12.0,21.15792,0.631578947368421,176.316,19.0,7.220699999999999,0.2689618074233459,120.345,22.308
869,2021-07-31,CH Gayle,16,20,2,1,Pakistan,West Indies,"Providence Stadium, Guyana",1,Left hand Bat,Left hand Bat,3,0,True,80.0,36,25.0,23.0,0.0,110.0,56.0,31.0,16.9,31.485249999999997,0.8368200836820083,125.941,29.875,140.1686,5.569620253164557,127.426,19.75,43.987500000000004,0.0,191.25,inf,0.0,0.0,69.444,12.0,98.73696000000001,2.9473684210526314,176.316,19.0,37.30695,1.3896360050206205,120.345,22.308
870,2019-02-06,CH Morris,55,29,2,5,Pakistan,South Africa,SuperSport Park,1,Right hand Bat,Right hand Bat,70,72,False,189.66,120,30.0,0.0,0.0,53.0,12.0,0.0,0.5,42.4137,1.0344827586206897,141.379,29.0,63.599999999999994,6.523076923076923,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.000040000000002,0.0,116.667,inf,0.0,0.0,0.0,0.0
871,2018-11-17,CH Morris,0,1,1,5,Australia,South Africa,Carrara Oval,0,Right hand Bat,Right hand Bat,56,105,False,0.0,57,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,141.379,29.0,14.399999999999999,1.476923076923077,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
872,2016-03-06,CH Morris,3,5,1,5,Australia,South Africa,New Wanderers Stadium,0,Right hand Bat,Right hand Bat,101,152,False,60.0,109,7.0,0.0,0.0,35.0,0.0,0.0,12.5,9.896529999999998,0.2413793103448276,141.379,29.0,42.0,4.3076923076923075,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
873,2017-06-23,CH Morris,12,11,1,5,England,South Africa,County Ground,0,Right hand Bat,Right hand Bat,88,128,False,109.09,110,8.0,0.0,0.0,58.0,0.0,0.0,0.0,11.310319999999999,0.27586206896551724,141.379,29.0,69.6,7.138461538461539,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
874,2017-02-17,CH Morris,9,7,1,5,New Zealand,South Africa,Eden Park,0,Left hand Bat,Right hand Bat,110,172,False,128.57,120,4.0,0.0,0.0,6.0,0.0,0.0,0.0,5.6551599999999995,0.13793103448275862,141.379,29.0,7.199999999999999,0.7384615384615385,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
875,2018-02-24,CH Morris,4,3,2,4,India,South Africa,Newlands,1,Right hand Bat,Right hand Bat,96,110,False,133.33,99,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,141.379,29.0,63.599999999999994,6.523076923076923,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
876,2019-02-01,CH Morris,1,2,1,4,Pakistan,South Africa,Newlands,0,Right hand Bat,Left hand Bat,107,177,False,50.0,109,2.0,0.0,0.0,25.0,0.0,0.0,0.0,2.8275799999999998,0.06896551724137931,141.379,29.0,30.0,3.076923076923077,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
877,2013-03-03,CH Morris,0,1,2,3,Pakistan,South Africa,SuperSport Park,0,Right hand Bat,Right hand Bat,27,50,True,0.0,27,19.0,0.0,0.0,73.0,0.0,0.0,0.0,26.862009999999998,0.6551724137931034,141.379,29.0,87.6,8.984615384615385,120.0,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.667,inf,0.0,0.0,0.0,0.0
878,2017-01-06,CJ Anderson,4,3,1,2,Bangladesh,New Zealand,Bay Oval,0,Left hand Bat,Left hand Bat,31,46,False,133.33,33,33.0,32.0,0.0,36.0,27.0,48.0,13.0,43.99988999999999,0.5,133.333,66.0,58.39992,2.933268149596676,162.222,12.273,30.66656,2.0,95.833,16.0,0.0,0.0,0.0,0.0,27.628019999999996,1.255813953488372,102.326,21.5,57.26304,1.6842105263157894,119.298,28.5
879,2014-01-15,CJ Anderson,6,9,2,4,West Indies,New Zealand,Westpac Stadium,0,Left hand Bat,Right hand Bat,50,69,False,66.67,63,26.0,12.0,0.0,68.0,0.0,36.0,9.0,34.666579999999996,0.3939393939393939,133.333,66.0,110.31096,5.540617615904832,162.222,12.273,11.49996,0.75,95.833,16.0,0.0,0.0,0.0,0.0,0.0,0.0,102.326,21.5,42.94728,1.263157894736842,119.298,28.5
880,2014-07-05,CJ Anderson,15,9,2,3,West Indies,New Zealand,"Windsor Park, Roseau",1,Left hand Bat,Right hand Bat,76,95,False,166.67,89,15.0,0.0,0.0,27.0,6.0,0.0,0.0,19.99995,0.22727272727272727,133.333,66.0,43.79994,2.199951112197507,162.222,12.273,0.0,0.0,95.833,16.0,0.0,0.0,0.0,0.0,6.1395599999999995,0.27906976744186046,102.326,21.5,0.0,0.0,119.298,28.5
881,2016-03-22,CJ Anderson,21,14,1,2,Pakistan,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Left hand Bat,Right hand Bat,54,76,False,150.0,92,42.0,24.0,0.0,29.0,37.0,0.0,24.2,55.99986,0.6363636363636364,133.333,66.0,47.04438,2.3629104538417667,162.222,12.273,22.99992,1.5,95.833,16.0,0.0,0.0,0.0,0.0,37.86062,1.7209302325581395,102.326,21.5,0.0,0.0,119.298,28.5
882,2014-07-06,CJ Anderson,14,16,2,3,West Indies,New Zealand,"Windsor Park, Roseau",1,Left hand Bat,Left hand Bat,69,83,False,87.5,103,26.0,0.0,0.0,48.0,6.0,23.0,15.0,34.666579999999996,0.3939393939393939,133.333,66.0,77.86655999999999,3.911024199462234,162.222,12.273,0.0,0.0,95.833,16.0,0.0,0.0,0.0,0.0,6.1395599999999995,0.27906976744186046,102.326,21.5,27.43854,0.8070175438596491,119.298,28.5
883,2013-11-06,CJ Anderson,18,6,1,3,Bangladesh,New Zealand,Shere Bangla National Stadium,1,Left hand Bat,Left hand Bat,106,177,False,300.0,116,6.0,0.0,0.0,23.0,0.0,0.0,0.0,7.999979999999999,0.09090909090909091,133.333,66.0,37.31106,1.8740324289089874,162.222,12.273,0.0,0.0,95.833,16.0,0.0,0.0,0.0,0.0,0.0,0.0,102.326,21.5,0.0,0.0,119.298,28.5
884,2016-01-07,CJ Anderson,2,3,1,2,Sri Lanka,New Zealand,Bay Oval,0,Left hand Bat,Left hand Bat,92,132,False,66.67,97,12.0,0.0,0.0,29.0,16.0,0.0,0.0,15.999959999999998,0.18181818181818182,133.333,66.0,47.04438,2.3629104538417667,162.222,12.273,0.0,0.0,95.833,16.0,0.0,0.0,0.0,0.0,16.372159999999997,0.7441860465116279,102.326,21.5,0.0,0.0,119.298,28.5
885,2017-01-03,CJ Anderson,13,14,2,2,Bangladesh,New Zealand,McLean Park,0,Left hand Bat,Right hand Bat,21,28,True,92.86,39,38.0,43.0,0.0,109.0,0.0,12.0,0.0,50.66654,0.5757575757575758,133.333,66.0,176.82198,8.881284119612157,162.222,12.273,41.20819,2.6875,95.833,16.0,0.0,0.0,0.0,0.0,0.0,0.0,102.326,21.5,14.31576,0.42105263157894735,119.298,28.5
886,2018-10-31,CJ Anderson,9,12,2,4,Pakistan,New Zealand,Sheikh Zayed Stadium,0,Left hand Bat,Right hand Bat,83,90,False,75.0,109,15.0,2.0,0.0,44.0,18.0,0.0,0.0,19.99995,0.22727272727272727,133.333,66.0,71.37768,3.585105516173715,162.222,12.273,1.91666,0.125,95.833,16.0,0.0,0.0,0.0,0.0,18.41868,0.8372093023255814,102.326,21.5,0.0,0.0,119.298,28.5
887,2017-01-08,CJ Anderson,94,41,1,3,Bangladesh,New Zealand,Bay Oval,0,Left hand Bat,Right hand Bat,38,41,False,229.27,120,24.0,36.0,0.0,51.0,21.0,30.0,8.5,31.999919999999996,0.36363636363636365,133.333,66.0,82.73322,4.155463211928624,162.222,12.273,34.49988,2.25,95.833,16.0,0.0,0.0,0.0,0.0,21.488459999999996,0.9767441860465116,102.326,21.5,35.7894,1.0526315789473684,119.298,28.5
