,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,first_ball,strike_rate,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,Left arm Fast Expected Runs,Left arm Fast Expected Wickets,Right arm Fast Expected Runs,Right arm Fast Expected Wickets,Left arm Orthodox Expected Runs,Left arm Orthodox Expected Wickets,Left arm Wrist spin Expected Runs,Left arm Wrist spin Expected Wickets,Right arm Legbreak Expected Runs,Right arm Legbreak Expected Wickets,Right arm Offbreak Expected Runs,Right arm Offbreak Expected Wickets
10,AJ Finch,74,48,2,0,India,1,154.17,92,42.0,36.0,0.0,123.0,0.0,45.0,58.29431999999999,0.9832841691248771,170.8101,4.106981869177602,44.21052,1.4210713298859197,0.0,0.0,0.0,0.0,70.94745,1.270145925654125
11,AJ Finch,42,30,1,0,India,1,140.0,59,0.0,0.0,24.0,80.0,31.0,0.0,0.0,0.0,111.096,2.67120771979031,0.0,0.0,19.10208,2.9386555650789763,43.19106,2.205934675869921,0.0,0.0
12,AJ Finch,27,24,1,0,India,1,112.5,51,38.0,25.0,26.0,87.0,25.0,0.0,52.74247999999999,0.8896380577796508,120.8169,2.9049383952719623,30.70175,0.9868550901985553,20.69392,3.183543528835558,34.8315,1.7789795773144523,0.0,0.0
13,AJ Finch,0,1,1,0,India,1,0.0,2,28.0,25.0,25.0,43.0,0.0,0.0,38.86288,0.6555227794165848,59.7141,1.4357741493872918,30.70175,0.9868550901985553,19.898,3.061099546957267,0.0,0.0,0.0,0.0
14,AJ Finch,28,23,1,0,India,1,121.74,51,52.0,25.0,26.0,97.0,25.0,24.0,72.17392,1.217399447487943,134.7039,3.238839360245751,30.70175,0.9868550901985553,20.69392,3.183543528835558,34.8315,1.7789795773144523,37.83864,0.6774111603488667
15,AJ Finch,0,2,1,0,India,1,0.0,10,39.0,0.0,0.0,90.0,69.0,36.0,54.13043999999999,0.9130495856159573,124.983,3.0051086847640986,0.0,0.0,0.0,0.0,96.13494,4.909983633387888,56.757960000000004,1.0161167405233
16,AJ Finch,31,15,1,0,India,1,206.67,30,8.0,12.0,0.0,59.0,18.0,0.0,11.103679999999999,0.1872922226904528,81.9333,1.9700156933453536,14.73684,0.4736904432953066,0.0,0.0,25.07868,1.2808652956664057,0.0,0.0
17,AJ Finch,7,6,1,0,India,1,116.67,21,18.0,24.0,0.0,138.0,48.0,6.0,24.983279999999997,0.42140750105351876,191.6406,4.607833316638285,29.47368,0.9473808865906131,0.0,0.0,66.87648,3.4156407884437483,9.45966,0.16935279008721668
18,AJ Finch,63,44,1,0,Ireland,1,143.18,101,51.0,24.0,0.0,110.0,44.0,13.0,70.78595999999999,1.1939879196516365,152.757,3.672910614711676,29.47368,0.9473808865906131,0.0,0.0,61.303439999999995,3.131004056073436,20.49593,0.36693104518896946
19,AJ Finch,69,43,1,0,New Zealand,0,160.47,95,24.0,24.0,0.0,130.0,37.0,6.0,33.31104,0.5618766680713584,180.531,4.340712544659254,29.47368,0.9473808865906131,0.0,0.0,51.550619999999995,2.6328897744253896,9.45966,0.16935279008721668
20,AJ Finch,79,55,1,0,New Zealand,1,143.64,120,25.0,43.0,0.0,94.0,49.0,19.0,34.699,0.5852881959076649,130.5378,3.1386690707536142,52.80701,1.697390755141515,0.0,0.0,68.26974,3.4867999715363265,29.95559,0.5362838352761862
21,AJ Finch,36,32,1,0,New Zealand,1,112.5,60,24.0,58.0,0.0,82.0,39.0,15.0,33.31104,0.5618766680713584,113.8734,2.737987912785068,71.22806,2.289503809260648,0.0,0.0,54.33714,2.7752081406105455,23.649150000000002,0.4233819752180417
22,AJ Finch,65,54,2,0,Pakistan,1,120.37,106,43.0,24.0,19.0,87.0,24.0,36.0,59.68227999999999,1.0066956969611838,120.8169,2.9049383952719623,29.47368,0.9473808865906131,15.12248,2.326435655687523,33.43824,1.7078203942218741,56.757960000000004,1.0161167405233
23,AJ Finch,5,9,2,0,Pakistan,1,55.56,15,61.0,18.0,0.0,38.0,61.0,21.0,84.66555999999999,1.4281031980147025,52.7706,1.2688236669003974,22.10526,0.7105356649429598,0.0,0.0,84.98886,4.340710168647264,33.10881,0.5927347653052584
24,AJ Finch,15,16,1,0,Pakistan,1,93.75,44,68.0,24.0,0.0,82.0,48.0,12.0,94.38127999999999,1.5919838928688488,113.8734,2.737987912785068,29.47368,0.9473808865906131,0.0,0.0,66.87648,3.4156407884437483,18.91932,0.33870558017443336
25,AJ Finch,47,27,1,0,Pakistan,1,174.07,59,43.0,6.0,0.0,148.0,24.0,12.0,59.68227999999999,1.0066956969611838,205.5276,4.9417342816120735,7.36842,0.2368452216476533,0.0,0.0,33.43824,1.7078203942218741,18.91932,0.33870558017443336
26,AJ Finch,37,15,2,0,Pakistan,1,246.67,19,34.0,18.0,0.0,36.0,18.0,0.0,47.190639999999995,0.7959919464344244,49.9932,1.2020434739056396,22.10526,0.7105356649429598,0.0,0.0,25.07868,1.2808652956664057,0.0,0.0
27,AJ Finch,17,14,2,0,Pakistan,1,121.43,35,90.0,48.0,0.0,48.0,48.0,0.0,124.91639999999998,2.107037505267594,66.6576,1.6027246318741861,58.94736,1.8947617731812263,0.0,0.0,66.87648,3.4156407884437483,0.0,0.0
28,AJ Finch,52,36,2,0,Pakistan,1,144.44,71,36.0,30.0,0.0,124.0,0.0,0.0,49.966559999999994,0.8428150021070375,172.1988,4.140371965674981,36.8421,1.1842261082382664,0.0,0.0,0.0,0.0,0.0,0.0
29,AJ Finch,14,11,1,0,South Africa,1,127.27,25,57.0,0.0,0.0,114.0,50.0,13.0,79.11371999999999,1.334457086669476,158.3118,3.8064710007011917,0.0,0.0,0.0,0.0,69.663,3.5579591546289047,20.49593,0.36693104518896946
30,AJ Finch,44,30,2,0,South Africa,1,146.67,76,66.0,0.0,0.0,69.0,37.0,18.0,91.60535999999999,1.5451608371962355,95.8203,2.3039166583191424,0.0,0.0,0.0,0.0,51.550619999999995,2.6328897744253896,28.378980000000002,0.50805837026165
31,AJ Finch,33,25,2,0,South Africa,1,132.0,28,72.0,25.0,0.0,104.0,18.0,24.0,99.93311999999999,1.685630004214075,144.4248,3.472570035727403,30.70175,0.9868550901985553,0.0,0.0,25.07868,1.2808652956664057,37.83864,0.6774111603488667
32,AJ Finch,1,3,1,0,Sri Lanka,1,33.33,11,25.0,27.0,0.0,135.0,0.0,42.0,34.699,0.5852881959076649,187.4745,4.507663027146148,33.15789,1.0658034974144397,0.0,0.0,0.0,0.0,66.21762,1.1854695306105167
33,AJ Finch,7,6,2,0,Sri Lanka,1,116.67,25,52.0,24.0,0.0,80.0,0.0,61.0,72.17392,1.217399447487943,111.096,2.67120771979031,29.47368,0.9473808865906131,0.0,0.0,0.0,0.0,96.17321,1.7217533658867028
34,AJ Finch,43,34,1,0,Sri Lanka,1,126.47,69,25.0,0.0,24.0,140.0,49.0,12.0,34.699,0.5852881959076649,194.418,4.674613509633042,0.0,0.0,19.10208,2.9386555650789763,68.26974,3.4867999715363265,18.91932,0.33870558017443336
35,AJ Finch,12,10,1,0,Sri Lanka,1,120.0,16,24.0,0.0,0.0,179.0,24.0,16.0,33.31104,0.5618766680713584,248.5773,5.9768272730308185,0.0,0.0,0.0,0.0,33.43824,1.7078203942218741,25.22576,0.4516074402325778
36,AJ Finch,53,32,1,0,Sri Lanka,1,165.62,51,19.0,6.0,0.0,147.0,42.0,26.0,26.371239999999997,0.4448190288898254,204.1389,4.908344185114695,7.36842,0.2368452216476533,0.0,0.0,58.51692,2.98868568988828,40.99186,0.7338620903779389
37,AJ Finch,64,36,1,0,Sri Lanka,1,177.78,65,24.0,24.0,25.0,132.0,42.0,0.0,33.31104,0.5618766680713584,183.3084,4.407492737654011,29.47368,0.9473808865906131,19.898,3.061099546957267,58.51692,2.98868568988828,0.0,0.0
38,AJ Finch,0,1,2,0,Sri Lanka,1,0.0,3,13.0,24.0,24.0,102.0,31.0,0.0,18.04348,0.30434986187198576,141.6474,3.4057898427326454,29.47368,0.9473808865906131,19.10208,2.9386555650789763,43.19106,2.205934675869921,0.0,0.0
39,AJ Finch,37,25,2,0,Sri Lanka,1,148.0,53,25.0,24.0,24.0,124.0,24.0,12.0,34.699,0.5852881959076649,172.1988,4.140371965674981,29.47368,0.9473808865906131,19.10208,2.9386555650789763,33.43824,1.7078203942218741,18.91932,0.33870558017443336
40,AJ Finch,8,12,1,0,Sri Lanka,1,66.67,29,49.0,0.0,0.0,125.0,49.0,18.0,68.01003999999999,1.1471648639790233,173.5875,4.17376206217236,0.0,0.0,0.0,0.0,68.26974,3.4867999715363265,28.378980000000002,0.50805837026165
41,AJ Finch,25,20,1,0,Sri Lanka,1,125.0,47,0.0,0.0,0.0,156.0,48.0,30.0,0.0,0.0,216.6372,5.208855053591105,0.0,0.0,0.0,0.0,66.87648,3.4156407884437483,47.298300000000005,0.8467639504360834
42,AJ Finch,8,12,1,0,Sri Lanka,1,66.67,23,14.0,48.0,0.0,139.0,24.0,25.0,19.43144,0.3277613897082924,193.0293,4.6412234131356636,58.94736,1.8947617731812263,0.0,0.0,33.43824,1.7078203942218741,39.41525,0.7056366253634028
43,AJ Finch,29,19,1,0,Sri Lanka,1,152.63,34,0.0,48.0,0.0,128.0,24.0,42.0,0.0,0.0,177.7536,4.273932351664496,58.94736,1.8947617731812263,0.0,0.0,33.43824,1.7078203942218741,66.21762,1.1854695306105167
44,AJ Finch,4,6,2,0,West Indies,1,66.67,7,25.0,0.0,0.0,178.0,0.0,42.0,34.699,0.5852881959076649,247.1886,5.94343717653344,0.0,0.0,0.0,0.0,0.0,0.0,66.21762,1.1854695306105167
45,AJ Finch,16,11,1,0,West Indies,1,145.45,22,97.0,0.0,0.0,53.0,43.0,55.0,134.63212,2.27091820012174,73.6011,1.7696751143610805,0.0,0.0,0.0,0.0,59.91018,3.059844872980858,86.71355,1.5524005757994863
46,AJ Finch,30,31,1,0,West Indies,1,96.77,71,49.0,24.0,0.0,90.0,43.0,6.0,68.01003999999999,1.1471648639790233,124.983,3.0051086847640986,29.47368,0.9473808865906131,0.0,0.0,59.91018,3.059844872980858,9.45966,0.16935279008721668
47,AJ Finch,53,37,1,0,West Indies,1,143.24,69,68.0,37.0,0.0,101.0,48.0,0.0,94.38127999999999,1.5919838928688488,140.2587,3.3723997462352666,45.43859,1.460545533493862,0.0,0.0,66.87648,3.4156407884437483,0.0,0.0
48,AJ Finch,15,19,1,1,West Indies,12,78.95,63,38.0,18.0,0.0,136.0,36.0,0.0,52.74247999999999,0.8896380577796508,188.8632,4.541053123643527,22.10526,0.7105356649429598,0.0,0.0,50.15736,2.5617305913328114,0.0,0.0
49,AJ Finch,172,76,1,0,Zimbabwe,1,226.32,118,0.0,48.0,12.0,155.0,12.0,24.0,0.0,0.0,215.2485,5.175464957093726,58.94736,1.8947617731812263,9.55104,1.4693277825394881,16.71912,0.8539101971109371,37.83864,0.6774111603488667
50,AJ Finch,71,45,2,0,Bangladesh,1,157.78,91,50.0,36.0,0.0,107.0,0.0,43.0,69.398,1.1705763918153298,148.5909,3.5727403252195398,44.21052,1.4210713298859197,0.0,0.0,0.0,0.0,67.79423,1.213694995625053
51,AJ Finch,40,20,2,0,Bangladesh,1,200.0,30,44.0,0.0,0.0,49.0,25.0,13.0,61.07023999999999,1.0301072247974903,68.0463,1.636114728371565,0.0,0.0,0.0,0.0,34.8315,1.7789795773144523,20.49593,0.36693104518896946
52,AJ Finch,156,63,1,0,England,1,247.62,104,46.0,25.0,0.0,137.0,25.0,6.0,63.84615999999999,1.0769302804701035,190.2519,4.574443220140906,30.70175,0.9868550901985553,0.0,0.0,34.8315,1.7789795773144523,9.45966,0.16935279008721668
53,AJ Finch,5,5,2,0,England,1,100.0,8,47.0,19.0,0.0,126.0,24.0,31.0,65.23411999999999,1.10034180830641,174.9762,4.2071521586697385,23.33333,0.750009868550902,0.0,0.0,33.43824,1.7078203942218741,48.87491,0.8749894154506195
54,AJ Finch,20,5,2,3,England,80,400.0,87,3.0,9.0,0.0,36.0,0.0,0.0,4.16388,0.0702345835089198,49.9932,1.2020434739056396,11.05263,0.3552678324714799,0.0,0.0,0.0,0.0,0.0,0.0
55,AJ Finch,84,41,2,0,England,1,204.88,92,21.0,24.0,0.0,116.0,49.0,24.0,29.147159999999996,0.4916420845624386,161.0892,3.8732511936959497,29.47368,0.9473808865906131,0.0,0.0,68.26974,3.4867999715363265,37.83864,0.6774111603488667
56,AJ Finch,46,32,2,0,England,1,143.75,66,17.0,24.0,0.0,131.0,49.0,24.0,23.595319999999997,0.3979959732172122,181.9197,4.374102641156632,29.47368,0.9473808865906131,0.0,0.0,68.26974,3.4867999715363265,37.83864,0.6774111603488667
57,AJ Finch,39,26,2,0,England,1,150.0,64,25.0,24.0,0.0,131.0,55.0,6.0,34.699,0.5852881959076649,181.9197,4.374102641156632,29.47368,0.9473808865906131,0.0,0.0,76.6293,3.913755070091795,9.45966,0.16935279008721668
58,AJ Finch,12,7,2,2,England,52,171.43,63,46.0,0.0,0.0,73.0,22.0,6.0,63.84615999999999,1.0769302804701035,101.3751,2.437477044308658,0.0,0.0,0.0,0.0,30.651719999999997,1.565502028036718,9.45966,0.16935279008721668
59,AJ Finch,13,13,2,0,England,1,100.0,22,96.0,0.0,0.0,108.0,42.0,6.0,133.24416,2.2475066722854335,149.9796,3.6061304217169186,0.0,0.0,0.0,0.0,58.51692,2.98868568988828,9.45966,0.16935279008721668
60,AJ Finch,0,1,2,1,England,1,0.0,1,25.0,0.0,0.0,50.0,12.0,12.0,34.699,0.5852881959076649,69.435,1.6695048248689437,0.0,0.0,0.0,0.0,16.71912,0.8539101971109371,18.91932,0.33870558017443336
61,AJ Finch,89,52,1,0,India,1,171.15,99,25.0,43.0,0.0,166.0,0.0,13.0,34.699,0.5852881959076649,230.5242,5.542756018564893,52.80701,1.697390755141515,0.0,0.0,0.0,0.0,20.49593,0.36693104518896946
62,AJ Finch,43,33,1,0,India,1,130.3,78,37.0,40.0,0.0,117.0,12.0,27.0,51.354519999999994,0.8662265299433441,162.4779,3.9066412901933285,49.1228,1.5789681443176884,0.0,0.0,16.71912,0.8539101971109371,42.568470000000005,0.7620875553924751
63,AJ Finch,8,8,2,0,India,0,100.0,17,24.0,0.0,24.0,125.0,47.0,0.0,33.31104,0.5618766680713584,173.5875,4.17376206217236,0.0,0.0,19.10208,2.9386555650789763,65.48322,3.3444816053511706,0.0,0.0
64,AJ Finch,0,1,2,2,India,13,0.0,13,12.0,24.0,12.0,113.0,62.0,0.0,16.65552,0.2809383340356792,156.9231,3.773080904203813,29.47368,0.9473808865906131,9.55104,1.4693277825394881,86.38212,4.411869351739842,0.0,0.0
65,AJ Finch,8,7,2,1,India,15,114.29,24,10.0,25.0,18.0,117.0,50.0,0.0,13.879599999999998,0.23411527836306598,162.4779,3.9066412901933285,30.70175,0.9868550901985553,14.326559999999999,2.203991673809232,69.663,3.5579591546289047,0.0,0.0
66,AJ Finch,35,26,2,0,India,1,134.62,46,49.0,0.0,0.0,110.0,61.0,24.0,68.01003999999999,1.1471648639790233,152.757,3.672910614711676,0.0,0.0,0.0,0.0,84.98886,4.340710168647264,37.83864,0.6774111603488667
67,AJ Finch,22,13,2,0,India,1,169.23,21,0.0,24.0,0.0,170.0,46.0,6.0,0.0,0.0,236.079,5.676316404554409,29.47368,0.9473808865906131,0.0,0.0,64.08995999999999,3.2733224222585924,9.45966,0.16935279008721668
68,AJ Finch,36,12,2,3,New Zealand,93,300.0,113,8.0,0.0,0.0,49.0,0.0,0.0,11.103679999999999,0.1872922226904528,68.0463,1.636114728371565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,AJ Finch,18,12,2,3,New Zealand,64,150.0,88,6.0,14.0,0.0,58.0,6.0,0.0,8.32776,0.1404691670178396,80.5446,1.9366255968479749,17.19298,0.552638850511191,0.0,0.0,8.35956,0.42695509855546854,0.0,0.0
70,AJ Finch,1,2,2,0,New Zealand,1,50.0,5,43.0,35.0,0.0,103.0,43.0,8.0,59.68227999999999,1.0066956969611838,143.0361,3.439179939230024,42.98245,1.3815971262779774,0.0,0.0,59.91018,3.059844872980858,12.61288,0.2258037201162889
71,AJ Finch,12,14,2,0,New Zealand,1,85.71,48,48.0,43.0,0.0,110.0,45.0,0.0,66.62208,1.1237533361427168,152.757,3.672910614711676,52.80701,1.697390755141515,0.0,0.0,62.6967,3.202163239166014,0.0,0.0
72,AJ Finch,5,7,2,0,New Zealand,1,71.43,15,45.0,18.0,0.0,111.0,45.0,18.0,62.45819999999999,1.053518752633797,154.1457,3.7063007112090554,22.10526,0.7105356649429598,0.0,0.0,62.6967,3.202163239166014,28.378980000000002,0.50805837026165
73,AJ Finch,13,11,2,0,New Zealand,1,118.18,24,39.0,24.0,0.0,107.0,50.0,0.0,54.13043999999999,0.9130495856159573,148.5909,3.5727403252195398,29.47368,0.9473808865906131,0.0,0.0,69.663,3.5579591546289047,0.0,0.0
74,AJ Finch,68,33,2,0,Pakistan,1,206.06,65,17.0,38.0,0.0,104.0,23.0,6.0,23.595319999999997,0.3979959732172122,144.4248,3.472570035727403,46.66666,1.500019737101804,0.0,0.0,32.044979999999995,1.6366612111292962,9.45966,0.16935279008721668
75,AJ Finch,16,11,2,0,Pakistan,1,145.45,26,69.0,12.0,0.0,114.0,24.0,18.0,95.76924,1.6153954207051553,158.3118,3.8064710007011917,14.73684,0.4736904432953066,0.0,0.0,33.43824,1.7078203942218741,28.378980000000002,0.50805837026165
76,AJ Finch,0,3,2,0,Pakistan,1,0.0,3,18.0,36.0,12.0,109.0,47.0,0.0,24.983279999999997,0.42140750105351876,151.3683,3.6395205182142973,44.21052,1.4210713298859197,9.55104,1.4693277825394881,65.48322,3.3444816053511706,0.0,0.0
77,AJ Finch,3,10,2,0,Pakistan,1,30.0,39,28.0,21.0,18.0,117.0,48.0,8.0,38.86288,0.6555227794165848,162.4779,3.9066412901933285,25.78947,0.8289582757667865,14.326559999999999,2.203991673809232,66.87648,3.4156407884437483,12.61288,0.2258037201162889
78,AJ Finch,1,3,2,0,Pakistan,1,33.33,11,25.0,18.0,25.0,79.0,50.0,30.0,34.699,0.5852881959076649,109.7073,2.637817623292931,22.10526,0.7105356649429598,19.898,3.061099546957267,69.663,3.5579591546289047,47.298300000000005,0.8467639504360834
79,AJ Finch,0,1,2,0,Pakistan,1,0.0,3,47.0,18.0,0.0,102.0,49.0,26.0,65.23411999999999,1.10034180830641,141.6474,3.4057898427326454,22.10526,0.7105356649429598,0.0,0.0,68.26974,3.4867999715363265,40.99186,0.7338620903779389
80,AJ Finch,55,45,2,0,Pakistan,1,122.22,109,37.0,6.0,0.0,129.0,50.0,6.0,51.354519999999994,0.8662265299433441,179.1423,4.307322448161875,7.36842,0.2368452216476533,0.0,0.0,69.663,3.5579591546289047,9.45966,0.16935279008721668
81,AJ Finch,5,5,2,0,South Africa,1,100.0,9,45.0,0.0,6.0,30.0,0.0,7.0,62.45819999999999,1.053518752633797,41.661,1.0017028949213662,0.0,0.0,4.77552,0.7346638912697441,0.0,0.0,11.03627,0.19757825510175278
82,AJ Finch,39,27,2,0,South Africa,1,144.44,49,68.0,0.0,24.0,62.0,24.0,37.0,94.38127999999999,1.5919838928688488,86.0994,2.0701859828374904,0.0,0.0,19.10208,2.9386555650789763,33.43824,1.7078203942218741,58.33457,1.0443422055378362
83,AJ Finch,40,18,1,0,South Africa,1,222.22,43,0.0,0.0,0.0,174.0,49.0,12.0,0.0,0.0,241.6338,5.809876790543925,0.0,0.0,0.0,0.0,68.26974,3.4867999715363265,18.91932,0.33870558017443336
84,AJ Finch,2,4,2,0,South Africa,1,50.0,4,25.0,12.0,0.0,168.0,25.0,24.0,34.699,0.5852881959076649,233.3016,5.609536211559651,14.73684,0.4736904432953066,0.0,0.0,34.8315,1.7789795773144523,37.83864,0.6774111603488667
85,AJ Finch,7,6,2,0,South Africa,1,116.67,12,6.0,0.0,18.0,92.0,0.0,12.0,8.32776,0.1404691670178396,127.7604,3.0718888777588567,0.0,0.0,14.326559999999999,2.203991673809232,0.0,0.0,18.91932,0.33870558017443336
86,AJ Finch,42,27,1,0,South Africa,1,155.56,50,19.0,36.0,29.0,119.0,15.0,0.0,26.371239999999997,0.4448190288898254,165.2553,3.973421483188086,44.21052,1.4210713298859197,23.08168,3.55087547447043,20.898899999999998,1.0673877463886714,0.0,0.0
87,AJ Finch,14,12,2,0,South Africa,1,116.67,28,24.0,24.0,24.0,147.0,24.0,0.0,33.31104,0.5618766680713584,204.1389,4.908344185114695,29.47368,0.9473808865906131,19.10208,2.9386555650789763,33.43824,1.7078203942218741,0.0,0.0
88,AJ Finch,55,37,1,0,South Africa,1,148.65,76,17.0,24.0,24.0,143.0,18.0,0.0,23.595319999999997,0.3979959732172122,198.5841,4.77478379912518,29.47368,0.9473808865906131,19.10208,2.9386555650789763,25.07868,1.2808652956664057,0.0,0.0
89,AJ Finch,0,5,2,0,South Africa,1,0.0,11,22.0,24.0,24.0,120.0,24.0,24.0,30.535119999999996,0.5150536123987451,166.644,4.006811579685465,29.47368,0.9473808865906131,19.10208,2.9386555650789763,33.43824,1.7078203942218741,37.83864,0.6774111603488667
90,AJ Finch,37,22,2,0,Sri Lanka,1,168.18,41,24.0,0.0,0.0,127.0,49.0,31.0,33.31104,0.5618766680713584,176.3649,4.240542255167117,0.0,0.0,0.0,0.0,68.26974,3.4867999715363265,48.87491,0.8749894154506195
91,AJ Finch,35,36,2,1,Sri Lanka,2,97.22,85,43.0,25.0,0.0,103.0,24.0,29.0,59.68227999999999,1.0066956969611838,143.0361,3.439179939230024,30.70175,0.9868550901985553,0.0,0.0,33.43824,1.7078203942218741,45.72169,0.8185384854215473
92,AJ Finch,2,5,2,1,Sri Lanka,26,40.0,38,6.0,23.0,0.0,90.0,50.0,17.0,8.32776,0.1404691670178396,124.983,3.0051086847640986,28.24561,0.9079066829826709,0.0,0.0,69.663,3.5579591546289047,26.80237,0.4798329052471139
93,AJ Finch,61,40,2,0,Sri Lanka,1,152.5,84,26.0,24.0,0.0,107.0,12.0,37.0,36.08696,0.6086997237439715,148.5909,3.5727403252195398,29.47368,0.9473808865906131,0.0,0.0,16.71912,0.8539101971109371,58.33457,1.0443422055378362
94,AJ Finch,24,13,2,0,Sri Lanka,1,184.62,16,0.0,24.0,0.0,115.0,24.0,66.0,0.0,0.0,159.7005,3.8398610971985705,29.47368,0.9473808865906131,0.0,0.0,33.43824,1.7078203942218741,104.05626000000001,1.8628806909593834
95,AJ Finch,31,42,2,0,Sri Lanka,1,73.81,99,28.0,25.0,0.0,119.0,18.0,38.0,38.86288,0.6555227794165848,165.2553,3.973421483188086,30.70175,0.9868550901985553,0.0,0.0,25.07868,1.2808652956664057,59.91118,1.0725676705523723
96,AJ Finch,4,5,2,0,West Indies,1,80.0,7,47.0,36.0,0.0,98.0,43.0,0.0,65.23411999999999,1.10034180830641,136.0926,3.27222945674313,44.21052,1.4210713298859197,0.0,0.0,59.91018,3.059844872980858,0.0,0.0
97,AJ Finch,6,8,2,0,West Indies,1,75.0,19,34.0,50.0,0.0,105.0,50.0,2.0,47.190639999999995,0.7959919464344244,145.8135,3.5059601322247818,61.4035,1.9737101803971107,0.0,0.0,69.663,3.5579591546289047,3.15322,0.05645093002907223
98,AJ Finch,34,23,2,0,West Indies,1,147.83,56,48.0,18.0,0.0,103.0,71.0,18.0,66.62208,1.1237533361427168,143.0361,3.439179939230024,22.10526,0.7105356649429598,0.0,0.0,98.92146,5.052301999573045,28.378980000000002,0.50805837026165
99,AJ Finch,9,10,2,0,West Indies,1,90.0,21,23.0,22.0,0.0,119.0,37.0,23.0,31.923079999999995,0.5384651402350518,165.2553,3.973421483188086,27.01754,0.8684324793747287,0.0,0.0,51.550619999999995,2.6328897744253896,36.26203,0.6491856953343306
100,AJ Finch,58,53,2,2,West Indies,13,109.43,103,38.0,0.0,0.0,125.0,49.0,12.0,52.74247999999999,0.8896380577796508,173.5875,4.17376206217236,0.0,0.0,0.0,0.0,68.26974,3.4867999715363265,18.91932,0.33870558017443336
101,AJ Finch,3,5,2,0,Zimbabwe,1,60.0,13,0.0,42.0,0.0,170.0,26.0,12.0,0.0,0.0,236.079,5.676316404554409,51.57894,1.657916551533573,0.0,0.0,36.224759999999996,1.8501387604070305,18.91932,0.33870558017443336
0,M Klinger,38,32,1,0,Sri Lanka,1,118.75,63,0.0,0.0,24.0,134.0,49.0,0.0,0.0,0.0,186.93804,1.654320987654321,0.0,0.0,20.57136,3.4285714285714284,41.74065,0.0,0.0,0.0
