,match_id,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,current_team_total,bowling_team,batting_team,venue,toss_winner,batter_type,non_striker_type,first_ball,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak
38,Zimbabwe_Pakistan_2020-11-08,E Chigumbura,18,19,stumped,0.0,1,5,90,Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,0,Right hand Bat,Left hand Bat,59,94.74,True,84,19.0,8.0,0.0,51.0,14.0,6.0
39,Zimbabwe_Pakistan_2020-11-10,E Chigumbura,2,6,caught,0.0,1,5,87,Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,1,Right hand Bat,Right hand Bat,74,33.33,True,90,0.0,6.0,0.0,39.0,24.0,0.0
40,Zimbabwe_South Africa_2018-10-12,E Chigumbura,6,7,caught,0.0,1,5,108,South Africa,Zimbabwe,Senwes Park,1,Right hand Bat,Right hand Bat,93,85.71,True,100,0.0,0.0,0.0,30.0,0.0,0.0
0,Bangladesh_Zimbabwe_2015-11-13,AG Cremer,3,4,bowled,0.0,1,8,126,Bangladesh,Zimbabwe,Shere Bangla National Stadium,0,Right hand Bat,Left hand Bat,109,75.0,True,113,3.0,0.0,,6.0,0.0,0.0
1,Bangladesh_Zimbabwe_2015-11-15,AG Cremer,0,0,0,1.0,2,7,136,Bangladesh,Zimbabwe,Shere Bangla National Stadium,0,Right hand Bat,Right hand Bat,116,0.0,False,119,0.0,0.0,,0.0,0.0,0.0
2,Bangladesh_Zimbabwe_2016-01-17,AG Cremer,8,12,caught and bowled,0.0,2,6,125,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,0,Right hand Bat,Left hand Bat,100,66.67,True,120,17.0,0.0,,19.0,1.0,6.0
3,Bangladesh_Zimbabwe_2016-01-20,AG Cremer,0,0,0,1.0,1,6,187,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Right hand Bat,Right hand Bat,120,0.0,False,120,0.0,0.0,,0.0,0.0,0.0
4,New Zealand_Zimbabwe_2010-05-04,AG Cremer,0,1,bowled,0.0,1,7,74,New Zealand,Zimbabwe,Providence Stadium,0,Right hand Bat,Right hand Bat,76,0.0,True,77,0.0,1.0,,15.0,0.0,0.0
5,Pakistan_Zimbabwe_2015-05-22,AG Cremer,2,2,0,0.0,1,6,172,Pakistan,Zimbabwe,Gaddafi Stadium,1,Right hand Bat,Right hand Bat,117,100.0,False,120,4.0,0.0,,1.0,0.0,0.0
6,South Africa_Zimbabwe_2010-10-10,AG Cremer,2,2,0,0.0,2,7,186,South Africa,Zimbabwe,De Beers Diamond Oval,0,Right hand Bat,Right hand Bat,116,100.0,False,120,0.0,0.0,,11.0,0.0,0.0
7,South Africa_Zimbabwe_2012-09-20,AG Cremer,6,11,caught,0.0,1,5,60,South Africa,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,Right hand Bat,Left hand Bat,66,54.55,True,82,0.0,1.0,,58.0,0.0,10.0
8,Sri Lanka_Zimbabwe_2012-09-18,AG Cremer,17,20,bowled,0.0,2,5,93,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1,Right hand Bat,Left hand Bat,65,85.0,True,101,7.0,0.0,,47.0,35.0,14.0
9,West Indies_Zimbabwe_2010-02-28,AG Cremer,2,3,bowled,1.0,1,6,98,West Indies,Zimbabwe,"Queen's Park Oval, Port of Spain",1,Right hand Bat,Right hand Bat,107,66.67,True,114,0.0,0.0,,30.0,0.0,2.0
10,Zimbabwe_Afghanistan_2018-02-05,AG Cremer,3,9,caught and bowled,0.0,1,5,81,Afghanistan,Zimbabwe,Sharjah Cricket Stadium,0,Right hand Bat,Right hand Bat,75,33.33,True,87,0.0,6.0,,31.0,23.0,3.0
11,Zimbabwe_India_2015-07-17,AG Cremer,9,14,bowled,0.0,2,5,98,India,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,83,64.29,True,106,0.0,6.0,,71.0,1.0,0.0
12,Zimbabwe_India_2015-07-19,AG Cremer,0,1,0,1.0,1,7,145,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,118,0.0,False,120,0.0,0.0,,2.0,0.0,0.0
13,Zimbabwe_India_2016-06-18,AG Cremer,4,5,caught,1.0,1,6,130,India,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,92,80.0,True,103,8.0,4.0,,44.0,6.0,0.0
14,Zimbabwe_India_2016-06-20,AG Cremer,4,6,caught,0.0,1,6,91,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,89,66.67,True,116,6.0,6.0,,20.0,0.0,0.0
15,Zimbabwe_New Zealand_2015-08-09,AG Cremer,5,7,caught,0.0,2,6,101,New Zealand,Zimbabwe,Harare Sports Club,1,Right hand Bat,Left hand Bat,100,71.43,True,109,6.0,6.0,,27.0,0.0,3.0
16,Zimbabwe_Pakistan_2015-09-27,AG Cremer,0,1,caught,0.0,2,8,90,Pakistan,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,95,0.0,True,95,27.0,6.0,,13.0,0.0,9.0
17,Zimbabwe_Pakistan_2015-09-29,AG Cremer,0,0,0,0.0,2,7,121,Pakistan,Zimbabwe,Harare Sports Club,0,Left hand Bat,Right hand Bat,120,0.0,False,120,0.0,0.0,,0.0,0.0,0.0
0,Afghanistan_Zimbabwe_2019-09-14,N Madziva,15,11,caught,0.0,2,6,141,Afghanistan,Zimbabwe,"Shere Bangla National Stadium, Mirpur",1,Right hand Bat,Right hand Bat,82,136.36,True,103,12.0,3.0,,58.0,9.0,0.0
1,Bangladesh_Zimbabwe_2015-11-13,N Madziva,1,3,caught,0.0,1,6,108,Bangladesh,Zimbabwe,Shere Bangla National Stadium,0,Right hand Bat,Right hand Bat,93,33.33,True,96,9.0,4.0,,22.0,4.0,0.0
2,Bangladesh_Zimbabwe_2015-11-15,N Madziva,28,18,0,1.0,2,6,136,Bangladesh,Zimbabwe,Shere Bangla National Stadium,0,Right hand Bat,Right hand Bat,94,155.56,False,119,14.0,1.0,,32.0,0.0,5.0
3,Bangladesh_Zimbabwe_2016-01-17,N Madziva,0,4,bowled,0.0,2,5,108,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,0,Right hand Bat,Right hand Bat,94,0.0,True,99,24.0,0.0,,20.0,2.0,6.0
4,Bangladesh_Zimbabwe_2019-09-18,N Madziva,9,15,run out,0.0,2,6,66,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,1,Right hand Bat,Right hand Bat,53,60.0,True,74,18.0,33.0,,56.0,32.0,0.0
5,Zimbabwe_India_2015-07-17,N Madziva,14,10,0,0.0,2,7,124,India,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,107,140.0,False,120,0.0,0.0,,29.0,0.0,0.0
6,Zimbabwe_India_2016-06-18,N Madziva,5,5,0,1.0,1,7,170,India,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,104,100.0,False,120,8.0,0.0,,25.0,0.0,0.0
7,Zimbabwe_India_2016-06-20,N Madziva,1,2,bowled,0.0,1,7,83,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,98,50.0,True,100,6.0,0.0,,18.0,0.0,0.0
0,Afghanistan_Zimbabwe_2018-02-06,PJ Moor,12,6,0,0.0,2,5,141,Afghanistan,Zimbabwe,Sharjah Cricket Stadium,1,Right hand Bat,Right hand Bat,111,200.0,False,120,0.0,0.0,0.0,15.0,3.0,0.0
1,Australia_Zimbabwe_2018-07-03,PJ Moor,19,11,caught and bowled,0.0,2,3,98,Australia,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,48,172.73,True,65,0.0,31.0,6.0,96.0,7.0,12.0
2,Bangladesh_Zimbabwe_2016-01-15,PJ Moor,7,2,bowled,0.0,1,6,163,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Left hand Bat,Right hand Bat,116,350.0,True,120,0.0,0.0,0.0,3.0,0.0,0.0
3,Bangladesh_Zimbabwe_2016-01-17,PJ Moor,9,13,bowled,0.0,2,4,109,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,0,Right hand Bat,Right hand Bat,65,69.23,True,102,24.0,21.0,0.0,44.0,10.0,6.0
4,Bangladesh_Zimbabwe_2016-01-20,PJ Moor,10,4,0,1.0,1,5,187,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Right hand Bat,Right hand Bat,116,250.0,False,120,10.0,0.0,0.0,0.0,0.0,0.0
5,Ireland_Zimbabwe_2019-07-12,PJ Moor,4,2,caught,0.0,1,5,117,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason",0,Right hand Bat,Left hand Bat,69,200.0,True,71,0.0,0.0,0.0,9.0,0.0,0.0
6,Pakistan_Zimbabwe_2018-07-01,PJ Moor,2,5,bowled,0.0,2,3,64,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,58,40.0,True,66,6.0,24.0,0.0,57.0,18.0,11.0
7,South Africa_Zimbabwe_2018-10-09,PJ Moor,44,21,caught,0.0,2,4,126,South Africa,Zimbabwe,Buffalo Park,0,Right hand Bat,Right hand Bat,49,209.52,True,104,0.0,25.0,15.0,58.0,27.0,0.0
8,Zimbabwe_Afghanistan_2018-02-05,PJ Moor,2,6,caught,0.0,1,4,76,Afghanistan,Zimbabwe,Sharjah Cricket Stadium,0,Right hand Bat,Left hand Bat,61,33.33,True,74,0.0,6.0,0.0,36.0,31.0,6.0
9,Zimbabwe_Australia_2018-07-06,PJ Moor,30,29,caught,0.0,1,3,112,Australia,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,36,103.45,True,93,0.0,30.0,0.0,106.0,26.0,12.0
10,Zimbabwe_India_2016-06-20,PJ Moor,31,32,caught,0.0,1,1,75,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,18,96.88,True,88,12.0,24.0,0.0,75.0,45.0,6.0
11,Zimbabwe_India_2016-06-22,PJ Moor,26,21,caught,0.0,2,2,86,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,54,123.81,True,83,8.0,13.0,0.0,86.0,31.0,0.0
12,Zimbabwe_South Africa_2018-10-12,PJ Moor,9,9,caught,0.0,1,4,115,South Africa,Zimbabwe,Senwes Park,1,Right hand Bat,Left hand Bat,76,100.0,True,109,0.0,12.0,10.0,48.0,0.0,0.0
0,Afghanistan_Zimbabwe_2021-03-17,DT Tiripano,6,7,0,0.0,2,6,150,Afghanistan,Zimbabwe,Sheikh Zayed Stadium,1,Right hand Bat,Right hand Bat,105,85.71,False,120,12.0,0.0,0.0,16.0,4.0,0.0
1,Afghanistan_Zimbabwe_2021-03-19,DT Tiripano,24,14,bowled,0.0,2,6,148,Afghanistan,Zimbabwe,Sheikh Zayed Stadium,0,Right hand Bat,Right hand Bat,82,171.43,True,102,19.0,0.0,0.0,22.0,18.0,6.0
2,Afghanistan_Zimbabwe_2022-06-12,DT Tiripano,1,1,0,0.0,2,7,149,Afghanistan,Zimbabwe,Harare Sports Club,0,Right hand Bat,Right hand Bat,120,100.0,False,120,0.0,0.0,0.0,2.0,0.0,0.0
3,Afghanistan_Zimbabwe_2022-06-14,DT Tiripano,0,2,bowled,0.0,2,6,56,Afghanistan,Zimbabwe,Harare Sports Club,0,Right hand Bat,Left hand Bat,64,0.0,True,65,12.0,18.0,9.0,32.0,27.0,18.0
4,Bangladesh_Zimbabwe_2020-03-09,DT Tiripano,20,13,bowled,0.0,2,7,130,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",1,Right hand Bat,Right hand Bat,79,153.85,True,100,15.0,3.0,0.0,45.0,0.0,16.0
5,Ireland_Zimbabwe_2021-09-02,DT Tiripano,5,12,stumped,0.0,2,5,68,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason, Bready",1,Right hand Bat,Left hand Bat,54,41.67,True,77,6.0,19.0,0.0,85.0,0.0,24.0
6,Zimbabwe_Australia_2018-07-06,DT Tiripano,0,0,run out,0.0,1,6,142,Australia,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,112,0.0,True,113,0.0,0.0,0.0,0.0,0.0,0.0
7,Zimbabwe_India_2016-06-20,DT Tiripano,11,14,0,0.0,1,8,99,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,101,78.57,False,120,6.0,0.0,0.0,15.0,0.0,0.0
8,Zimbabwe_Pakistan_2020-11-08,DT Tiripano,15,17,caught,0.0,1,6,120,Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,0,Right hand Bat,Left hand Bat,85,88.24,True,111,13.0,0.0,0.0,30.0,0.0,0.0
9,Zimbabwe_Pakistan_2020-11-10,DT Tiripano,28,22,run out,0.0,1,6,122,Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,1,Right hand Bat,Left hand Bat,78,127.27,True,111,0.0,6.0,0.0,39.0,16.0,0.0
0,Zimbabwe_India_2016-06-20,T Muzarabani,0,2,0,0.0,1,9,99,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,116,0.0,False,120,,,,2.0,,
0,Zimbabwe_India_2016-06-22,DS Kulkarni,1,1,0,1.0,1,6,138,Zimbabwe,India,Harare Sports Club,0,Left hand Bat,Right hand Bat,114,100.0,False,120,8.0,,,9.0,,
0,Australia_Zimbabwe_2007-09-12,V Sibanda,23,15,caught,1.0,2,0,31,Australia,Zimbabwe,Newlands,0,Right hand Bat,Right hand Bat,0,153.33,True,23,48.0,0.0,,164.0,0.0,36.0
1,Bangladesh_Zimbabwe_2016-01-15,V Sibanda,46,39,caught,0.0,1,0,101,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Right hand Bat,Right hand Bat,1,117.95,True,72,44.0,68.0,,72.0,36.0,18.0
2,Bangladesh_Zimbabwe_2016-01-17,V Sibanda,21,17,bowled,0.0,2,0,50,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,0,Right hand Bat,Right hand Bat,1,123.53,True,40,48.0,54.0,,87.0,39.0,18.0
3,Bangladesh_Zimbabwe_2016-01-20,V Sibanda,44,33,caught,1.0,1,0,89,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Right hand Bat,Left hand Bat,1,133.33,True,65,47.0,65.0,,73.0,24.0,32.0
4,Bangladesh_Zimbabwe_2016-01-22,V Sibanda,4,5,caught,1.0,1,0,4,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,1,Right hand Bat,Right hand Bat,1,80.0,True,5,27.0,68.0,,99.0,31.0,21.0
5,England_Zimbabwe_2007-09-13,V Sibanda,29,25,caught,0.0,2,0,74,England,Zimbabwe,Newlands,0,Right hand Bat,Right hand Bat,1,116.0,True,52,0.0,13.0,,183.0,24.0,24.0
6,Ireland_Zimbabwe_2014-03-17,V Sibanda,16,18,caught,0.0,1,3,111,Ireland,Zimbabwe,Sylhet Stadium,0,Right hand Bat,Right hand Bat,54,88.89,True,87,0.0,25.0,,66.0,6.0,39.0
7,Pakistan_Zimbabwe_2015-05-22,V Sibanda,13,15,caught,0.0,1,0,58,Pakistan,Zimbabwe,Gaddafi Stadium,1,Right hand Bat,Right hand Bat,1,86.67,True,41,52.0,24.0,,87.0,42.0,30.0
8,Pakistan_Zimbabwe_2015-05-24,V Sibanda,49,46,caught,0.0,1,0,136,Pakistan,Zimbabwe,Gaddafi Stadium,1,Right hand Bat,Left hand Bat,1,106.52,True,100,23.0,36.0,,89.0,36.0,61.0
9,South Africa_Zimbabwe_2012-09-20,V Sibanda,0,3,bowled,0.0,1,0,2,South Africa,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,Right hand Bat,Right hand Bat,1,0.0,True,10,13.0,25.0,,109.0,12.0,34.0
10,Sri Lanka_Zimbabwe_2012-09-18,V Sibanda,11,16,bowled,0.0,2,0,37,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1,Right hand Bat,Right hand Bat,1,68.75,True,33,22.0,0.0,,114.0,52.0,50.0
11,West Indies_Zimbabwe_2010-02-28,V Sibanda,0,1,bowled,1.0,1,1,0,West Indies,Zimbabwe,"Queen's Park Oval, Port of Spain",1,Right hand Bat,Right hand Bat,1,0.0,True,1,0.0,49.0,,116.0,25.0,64.0
12,West Indies_Zimbabwe_2013-03-02,V Sibanda,13,12,caught,0.0,1,0,16,West Indies,Zimbabwe,"Sir Vivian Richards Stadium, North Sound",1,Right hand Bat,Right hand Bat,1,108.33,True,18,0.0,0.0,,121.0,55.0,49.0
13,West Indies_Zimbabwe_2013-03-03,V Sibanda,5,8,caught,0.0,2,0,25,West Indies,Zimbabwe,"Sir Vivian Richards Stadium, North Sound",0,Right hand Bat,Right hand Bat,1,62.5,True,33,0.0,0.0,,126.0,74.0,50.0
14,Zimbabwe_Bangladesh_2013-05-11,V Sibanda,0,2,caught,1.0,1,0,1,Bangladesh,Zimbabwe,Queens Sports Club,1,Right hand Bat,Right hand Bat,1,0.0,True,3,30.0,48.0,,69.0,24.0,75.0
15,Zimbabwe_Bangladesh_2013-05-12,V Sibanda,32,19,caught,0.0,2,0,53,Bangladesh,Zimbabwe,Queens Sports Club,0,Right hand Bat,Left hand Bat,1,168.42,True,42,26.0,73.0,,76.0,20.0,52.0
16,Zimbabwe_India_2016-06-22,V Sibanda,28,23,lbw,0.0,2,1,60,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,16,121.74,True,63,18.0,24.0,,126.0,48.0,0.0
17,Zimbabwe_Pakistan_2011-09-16,V Sibanda,7,6,caught,0.0,2,0,12,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,0,116.67,True,10,21.0,30.0,,133.0,18.0,26.0
18,Zimbabwe_Pakistan_2011-09-18,V Sibanda,15,24,caught,0.0,2,0,37,Pakistan,Zimbabwe,Harare Sports Club,0,Right hand Bat,Left hand Bat,1,62.5,True,40,49.0,24.0,,100.0,6.0,68.0
19,Zimbabwe_Pakistan_2013-08-23,V Sibanda,31,42,bowled,0.0,2,0,80,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,1,73.81,True,74,68.0,12.0,,83.0,24.0,62.0
20,Zimbabwe_Pakistan_2013-08-24,V Sibanda,23,32,caught,0.0,2,0,50,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,1,71.88,True,46,50.0,36.0,,90.0,18.0,55.0
0,Bangladesh_Zimbabwe_2019-09-13,T Maruma,1,2,run out,0.0,1,3,63,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",0,Left hand Bat,Right hand Bat,48,50.0,True,57,20.0,24.0,,49.0,12.0,18.0
1,Ireland_Zimbabwe_2014-03-17,T Maruma,13,9,0,0.0,1,5,163,Ireland,Zimbabwe,Sylhet Stadium,0,Right hand Bat,Right hand Bat,103,144.44,False,120,0.0,0.0,,36.0,0.0,0.0
2,New Zealand_Zimbabwe_2010-05-04,T Maruma,4,11,caught,0.0,1,6,73,New Zealand,Zimbabwe,Providence Stadium,0,Right hand Bat,Right hand Bat,55,36.36,True,75,0.0,12.0,,19.0,0.0,6.0
3,Zimbabwe_India_2016-06-22,T Maruma,23,12,caught,0.0,2,5,135,India,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,104,191.67,True,120,8.0,0.0,,29.0,0.0,0.0
4,Zimbabwe_Pakistan_2013-08-23,T Maruma,10,13,stumped,0.0,2,3,111,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,82,76.92,True,103,25.0,3.0,,24.0,6.0,22.0
5,Zimbabwe_Pakistan_2013-08-24,T Maruma,0,2,caught,0.0,2,4,109,Pakistan,Zimbabwe,Harare Sports Club,1,Right hand Bat,Right hand Bat,89,0.0,True,90,24.0,8.0,,31.0,0.0,2.0
0,Afghanistan_Bangladesh_2018-06-03,Tamim Iqbal,0,1,lbw,0.0,2,1,0,Afghanistan,Bangladesh,"Rajiv Gandhi International Cricket Stadium, Dehradun",1,Left hand Bat,Right hand Bat,1,0.0,True,1,24.0,48.0,,87.0,19.0,61.0
1,Afghanistan_Bangladesh_2018-06-07,Tamim Iqbal,5,6,caught,0.0,2,0,16,Afghanistan,Bangladesh,Rajiv Gandhi International Cricket Stadium,0,Left hand Bat,Right hand Bat,1,83.33,True,16,26.0,48.0,,88.0,24.0,63.0
2,Australia_Bangladesh_2007-09-16,Tamim Iqbal,32,38,caught,0.0,1,0,65,Australia,Bangladesh,Newlands,0,Left hand Bat,Right hand Bat,1,84.21,True,65,58.0,57.0,,88.0,12.0,0.0
3,Bangladesh_Afghanistan_2018-06-05,Tamim Iqbal,43,48,bowled,0.0,1,0,103,Afghanistan,Bangladesh,Rajiv Gandhi International Cricket Stadium,1,Left hand Bat,Left hand Bat,1,89.58,True,94,45.0,47.0,,47.0,25.0,70.0
4,Bangladesh_Australia_2014-04-01,Tamim Iqbal,5,11,caught,0.0,1,0,12,Australia,Bangladesh,Shere Bangla National Stadium,1,Left hand Bat,Left hand Bat,1,45.45,True,20,50.0,36.0,,107.0,0.0,43.0
5,Bangladesh_India_2009-06-06,Tamim Iqbal,15,10,stumped,0.0,2,0,24,India,Bangladesh,Trent Bridge,0,Left hand Bat,Left hand Bat,1,150.0,True,15,33.0,49.0,,94.0,0.0,72.0
6,Bangladesh_India_2014-03-28,Tamim Iqbal,6,10,caught,0.0,1,0,20,India,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Right hand Bat,1,60.0,True,20,0.0,50.0,,103.0,24.0,61.0
7,Bangladesh_India_2016-03-06,Tamim Iqbal,13,17,lbw,0.0,1,0,30,India,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Right hand Bat,1,76.47,True,28,25.0,30.0,,84.0,0.0,37.0
8,Bangladesh_India_2018-03-08,Tamim Iqbal,15,16,caught,0.0,1,0,35,India,Bangladesh,"R.Premadasa Stadium, Khettarama",0,Left hand Bat,Right hand Bat,1,93.75,True,30,52.0,12.0,,103.0,24.0,56.0
9,Bangladesh_India_2018-03-18,Tamim Iqbal,15,13,caught,0.0,1,0,27,India,Bangladesh,"R.Premadasa Stadium, Khettarama",0,Left hand Bat,Right hand Bat,1,115.38,True,26,50.0,49.0,,93.0,24.0,30.0
10,Bangladesh_Ireland_2009-06-08,Tamim Iqbal,22,28,run out,0.0,1,0,61,Ireland,Bangladesh,Trent Bridge,0,Right hand Bat,Left hand Bat,1,78.57,True,55,24.0,36.0,,121.0,0.0,54.0
11,Bangladesh_Ireland_2016-03-11,Tamim Iqbal,47,26,caught,-1.0,1,0,94,Ireland,Bangladesh,Himachal Pradesh Cricket Association Stadium,0,Left hand Bat,Right hand Bat,1,180.77,True,48,0.0,13.0,,26.0,0.0,12.0
12,Bangladesh_New Zealand_2012-09-21,Tamim Iqbal,0,3,caught,0.0,2,0,0,New Zealand,Bangladesh,Pallekele International Cricket Stadium,1,Left hand Bat,Right hand Bat,1,0.0,True,3,0.0,91.0,,124.0,0.0,31.0
13,Bangladesh_New Zealand_2016-03-26,Tamim Iqbal,3,8,run out,0.0,2,0,4,New Zealand,Bangladesh,Eden Gardens,0,Right hand Bat,Left hand Bat,1,37.5,True,12,42.0,42.0,,67.0,22.0,43.0
14,Bangladesh_Pakistan_2007-09-02,Tamim Iqbal,1,4,caught,0.0,2,0,21,Pakistan,Bangladesh,Gymkhana Club Ground,1,Left hand Bat,Right hand Bat,0,25.0,True,17,25.0,24.0,,150.0,48.0,0.0
15,Bangladesh_Pakistan_2007-09-20,Tamim Iqbal,3,7,run out,0.0,1,0,16,Pakistan,Bangladesh,Newlands,0,Left hand Bat,Left hand Bat,1,42.86,True,17,42.0,49.0,,74.0,24.0,57.0
16,Bangladesh_Pakistan_2010-05-01,Tamim Iqbal,19,18,caught and bowled,0.0,2,0,31,Pakistan,Bangladesh,"Beausejour Stadium, Gros Islet",0,Left hand Bat,Right hand Bat,1,105.56,True,33,24.0,54.0,,87.0,30.0,50.0
17,Bangladesh_Pakistan_2012-09-25,Tamim Iqbal,24,11,run out,0.0,1,0,61,Pakistan,Bangladesh,Pallekele International Cricket Stadium,1,Left hand Bat,Left hand Bat,1,218.18,True,35,20.0,49.0,,91.0,26.0,54.0
18,Bangladesh_Pakistan_2014-03-30,Tamim Iqbal,16,15,bowled,0.0,2,0,30,Pakistan,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Right hand Bat,1,106.67,True,26,18.0,70.0,,81.0,24.0,54.0
19,Bangladesh_Pakistan_2015-04-24,Tamim Iqbal,14,10,caught,1.0,2,0,17,Pakistan,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Left hand Bat,1,140.0,True,14,68.0,37.0,,60.0,18.0,39.0
20,Bangladesh_Pakistan_2016-03-02,Tamim Iqbal,7,4,lbw,1.0,2,0,13,Pakistan,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Left hand Bat,1,175.0,True,10,49.0,48.0,,112.0,24.0,6.0
21,Bangladesh_Pakistan_2016-03-16,Tamim Iqbal,24,20,caught,0.0,2,0,58,Pakistan,Bangladesh,Eden Gardens,0,Left hand Bat,Left hand Bat,1,120.0,True,48,75.0,61.0,,61.0,36.0,13.0
22,Bangladesh_South Africa_2015-07-05,Tamim Iqbal,5,4,caught,0.0,2,0,7,South Africa,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Left hand Bat,1,125.0,True,6,42.0,66.0,,68.0,0.0,62.0
23,Bangladesh_South Africa_2015-07-07,Tamim Iqbal,13,18,caught,0.0,2,0,46,South Africa,Bangladesh,Shere Bangla National Stadium,0,Left hand Bat,Left hand Bat,1,72.22,True,35,45.0,73.0,,59.0,18.0,52.0
24,Bangladesh_Sri Lanka_2007-09-18,Tamim Iqbal,3,10,caught,0.0,2,0,21,Sri Lanka,Bangladesh,New Wanderers Stadium,1,Left hand Bat,Right hand Bat,1,30.0,True,20,48.0,49.0,,73.0,13.0,36.0
25,Bangladesh_Sri Lanka_2014-02-12,Tamim Iqbal,30,25,caught,0.0,2,0,64,Sri Lanka,Bangladesh,Zahur Ahmed Chowdhury Stadium,1,Left hand Bat,Right hand Bat,1,120.0,True,48,0.0,43.0,,135.0,6.0,61.0
26,Bangladesh_Sri Lanka_2014-02-14,Tamim Iqbal,2,4,caught,0.0,1,0,3,Sri Lanka,Bangladesh,Zahur Ahmed Chowdhury Stadium,1,Left hand Bat,Right hand Bat,1,50.0,True,8,0.0,24.0,,122.0,0.0,99.0
27,Bangladesh_West Indies_2007-09-13,Tamim Iqbal,10,13,caught,1.0,2,0,28,West Indies,Bangladesh,New Wanderers Stadium,1,Left hand Bat,Right hand Bat,1,76.92,True,24,24.0,49.0,,104.0,36.0,24.0
28,Bangladesh_West Indies_2011-10-11,Tamim Iqbal,11,14,caught,1.0,2,0,23,West Indies,Bangladesh,Shere Bangla National Stadium,1,Left hand Bat,Left hand Bat,1,78.57,True,21,0.0,50.0,,131.0,18.0,49.0
29,Bangladesh_West Indies_2012-12-10,Tamim Iqbal,88,61,0,0.0,2,0,179,West Indies,Bangladesh,Shere Bangla National Stadium,0,Right hand Bat,Left hand Bat,1,144.26,False,120,0.0,19.0,,127.0,0.0,99.0
30,Bangladesh_West Indies_2014-03-25,Tamim Iqbal,5,10,caught,0.0,2,0,14,West Indies,Bangladesh,Shere Bangla National Stadium,1,Left hand Bat,Right hand Bat,1,50.0,True,15,26.0,19.0,,94.0,30.0,72.0
