,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,batting_team,toss_winner,runs_remain,first_ball,current_team_total,is_powerplay,strike_rate,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form,venue_mean_total,venue_first_bat_won_ratio,is_host,Left arm Fast Expected Runs,Left arm Fast Expected Wickets,Left arm Fast Strike Rate,Left arm Fast Deliveries Per Wicket,Right arm Fast Expected Runs,Right arm Fast Expected Wickets,Right arm Fast Strike Rate,Right arm Fast Deliveries Per Wicket,Left arm Orthodox Expected Runs,Left arm Orthodox Expected Wickets,Left arm Orthodox Strike Rate,Left arm Orthodox Deliveries Per Wicket,Left arm Wrist spin Expected Runs,Left arm Wrist spin Expected Wickets,Left arm Wrist spin Strike Rate,Left arm Wrist spin Deliveries Per Wicket,Right arm Legbreak Expected Runs,Right arm Legbreak Expected Wickets,Right arm Legbreak Strike Rate,Right arm Legbreak Deliveries Per Wicket,Right arm Offbreak Expected Runs,Right arm Offbreak Expected Wickets,Right arm Offbreak Strike Rate,Right arm Offbreak Deliveries Per Wicket,expected_wickets,expected_runs
10,A Balbirnie,29,28,1,1,Afghanistan,Ireland,1,103.0,37,63,False,103.57,89,12.0,9.0,0.0,45.0,37.0,18.0,0.0,166.0,0.5,False,16.25196,0.5669202059810081,135.433,21.167,55.1682,2.2715800100959114,122.596,19.81,9.9783,0.5869692819409118,110.87,15.333,0.0,0.0,0.0,0.0,34.569469999999995,2.7007299270072993,93.431,13.7,20.52,1.0799784004319912,114.0,16.667,7.2061778254571225,50.84423996675205
11,A Balbirnie,9,7,2,2,India,Ireland,1,183.0,17,18,True,128.57,36,0.0,24.0,0.0,92.0,25.0,21.0,11.0,177.57142857142858,0.7142857142857143,True,0.0,0.0,135.433,21.167,112.78832,4.644119131751641,122.596,19.81,26.608800000000002,1.565251418509098,110.87,15.333,0.0,0.0,0.0,0.0,23.35775,1.8248175182481752,93.431,13.7,23.939999999999998,1.2599748005039897,114.0,16.667,9.294162869012903,61.23888083932882
12,A Balbirnie,9,6,1,1,Afghanistan,Ireland,1,166.0,5,0,True,150.0,14,28.0,0.0,0.0,97.0,70.0,48.0,37.5,166.0,0.5,False,37.92124,1.3228138139556855,135.433,21.167,118.91811999999999,4.8965169106511865,122.596,19.81,0.0,0.0,110.87,15.333,0.0,0.0,0.0,0.0,65.4017,5.109489051094891,93.431,13.7,54.72,2.8799424011519767,114.0,16.667,14.20876217685374,73.47516839574132
13,A Balbirnie,11,14,2,1,India,Ireland,1,163.0,9,4,True,78.57,39,0.0,24.0,0.0,132.0,24.0,18.0,0.0,177.57142857142858,0.7142857142857143,True,0.0,0.0,135.433,21.167,161.82672,6.6633013629480065,122.596,19.81,26.608800000000002,1.565251418509098,110.87,15.333,0.0,0.0,0.0,0.0,22.42344,1.7518248175182483,93.431,13.7,20.52,1.0799784004319912,114.0,16.667,11.060355999407342,69.57277270434452
14,A Balbirnie,6,7,2,1,South Africa,Ireland,0,136.0,7,1,True,85.71,26,48.0,18.0,0.0,83.0,0.0,48.0,22.0,160.9090909090909,0.6363636363636364,False,65.00784,2.2676808239240325,135.433,21.167,101.75468,4.189803129732459,122.596,19.81,19.9566,1.1739385638818236,110.87,15.333,0.0,0.0,0.0,0.0,0.0,0.0,93.431,13.7,54.72,2.8799424011519767,114.0,16.667,10.511364918690292,74.46943909244874
15,A Balbirnie,4,4,2,1,Zimbabwe,Ireland,0,102.0,19,18,True,100.0,23,43.0,19.0,0.0,114.0,0.0,30.0,19.5,157.0,0.7142857142857143,True,58.23619,2.031464071431946,135.433,21.167,139.75943999999998,5.754669358909642,122.596,19.81,21.0653,1.2391573729863692,110.87,15.333,0.0,0.0,0.0,0.0,0.0,0.0,93.431,13.7,34.199999999999996,1.7999640007199855,114.0,16.667,10.825254804047942,76.97490003070148
16,A Balbirnie,8,9,2,4,Afghanistan,Ireland,1,72.0,47,59,False,88.89,70,32.0,11.0,0.0,38.0,23.0,21.0,0.0,157.0,0.7142857142857143,True,43.33856,1.511787215949355,135.433,21.167,46.586479999999995,1.9182231196365473,122.596,19.81,12.1957,0.7174069001500033,110.87,15.333,0.0,0.0,0.0,0.0,21.48913,1.6788321167883213,93.431,13.7,23.939999999999998,1.2599748005039897,114.0,16.667,7.086224153028216,55.428278222161424
17,A Balbirnie,36,22,1,1,Zimbabwe,Ireland,0,67.0,62,90,False,163.64,104,6.0,16.0,0.0,76.0,0.0,18.0,14.0,157.0,0.7142857142857143,True,8.12598,0.28346010299050406,135.433,21.167,93.17295999999999,3.8364462392730947,122.596,19.81,17.7392,1.043500945672732,110.87,15.333,0.0,0.0,0.0,0.0,0.0,0.0,93.431,13.7,20.52,1.0799784004319912,114.0,16.667,6.243385688368322,55.852818058909115
18,A Flintoff,17,16,2,4,South Africa,England,1,34.0,77,83,False,106.25,111,0.0,0.0,0.0,76.0,0.0,0.0,22.0,156.9047619047619,0.3,False,0.0,0.0,130.0,10.0,95.48716,7.794871794871795,125.641,9.75,0.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf,7.794871794871795,34.201132602329125
19,A Flintoff,31,19,1,4,Australia,England,1,82.0,64,74,False,163.16,102,24.0,12.0,0.0,33.0,0.0,0.0,13.0,156.9047619047619,0.3,False,31.200000000000003,2.4,130.0,10.0,41.46153,3.3846153846153846,125.641,9.75,16.799999999999997,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf,5.7846153846153845,37.196243080785585
20,A Flintoff,6,4,1,1,Australia,England,1,144.0,24,29,True,150.0,35,0.0,18.0,0.0,146.0,0.0,0.0,0.0,173.1818181818182,0.6363636363636364,True,0.0,0.0,130.0,10.0,183.43586,14.974358974358974,125.641,9.75,25.2,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf,14.974358974358974,53.915648874524685
21,A Flintoff,1,1,2,4,New Zealand,England,1,60.0,81,104,False,100.0,82,0.0,10.0,0.0,71.0,0.0,0.0,20.33333333333333,164.66666666666666,0.5,False,0.0,0.0,130.0,10.0,89.20511,7.282051282051282,125.641,9.75,14.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf,7.282051282051282,38.24497087781571
22,A Symonds,20,18,1,2,India,Australia,1,105.0,43,61,False,111.11,79,32.0,36.0,0.0,63.0,0.0,18.0,43.0,166.0,0.0,False,59.73344,2.1333333333333333,186.667,15.0,108.66051,1.7339608620262572,172.477,36.333,48.85704,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,30.13038,0.0,167.391,inf,3.8672941953595905,125.79500151354914
23,A Symonds,32,13,1,1,New Zealand,Australia,1,160.0,7,10,True,246.15,24,0.0,12.0,0.0,220.0,0.0,0.0,0.0,170.07142857142858,0.5416666666666666,False,0.0,0.0,186.667,15.0,379.4494,6.055101422948835,172.477,36.333,16.28568,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,167.391,inf,6.055101422948835,160.82140023193884
24,A Symonds,0,1,1,3,Pakistan,Australia,0,83.0,44,61,False,0.0,44,12.0,0.0,0.0,44.0,23.0,56.0,0.0,144.2093023255814,0.3809523809523809,False,22.40004,0.8,186.667,15.0,75.88988,1.2110202845897668,172.477,36.333,0.0,0.0,135.714,inf,0.0,0.0,0.0,0.0,23.0,7.666666666666667,100.0,3.0,93.73896,0.0,167.391,inf,9.677686951256433,69.12115842517856
25,A Symonds,39,22,1,3,England,Australia,1,44.0,63,126,False,177.27,120,0.0,10.0,0.0,82.0,12.0,0.0,0.0,170.625,0.5333333333333333,True,0.0,0.0,186.667,15.0,141.43114,2.2569014394627476,172.477,36.333,13.5714,0.0,135.714,inf,0.0,0.0,0.0,0.0,12.0,4.0,100.0,3.0,0.0,0.0,167.391,inf,6.256901439462748,66.76416466302783
26,A Symonds,43,26,2,2,India,Australia,0,32.0,53,68,False,165.38,100,45.0,6.0,0.0,58.0,0.0,31.0,21.33333333333333,164.66666666666666,0.5,False,84.00015,3.0,186.667,15.0,100.03666000000001,1.596344920595602,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,51.89121,0.0,167.391,inf,4.596344920595602,113.8438634084373
27,A Symonds,2,2,2,2,England,Australia,0,-1.0,82,121,False,100.0,89,21.0,6.0,0.0,15.0,5.0,0.0,33.0,156.9047619047619,0.3,False,39.200070000000004,1.4,186.667,15.0,25.871550000000003,0.412847824291966,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,100.0,3.0,0.0,0.0,167.391,inf,3.479514490958633,41.930276520044366
28,A Symonds,54,26,1,2,South Africa,Australia,1,62.0,69,104,False,207.69,120,0.0,0.0,0.0,74.0,0.0,21.0,0.0,166.2,0.7,True,0.0,0.0,186.667,15.0,127.63298,2.036715933173699,172.477,36.333,0.0,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,35.15211,0.0,167.391,inf,2.036715933173699,114.06420910617965
29,A Symonds,29,18,1,2,Pakistan,Australia,0,139.0,23,33,True,161.11,53,59.0,6.0,0.0,82.0,24.0,24.0,17.5,172.83870967741936,0.4838709677419355,False,110.13353000000001,3.933333333333333,186.667,15.0,141.43114,2.2569014394627476,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,24.0,8.0,100.0,3.0,40.17384,0.0,167.391,inf,14.190234772796082,85.97875467130784
30,A Symonds,0,2,2,2,England,Australia,0,155.0,17,23,True,0.0,22,0.0,18.0,0.0,160.0,0.0,0.0,0.0,173.1818181818182,0.6363636363636364,False,0.0,0.0,186.667,15.0,275.96320000000003,4.403710125780971,172.477,36.333,24.42852,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,167.391,inf,4.403710125780971,143.14579527437098
31,AB de Villiers,46,20,1,2,England,South Africa,0,123.0,47,59,False,230.0,87,12.0,24.0,18.0,100.0,0.0,0.0,65.0,182.7142857142857,0.5714285714285714,False,16.869600000000002,0.34782608695652173,140.58,34.5,131.919,5.656428531025511,131.919,17.679,26.42304,0.6923010355669657,110.096,34.667,25.0434,0.782608695652174,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727,7.479164349201172,73.22458463933366
32,AB de Villiers,15,8,1,4,New Zealand,South Africa,0,78.0,77,66,False,187.5,89,12.0,14.0,0.0,51.0,0.0,14.0,0.0,144.33333333333334,0.6666666666666666,False,16.869600000000002,0.34782608695652173,140.58,34.5,67.27869,2.8847785508230106,131.919,17.679,15.41344,0.40384227074739665,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,16.78642,0.7475837026752816,119.903,18.727,4.384030611202211,55.56773478943657
33,AB de Villiers,13,13,2,1,India,South Africa,1,106.0,3,0,True,100.0,37,40.0,48.0,0.0,88.0,6.0,55.0,17.6,149.95454545454547,0.3863636363636363,False,56.232000000000006,1.1594202898550725,140.58,34.5,116.08872000000001,4.977657107302449,131.919,17.679,52.84608,1.3846020711339313,110.096,34.667,0.0,0.0,139.13,23.0,8.3505,0.3711263685284839,139.175,16.167,65.94665,2.9369359747957495,119.903,18.727,10.829741811615685,90.99876479307936
34,AB de Villiers,25,18,1,4,Pakistan,South Africa,1,82.0,76,67,False,138.89,104,0.0,6.0,0.0,55.0,13.0,18.0,14.0,149.95454545454547,0.3863636363636363,False,0.0,0.0,140.58,34.5,72.55545000000001,3.111035692064031,131.919,17.679,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,18.092750000000002,0.8041071318117151,139.175,16.167,21.58254,0.9611790462967907,119.903,18.727,5.049397129064278,52.884705226639795
35,AB de Villiers,20,12,2,2,Sri Lanka,South Africa,1,-2.0,79,76,False,166.67,106,0.0,5.0,0.0,47.0,17.0,0.0,9.75,167.5,0.3333333333333333,False,0.0,0.0,140.58,34.5,62.00193,2.65852140958199,131.919,17.679,5.5047999999999995,0.1442293824097845,110.096,34.667,0.0,0.0,139.13,23.0,23.659750000000003,1.0515247108307044,139.175,16.167,0.0,0.0,119.903,18.727,3.854275502822479,46.436963046798745
36,AB de Villiers,36,26,1,2,Bangladesh,South Africa,0,112.0,33,60,False,138.46,79,6.0,33.0,0.0,36.0,0.0,26.0,0.0,172.83870967741936,0.4838709677419355,True,8.434800000000001,0.17391304347826086,140.58,34.5,47.490840000000006,2.036314271169184,131.919,17.679,36.33168,0.9519139239045779,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,31.174780000000002,1.3883697335398089,119.903,18.727,4.550510972091832,57.86261207037477
37,AB de Villiers,13,8,2,2,Pakistan,South Africa,0,89.0,59,71,False,162.5,70,28.0,7.0,0.0,51.0,13.0,30.0,5.0,156.9047619047619,0.3,True,39.36240000000001,0.8115942028985508,140.58,34.5,67.27869,2.8847785508230106,131.919,17.679,7.70672,0.20192113537369832,110.096,34.667,0.0,0.0,139.13,23.0,18.092750000000002,0.8041071318117151,139.175,16.167,35.9709,1.6019650771613179,119.903,18.727,6.304366098068293,67.07349371611127
38,AB de Villiers,2,3,2,2,England,South Africa,1,67.0,25,35,True,66.67,37,8.0,6.0,0.0,39.0,0.0,36.0,10.0,174.28571428571428,1.0,False,11.246400000000001,0.2318840579710145,140.58,34.5,51.44841,2.2060071270999493,131.919,17.679,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,43.16508,1.9223580925935815,119.903,18.727,4.533324536556287,52.82159270627508
39,AB de Villiers,5,6,1,2,Pakistan,South Africa,1,29.0,89,115,False,83.33,104,24.0,0.0,0.0,19.0,8.0,14.0,0.0,144.2093023255814,0.3809523809523809,False,33.739200000000004,0.6956521739130435,140.58,34.5,25.064610000000002,1.074721420894847,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,11.134,0.49483515803797856,139.175,16.167,16.78642,0.7475837026752816,119.903,18.727,3.0127924555211507,49.96384414681451
40,AB de Villiers,26,17,1,2,New Zealand,South Africa,0,67.0,68,103,False,152.94,93,24.0,12.0,0.0,29.0,11.0,0.0,63.0,170.07142857142858,0.5416666666666666,False,33.739200000000004,0.6956521739130435,140.58,34.5,38.256510000000006,1.6403642739973983,131.919,17.679,13.21152,0.3461505177834828,110.096,34.667,0.0,0.0,139.13,23.0,15.30925,0.6803983423022205,139.175,16.167,0.0,0.0,119.903,18.727,3.3625653079961455,54.81531416940011
41,AB de Villiers,14,10,2,2,India,South Africa,0,80.0,27,31,True,140.0,55,24.0,43.0,0.0,52.0,0.0,74.0,0.0,168.0,1.0,True,33.739200000000004,0.6956521739130435,140.58,34.5,68.59788,2.941342836133266,131.919,17.679,47.34128,1.2403726887241469,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,88.72822000000001,3.9515138569979174,119.903,18.727,8.828881555768373,80.23528367908038
42,AB de Villiers,35,19,2,2,England,South Africa,1,99.0,27,22,True,184.21,66,12.0,0.0,0.0,126.0,48.0,0.0,55.5,149.55555555555554,0.3333333333333333,False,16.869600000000002,0.34782608695652173,140.58,34.5,166.21794,7.127099949092144,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,66.804,2.9690109482278713,139.175,16.167,0.0,0.0,119.903,18.727,10.443936984276537,77.32491158544816
43,AB de Villiers,24,13,1,3,England,South Africa,1,-24.0,96,204,False,184.62,118,0.0,5.0,0.0,42.0,0.0,0.0,10.0,179.78571428571428,0.5,True,0.0,0.0,140.58,34.5,55.40598000000001,2.3756999830307146,131.919,17.679,5.5047999999999995,0.1442293824097845,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727,2.519929365440499,38.37072253365804
44,AB de Villiers,15,14,1,3,Sri Lanka,South Africa,1,81.0,51,49,False,107.14,78,18.0,0.0,0.0,71.0,22.0,30.0,15.0,130.71428571428572,0.7142857142857143,False,25.3044,0.5217391304347826,140.58,34.5,93.66249,4.016064257028113,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,30.6185,1.360796684604441,139.175,16.167,35.9709,1.6019650771613179,119.903,18.727,7.500565149228654,67.75302449009838
45,AB de Villiers,1,5,2,2,Pakistan,South Africa,0,99.0,43,47,False,20.0,51,18.0,29.0,0.0,38.0,18.0,53.0,26.5,165.71428571428572,0.5714285714285714,False,25.3044,0.5217391304347826,140.58,34.5,50.129220000000004,2.149442841789694,131.919,17.679,31.92784,0.8365304179767502,110.096,34.667,0.0,0.0,139.13,23.0,25.0515,1.1133791055854518,139.175,16.167,63.548590000000004,2.8301383029849947,119.903,18.727,7.451229798771674,71.78883196565131
46,AB de Villiers,16,9,2,1,West Indies,South Africa,1,117.0,32,55,False,177.78,49,0.0,0.0,0.0,166.0,0.0,18.0,0.0,172.83870967741936,0.4838709677419355,True,0.0,0.0,140.58,34.5,218.98554000000001,9.389671361502348,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,21.58254,0.9611790462967907,119.903,18.727,10.350850407799138,74.77389193421865
47,AB de Villiers,63,51,1,1,India,South Africa,1,152.0,11,13,True,123.53,104,34.0,66.0,0.0,50.0,0.0,73.0,14.333333333333334,165.71428571428572,0.5714285714285714,False,47.797200000000004,0.9855072463768116,140.58,34.5,65.9595,2.8282142655127553,131.919,17.679,72.66336,1.9038278478091557,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,87.52919,3.89811502109254,119.903,18.727,9.615664380791262,88.34469332644072
48,AB de Villiers,14,15,2,2,Bangladesh,South Africa,1,-2.0,83,108,False,93.33,113,0.0,23.0,0.0,37.0,0.0,0.0,16.0,156.9047619047619,0.3,True,0.0,0.0,140.58,34.5,48.810030000000005,2.092878556479439,131.919,17.679,25.32208,0.6634551590850087,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727,2.756333715564448,44.65195339442244
49,AB de Villiers,8,17,1,2,New Zealand,South Africa,0,131.0,27,34,True,47.06,54,6.0,12.0,0.0,116.0,0.0,54.0,0.0,165.75,0.4,False,8.434800000000001,0.17391304347826086,140.58,34.5,153.02604000000002,6.561457095989593,131.919,17.679,13.21152,0.3461505177834828,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,64.74762,2.883537138890372,119.903,18.727,9.965057796141709,75.84386896710024
50,AB de Villiers,24,16,2,2,Sri Lanka,South Africa,0,55.0,66,83,False,150.0,84,6.0,0.0,0.0,64.0,18.0,25.0,11.0,163.73333333333332,0.5333333333333333,False,8.434800000000001,0.17391304347826086,140.58,34.5,84.42816,3.620114259856327,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,25.0515,1.1133791055854518,139.175,16.167,29.97575,1.3349708976344314,119.903,18.727,6.242377306554472,59.192191327070745
51,AB de Villiers,69,27,1,1,England,South Africa,0,73.0,66,90,False,255.56,120,27.0,0.0,0.0,72.0,12.0,6.0,13.333333333333334,163.73333333333332,0.5333333333333333,False,37.9566,0.782608695652174,140.58,34.5,94.98168000000001,4.072628542338368,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,16.701,0.7422527370569678,139.175,16.167,7.19418,0.32039301543226356,119.903,18.727,5.917882990479773,64.46968330449313
52,AB de Villiers,11,14,1,2,West Indies,South Africa,0,48.0,74,88,False,78.57,108,0.0,16.0,0.0,83.0,0.0,6.0,34.0,136.0,0.75,False,0.0,0.0,140.58,34.5,109.49277000000001,4.694835680751174,131.919,17.679,17.61536,0.46153402371131047,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,7.19418,0.32039301543226356,119.903,18.727,5.476762719894748,57.38805684367627
53,AB de Villiers,1,5,2,1,New Zealand,South Africa,1,136.0,13,15,True,20.0,19,0.0,24.0,0.0,199.0,0.0,0.0,16.0,164.66666666666666,0.5,True,0.0,0.0,140.58,34.5,262.51881000000003,11.256292776740766,131.919,17.679,26.42304,0.6923010355669657,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727,11.948593812307731,83.58956212842143
54,AB de Villiers,11,15,2,1,Pakistan,South Africa,0,57.0,39,39,False,73.33,69,6.0,0.0,0.0,73.0,22.0,62.0,0.0,142.91666666666666,0.5,False,8.434800000000001,0.17391304347826086,140.58,34.5,96.30087,4.129192827648623,131.919,17.679,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,30.6185,1.360796684604441,139.175,16.167,74.33986,3.31072782613339,119.903,18.727,8.974630381864715,69.99673464531685
55,AB de Villiers,20,15,1,2,Bangladesh,South Africa,0,140.0,31,38,False,133.33,59,9.0,31.0,0.0,102.0,0.0,34.0,49.0,178.0,0.5,True,12.6522,0.2608695652173913,140.58,34.5,134.55738,5.769557101646021,131.919,17.679,34.12976,0.894222170940664,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,40.76702,1.8155604207828269,119.903,18.727,8.740209258586905,75.12769759029568
56,AB de Villiers,30,13,1,2,Sri Lanka,South Africa,0,102.0,19,28,True,230.77,36,0.0,6.0,0.0,38.0,0.0,5.0,6.0,130.71428571428572,0.7142857142857143,False,0.0,0.0,140.58,34.5,50.129220000000004,2.149442841789694,131.919,17.679,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,5.995150000000001,0.2669941795268863,119.903,18.727,2.5895122802083215,38.982276725004326
