,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,CR Ervine,HT Tector,T Marumani,0,0,0,0,114,0,1,0,-,1.0,0,,,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
1,CR Ervine,HT Tector,T Marumani,0,0,0,0,114,0,2,0,-,2.0,0,,,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
2,CR Ervine,HT Tector,T Marumani,0,0,0,0,114,0,3,0,-,3.0,0,,,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
3,CR Ervine,HT Tector,T Marumani,0,0,0,0,114,0,4,0,-,4.0,0,,,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
4,CR Ervine,HT Tector,T Marumani,4,0,4,4,110,4,5,0,-,5.0,0,,,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
5,CR Ervine,HT Tector,T Marumani,0,0,0,4,110,4,6,1,-,6.0,caught,CR Ervine,BJ McCarthy,0,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Left hand Bat,Right arm Offbreak
6,T Marumani,MR Adair,W Madhevere,4,0,4,8,106,4,1,1,-,1.0,0,,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Fast
7,T Marumani,MR Adair,W Madhevere,0,0,0,8,106,4,2,2,-,2.0,lbw,T Marumani,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Fast
8,GS Ballance,MR Adair,W Madhevere,0,0,0,8,106,0,1,2,-,3.0,0,,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Fast
9,GS Ballance,MR Adair,W Madhevere,1,0,1,9,105,1,2,2,-,4.0,0,,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Fast
10,W Madhevere,MR Adair,GS Ballance,1,0,1,10,104,1,1,2,-,5.0,0,,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Fast
11,GS Ballance,MR Adair,W Madhevere,0,0,0,10,104,1,3,2,-,6.0,0,,,1,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Fast
12,W Madhevere,HT Tector,GS Ballance,4,0,4,14,100,5,2,2,-,1.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Offbreak
13,W Madhevere,HT Tector,GS Ballance,0,0,0,14,100,5,3,2,-,2.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Offbreak
14,W Madhevere,HT Tector,GS Ballance,2,0,2,16,98,7,4,2,-,3.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Offbreak
15,W Madhevere,HT Tector,GS Ballance,1,0,1,17,97,8,5,2,-,4.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Offbreak
16,GS Ballance,HT Tector,W Madhevere,0,0,0,17,97,1,4,2,-,5.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Offbreak
17,GS Ballance,HT Tector,W Madhevere,0,0,0,17,97,1,5,2,-,6.0,0,,,2,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Left hand Bat,Right hand Bat,Right arm Offbreak
18,W Madhevere,MR Adair,GS Ballance,0,0,0,17,97,8,6,2,-,1.0,0,,,3,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Fast
19,W Madhevere,MR Adair,GS Ballance,0,0,0,17,97,8,7,2,-,2.0,0,,,3,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Fast
20,W Madhevere,MR Adair,GS Ballance,0,0,0,17,97,8,8,2,-,3.0,0,,,3,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Fast
21,W Madhevere,MR Adair,GS Ballance,0,1,1,18,96,8,8,2,wides,3.0,0,,,3,field,Zimbabwe,2,Harare Sports Club,2023,01,Ireland_Zimbabwe_2023-01-12,Zimbabwe,Zimbabwe,Ireland,True,118,Right hand Bat,Left hand Bat,Right arm Fast
