,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
27,C Munro,MA Wood,MJ Guptill,0,0,0,39,98,11,13,1,4,5,-,caught,C Munro,SW Billings,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
28,MJ Guptill,MA Wood,KS Williamson,0,1,1,40,97,25,16,1,5,5,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
29,MJ Guptill,MA Wood,KS Williamson,1,0,1,41,96,26,17,1,6,5,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
30,KS Williamson,MA Wood,MJ Guptill,1,0,1,42,95,1,1,1,7,5,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
31,KS Williamson,LE Plunkett,MJ Guptill,0,0,0,42,95,1,2,1,1,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
32,KS Williamson,LE Plunkett,MJ Guptill,1,0,1,43,94,2,3,1,2,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
33,MJ Guptill,LE Plunkett,KS Williamson,1,0,1,44,93,27,18,1,3,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
34,KS Williamson,LE Plunkett,MJ Guptill,1,0,1,45,92,3,4,1,4,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
35,MJ Guptill,LE Plunkett,KS Williamson,1,0,1,46,91,28,19,1,5,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
36,KS Williamson,LE Plunkett,MJ Guptill,4,0,4,50,87,7,5,1,6,6,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
37,MJ Guptill,AU Rashid,KS Williamson,1,0,1,51,86,29,20,1,1,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
38,KS Williamson,AU Rashid,MJ Guptill,1,0,1,52,85,8,6,1,2,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
39,MJ Guptill,AU Rashid,KS Williamson,1,0,1,53,84,30,21,1,3,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
40,KS Williamson,AU Rashid,MJ Guptill,1,0,1,54,83,9,7,1,4,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
41,MJ Guptill,AU Rashid,KS Williamson,1,0,1,55,82,31,22,1,5,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
42,KS Williamson,AU Rashid,MJ Guptill,1,0,1,56,81,10,8,1,6,7,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
43,KS Williamson,LE Plunkett,MJ Guptill,0,0,0,56,81,10,9,1,1,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
44,KS Williamson,LE Plunkett,MJ Guptill,1,0,1,57,80,11,10,1,2,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
45,MJ Guptill,LE Plunkett,KS Williamson,0,0,0,57,80,31,23,1,3,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
46,MJ Guptill,LE Plunkett,KS Williamson,1,0,1,58,79,32,24,1,4,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
47,KS Williamson,LE Plunkett,MJ Guptill,1,0,1,59,78,12,11,1,5,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
48,MJ Guptill,LE Plunkett,KS Williamson,1,0,1,60,77,33,25,1,6,8,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
49,MJ Guptill,AU Rashid,KS Williamson,1,0,1,61,76,34,26,1,1,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
50,KS Williamson,AU Rashid,MJ Guptill,1,0,1,62,75,13,12,1,2,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
51,MJ Guptill,AU Rashid,KS Williamson,1,0,1,63,74,35,27,1,3,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
52,KS Williamson,AU Rashid,MJ Guptill,1,0,1,64,73,14,13,1,4,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
53,MJ Guptill,AU Rashid,KS Williamson,6,0,6,70,67,41,28,1,5,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
54,MJ Guptill,AU Rashid,KS Williamson,1,0,1,71,66,42,29,1,6,9,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
55,MJ Guptill,DJ Willey,KS Williamson,1,0,1,72,65,43,30,1,1,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
56,KS Williamson,DJ Willey,MJ Guptill,0,0,0,72,65,14,14,1,2,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
57,KS Williamson,DJ Willey,MJ Guptill,4,0,4,76,61,18,15,1,3,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
58,KS Williamson,DJ Willey,MJ Guptill,2,0,2,78,59,20,16,1,4,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
59,KS Williamson,DJ Willey,MJ Guptill,4,0,4,82,55,24,17,1,5,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
60,KS Williamson,DJ Willey,MJ Guptill,1,0,1,83,54,25,18,1,6,10,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
61,KS Williamson,AU Rashid,MJ Guptill,1,0,1,84,53,26,19,1,1,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
62,MJ Guptill,AU Rashid,KS Williamson,1,0,1,85,52,44,31,1,2,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
63,KS Williamson,AU Rashid,MJ Guptill,1,0,1,86,51,27,20,1,3,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
64,MJ Guptill,AU Rashid,KS Williamson,6,0,6,92,45,50,32,1,4,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
65,MJ Guptill,AU Rashid,KS Williamson,6,0,6,98,39,56,33,1,5,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
66,MJ Guptill,AU Rashid,KS Williamson,1,0,1,99,38,57,34,1,6,11,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
67,MJ Guptill,CJ Jordan,KS Williamson,1,0,1,100,37,58,35,1,1,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
68,KS Williamson,CJ Jordan,MJ Guptill,0,0,0,100,37,27,21,1,2,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
69,KS Williamson,CJ Jordan,MJ Guptill,2,0,2,102,35,29,22,1,3,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
70,KS Williamson,CJ Jordan,MJ Guptill,0,1,1,103,34,29,23,1,4,12,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
71,KS Williamson,CJ Jordan,MJ Guptill,1,0,1,104,33,30,24,1,5,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
72,MJ Guptill,CJ Jordan,KS Williamson,4,0,4,108,29,62,36,1,6,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
73,MJ Guptill,CJ Jordan,KS Williamson,1,0,1,109,28,63,37,1,7,12,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
74,MJ Guptill,LE Plunkett,KS Williamson,1,0,1,110,27,64,38,1,1,13,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
75,KS Williamson,LE Plunkett,MJ Guptill,0,0,0,110,27,30,25,1,2,13,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
76,KS Williamson,LE Plunkett,MJ Guptill,1,0,1,111,26,31,26,1,3,13,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
77,MJ Guptill,LE Plunkett,KS Williamson,0,1,1,112,25,64,39,1,4,13,legbyes,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
78,KS Williamson,LE Plunkett,MJ Guptill,0,1,1,113,24,31,27,1,5,13,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
79,KS Williamson,LE Plunkett,MJ Guptill,6,0,6,119,18,37,28,1,6,13,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
80,KS Williamson,LE Plunkett,MJ Guptill,0,0,0,119,18,37,29,1,7,13,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
81,MJ Guptill,AU Rashid,KS Williamson,1,0,1,120,17,65,40,1,1,14,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
82,KS Williamson,AU Rashid,MJ Guptill,0,0,0,120,17,37,30,1,2,14,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
83,KS Williamson,AU Rashid,MJ Guptill,1,0,1,121,16,38,31,1,3,14,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
84,MJ Guptill,AU Rashid,KS Williamson,0,0,0,121,16,65,41,2,4,14,-,caught,MJ Guptill,LE Plunkett,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
85,C de Grandhomme,AU Rashid,KS Williamson,0,0,0,121,16,0,1,3,5,14,-,caught,C de Grandhomme,CJ Jordan,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
86,KS Williamson,AU Rashid,MS Chapman,1,0,1,122,15,39,32,3,6,14,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
87,KS Williamson,LE Plunkett,MS Chapman,6,0,6,128,9,45,33,3,1,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
88,KS Williamson,LE Plunkett,MS Chapman,1,0,1,129,8,46,34,3,2,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
89,MS Chapman,LE Plunkett,KS Williamson,0,0,0,129,8,0,1,3,3,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
90,MS Chapman,LE Plunkett,KS Williamson,0,1,1,130,7,0,2,3,4,15,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
91,MS Chapman,LE Plunkett,KS Williamson,1,0,1,131,6,1,3,3,5,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
92,KS Williamson,LE Plunkett,MS Chapman,1,0,1,132,5,47,35,3,6,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
93,MS Chapman,LE Plunkett,KS Williamson,2,0,2,134,3,3,4,3,7,15,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
94,KS Williamson,MA Wood,MS Chapman,6,0,6,140,-3,53,36,3,1,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
95,KS Williamson,MA Wood,MS Chapman,6,0,6,146,-9,59,37,3,2,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
96,KS Williamson,MA Wood,MS Chapman,0,0,0,146,-9,59,38,3,3,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
97,KS Williamson,MA Wood,MS Chapman,3,0,3,149,-12,62,39,3,4,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
98,MS Chapman,MA Wood,KS Williamson,1,0,1,150,-13,4,5,3,5,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
99,KS Williamson,MA Wood,MS Chapman,4,0,4,154,-17,66,40,3,6,16,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
100,MS Chapman,DJ Willey,KS Williamson,1,0,1,155,-18,5,6,3,1,17,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
101,KS Williamson,DJ Willey,MS Chapman,2,0,2,157,-20,68,41,3,2,17,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
102,KS Williamson,DJ Willey,MS Chapman,2,0,2,159,-22,70,42,3,3,17,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
103,KS Williamson,DJ Willey,MS Chapman,1,0,1,160,-23,71,43,3,4,17,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
104,MS Chapman,DJ Willey,KS Williamson,6,0,6,166,-29,11,7,3,5,17,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
105,MS Chapman,DJ Willey,KS Williamson,0,0,0,166,-29,11,8,3,6,17,-,0,,,"{'by': 'England', 'batter': 'MS Chapman', 'decision': 'struck down'}",field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
106,KS Williamson,CJ Jordan,MS Chapman,0,0,0,166,-29,71,44,3,1,18,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
107,KS Williamson,CJ Jordan,MS Chapman,0,0,0,166,-29,71,45,3,2,18,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
108,KS Williamson,CJ Jordan,MS Chapman,0,1,1,167,-30,71,46,3,3,18,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
109,KS Williamson,CJ Jordan,MS Chapman,1,0,1,168,-31,72,47,3,4,18,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
110,MS Chapman,CJ Jordan,KS Williamson,1,0,1,169,-32,12,9,3,5,18,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
111,KS Williamson,CJ Jordan,MS Chapman,0,0,0,169,-32,72,48,3,6,18,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
112,KS Williamson,CJ Jordan,MS Chapman,0,0,0,169,-32,72,49,4,7,18,-,bowled,KS Williamson,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
113,MS Chapman,MA Wood,LRPL Taylor,6,0,6,175,-38,18,10,4,1,19,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
114,MS Chapman,MA Wood,LRPL Taylor,0,0,0,175,-38,18,11,4,2,19,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
115,MS Chapman,MA Wood,LRPL Taylor,0,1,1,176,-39,18,12,4,3,19,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
116,MS Chapman,MA Wood,LRPL Taylor,2,0,2,178,-41,20,13,4,4,19,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
117,MS Chapman,MA Wood,LRPL Taylor,0,1,1,179,-42,20,14,4,5,19,legbyes,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
118,LRPL Taylor,MA Wood,MS Chapman,1,0,1,180,-43,1,1,4,6,19,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
119,MS Chapman,MA Wood,LRPL Taylor,0,1,1,181,-44,20,15,4,7,19,wides,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
120,MS Chapman,MA Wood,LRPL Taylor,0,0,0,181,-44,20,16,5,8,19,-,caught,MS Chapman,SW Billings,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
121,TL Seifert,CJ Jordan,LRPL Taylor,0,0,0,181,-44,0,1,5,1,20,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
122,TL Seifert,CJ Jordan,LRPL Taylor,2,0,2,183,-46,2,2,5,2,20,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
123,TL Seifert,CJ Jordan,LRPL Taylor,6,0,6,189,-52,8,3,5,3,20,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
124,TL Seifert,CJ Jordan,LRPL Taylor,6,0,6,195,-58,14,4,5,4,20,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
125,TL Seifert,CJ Jordan,LRPL Taylor,0,0,0,195,-58,14,5,5,5,20,-,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
126,TL Seifert,CJ Jordan,LRPL Taylor,0,1,1,196,-59,14,6,5,6,20,byes,0,,,,field,England,1,Westpac Stadium,2018,02,New Zealand_England_2018-02-13,New Zealand,New Zealand,England
