,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,DA Warner,FH Edwards,SR Watson,0,0,0,0,160,0,1,0,1,0,,,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
1,DA Warner,FH Edwards,SR Watson,0,0,0,0,160,0,2,0,2,0,,,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
2,DA Warner,FH Edwards,SR Watson,0,0,0,0,160,0,3,0,3,0,,,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
3,DA Warner,FH Edwards,SR Watson,1,0,1,1,159,1,4,0,4,0,,,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
4,SR Watson,FH Edwards,DA Warner,0,0,0,1,159,0,1,0,5,0,,,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
5,SR Watson,FH Edwards,DA Warner,0,0,0,1,159,0,2,1,6,caught,SR Watson,DJG Sammy,0,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
6,DA Warner,SP Narine,GJ Bailey,0,0,0,1,159,1,5,1,1,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
7,DA Warner,SP Narine,GJ Bailey,0,0,0,1,159,1,6,1,2,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
8,DA Warner,SP Narine,GJ Bailey,0,0,0,1,159,1,7,1,3,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
9,DA Warner,SP Narine,GJ Bailey,1,0,1,2,158,2,8,1,4,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
10,GJ Bailey,SP Narine,DA Warner,1,0,1,3,157,1,1,1,5,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
11,DA Warner,SP Narine,GJ Bailey,0,0,0,3,157,2,9,1,6,0,,,1,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
12,GJ Bailey,FH Edwards,DA Warner,1,0,1,4,156,2,2,1,1,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
13,DA Warner,FH Edwards,GJ Bailey,4,0,4,8,152,6,10,1,2,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
14,DA Warner,FH Edwards,GJ Bailey,0,0,0,8,152,6,11,1,3,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
15,DA Warner,FH Edwards,GJ Bailey,0,0,0,8,152,6,12,1,4,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
16,DA Warner,FH Edwards,GJ Bailey,4,0,4,12,148,10,13,1,5,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
17,DA Warner,FH Edwards,GJ Bailey,0,0,0,12,148,10,14,1,6,0,,,2,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
18,GJ Bailey,GE Mathurin,DA Warner,0,0,0,12,148,2,3,1,1,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
19,GJ Bailey,GE Mathurin,DA Warner,6,0,6,18,142,8,4,1,2,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
20,GJ Bailey,GE Mathurin,DA Warner,0,0,0,18,142,8,5,1,3,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
21,GJ Bailey,GE Mathurin,DA Warner,2,0,2,20,140,10,6,1,4,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
22,GJ Bailey,GE Mathurin,DA Warner,1,0,1,21,139,11,7,1,5,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
23,DA Warner,GE Mathurin,GJ Bailey,6,0,6,27,133,16,15,1,6,0,,,3,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
24,GJ Bailey,DJG Sammy,DA Warner,1,0,1,28,132,12,8,1,1,0,,,4,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
25,DA Warner,DJG Sammy,GJ Bailey,4,0,4,32,128,20,16,1,2,0,,,4,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
26,DA Warner,DJG Sammy,GJ Bailey,1,0,1,33,127,21,17,1,3,0,,,4,-,bat,West Indies,2,"Kensington Oval, Bridgetown",2012,03,West Indies_Australia_2012-03-30,West Indies,Australia,West Indies,False,146
