,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
62,SS Iyer,MJ Santner,KL Rahul,1,0,1,63,10,15,3,0,,,11,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
63,KL Rahul,MJ Santner,SS Iyer,0,0,0,63,34,31,4,0,,,11,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
64,KL Rahul,MJ Santner,SS Iyer,0,0,0,63,34,32,5,0,,,11,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
65,KL Rahul,MJ Santner,SS Iyer,0,0,0,63,34,33,6,0,,,11,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
66,SS Iyer,IS Sodhi,KL Rahul,2,0,2,65,12,16,1,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
67,SS Iyer,IS Sodhi,KL Rahul,1,0,1,66,13,17,2,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
68,KL Rahul,IS Sodhi,SS Iyer,0,1,1,67,34,34,3,0,,,12,wides,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
69,KL Rahul,IS Sodhi,SS Iyer,1,0,1,68,35,35,4,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
70,SS Iyer,IS Sodhi,KL Rahul,6,0,6,74,19,18,5,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
71,SS Iyer,IS Sodhi,KL Rahul,1,0,1,75,20,19,6,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
72,KL Rahul,IS Sodhi,SS Iyer,1,0,1,76,36,36,7,0,,,12,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
73,KL Rahul,MJ Santner,SS Iyer,2,0,2,78,38,37,1,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
74,KL Rahul,MJ Santner,SS Iyer,0,0,0,78,38,38,2,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
75,KL Rahul,MJ Santner,SS Iyer,2,0,2,80,40,39,3,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
76,KL Rahul,MJ Santner,SS Iyer,0,0,0,80,40,40,4,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
77,KL Rahul,MJ Santner,SS Iyer,1,0,1,81,41,41,5,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
78,SS Iyer,MJ Santner,KL Rahul,1,0,1,82,21,20,6,0,,,13,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
79,SS Iyer,BM Tickner,KL Rahul,2,0,2,84,23,21,1,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
80,SS Iyer,BM Tickner,KL Rahul,1,0,1,85,24,22,2,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
81,KL Rahul,BM Tickner,SS Iyer,1,0,1,86,42,42,3,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
82,SS Iyer,BM Tickner,KL Rahul,0,0,0,86,24,23,4,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
83,SS Iyer,BM Tickner,KL Rahul,0,0,0,86,24,24,5,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
84,SS Iyer,BM Tickner,KL Rahul,1,0,1,87,25,25,6,0,,,14,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
85,SS Iyer,HK Bennett,KL Rahul,0,0,0,87,25,26,1,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
86,SS Iyer,HK Bennett,KL Rahul,1,0,1,88,26,27,2,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
87,KL Rahul,HK Bennett,SS Iyer,6,0,6,94,48,43,3,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
88,KL Rahul,HK Bennett,SS Iyer,4,0,4,98,52,44,4,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
89,KL Rahul,HK Bennett,SS Iyer,0,5,5,103,52,45,5,0,,,15,wides,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
90,KL Rahul,HK Bennett,SS Iyer,0,0,0,103,52,46,6,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
91,KL Rahul,HK Bennett,SS Iyer,0,0,0,103,52,47,7,0,,,15,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
92,SS Iyer,BM Tickner,KL Rahul,1,0,1,104,27,28,1,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
93,KL Rahul,BM Tickner,SS Iyer,1,0,1,105,53,48,2,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
94,SS Iyer,BM Tickner,KL Rahul,6,0,6,111,33,29,3,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
95,SS Iyer,BM Tickner,KL Rahul,4,0,4,115,37,30,4,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
96,SS Iyer,BM Tickner,KL Rahul,1,0,1,116,38,31,5,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
97,KL Rahul,BM Tickner,SS Iyer,1,0,1,117,54,49,6,0,,,16,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
98,KL Rahul,IS Sodhi,SS Iyer,1,0,1,118,55,50,1,0,,,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
99,SS Iyer,IS Sodhi,KL Rahul,6,0,6,124,44,32,2,0,,,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
100,SS Iyer,IS Sodhi,KL Rahul,0,1,1,125,44,33,3,0,,,17,wides,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
101,SS Iyer,IS Sodhi,KL Rahul,0,0,0,125,44,34,4,caught,SS Iyer,TG Southee,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
102,KL Rahul,IS Sodhi,S Dube,1,0,1,126,56,51,5,0,,,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
103,S Dube,IS Sodhi,KL Rahul,0,0,0,126,0,1,6,0,,,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
104,S Dube,IS Sodhi,KL Rahul,1,0,1,127,1,2,7,0,,,17,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
105,S Dube,TG Southee,KL Rahul,1,0,1,128,2,3,1,0,,,18,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
106,KL Rahul,TG Southee,S Dube,1,0,1,129,57,52,2,0,,,18,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
107,S Dube,TG Southee,KL Rahul,6,0,6,135,8,4,3,0,,,18,-,bat,New Zealand,2,Eden Park,2020-01-26,India,India,New Zealand
