,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,1,0,-,1.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
1,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,2,0,-,2.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
2,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,3,0,-,3.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
3,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,4,0,-,4.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
4,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,5,0,-,5.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
5,Mohammad Rizwan,TA Boult,Babar Azam,0,0,0,0,147,0,6,0,-,6.0,0,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Left arm Fast
6,Babar Azam,TG Southee,Mohammad Rizwan,0,0,0,0,147,0,1,0,-,1.0,1,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Right arm Medium
7,Babar Azam,TG Southee,Mohammad Rizwan,0,1,1,1,146,0,1,0,wides,1.0,1,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Right arm Medium
8,Babar Azam,TG Southee,Mohammad Rizwan,0,0,0,1,146,0,2,0,-,2.0,1,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Right arm Medium
9,Babar Azam,TG Southee,Mohammad Rizwan,1,0,1,2,145,1,3,0,-,3.0,1,,0,,,bat,New Zealand,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-08,Pakistan,Pakistan,New Zealand,True,149,Right hand Bat,Right hand Bat,Right arm Medium
