,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,MJ Guptill,B Kumar,DJ Mitchell,0,0,0,0,184,0,1,0,1,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
1,MJ Guptill,B Kumar,DJ Mitchell,4,0,4,4,180,4,2,0,2,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
2,MJ Guptill,B Kumar,DJ Mitchell,1,0,1,5,179,5,3,0,3,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
3,DJ Mitchell,B Kumar,MJ Guptill,0,0,0,5,179,0,1,0,4,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
4,DJ Mitchell,B Kumar,MJ Guptill,0,0,0,5,179,0,2,0,5,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
5,DJ Mitchell,B Kumar,MJ Guptill,0,0,0,5,179,0,3,0,6,1,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
6,MJ Guptill,DL Chahar,DJ Mitchell,1,0,1,6,178,6,4,0,1,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
7,DJ Mitchell,DL Chahar,MJ Guptill,4,0,4,10,174,4,4,0,2,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
8,DJ Mitchell,DL Chahar,MJ Guptill,1,0,1,11,173,5,5,0,3,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
9,MJ Guptill,DL Chahar,DJ Mitchell,6,0,6,17,167,12,5,0,4,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
10,MJ Guptill,DL Chahar,DJ Mitchell,4,0,4,21,163,16,6,0,5,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
11,MJ Guptill,DL Chahar,DJ Mitchell,0,0,0,21,163,16,7,0,6,2,0,,,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
12,DJ Mitchell,AR Patel,MJ Guptill,0,0,0,21,163,5,6,1,1,3,caught,DJ Mitchell,HV Patel,-,bat,India,2,"Eden Gardens, Kolkata",2021,11,India_New Zealand_2021-11-21,India,New Zealand,India
