,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Hazratullah,Simi Singh,Usman Ghani,2,0,2,2,276,2,1,0,1,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
1,Hazratullah,Simi Singh,Usman Ghani,0,0,0,2,276,2,2,0,2,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
2,Hazratullah,Simi Singh,Usman Ghani,0,0,0,2,276,2,3,0,3,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
3,Hazratullah,Simi Singh,Usman Ghani,1,0,1,3,275,3,4,0,4,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
4,Usman Ghani,Simi Singh,Hazratullah,1,0,1,4,274,1,1,0,5,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
5,Hazratullah,Simi Singh,Usman Ghani,1,0,1,5,273,4,5,0,6,1,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
6,Hazratullah,WB Rankin,Usman Ghani,1,0,1,6,272,5,6,0,1,2,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
7,Usman Ghani,WB Rankin,Hazratullah,1,0,1,7,271,2,2,0,2,2,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
8,Hazratullah,WB Rankin,Usman Ghani,0,1,1,8,270,5,7,0,3,2,legbyes,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
9,Usman Ghani,WB Rankin,Hazratullah,1,0,1,9,269,3,3,0,4,2,-,0,,,field,Ireland,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019,02,Afghanistan_Ireland_2019-02-24,Afghanistan,Afghanistan,Ireland,210
