,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
23,Younis Khan,S Sreesanth,Imran Nazir,0,0,0,31,126,1,8,2,6,-,0,,,3,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
24,Imran Nazir,RP Singh,Younis Khan,1,0,1,32,125,28,11,2,1,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
25,Younis Khan,RP Singh,Imran Nazir,1,0,1,33,124,2,9,2,2,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
26,Imran Nazir,RP Singh,Younis Khan,0,0,0,33,124,28,12,2,3,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
27,Imran Nazir,RP Singh,Younis Khan,4,0,4,37,120,32,13,2,4,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
28,Imran Nazir,RP Singh,Younis Khan,1,1,2,39,118,33,14,2,5,noballs,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
29,Younis Khan,RP Singh,Imran Nazir,4,0,4,43,114,6,10,2,6,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
30,Younis Khan,RP Singh,Imran Nazir,1,0,1,44,113,7,11,2,7,-,0,,,4,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
31,Younis Khan,S Sreesanth,Imran Nazir,0,0,0,44,113,7,12,2,1,-,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
32,Younis Khan,S Sreesanth,Imran Nazir,4,0,4,48,109,11,13,2,2,-,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
33,Younis Khan,S Sreesanth,Imran Nazir,0,1,1,49,108,11,14,2,3,wides,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
34,Younis Khan,S Sreesanth,Imran Nazir,4,0,4,53,104,15,15,2,4,-,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
35,Younis Khan,S Sreesanth,Imran Nazir,0,0,0,53,104,15,16,3,5,-,run out,Imran Nazir,RV Uthappa,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
36,Shoaib Malik,S Sreesanth,Younis Khan,0,0,0,53,104,0,1,3,6,-,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
37,Shoaib Malik,S Sreesanth,Younis Khan,0,0,0,53,104,0,2,3,7,-,0,,,5,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
38,Younis Khan,Joginder Sharma,Shoaib Malik,0,0,0,53,104,15,17,3,1,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
39,Younis Khan,Joginder Sharma,Shoaib Malik,0,0,0,53,104,15,18,3,2,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
40,Younis Khan,Joginder Sharma,Shoaib Malik,4,0,4,57,100,19,19,3,3,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
41,Younis Khan,Joginder Sharma,Shoaib Malik,1,0,1,58,99,20,20,3,4,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
42,Shoaib Malik,Joginder Sharma,Younis Khan,0,0,0,58,99,0,3,3,5,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
43,Shoaib Malik,Joginder Sharma,Younis Khan,0,0,0,58,99,0,4,3,6,-,0,,,6,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
44,Younis Khan,YK Pathan,Shoaib Malik,1,0,1,59,98,21,21,3,1,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
45,Shoaib Malik,YK Pathan,Younis Khan,1,0,1,60,97,1,5,3,2,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
46,Younis Khan,YK Pathan,Shoaib Malik,1,0,1,61,96,22,22,3,3,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
47,Shoaib Malik,YK Pathan,Younis Khan,1,0,1,62,95,2,6,3,4,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
48,Younis Khan,YK Pathan,Shoaib Malik,1,0,1,63,94,23,23,3,5,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
49,Shoaib Malik,YK Pathan,Younis Khan,0,0,0,63,94,2,7,3,6,-,0,,,7,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
50,Younis Khan,Joginder Sharma,Shoaib Malik,1,0,1,64,93,24,24,3,1,-,0,,,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
51,Shoaib Malik,Joginder Sharma,Younis Khan,1,0,1,65,92,3,8,3,2,-,0,,,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
52,Younis Khan,Joginder Sharma,Shoaib Malik,0,0,0,65,92,24,25,4,3,-,caught,Younis Khan,YK Pathan,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
53,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,0,0,0,65,92,0,1,4,4,-,0,,,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
54,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,0,0,0,65,92,0,2,4,5,-,0,,,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
55,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,0,0,0,65,92,0,3,4,6,-,0,,,8,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
56,Shoaib Malik,IK Pathan,Misbah-ul-Haq,1,0,1,66,91,4,9,4,1,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
57,Misbah-ul-Haq,IK Pathan,Shoaib Malik,1,0,1,67,90,1,4,4,2,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
58,Shoaib Malik,IK Pathan,Misbah-ul-Haq,1,0,1,68,89,5,10,4,3,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
59,Misbah-ul-Haq,IK Pathan,Shoaib Malik,0,0,0,68,89,1,5,4,4,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
60,Misbah-ul-Haq,IK Pathan,Shoaib Malik,1,0,1,69,88,2,6,4,5,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
61,Shoaib Malik,IK Pathan,Misbah-ul-Haq,1,0,1,70,87,6,11,4,6,-,0,,,9,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
62,Shoaib Malik,Joginder Sharma,Misbah-ul-Haq,0,0,0,70,87,6,12,4,1,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
63,Shoaib Malik,Joginder Sharma,Misbah-ul-Haq,1,0,1,71,86,7,13,4,2,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
64,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,2,0,2,73,84,4,7,4,3,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
65,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,0,1,1,74,83,4,8,4,4,wides,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
66,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,0,0,0,74,83,4,9,4,5,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
67,Misbah-ul-Haq,Joginder Sharma,Shoaib Malik,1,0,1,75,82,5,10,4,6,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
68,Shoaib Malik,Joginder Sharma,Misbah-ul-Haq,1,0,1,76,81,8,14,4,7,-,0,,,10,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
69,Shoaib Malik,IK Pathan,Misbah-ul-Haq,0,0,0,76,81,8,15,4,1,-,0,,,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
70,Shoaib Malik,IK Pathan,Misbah-ul-Haq,0,0,0,76,81,8,16,4,2,-,0,,,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
71,Shoaib Malik,IK Pathan,Misbah-ul-Haq,0,0,0,76,81,8,17,5,3,-,caught,Shoaib Malik,RG Sharma,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
72,Shahid Afridi,IK Pathan,Misbah-ul-Haq,0,1,1,77,80,0,1,5,4,wides,0,,,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
73,Shahid Afridi,IK Pathan,Misbah-ul-Haq,0,0,0,77,80,0,2,6,5,-,caught,Shahid Afridi,S Sreesanth,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
74,Misbah-ul-Haq,IK Pathan,Yasir Arafat,0,0,0,77,80,5,11,6,6,-,0,,,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
75,Misbah-ul-Haq,IK Pathan,Yasir Arafat,1,0,1,78,79,6,12,6,7,-,0,,,11,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
76,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,2,0,2,80,77,8,13,6,1,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
77,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,1,0,1,81,76,9,14,6,2,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
78,Yasir Arafat,Harbhajan Singh,Misbah-ul-Haq,1,0,1,82,75,1,1,6,3,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
79,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,1,0,1,83,74,10,15,6,4,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
80,Yasir Arafat,Harbhajan Singh,Misbah-ul-Haq,4,0,4,87,70,5,2,6,5,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
81,Yasir Arafat,Harbhajan Singh,Misbah-ul-Haq,1,0,1,88,69,6,3,6,6,-,0,,,12,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
82,Yasir Arafat,IK Pathan,Misbah-ul-Haq,1,0,1,89,68,7,4,6,1,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
83,Misbah-ul-Haq,IK Pathan,Yasir Arafat,0,0,0,89,68,10,16,6,2,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
84,Misbah-ul-Haq,IK Pathan,Yasir Arafat,1,0,1,90,67,11,17,6,3,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
85,Yasir Arafat,IK Pathan,Misbah-ul-Haq,0,0,0,90,67,7,5,6,4,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
86,Yasir Arafat,IK Pathan,Misbah-ul-Haq,1,0,1,91,66,8,6,6,5,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
87,Misbah-ul-Haq,IK Pathan,Yasir Arafat,1,0,1,92,65,12,18,6,6,-,0,,,13,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
88,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,2,0,2,94,63,14,19,6,1,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
89,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,1,0,1,95,62,15,20,6,2,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
90,Yasir Arafat,Harbhajan Singh,Misbah-ul-Haq,1,0,1,96,61,9,7,6,3,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
91,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,0,0,0,96,61,15,21,6,4,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
92,Misbah-ul-Haq,Harbhajan Singh,Yasir Arafat,1,0,1,97,60,16,22,6,5,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
93,Yasir Arafat,Harbhajan Singh,Misbah-ul-Haq,2,0,2,99,58,11,8,6,6,-,0,,,14,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
94,Misbah-ul-Haq,IK Pathan,Yasir Arafat,0,0,0,99,58,16,23,6,1,-,0,,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
95,Misbah-ul-Haq,IK Pathan,Yasir Arafat,0,0,0,99,58,16,24,6,2,-,0,,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
96,Misbah-ul-Haq,IK Pathan,Yasir Arafat,1,0,1,100,57,17,25,6,3,-,0,,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
97,Yasir Arafat,IK Pathan,Misbah-ul-Haq,4,0,4,104,53,15,9,6,4,-,0,,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
98,Yasir Arafat,IK Pathan,Misbah-ul-Haq,0,0,0,104,53,15,10,6,5,-,0,,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
99,Yasir Arafat,IK Pathan,Misbah-ul-Haq,0,0,0,104,53,15,11,7,6,-,bowled,Yasir Arafat,,15,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
100,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,0,1,1,105,52,17,26,7,1,wides,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
101,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,0,0,0,105,52,17,27,7,2,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
102,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,6,0,6,111,46,23,28,7,3,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
103,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,0,0,0,111,46,23,29,7,4,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
104,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,0,0,0,111,46,23,30,7,5,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
105,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,6,0,6,117,40,29,31,7,6,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
106,Misbah-ul-Haq,Harbhajan Singh,Sohail Tanvir,6,0,6,123,34,35,32,7,7,-,0,,,16,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
107,Sohail Tanvir,S Sreesanth,Misbah-ul-Haq,6,0,6,129,28,6,1,7,1,-,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
108,Sohail Tanvir,S Sreesanth,Misbah-ul-Haq,0,1,1,130,27,6,2,7,2,wides,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
109,Sohail Tanvir,S Sreesanth,Misbah-ul-Haq,0,1,1,131,26,6,3,7,3,legbyes,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
110,Misbah-ul-Haq,S Sreesanth,Sohail Tanvir,0,0,0,131,26,35,33,7,4,-,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
111,Misbah-ul-Haq,S Sreesanth,Sohail Tanvir,1,0,1,132,25,36,34,7,5,-,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
112,Sohail Tanvir,S Sreesanth,Misbah-ul-Haq,6,0,6,138,19,12,4,7,6,-,0,,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
113,Sohail Tanvir,S Sreesanth,Misbah-ul-Haq,0,0,0,138,19,12,5,8,7,-,bowled,Sohail Tanvir,,17,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
114,Misbah-ul-Haq,RP Singh,Umar Gul,1,0,1,139,18,37,35,8,1,-,0,,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
115,Umar Gul,RP Singh,Misbah-ul-Haq,0,1,1,140,17,0,1,8,2,byes,0,,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
116,Misbah-ul-Haq,RP Singh,Umar Gul,0,0,0,140,17,37,36,8,3,-,0,,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
117,Misbah-ul-Haq,RP Singh,Umar Gul,0,1,1,141,16,37,37,8,4,legbyes,0,,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
118,Umar Gul,RP Singh,Misbah-ul-Haq,0,0,0,141,16,0,2,9,5,-,bowled,Umar Gul,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
119,Mohammad Asif,RP Singh,Misbah-ul-Haq,4,0,4,145,12,4,1,9,6,-,0,,,18,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
120,Misbah-ul-Haq,Joginder Sharma,Mohammad Asif,0,1,1,146,11,37,38,9,1,wides,0,,,19,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
121,Misbah-ul-Haq,Joginder Sharma,Mohammad Asif,0,0,0,146,11,37,39,9,2,-,0,,,19,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
122,Misbah-ul-Haq,Joginder Sharma,Mohammad Asif,6,0,6,152,5,43,40,9,3,-,0,,,19,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
123,Misbah-ul-Haq,Joginder Sharma,Mohammad Asif,0,0,0,152,5,43,41,10,4,-,caught,Misbah-ul-Haq,S Sreesanth,19,bat,India,2,New Wanderers Stadium,2007,09,India_Pakistan_2007-09-24,India,Pakistan,India,152
