,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
39,SS Iyer,HR Walsh,Ishan Kishan,1,0,1,46,140,17,10,1,4,-,7,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
40,Ishan Kishan,HR Walsh,SS Iyer,4,0,4,50,136,27,23,1,5,-,7,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
41,Ishan Kishan,HR Walsh,SS Iyer,1,0,1,51,135,28,24,1,6,-,7,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
42,Ishan Kishan,RL Chase,SS Iyer,2,0,2,53,133,30,25,1,1,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
43,Ishan Kishan,RL Chase,SS Iyer,1,0,1,54,132,31,26,1,2,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
44,SS Iyer,RL Chase,Ishan Kishan,4,0,4,58,128,21,11,1,3,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
45,SS Iyer,RL Chase,Ishan Kishan,1,0,1,59,127,22,12,1,4,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
46,Ishan Kishan,RL Chase,SS Iyer,1,0,1,60,126,32,27,1,5,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
47,SS Iyer,RL Chase,Ishan Kishan,1,0,1,61,125,23,13,1,6,-,8,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
48,SS Iyer,HR Walsh,Ishan Kishan,2,0,2,63,123,25,14,1,1,-,9,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
49,SS Iyer,HR Walsh,Ishan Kishan,0,0,0,63,123,25,15,1,2,-,9,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
50,SS Iyer,HR Walsh,Ishan Kishan,0,0,0,63,123,25,16,2,3,-,9,caught,SS Iyer,JO Holder,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
51,Ishan Kishan,HR Walsh,RG Sharma,1,0,1,64,122,33,28,2,4,-,9,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
52,RG Sharma,HR Walsh,Ishan Kishan,0,0,0,64,122,0,1,2,5,-,9,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
53,RG Sharma,HR Walsh,Ishan Kishan,0,0,0,64,122,0,2,2,6,-,9,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
54,Ishan Kishan,RL Chase,RG Sharma,0,0,0,64,122,33,29,2,1,-,10,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
55,Ishan Kishan,RL Chase,RG Sharma,1,0,1,65,121,34,30,2,2,-,10,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
56,RG Sharma,RL Chase,Ishan Kishan,1,0,1,66,120,1,3,2,3,-,10,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
57,Ishan Kishan,RL Chase,RG Sharma,0,0,0,66,120,34,31,3,4,-,10,bowled,Ishan Kishan,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
58,SA Yadav,RL Chase,RG Sharma,1,0,1,67,119,1,1,3,5,-,10,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
59,RG Sharma,RL Chase,SA Yadav,1,0,1,68,118,2,4,3,6,-,10,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
60,RG Sharma,HR Walsh,SA Yadav,1,0,1,69,117,3,5,3,1,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
61,SA Yadav,HR Walsh,RG Sharma,1,0,1,70,116,2,2,3,2,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
62,RG Sharma,HR Walsh,SA Yadav,1,0,1,71,115,4,6,3,3,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
63,SA Yadav,HR Walsh,RG Sharma,6,0,6,77,109,8,3,3,4,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
64,SA Yadav,HR Walsh,RG Sharma,1,0,1,78,108,9,4,3,5,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
65,RG Sharma,HR Walsh,SA Yadav,0,0,0,78,108,4,7,3,6,-,11,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
66,SA Yadav,RL Chase,RG Sharma,1,0,1,79,107,10,5,3,1,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
67,RG Sharma,RL Chase,SA Yadav,0,0,0,79,107,4,8,3,2,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
68,RG Sharma,RL Chase,SA Yadav,1,0,1,80,106,5,9,3,3,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
69,SA Yadav,RL Chase,RG Sharma,0,0,0,80,106,10,6,3,4,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
70,SA Yadav,RL Chase,RG Sharma,1,0,1,81,105,11,7,3,5,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
71,RG Sharma,RL Chase,SA Yadav,0,0,0,81,105,5,10,3,6,-,12,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
72,SA Yadav,HR Walsh,RG Sharma,6,0,6,87,99,17,8,3,1,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
73,SA Yadav,HR Walsh,RG Sharma,1,0,1,88,98,18,9,3,2,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
74,RG Sharma,HR Walsh,SA Yadav,1,0,1,89,97,6,11,3,3,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
75,SA Yadav,HR Walsh,RG Sharma,0,0,0,89,97,18,10,3,4,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
76,SA Yadav,HR Walsh,RG Sharma,1,0,1,90,96,19,11,3,5,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
77,RG Sharma,HR Walsh,SA Yadav,0,0,0,90,96,6,12,3,6,-,13,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
78,SA Yadav,DC Drakes,RG Sharma,1,0,1,91,95,20,12,3,1,-,14,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
79,RG Sharma,DC Drakes,SA Yadav,1,0,1,92,94,7,13,3,2,-,14,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
80,SA Yadav,DC Drakes,RG Sharma,1,0,1,93,93,21,13,3,3,-,14,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
81,RG Sharma,DC Drakes,SA Yadav,0,0,0,93,93,7,14,3,4,-,14,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
82,RG Sharma,DC Drakes,SA Yadav,0,0,0,93,93,7,15,4,5,-,14,bowled,RG Sharma,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
83,VR Iyer,DC Drakes,SA Yadav,0,0,0,93,93,0,1,4,6,-,14,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
84,SA Yadav,FA Allen,VR Iyer,1,0,1,94,92,22,14,4,1,-,15,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
85,VR Iyer,FA Allen,SA Yadav,1,0,1,95,91,1,2,4,2,-,15,0,,,"{'by': 'West Indies', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'VR Iyer', 'decision': 'struck down'}",field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
86,SA Yadav,FA Allen,VR Iyer,1,0,1,96,90,23,15,4,3,-,15,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
87,VR Iyer,FA Allen,SA Yadav,1,0,1,97,89,2,3,4,4,-,15,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
88,SA Yadav,FA Allen,VR Iyer,0,0,0,97,89,23,16,4,5,-,15,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
89,SA Yadav,FA Allen,VR Iyer,1,0,1,98,88,24,17,4,6,-,15,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
90,SA Yadav,DC Drakes,VR Iyer,6,0,6,104,82,30,18,4,1,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
91,SA Yadav,DC Drakes,VR Iyer,1,0,1,105,81,31,19,4,2,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
92,VR Iyer,DC Drakes,SA Yadav,4,0,4,109,77,6,4,4,3,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
93,VR Iyer,DC Drakes,SA Yadav,0,1,1,110,76,6,5,4,4,wides,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
94,VR Iyer,DC Drakes,SA Yadav,0,0,0,110,76,6,6,4,5,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
95,VR Iyer,DC Drakes,SA Yadav,4,0,4,114,72,10,7,4,6,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
96,VR Iyer,DC Drakes,SA Yadav,1,0,1,115,71,11,8,4,7,-,16,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
97,VR Iyer,R Shepherd,SA Yadav,1,0,1,116,70,12,9,4,1,-,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
98,SA Yadav,R Shepherd,VR Iyer,1,0,1,117,69,32,20,4,2,-,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
99,VR Iyer,R Shepherd,SA Yadav,0,4,4,121,65,12,10,4,3,legbyes,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
100,VR Iyer,R Shepherd,SA Yadav,6,0,6,127,59,18,11,4,4,-,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
101,VR Iyer,R Shepherd,SA Yadav,1,0,1,128,58,19,12,4,5,-,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
102,SA Yadav,R Shepherd,VR Iyer,4,0,4,132,54,36,21,4,6,-,17,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
103,VR Iyer,JO Holder,SA Yadav,1,0,1,133,53,20,13,4,1,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
104,SA Yadav,JO Holder,VR Iyer,0,1,1,134,52,36,22,4,2,wides,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
105,SA Yadav,JO Holder,VR Iyer,0,1,1,135,51,36,23,4,3,wides,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
106,SA Yadav,JO Holder,VR Iyer,0,0,0,135,51,36,24,4,4,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
107,SA Yadav,JO Holder,VR Iyer,1,0,1,136,50,37,25,4,5,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
108,VR Iyer,JO Holder,SA Yadav,0,0,0,136,50,20,14,4,6,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
109,VR Iyer,JO Holder,SA Yadav,6,0,6,142,44,26,15,4,7,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
110,VR Iyer,JO Holder,SA Yadav,0,0,0,142,44,26,16,4,8,-,18,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
111,SA Yadav,DC Drakes,VR Iyer,2,0,2,144,42,39,26,4,1,-,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
112,SA Yadav,DC Drakes,VR Iyer,6,0,6,150,36,45,27,4,2,-,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
113,SA Yadav,DC Drakes,VR Iyer,1,0,1,151,35,46,28,4,3,-,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
114,VR Iyer,DC Drakes,SA Yadav,4,0,4,155,31,30,17,4,4,-,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
115,VR Iyer,DC Drakes,SA Yadav,0,4,4,159,27,30,18,4,5,legbyes,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
116,VR Iyer,DC Drakes,SA Yadav,4,0,4,163,23,34,19,4,6,-,19,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
117,SA Yadav,R Shepherd,VR Iyer,0,1,1,164,22,46,29,4,1,wides,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
118,SA Yadav,R Shepherd,VR Iyer,6,0,6,170,16,52,30,4,2,-,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
119,SA Yadav,R Shepherd,VR Iyer,1,0,1,171,15,53,31,4,3,-,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
120,VR Iyer,R Shepherd,SA Yadav,1,0,1,172,14,35,20,4,4,-,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
121,SA Yadav,R Shepherd,VR Iyer,6,0,6,178,8,59,32,4,5,-,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
122,SA Yadav,R Shepherd,VR Iyer,6,0,6,184,2,65,33,4,6,-,20,0,,,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
123,SA Yadav,R Shepherd,VR Iyer,0,0,0,184,2,65,34,5,7,-,20,caught,SA Yadav,R Powell,,field,West Indies,1,"Eden Gardens, Kolkata",2022,02,India_West Indies_2022-02-20,India,India,West Indies,184
