,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,DA Warner,DJ Willey,SR Watson,0,0,0,0,182,0,1,0,1,0,,,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
1,DA Warner,DJ Willey,SR Watson,2,0,2,2,180,2,2,0,2,0,,,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
2,DA Warner,DJ Willey,SR Watson,0,0,0,2,180,2,3,0,3,0,,,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
3,DA Warner,DJ Willey,SR Watson,0,0,0,2,180,2,4,0,4,0,,,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
4,DA Warner,DJ Willey,SR Watson,2,0,2,4,178,4,5,0,5,0,,,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
5,DA Warner,DJ Willey,SR Watson,0,0,0,4,178,4,6,1,6,caught,DA Warner,ST Finn,1,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
6,SR Watson,ST Finn,SPD Smith,4,0,4,8,174,4,1,1,1,0,,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
7,SR Watson,ST Finn,SPD Smith,0,0,0,8,174,4,2,1,2,0,,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
8,SR Watson,ST Finn,SPD Smith,0,0,0,8,174,4,3,1,3,0,,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
9,SR Watson,ST Finn,SPD Smith,4,0,4,12,170,8,4,1,4,0,,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
10,SR Watson,ST Finn,SPD Smith,0,0,0,12,170,8,5,2,5,bowled,SR Watson,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
11,GJ Maxwell,ST Finn,SPD Smith,0,0,0,12,170,0,1,2,6,0,,,2,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
12,SPD Smith,DJ Willey,GJ Maxwell,1,0,1,13,169,1,1,2,1,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
13,GJ Maxwell,DJ Willey,SPD Smith,0,0,0,13,169,0,2,2,2,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
14,GJ Maxwell,DJ Willey,SPD Smith,4,0,4,17,165,4,3,2,3,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
15,GJ Maxwell,DJ Willey,SPD Smith,0,0,0,17,165,4,4,2,4,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
16,GJ Maxwell,DJ Willey,SPD Smith,4,0,4,21,161,8,5,2,5,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
17,GJ Maxwell,DJ Willey,SPD Smith,1,0,1,22,160,9,6,2,6,0,,,3,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
18,GJ Maxwell,ST Finn,SPD Smith,4,0,4,26,156,13,7,2,1,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
19,GJ Maxwell,ST Finn,SPD Smith,0,0,0,26,156,13,8,2,2,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
20,GJ Maxwell,ST Finn,SPD Smith,1,0,1,27,155,14,9,2,3,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
21,SPD Smith,ST Finn,GJ Maxwell,4,0,4,31,151,5,2,2,4,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
22,SPD Smith,ST Finn,GJ Maxwell,1,0,1,32,150,6,3,2,5,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
23,GJ Maxwell,ST Finn,SPD Smith,0,0,0,32,150,14,10,2,6,0,,,4,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
24,SPD Smith,RJW Topley,GJ Maxwell,0,0,0,32,150,6,4,2,1,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
25,SPD Smith,RJW Topley,GJ Maxwell,0,0,0,32,150,6,5,2,2,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
26,SPD Smith,RJW Topley,GJ Maxwell,4,0,4,36,146,10,6,2,3,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
27,SPD Smith,RJW Topley,GJ Maxwell,1,0,1,37,145,11,7,2,4,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
28,GJ Maxwell,RJW Topley,SPD Smith,0,0,0,37,145,14,11,2,5,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
29,GJ Maxwell,RJW Topley,SPD Smith,0,0,0,37,145,14,12,2,6,0,,,5,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
30,SPD Smith,ST Finn,GJ Maxwell,6,0,6,43,139,17,8,2,1,0,,,6,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
31,SPD Smith,ST Finn,GJ Maxwell,1,0,1,44,138,18,9,2,2,0,,,6,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
32,GJ Maxwell,ST Finn,SPD Smith,0,0,0,44,138,14,13,2,3,0,,,6,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
33,GJ Maxwell,ST Finn,SPD Smith,0,0,0,44,138,14,14,2,4,0,,,6,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
34,GJ Maxwell,ST Finn,SPD Smith,0,1,1,45,137,14,15,2,5,0,,,6,legbyes,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
35,SPD Smith,ST Finn,GJ Maxwell,0,0,0,45,137,18,10,2,6,0,,,6,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
36,GJ Maxwell,RJW Topley,SPD Smith,4,0,4,49,133,18,16,2,1,0,,,7,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
37,GJ Maxwell,RJW Topley,SPD Smith,1,0,1,50,132,19,17,2,2,0,,,7,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
38,SPD Smith,RJW Topley,GJ Maxwell,1,0,1,51,131,19,11,2,3,0,,,7,-,field,Australia,2,Sophia Gardens,2015,08,England_Australia_2015-08-31,England,Australia,England,177
