,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,W Madhevere,Mohammad Saifuddin,T Marumani,0,0,0,0,154,0,1,0,1,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
1,W Madhevere,Mohammad Saifuddin,T Marumani,1,0,1,1,153,1,2,0,2,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
2,T Marumani,Mohammad Saifuddin,W Madhevere,0,0,0,1,153,0,1,0,3,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
3,T Marumani,Mohammad Saifuddin,W Madhevere,0,0,0,1,153,0,2,0,4,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
4,T Marumani,Mohammad Saifuddin,W Madhevere,1,0,1,2,152,1,3,0,5,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
5,W Madhevere,Mohammad Saifuddin,T Marumani,0,1,1,3,151,1,3,0,6,legbyes,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
6,W Madhevere,Mustafizur Rahman,T Marumani,1,0,1,4,150,2,4,0,1,-,2,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
7,T Marumani,Mustafizur Rahman,W Madhevere,6,0,6,10,144,7,4,0,2,-,2,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
8,T Marumani,Mustafizur Rahman,W Madhevere,0,0,0,10,144,7,5,0,3,-,2,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
9,T Marumani,Mustafizur Rahman,W Madhevere,0,0,0,10,144,7,6,0,4,-,2,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
10,T Marumani,Mustafizur Rahman,W Madhevere,0,0,0,10,144,7,7,1,5,-,2,caught,T Marumani,Soumya Sarkar,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
11,W Madhevere,Mustafizur Rahman,RW Chakabva,2,0,2,12,142,4,5,1,6,-,2,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
12,RW Chakabva,Shakib Al Hasan,W Madhevere,1,0,1,13,141,1,1,1,1,-,3,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
13,W Madhevere,Shakib Al Hasan,RW Chakabva,0,0,0,13,141,4,6,1,2,-,3,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
14,W Madhevere,Shakib Al Hasan,RW Chakabva,1,0,1,14,140,5,7,1,3,-,3,0,,,bat,Zimbabwe,1,Harare Sports Club,2021,07,Zimbabwe_Bangladesh_2021-07-22,Bangladesh,Zimbabwe,Bangladesh,152
