,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
107,Shakib Al Hasan,OF Smith,Mosaddek Hossain,0,0,0,116,77,43,43,5,1,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
108,Shakib Al Hasan,OF Smith,Mosaddek Hossain,0,0,0,116,77,43,44,5,2,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
109,Shakib Al Hasan,OF Smith,Mosaddek Hossain,4,0,4,120,73,47,45,5,3,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
110,Shakib Al Hasan,OF Smith,Mosaddek Hossain,1,0,1,121,72,48,46,5,4,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
111,Mosaddek Hossain,OF Smith,Shakib Al Hasan,2,0,2,123,70,8,9,5,5,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
112,Mosaddek Hossain,OF Smith,Shakib Al Hasan,0,1,1,124,69,8,10,5,6,18,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
113,Mosaddek Hossain,OF Smith,Shakib Al Hasan,6,0,6,130,63,14,11,5,7,18,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
114,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,2,0,2,132,61,50,47,5,1,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
115,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,6,0,6,138,55,56,48,5,2,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
116,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,1,0,1,139,54,57,49,5,3,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
117,Mosaddek Hossain,OC McCoy,Shakib Al Hasan,1,0,1,140,53,15,12,5,4,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
118,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,4,0,4,144,49,61,50,5,5,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
119,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,6,0,6,150,43,67,51,5,6,19,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
120,Mosaddek Hossain,R Shepherd,Shakib Al Hasan,0,0,0,150,43,15,13,6,1,20,caught,Mosaddek Hossain,N Pooran,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
121,Mahedi Hasan,R Shepherd,Shakib Al Hasan,4,0,4,154,39,4,1,6,2,20,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
122,Mahedi Hasan,R Shepherd,Shakib Al Hasan,1,0,1,155,38,5,2,6,3,20,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
123,Shakib Al Hasan,R Shepherd,Mahedi Hasan,0,1,1,156,37,67,52,6,4,20,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
124,Shakib Al Hasan,R Shepherd,Mahedi Hasan,0,0,0,156,37,67,53,6,5,20,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
125,Shakib Al Hasan,R Shepherd,Mahedi Hasan,0,1,1,157,36,67,54,6,6,20,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
126,Shakib Al Hasan,R Shepherd,Mahedi Hasan,0,0,0,157,36,67,55,6,7,20,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
127,Shakib Al Hasan,R Shepherd,Mahedi Hasan,1,0,1,158,35,68,56,6,8,20,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
