,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,HM Nicholls,Mashrafe Mortaza,KS Williamson,0,0,0,0,122,0,1,0,1,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
1,HM Nicholls,Mashrafe Mortaza,KS Williamson,1,0,1,1,121,1,2,0,2,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
2,KS Williamson,Mashrafe Mortaza,HM Nicholls,0,0,0,1,121,0,1,0,3,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
3,KS Williamson,Mashrafe Mortaza,HM Nicholls,0,0,0,1,121,0,2,0,4,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
4,KS Williamson,Mashrafe Mortaza,HM Nicholls,4,0,4,5,117,4,3,0,5,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
5,KS Williamson,Mashrafe Mortaza,HM Nicholls,4,0,4,9,113,8,4,0,6,1,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
6,HM Nicholls,Shuvagata Hom,KS Williamson,0,0,0,9,113,1,3,0,1,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
7,HM Nicholls,Shuvagata Hom,KS Williamson,0,0,0,9,113,1,4,0,2,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
8,HM Nicholls,Shuvagata Hom,KS Williamson,4,0,4,13,109,5,5,0,3,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
9,HM Nicholls,Shuvagata Hom,KS Williamson,0,0,0,13,109,5,6,0,4,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
10,HM Nicholls,Shuvagata Hom,KS Williamson,1,0,1,14,108,6,7,0,5,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
11,KS Williamson,Shuvagata Hom,HM Nicholls,1,0,1,15,107,9,5,0,6,2,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
12,KS Williamson,Shakib Al Hasan,HM Nicholls,4,0,4,19,103,13,6,0,1,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
13,KS Williamson,Shakib Al Hasan,HM Nicholls,0,0,0,19,103,13,7,0,2,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
14,KS Williamson,Shakib Al Hasan,HM Nicholls,2,0,2,21,101,15,8,0,3,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
15,KS Williamson,Shakib Al Hasan,HM Nicholls,0,0,0,21,101,15,9,0,4,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
16,KS Williamson,Shakib Al Hasan,HM Nicholls,2,0,2,23,99,17,10,0,5,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
17,KS Williamson,Shakib Al Hasan,HM Nicholls,0,0,0,23,99,17,11,0,6,3,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
18,HM Nicholls,Mustafizur Rahman,KS Williamson,0,0,0,23,99,6,8,0,1,4,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
19,HM Nicholls,Mustafizur Rahman,KS Williamson,0,0,0,23,99,6,9,0,2,4,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
20,HM Nicholls,Mustafizur Rahman,KS Williamson,1,0,1,24,98,7,10,0,3,4,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
21,KS Williamson,Mustafizur Rahman,HM Nicholls,0,0,0,24,98,17,12,0,4,4,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
22,KS Williamson,Mustafizur Rahman,HM Nicholls,1,0,1,25,97,18,13,0,5,4,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
23,HM Nicholls,Mustafizur Rahman,KS Williamson,0,0,0,25,97,7,11,1,6,4,bowled,HM Nicholls,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
24,KS Williamson,Shakib Al Hasan,C Munro,0,0,0,25,97,18,14,1,1,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
25,KS Williamson,Shakib Al Hasan,C Munro,4,0,4,29,93,22,15,1,2,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
26,KS Williamson,Shakib Al Hasan,C Munro,0,0,0,29,93,22,16,1,3,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
27,KS Williamson,Shakib Al Hasan,C Munro,0,0,0,29,93,22,17,1,4,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
28,KS Williamson,Shakib Al Hasan,C Munro,6,0,6,35,87,28,18,1,5,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
29,KS Williamson,Shakib Al Hasan,C Munro,0,0,0,35,87,28,19,1,6,5,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
30,C Munro,Al-Amin Hossain,KS Williamson,0,0,0,35,87,0,1,1,1,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
31,C Munro,Al-Amin Hossain,KS Williamson,0,0,0,35,87,0,2,1,2,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
32,C Munro,Al-Amin Hossain,KS Williamson,0,0,0,35,87,0,3,1,3,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
33,C Munro,Al-Amin Hossain,KS Williamson,1,0,1,36,86,1,4,1,4,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
34,KS Williamson,Al-Amin Hossain,C Munro,1,0,1,37,85,29,20,1,5,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
35,C Munro,Al-Amin Hossain,KS Williamson,2,0,2,39,83,3,5,1,6,6,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
36,KS Williamson,Shuvagata Hom,C Munro,0,0,0,39,83,29,21,1,1,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
37,KS Williamson,Shuvagata Hom,C Munro,1,0,1,40,82,30,22,1,2,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
38,C Munro,Shuvagata Hom,KS Williamson,1,0,1,41,81,4,6,1,3,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
39,KS Williamson,Shuvagata Hom,C Munro,1,0,1,42,80,31,23,1,4,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
40,C Munro,Shuvagata Hom,KS Williamson,1,0,1,43,79,5,7,1,5,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
41,KS Williamson,Shuvagata Hom,C Munro,1,0,1,44,78,32,24,1,6,7,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
42,KS Williamson,Mahmudullah,C Munro,1,0,1,45,77,33,25,1,1,8,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
43,C Munro,Mahmudullah,KS Williamson,1,0,1,46,76,6,8,1,2,8,0,,,-,bat,New Zealand,1,Eden Gardens,2016,03,Bangladesh_New Zealand_2016-03-26,New Zealand,New Zealand,Bangladesh,145
