,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,Tamim Iqbal,Imad Wasim,Mohammad Naim,0,0,0,0,0,1,1,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
1,Tamim Iqbal,Imad Wasim,Mohammad Naim,0,0,0,0,0,2,2,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
2,Tamim Iqbal,Imad Wasim,Mohammad Naim,0,1,1,1,0,3,3,wides,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
3,Tamim Iqbal,Imad Wasim,Mohammad Naim,0,0,0,1,0,4,4,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
4,Tamim Iqbal,Imad Wasim,Mohammad Naim,2,0,2,3,2,5,5,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
5,Tamim Iqbal,Imad Wasim,Mohammad Naim,0,0,0,3,2,6,6,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
6,Tamim Iqbal,Imad Wasim,Mohammad Naim,1,0,1,4,3,7,7,-,1,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
7,Tamim Iqbal,Shaheen Shah Afridi,Mohammad Naim,1,0,1,5,4,8,1,-,2,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
8,Mohammad Naim,Shaheen Shah Afridi,Tamim Iqbal,0,0,0,5,0,1,2,-,2,caught,Mohammad Naim,Mohammad Rizwan,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
9,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,0,0,0,5,0,1,3,-,2,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
10,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,0,0,0,5,0,2,4,-,2,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
11,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,0,0,0,5,0,3,5,-,2,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
12,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,1,0,1,6,1,4,6,-,2,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
13,Mahedi Hasan,Imad Wasim,Tamim Iqbal,0,0,0,6,1,5,1,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
14,Mahedi Hasan,Imad Wasim,Tamim Iqbal,0,0,0,6,1,6,2,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
15,Mahedi Hasan,Imad Wasim,Tamim Iqbal,6,0,6,12,7,7,3,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
16,Mahedi Hasan,Imad Wasim,Tamim Iqbal,1,0,1,13,8,8,4,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
17,Tamim Iqbal,Imad Wasim,Mahedi Hasan,4,0,4,17,8,9,5,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
18,Tamim Iqbal,Imad Wasim,Mahedi Hasan,1,0,1,18,9,10,6,-,3,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
19,Tamim Iqbal,Shaheen Shah Afridi,Mahedi Hasan,0,0,0,18,9,11,1,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
20,Tamim Iqbal,Shaheen Shah Afridi,Mahedi Hasan,0,0,0,18,9,12,2,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
21,Tamim Iqbal,Shaheen Shah Afridi,Mahedi Hasan,2,0,2,20,11,13,3,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
22,Tamim Iqbal,Shaheen Shah Afridi,Mahedi Hasan,1,0,1,21,12,14,4,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
23,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,0,0,0,21,8,9,5,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
24,Mahedi Hasan,Shaheen Shah Afridi,Tamim Iqbal,1,0,1,22,9,10,6,-,4,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
25,Mahedi Hasan,Mohammad Hasnain,Tamim Iqbal,0,0,0,22,9,11,1,-,5,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
26,Mahedi Hasan,Mohammad Hasnain,Tamim Iqbal,0,0,0,22,9,12,2,-,5,caught,Mahedi Hasan,Mohammad Rizwan,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
27,Liton Das,Mohammad Hasnain,Tamim Iqbal,1,0,1,23,1,1,3,-,5,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
28,Tamim Iqbal,Mohammad Hasnain,Liton Das,4,0,4,27,16,15,4,-,5,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
29,Tamim Iqbal,Mohammad Hasnain,Liton Das,0,0,0,27,16,16,5,-,5,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
30,Tamim Iqbal,Mohammad Hasnain,Liton Das,0,0,0,27,16,17,6,-,5,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
31,Liton Das,Haris Rauf,Tamim Iqbal,0,0,0,27,1,2,1,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
32,Liton Das,Haris Rauf,Tamim Iqbal,0,0,0,27,1,3,2,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
33,Liton Das,Haris Rauf,Tamim Iqbal,0,0,0,27,1,4,3,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
34,Liton Das,Haris Rauf,Tamim Iqbal,4,0,4,31,5,5,4,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
35,Liton Das,Haris Rauf,Tamim Iqbal,1,0,1,32,6,6,5,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
36,Tamim Iqbal,Haris Rauf,Liton Das,1,0,1,33,17,18,6,-,6,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
37,Tamim Iqbal,Mohammad Hasnain,Liton Das,1,0,1,34,18,19,1,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
38,Liton Das,Mohammad Hasnain,Tamim Iqbal,0,0,0,34,6,7,2,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
39,Liton Das,Mohammad Hasnain,Tamim Iqbal,0,0,0,34,6,8,3,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
