,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
40,Liton Das,Mohammad Hasnain,Tamim Iqbal,0,0,0,34,6,9,4,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
41,Liton Das,Mohammad Hasnain,Tamim Iqbal,1,0,1,35,7,10,5,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
42,Tamim Iqbal,Mohammad Hasnain,Liton Das,4,0,4,39,22,20,6,-,7,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
43,Liton Das,Shadab Khan,Tamim Iqbal,0,0,0,39,7,11,1,-,8,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
44,Liton Das,Shadab Khan,Tamim Iqbal,1,0,1,40,8,12,2,-,8,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
45,Tamim Iqbal,Shadab Khan,Liton Das,1,0,1,41,23,21,3,-,8,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
46,Liton Das,Shadab Khan,Tamim Iqbal,0,0,0,41,8,13,4,-,8,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
47,Liton Das,Shadab Khan,Tamim Iqbal,0,0,0,41,8,14,5,-,8,lbw,Liton Das,,"{'by': 'Bangladesh', 'umpire': 'Ahsan Raza', 'batter': 'Liton Das', 'decision': 'struck down', 'umpires_call': True}",bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
48,Afif Hossain,Shadab Khan,Tamim Iqbal,0,0,0,41,0,1,6,-,8,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
49,Tamim Iqbal,Shoaib Malik,Afif Hossain,1,0,1,42,24,22,1,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
50,Afif Hossain,Shoaib Malik,Tamim Iqbal,1,0,1,43,1,2,2,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
51,Tamim Iqbal,Shoaib Malik,Afif Hossain,1,0,1,44,25,23,3,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
52,Afif Hossain,Shoaib Malik,Tamim Iqbal,1,0,1,45,2,3,4,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
53,Tamim Iqbal,Shoaib Malik,Afif Hossain,0,0,0,45,25,24,5,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
54,Tamim Iqbal,Shoaib Malik,Afif Hossain,0,0,0,45,25,25,6,-,9,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
55,Afif Hossain,Shadab Khan,Tamim Iqbal,0,0,0,45,2,4,1,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
56,Afif Hossain,Shadab Khan,Tamim Iqbal,1,0,1,46,3,5,2,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
57,Tamim Iqbal,Shadab Khan,Afif Hossain,1,0,1,47,26,26,3,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
58,Afif Hossain,Shadab Khan,Tamim Iqbal,4,0,4,51,7,6,4,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
59,Afif Hossain,Shadab Khan,Tamim Iqbal,6,0,6,57,13,7,5,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
60,Afif Hossain,Shadab Khan,Tamim Iqbal,0,0,0,57,13,8,6,-,10,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
61,Tamim Iqbal,Shoaib Malik,Afif Hossain,1,0,1,58,27,27,1,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
62,Afif Hossain,Shoaib Malik,Tamim Iqbal,1,0,1,59,14,9,2,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
63,Tamim Iqbal,Shoaib Malik,Afif Hossain,1,0,1,60,28,28,3,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
64,Afif Hossain,Shoaib Malik,Tamim Iqbal,0,0,0,60,14,10,4,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
65,Afif Hossain,Shoaib Malik,Tamim Iqbal,1,0,1,61,15,11,5,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
66,Tamim Iqbal,Shoaib Malik,Afif Hossain,1,0,1,62,29,29,6,-,11,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
67,Tamim Iqbal,Iftikhar Ahmed,Afif Hossain,2,0,2,64,31,30,1,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
68,Tamim Iqbal,Iftikhar Ahmed,Afif Hossain,1,0,1,65,32,31,2,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
69,Afif Hossain,Iftikhar Ahmed,Tamim Iqbal,1,0,1,66,16,12,3,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
70,Tamim Iqbal,Iftikhar Ahmed,Afif Hossain,6,0,6,72,38,32,4,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
71,Tamim Iqbal,Iftikhar Ahmed,Afif Hossain,1,0,1,73,39,33,5,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
72,Afif Hossain,Iftikhar Ahmed,Tamim Iqbal,1,0,1,74,17,13,6,-,12,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
73,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,1,0,1,75,18,14,1,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
74,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,0,0,0,75,39,34,2,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
75,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,0,1,1,76,39,35,3,noballs,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
76,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,1,0,1,77,40,36,4,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
77,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,1,0,1,78,19,15,5,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
78,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,1,0,1,79,41,37,6,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
79,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,0,0,0,79,19,16,7,-,13,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
80,Tamim Iqbal,Haris Rauf,Afif Hossain,1,0,1,80,42,38,1,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
81,Afif Hossain,Haris Rauf,Tamim Iqbal,1,0,1,81,20,17,2,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
82,Tamim Iqbal,Haris Rauf,Afif Hossain,0,0,0,81,42,39,3,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
83,Tamim Iqbal,Haris Rauf,Afif Hossain,1,0,1,82,43,40,4,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
84,Afif Hossain,Haris Rauf,Tamim Iqbal,1,0,1,83,21,18,5,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
85,Tamim Iqbal,Haris Rauf,Afif Hossain,1,0,1,84,44,41,6,-,14,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
86,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,0,0,0,84,44,42,1,-,15,0,,,"{'by': 'Bangladesh', 'umpire': 'Shozab Raza', 'batter': 'Tamim Iqbal', 'decision': 'upheld'}",bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
87,Tamim Iqbal,Mohammad Hasnain,Afif Hossain,1,0,1,85,45,43,2,-,15,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
88,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,0,1,1,86,21,19,3,wides,15,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
89,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,0,0,0,86,21,20,4,-,15,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
90,Afif Hossain,Mohammad Hasnain,Tamim Iqbal,0,0,0,86,21,21,5,-,15,caught,Afif Hossain,Haris Rauf,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
91,Mahmudullah,Mohammad Hasnain,Tamim Iqbal,1,0,1,87,1,1,6,-,15,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
92,Tamim Iqbal,Mohammad Hasnain,Mahmudullah,1,0,1,88,46,44,7,-,15,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
93,Tamim Iqbal,Shadab Khan,Mahmudullah,4,0,4,92,50,45,1,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
94,Tamim Iqbal,Shadab Khan,Mahmudullah,0,0,0,92,50,46,2,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
95,Tamim Iqbal,Shadab Khan,Mahmudullah,4,0,4,96,54,47,3,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
96,Tamim Iqbal,Shadab Khan,Mahmudullah,4,0,4,100,58,48,4,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
97,Tamim Iqbal,Shadab Khan,Mahmudullah,1,0,1,101,59,49,5,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
98,Mahmudullah,Shadab Khan,Tamim Iqbal,1,0,1,102,2,2,6,-,16,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
99,Mahmudullah,Shaheen Shah Afridi,Tamim Iqbal,1,0,1,103,3,3,1,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
100,Tamim Iqbal,Shaheen Shah Afridi,Mahmudullah,1,0,1,104,60,50,2,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
101,Mahmudullah,Shaheen Shah Afridi,Tamim Iqbal,1,0,1,105,4,4,3,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
102,Tamim Iqbal,Shaheen Shah Afridi,Mahmudullah,1,0,1,106,61,51,4,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
103,Mahmudullah,Shaheen Shah Afridi,Tamim Iqbal,1,0,1,107,5,5,5,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
104,Tamim Iqbal,Shaheen Shah Afridi,Mahmudullah,4,0,4,111,65,52,6,-,17,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
105,Mahmudullah,Haris Rauf,Tamim Iqbal,4,0,4,115,9,6,1,-,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
106,Mahmudullah,Haris Rauf,Tamim Iqbal,0,0,0,115,9,7,2,-,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
107,Mahmudullah,Haris Rauf,Tamim Iqbal,0,2,2,117,9,8,3,wides,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
108,Tamim Iqbal,Haris Rauf,Mahmudullah,0,0,0,117,65,53,4,-,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
109,Tamim Iqbal,Haris Rauf,Mahmudullah,0,0,0,117,65,54,5,-,18,run out,Tamim Iqbal,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
110,Mahmudullah,Haris Rauf,Soumya Sarkar,1,0,1,118,10,9,6,-,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
111,Soumya Sarkar,Haris Rauf,Mahmudullah,1,0,1,119,1,1,7,-,18,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
112,Soumya Sarkar,Shaheen Shah Afridi,Mahmudullah,0,1,1,120,1,2,1,wides,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
113,Soumya Sarkar,Shaheen Shah Afridi,Mahmudullah,2,0,2,122,3,3,2,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
114,Soumya Sarkar,Shaheen Shah Afridi,Mahmudullah,1,0,1,123,4,4,3,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
115,Mahmudullah,Shaheen Shah Afridi,Soumya Sarkar,1,0,1,124,11,10,4,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
116,Soumya Sarkar,Shaheen Shah Afridi,Mahmudullah,1,0,1,125,5,5,5,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
117,Mahmudullah,Shaheen Shah Afridi,Soumya Sarkar,0,0,0,125,11,11,6,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
118,Mahmudullah,Shaheen Shah Afridi,Soumya Sarkar,1,0,1,126,12,12,7,-,19,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
119,Mahmudullah,Haris Rauf,Soumya Sarkar,0,0,0,126,12,13,1,-,20,bowled,Mahmudullah,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
120,Aminul Islam,Haris Rauf,Soumya Sarkar,4,0,4,130,4,1,2,-,20,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
121,Aminul Islam,Haris Rauf,Soumya Sarkar,0,0,0,130,4,2,3,-,20,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
122,Aminul Islam,Haris Rauf,Soumya Sarkar,0,1,1,131,4,3,4,legbyes,20,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
123,Soumya Sarkar,Haris Rauf,Aminul Islam,0,1,1,132,5,6,5,legbyes,20,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
124,Aminul Islam,Haris Rauf,Soumya Sarkar,4,0,4,136,8,4,6,-,20,0,,,,bat,Bangladesh,1,Gaddafi Stadium,2020-01-25,Bangladesh,Pakistan
