,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
10,Mohammad Naim,CB Mpofu,Liton Das,4,0,4,12,107,7,6,0,5,2,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
11,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,12,107,7,7,0,6,2,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
12,Liton Das,CT Mumba,Mohammad Naim,0,0,0,12,107,5,6,0,1,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
13,Liton Das,CT Mumba,Mohammad Naim,4,0,4,16,103,9,7,0,2,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
14,Liton Das,CT Mumba,Mohammad Naim,1,0,1,17,102,10,8,0,3,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
15,Mohammad Naim,CT Mumba,Liton Das,0,0,0,17,102,7,8,0,4,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
16,Mohammad Naim,CT Mumba,Liton Das,1,0,1,18,101,8,9,0,5,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
17,Liton Das,CT Mumba,Mohammad Naim,1,0,1,19,100,11,9,0,6,3,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
18,Liton Das,CK Tshuma,Mohammad Naim,4,0,4,23,96,15,10,0,1,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
19,Liton Das,CK Tshuma,Mohammad Naim,0,0,0,23,96,15,11,0,2,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
20,Liton Das,CK Tshuma,Mohammad Naim,1,0,1,24,95,16,12,0,3,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
21,Mohammad Naim,CK Tshuma,Liton Das,4,0,4,28,91,12,10,0,4,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
22,Mohammad Naim,CK Tshuma,Liton Das,0,1,1,29,90,12,11,0,5,4,wides,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
23,Mohammad Naim,CK Tshuma,Liton Das,0,0,0,29,90,12,12,0,6,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
24,Mohammad Naim,CK Tshuma,Liton Das,0,0,0,29,90,12,13,0,7,4,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
25,Liton Das,CB Mpofu,Mohammad Naim,1,0,1,30,89,17,13,0,1,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
26,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,30,89,12,14,0,2,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
27,Mohammad Naim,CB Mpofu,Liton Das,1,0,1,31,88,13,15,0,3,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
28,Liton Das,CB Mpofu,Mohammad Naim,1,0,1,32,87,18,14,0,4,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
29,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,32,87,13,16,0,5,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
30,Mohammad Naim,CB Mpofu,Liton Das,2,0,2,34,85,15,17,0,6,5,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
31,Liton Das,CT Mumba,Mohammad Naim,1,0,1,35,84,19,15,0,1,6,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
32,Mohammad Naim,CT Mumba,Liton Das,4,0,4,39,80,19,18,0,2,6,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
33,Mohammad Naim,CT Mumba,Liton Das,0,0,0,39,80,19,19,0,3,6,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
34,Mohammad Naim,CT Mumba,Liton Das,0,0,0,39,80,19,20,0,4,6,-,"{'by': 'Zimbabwe', 'umpire': 'Masudur Rahman', 'batter': 'Mohammad Naim', 'decision': 'struck down'}",0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
35,Mohammad Naim,CT Mumba,Liton Das,1,0,1,40,79,20,21,0,5,6,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
36,Liton Das,CT Mumba,Mohammad Naim,4,0,4,44,75,23,16,0,6,6,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
37,Mohammad Naim,SC Williams,Liton Das,0,0,0,44,75,20,22,0,1,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
38,Mohammad Naim,SC Williams,Liton Das,1,0,1,45,74,21,23,0,2,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
39,Liton Das,SC Williams,Mohammad Naim,0,0,0,45,74,23,17,0,3,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
40,Liton Das,SC Williams,Mohammad Naim,1,0,1,46,73,24,18,0,4,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
41,Mohammad Naim,SC Williams,Liton Das,1,0,1,47,72,22,24,0,5,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
42,Liton Das,SC Williams,Mohammad Naim,1,0,1,48,71,25,19,0,6,7,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
43,Liton Das,Sikandar Raza,Mohammad Naim,1,0,1,49,70,26,20,0,1,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
44,Mohammad Naim,Sikandar Raza,Liton Das,0,0,0,49,70,22,25,0,2,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
45,Mohammad Naim,Sikandar Raza,Liton Das,4,0,4,53,66,26,26,0,3,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
46,Mohammad Naim,Sikandar Raza,Liton Das,0,0,0,53,66,26,27,0,4,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
47,Mohammad Naim,Sikandar Raza,Liton Das,1,0,1,54,65,27,28,0,5,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
48,Liton Das,Sikandar Raza,Mohammad Naim,1,0,1,55,64,27,21,0,6,8,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
49,Liton Das,SC Williams,Mohammad Naim,0,1,1,56,63,27,22,0,1,9,wides,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
50,Liton Das,SC Williams,Mohammad Naim,4,0,4,60,59,31,23,0,2,9,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
51,Liton Das,SC Williams,Mohammad Naim,1,0,1,61,58,32,24,0,3,9,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
52,Mohammad Naim,SC Williams,Liton Das,0,1,1,62,57,27,29,0,4,9,legbyes,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
53,Liton Das,SC Williams,Mohammad Naim,1,0,1,63,56,33,25,0,5,9,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
54,Mohammad Naim,SC Williams,Liton Das,1,0,1,64,55,28,30,0,6,9,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
55,Liton Das,SC Williams,Mohammad Naim,1,0,1,65,54,34,26,0,7,9,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
56,Liton Das,W Madhevere,Mohammad Naim,0,0,0,65,54,34,27,0,1,10,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
57,Liton Das,W Madhevere,Mohammad Naim,4,0,4,69,50,38,28,0,2,10,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
58,Liton Das,W Madhevere,Mohammad Naim,2,0,2,71,48,40,29,0,3,10,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
59,Liton Das,W Madhevere,Mohammad Naim,0,0,0,71,48,40,30,0,4,10,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
60,Liton Das,W Madhevere,Mohammad Naim,0,1,1,72,47,40,31,0,5,10,byes,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
61,Mohammad Naim,W Madhevere,Liton Das,1,0,1,73,46,29,31,0,6,10,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
62,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,73,46,29,32,0,1,11,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
63,Mohammad Naim,CB Mpofu,Liton Das,4,0,4,77,42,33,33,0,2,11,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
64,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,77,42,33,34,0,3,11,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
65,Mohammad Naim,CB Mpofu,Liton Das,0,0,0,77,42,33,35,1,4,11,-,,caught,Mohammad Naim,TS Kamunhukamwe,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
66,Liton Das,CB Mpofu,Soumya Sarkar,1,0,1,78,41,41,32,1,5,11,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
67,Soumya Sarkar,CB Mpofu,Liton Das,0,0,0,78,41,0,1,1,6,11,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
68,Liton Das,Sikandar Raza,Soumya Sarkar,0,1,1,79,40,41,33,1,1,12,wides,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
69,Liton Das,Sikandar Raza,Soumya Sarkar,4,0,4,83,36,45,34,1,2,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
70,Liton Das,Sikandar Raza,Soumya Sarkar,4,0,4,87,32,49,35,1,3,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
71,Liton Das,Sikandar Raza,Soumya Sarkar,0,0,0,87,32,49,36,1,4,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
72,Liton Das,Sikandar Raza,Soumya Sarkar,1,0,1,88,31,50,37,1,5,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
73,Soumya Sarkar,Sikandar Raza,Liton Das,0,0,0,88,31,0,2,1,6,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
74,Soumya Sarkar,Sikandar Raza,Liton Das,1,0,1,89,30,1,3,1,7,12,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
75,Soumya Sarkar,CT Mumba,Liton Das,0,0,0,89,30,1,4,1,1,13,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
76,Soumya Sarkar,CT Mumba,Liton Das,0,1,1,90,29,1,5,1,2,13,legbyes,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
77,Liton Das,CT Mumba,Soumya Sarkar,4,0,4,94,25,54,38,1,3,13,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
78,Liton Das,CT Mumba,Soumya Sarkar,1,0,1,95,24,55,39,1,4,13,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
79,Soumya Sarkar,CT Mumba,Liton Das,2,0,2,97,22,3,6,1,5,13,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
80,Soumya Sarkar,CT Mumba,Liton Das,2,0,2,99,20,5,7,1,6,13,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
81,Liton Das,W Madhevere,Soumya Sarkar,1,0,1,100,19,56,40,1,1,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
82,Soumya Sarkar,W Madhevere,Liton Das,0,0,0,100,19,5,8,1,2,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
83,Soumya Sarkar,W Madhevere,Liton Das,0,0,0,100,19,5,9,1,3,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
84,Soumya Sarkar,W Madhevere,Liton Das,1,0,1,101,18,6,10,1,4,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
85,Liton Das,W Madhevere,Soumya Sarkar,1,0,1,102,17,57,41,1,5,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
86,Soumya Sarkar,W Madhevere,Liton Das,6,0,6,108,11,12,11,1,6,14,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
87,Liton Das,SC Williams,Soumya Sarkar,0,0,0,108,11,57,42,1,1,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
88,Liton Das,SC Williams,Soumya Sarkar,0,0,0,108,11,57,43,1,2,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
89,Liton Das,SC Williams,Soumya Sarkar,0,0,0,108,11,57,44,1,3,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
90,Liton Das,SC Williams,Soumya Sarkar,1,0,1,109,10,58,45,1,4,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
91,Soumya Sarkar,SC Williams,Liton Das,1,0,1,110,9,13,12,1,5,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
92,Liton Das,SC Williams,Soumya Sarkar,1,0,1,111,8,59,46,1,6,15,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
93,Liton Das,CB Mpofu,Soumya Sarkar,0,1,1,112,7,59,47,1,1,16,wides,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
94,Liton Das,CB Mpofu,Soumya Sarkar,1,0,1,113,6,60,48,1,2,16,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
95,Soumya Sarkar,CB Mpofu,Liton Das,0,0,0,113,6,13,13,1,3,16,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
96,Soumya Sarkar,CB Mpofu,Liton Das,6,0,6,119,0,19,14,1,4,16,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
97,Soumya Sarkar,CB Mpofu,Liton Das,0,0,0,119,0,19,15,1,5,16,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
98,Soumya Sarkar,CB Mpofu,Liton Das,1,0,1,120,-1,20,16,1,6,16,-,,0,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-11,Bangladesh,Bangladesh,Zimbabwe,120
