,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,G Gambhir,WB Rankin,RG Sharma,4,0,4,4,108,4,1,0,1,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
1,G Gambhir,WB Rankin,RG Sharma,0,0,0,4,108,4,2,0,2,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
2,G Gambhir,WB Rankin,RG Sharma,0,0,0,4,108,4,3,0,3,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
3,G Gambhir,WB Rankin,RG Sharma,0,0,0,4,108,4,4,0,4,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
4,G Gambhir,WB Rankin,RG Sharma,1,0,1,5,107,5,5,0,5,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
5,RG Sharma,WB Rankin,G Gambhir,0,0,0,5,107,0,1,0,6,1,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
6,G Gambhir,KJ O'Brien,RG Sharma,1,0,1,6,106,6,6,0,1,2,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
7,RG Sharma,KJ O'Brien,G Gambhir,0,0,0,6,106,0,2,0,2,2,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
8,RG Sharma,KJ O'Brien,G Gambhir,4,0,4,10,102,4,3,0,3,2,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
9,RG Sharma,KJ O'Brien,G Gambhir,1,0,1,11,101,5,4,0,4,2,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
10,G Gambhir,KJ O'Brien,RG Sharma,0,0,0,11,101,6,7,0,5,2,-,0,,,field,India,2,Trent Bridge,2009,06,India_Ireland_2009-06-10,India,India,Ireland,113
