,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
37,KIC Asalanka,KW Richardson,P Nissanka,0,0,0,50,45,11,10,1,6,-,6,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
38,P Nissanka,AC Agar,KIC Asalanka,2,0,2,52,43,13,13,1,1,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
39,P Nissanka,AC Agar,KIC Asalanka,1,0,1,53,42,14,14,1,2,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
40,KIC Asalanka,AC Agar,P Nissanka,0,0,0,53,42,11,11,1,3,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
41,KIC Asalanka,AC Agar,P Nissanka,1,0,1,54,41,12,12,1,4,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
42,P Nissanka,AC Agar,KIC Asalanka,1,0,1,55,40,15,15,1,5,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
43,KIC Asalanka,AC Agar,P Nissanka,1,0,1,56,39,13,13,1,6,-,7,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
44,KIC Asalanka,MA Starc,P Nissanka,0,0,0,56,39,13,14,1,1,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
45,KIC Asalanka,MA Starc,P Nissanka,2,0,2,58,37,15,15,1,2,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
46,KIC Asalanka,MA Starc,P Nissanka,1,0,1,59,36,16,16,1,3,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
47,P Nissanka,MA Starc,KIC Asalanka,1,0,1,60,35,16,16,1,4,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
48,KIC Asalanka,MA Starc,P Nissanka,1,0,1,61,34,17,17,1,5,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
49,P Nissanka,MA Starc,KIC Asalanka,1,0,1,62,33,17,17,1,6,-,8,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
50,P Nissanka,GJ Maxwell,KIC Asalanka,2,0,2,64,31,19,18,1,1,-,9,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
51,P Nissanka,GJ Maxwell,KIC Asalanka,0,0,0,64,31,19,19,1,2,-,9,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
52,P Nissanka,GJ Maxwell,KIC Asalanka,2,0,2,66,29,21,20,1,3,-,9,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
53,P Nissanka,GJ Maxwell,KIC Asalanka,0,0,0,66,29,21,21,1,4,-,9,0,,,"{'by': 'Australia', 'umpire': 'HDPK Dharmasena', 'batter': 'P Nissanka', 'decision': 'struck down'}",field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
54,P Nissanka,GJ Maxwell,KIC Asalanka,1,0,1,67,28,22,22,1,5,-,9,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
55,KIC Asalanka,GJ Maxwell,P Nissanka,1,0,1,68,27,18,18,1,6,-,9,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
56,KIC Asalanka,KW Richardson,P Nissanka,4,0,4,72,23,22,19,1,1,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
57,KIC Asalanka,KW Richardson,P Nissanka,4,0,4,76,19,26,20,1,2,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
58,KIC Asalanka,KW Richardson,P Nissanka,1,0,1,77,18,27,21,1,3,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
59,P Nissanka,KW Richardson,KIC Asalanka,0,0,0,77,18,22,23,1,4,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
60,P Nissanka,KW Richardson,KIC Asalanka,1,0,1,78,17,23,24,1,5,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
61,KIC Asalanka,KW Richardson,P Nissanka,1,0,1,79,16,28,22,1,6,-,10,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
62,KIC Asalanka,AC Agar,P Nissanka,0,0,0,79,16,28,23,1,1,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
63,KIC Asalanka,AC Agar,P Nissanka,1,0,1,80,15,29,24,1,2,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
64,P Nissanka,AC Agar,KIC Asalanka,1,0,1,81,14,24,25,1,3,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
65,KIC Asalanka,AC Agar,P Nissanka,1,0,1,82,13,30,25,1,4,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
66,P Nissanka,AC Agar,KIC Asalanka,6,0,6,88,7,30,26,1,5,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
67,P Nissanka,AC Agar,KIC Asalanka,0,0,0,88,7,30,27,1,6,-,11,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
68,KIC Asalanka,MA Starc,P Nissanka,1,0,1,89,6,31,26,1,1,-,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
69,P Nissanka,MA Starc,KIC Asalanka,2,0,2,91,4,32,28,1,2,-,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
70,P Nissanka,MA Starc,KIC Asalanka,0,0,0,91,4,32,29,1,3,-,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
71,P Nissanka,MA Starc,KIC Asalanka,0,5,5,96,-1,32,30,1,4,wides,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
72,P Nissanka,MA Starc,KIC Asalanka,4,0,4,100,-5,36,31,1,5,-,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
73,P Nissanka,MA Starc,KIC Asalanka,0,0,0,100,-5,36,32,1,6,-,12,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
74,P Nissanka,MA Starc,KIC Asalanka,0,0,0,100,-5,36,33,2,7,-,12,bowled,P Nissanka,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
75,KIC Asalanka,AC Agar,BKG Mendis,1,0,1,101,-6,32,27,2,1,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
76,BKG Mendis,AC Agar,KIC Asalanka,0,0,0,101,-6,0,1,2,2,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
77,BKG Mendis,AC Agar,KIC Asalanka,0,0,0,101,-6,0,2,2,3,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
78,BKG Mendis,AC Agar,KIC Asalanka,0,0,0,101,-6,0,3,2,4,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
79,BKG Mendis,AC Agar,KIC Asalanka,1,0,1,102,-7,1,4,2,5,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
80,KIC Asalanka,AC Agar,BKG Mendis,0,0,0,102,-7,32,28,2,6,-,13,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
81,BKG Mendis,JR Hazlewood,KIC Asalanka,0,0,0,102,-7,1,5,3,1,-,14,caught,BKG Mendis,AC Agar,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
82,KIC Asalanka,JR Hazlewood,PBB Rajapaksa,0,0,0,102,-7,32,29,3,2,-,14,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
83,KIC Asalanka,JR Hazlewood,PBB Rajapaksa,1,0,1,103,-8,33,30,3,3,-,14,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
84,PBB Rajapaksa,JR Hazlewood,KIC Asalanka,0,0,0,103,-8,0,1,4,4,-,14,caught,PBB Rajapaksa,MS Wade,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
85,MD Shanaka,JR Hazlewood,KIC Asalanka,0,0,0,103,-8,0,1,4,5,-,14,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
86,MD Shanaka,JR Hazlewood,KIC Asalanka,0,0,0,103,-8,0,2,5,6,-,14,lbw,MD Shanaka,,"{'by': 'Sri Lanka', 'umpire': 'LE Hannibal', 'batter': 'MD Shanaka', 'decision': 'struck down'}",field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
87,KIC Asalanka,AC Agar,PWH de Silva,1,0,1,104,-9,34,31,5,1,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
88,PWH de Silva,AC Agar,KIC Asalanka,1,0,1,105,-10,1,1,5,2,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
89,KIC Asalanka,AC Agar,PWH de Silva,1,0,1,106,-11,35,32,5,3,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
90,PWH de Silva,AC Agar,KIC Asalanka,1,0,1,107,-12,2,2,5,4,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
91,KIC Asalanka,AC Agar,PWH de Silva,3,0,3,110,-15,38,33,5,5,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
92,PWH de Silva,AC Agar,KIC Asalanka,1,0,1,111,-16,3,3,5,6,-,15,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
93,PWH de Silva,MR Marsh,KIC Asalanka,0,0,0,111,-16,3,4,5,1,-,16,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
94,PWH de Silva,MR Marsh,KIC Asalanka,4,0,4,115,-20,7,5,5,2,-,16,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
95,PWH de Silva,MR Marsh,KIC Asalanka,1,0,1,116,-21,8,6,5,3,-,16,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
96,KIC Asalanka,MR Marsh,PWH de Silva,0,0,0,116,-21,38,34,6,4,-,16,run out,KIC Asalanka,MR Marsh;MS Wade,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
97,PWH de Silva,MR Marsh,C Karunaratne,1,0,1,117,-22,9,7,6,5,-,16,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
98,C Karunaratne,MR Marsh,PWH de Silva,1,0,1,118,-23,1,1,6,6,-,16,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
99,C Karunaratne,KW Richardson,PWH de Silva,0,0,0,118,-23,1,2,7,1,-,17,run out,C Karunaratne,SPD Smith,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
100,PWH de Silva,KW Richardson,PVD Chameera,0,0,0,118,-23,9,8,7,2,-,17,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
101,PWH de Silva,KW Richardson,PVD Chameera,1,0,1,119,-24,10,9,7,3,-,17,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
102,PVD Chameera,KW Richardson,PWH de Silva,0,0,0,119,-24,0,1,7,4,-,17,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
103,PVD Chameera,KW Richardson,PWH de Silva,0,0,0,119,-24,0,2,7,5,-,17,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
104,PVD Chameera,KW Richardson,PWH de Silva,0,0,0,119,-24,0,3,7,6,-,17,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
105,PWH de Silva,JR Hazlewood,PVD Chameera,2,0,2,121,-26,12,10,7,1,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
106,PWH de Silva,JR Hazlewood,PVD Chameera,0,0,0,121,-26,12,11,7,2,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
107,PWH de Silva,JR Hazlewood,PVD Chameera,4,0,4,125,-30,16,12,7,3,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
108,PWH de Silva,JR Hazlewood,PVD Chameera,0,0,0,125,-30,16,13,7,4,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
109,PWH de Silva,JR Hazlewood,PVD Chameera,1,0,1,126,-31,17,14,7,5,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
110,PVD Chameera,JR Hazlewood,PWH de Silva,1,0,1,127,-32,1,4,7,6,-,18,0,,,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
111,PVD Chameera,MA Starc,PWH de Silva,0,0,0,127,-32,1,5,8,1,-,19,caught,PVD Chameera,DA Warner,,field,Australia,1,"R Premadasa Stadium, Colombo",2022,06,Sri Lanka_Australia_2022-06-07,Australia,Sri Lanka,Australia,128
