,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Ishan Kishan,TG Southee,RR Pant,0,0,0,0,160,0,1,0,1,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
1,Ishan Kishan,TG Southee,RR Pant,0,0,0,0,160,0,2,0,2,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
2,Ishan Kishan,TG Southee,RR Pant,0,0,0,0,160,0,3,0,3,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
3,Ishan Kishan,TG Southee,RR Pant,6,0,6,6,154,6,4,0,4,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
4,Ishan Kishan,TG Southee,RR Pant,0,0,0,6,154,6,5,0,5,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
5,Ishan Kishan,TG Southee,RR Pant,0,0,0,6,154,6,6,0,6,1,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
6,RR Pant,AF Milne,Ishan Kishan,3,0,3,9,151,3,1,0,1,2,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
7,Ishan Kishan,AF Milne,RR Pant,0,0,0,9,151,6,7,0,2,2,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
8,Ishan Kishan,AF Milne,RR Pant,0,0,0,9,151,6,8,0,3,2,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
9,Ishan Kishan,AF Milne,RR Pant,4,0,4,13,147,10,9,0,4,2,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
10,Ishan Kishan,AF Milne,RR Pant,0,0,0,13,147,10,10,0,5,2,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
11,Ishan Kishan,AF Milne,RR Pant,0,0,0,13,147,10,11,1,6,2,caught,Ishan Kishan,MS Chapman,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
12,RR Pant,TG Southee,SA Yadav,0,0,0,13,147,3,2,1,1,3,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
13,RR Pant,TG Southee,SA Yadav,4,0,4,17,143,7,3,1,2,3,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
14,RR Pant,TG Southee,SA Yadav,4,0,4,21,139,11,4,1,3,3,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
15,RR Pant,TG Southee,SA Yadav,0,0,0,21,139,11,5,2,4,3,caught,RR Pant,IS Sodhi,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
16,SS Iyer,TG Southee,SA Yadav,0,0,0,21,139,0,1,3,5,3,caught,SS Iyer,JDS Neesham,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
17,HH Pandya,TG Southee,SA Yadav,0,1,1,22,138,0,1,3,6,3,0,,,wides,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
18,HH Pandya,TG Southee,SA Yadav,0,1,1,23,137,0,2,3,7,3,0,,,wides,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
19,HH Pandya,TG Southee,SA Yadav,0,0,0,23,137,0,3,3,8,3,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
20,SA Yadav,AF Milne,HH Pandya,4,0,4,27,133,4,1,3,1,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
21,SA Yadav,AF Milne,HH Pandya,0,0,0,27,133,4,2,3,2,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
22,SA Yadav,AF Milne,HH Pandya,1,0,1,28,132,5,3,3,3,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
23,HH Pandya,AF Milne,SA Yadav,4,0,4,32,128,4,4,3,4,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
24,HH Pandya,AF Milne,SA Yadav,4,0,4,36,124,8,5,3,5,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
25,HH Pandya,AF Milne,SA Yadav,3,0,3,39,121,11,6,3,6,4,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
26,HH Pandya,TG Southee,SA Yadav,4,0,4,43,117,15,7,3,1,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
27,HH Pandya,TG Southee,SA Yadav,0,0,0,43,117,15,8,3,2,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
28,HH Pandya,TG Southee,SA Yadav,6,0,6,49,111,21,9,3,3,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
29,HH Pandya,TG Southee,SA Yadav,1,0,1,50,110,22,10,3,4,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
30,SA Yadav,TG Southee,HH Pandya,0,0,0,50,110,5,4,3,5,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
31,SA Yadav,TG Southee,HH Pandya,0,0,0,50,110,5,5,3,6,5,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
32,HH Pandya,LH Ferguson,SA Yadav,0,0,0,50,110,22,11,3,1,6,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
33,HH Pandya,LH Ferguson,SA Yadav,1,0,1,51,109,23,12,3,2,6,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
34,SA Yadav,LH Ferguson,HH Pandya,6,0,6,57,103,11,6,3,3,6,0,,,-,bat,New Zealand,2,"McLean Park, Napier",2022,11,New Zealand_India_2022-11-22,tie,India,New Zealand,75
