,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,DPMD Jayawardene,IK Pathan,TM Dilshan,4,0,4,4,151,4,1,0,1,-,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
1,DPMD Jayawardene,IK Pathan,TM Dilshan,0,1,1,5,150,4,2,0,2,wides,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
2,DPMD Jayawardene,IK Pathan,TM Dilshan,0,1,1,6,149,4,3,0,3,wides,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
3,DPMD Jayawardene,IK Pathan,TM Dilshan,0,0,0,6,149,4,4,0,4,-,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
4,DPMD Jayawardene,IK Pathan,TM Dilshan,0,0,0,6,149,4,5,0,5,-,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
5,DPMD Jayawardene,IK Pathan,TM Dilshan,1,0,1,7,148,5,6,0,6,-,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
6,TM Dilshan,IK Pathan,DPMD Jayawardene,0,0,0,7,148,0,1,1,7,-,bowled,TM Dilshan,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
7,WU Tharanga,IK Pathan,DPMD Jayawardene,2,0,2,9,146,2,1,1,8,-,0,,,0,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
8,DPMD Jayawardene,UT Yadav,WU Tharanga,0,0,0,9,146,5,7,1,1,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
9,DPMD Jayawardene,UT Yadav,WU Tharanga,1,0,1,10,145,6,8,1,2,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
10,WU Tharanga,UT Yadav,DPMD Jayawardene,0,1,1,11,144,2,2,1,3,wides,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
11,WU Tharanga,UT Yadav,DPMD Jayawardene,0,0,0,11,144,2,3,1,4,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
12,WU Tharanga,UT Yadav,DPMD Jayawardene,3,0,3,14,141,5,4,1,5,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
13,DPMD Jayawardene,UT Yadav,WU Tharanga,0,0,0,14,141,6,9,1,6,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
14,DPMD Jayawardene,UT Yadav,WU Tharanga,0,0,0,14,141,6,10,1,7,-,0,,,1,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
15,WU Tharanga,IK Pathan,DPMD Jayawardene,0,0,0,14,141,5,5,2,1,-,caught,WU Tharanga,SK Raina,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
16,HDRL Thirimanne,IK Pathan,DPMD Jayawardene,0,1,1,15,140,0,1,2,2,legbyes,0,,,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
17,DPMD Jayawardene,IK Pathan,HDRL Thirimanne,0,0,0,15,140,6,11,2,3,-,0,,,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
18,DPMD Jayawardene,IK Pathan,HDRL Thirimanne,0,0,0,15,140,6,12,2,4,-,0,,,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
19,DPMD Jayawardene,IK Pathan,HDRL Thirimanne,3,0,3,18,137,9,13,2,5,-,0,,,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
20,HDRL Thirimanne,IK Pathan,DPMD Jayawardene,0,0,0,18,137,0,2,2,6,-,0,,,2,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
21,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,4,0,4,22,133,13,14,2,1,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
22,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,4,0,4,26,129,17,15,2,2,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
23,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,0,0,0,26,129,17,16,2,3,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
24,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,4,0,4,30,125,21,17,2,4,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
25,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,4,0,4,34,121,25,18,2,5,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
26,DPMD Jayawardene,UT Yadav,HDRL Thirimanne,1,0,1,35,120,26,19,2,6,-,0,,,3,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
27,DPMD Jayawardene,IK Pathan,HDRL Thirimanne,0,0,0,35,120,26,20,2,1,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
28,DPMD Jayawardene,IK Pathan,HDRL Thirimanne,0,0,0,35,120,26,21,3,2,-,lbw,DPMD Jayawardene,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
29,AD Mathews,IK Pathan,HDRL Thirimanne,4,0,4,39,116,4,1,3,3,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
30,AD Mathews,IK Pathan,HDRL Thirimanne,0,0,0,39,116,4,2,3,4,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
31,AD Mathews,IK Pathan,HDRL Thirimanne,0,0,0,39,116,4,3,3,5,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
32,AD Mathews,IK Pathan,HDRL Thirimanne,0,0,0,39,116,4,4,3,6,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
33,HDRL Thirimanne,AB Dinda,AD Mathews,0,0,0,39,116,0,3,3,1,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
34,HDRL Thirimanne,AB Dinda,AD Mathews,0,0,0,39,116,0,4,3,2,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
35,HDRL Thirimanne,AB Dinda,AD Mathews,4,0,4,43,112,4,5,3,3,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
36,HDRL Thirimanne,AB Dinda,AD Mathews,5,0,5,48,107,9,6,3,4,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
37,AD Mathews,AB Dinda,HDRL Thirimanne,4,0,4,52,103,8,5,3,5,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
38,AD Mathews,AB Dinda,HDRL Thirimanne,0,0,0,52,103,8,6,3,6,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
39,HDRL Thirimanne,V Kohli,AD Mathews,0,0,0,52,103,9,7,3,1,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
40,HDRL Thirimanne,V Kohli,AD Mathews,1,0,1,53,102,10,8,3,2,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
41,AD Mathews,V Kohli,HDRL Thirimanne,0,0,0,53,102,8,7,3,3,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
42,AD Mathews,V Kohli,HDRL Thirimanne,0,0,0,53,102,8,8,3,4,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
43,AD Mathews,V Kohli,HDRL Thirimanne,1,0,1,54,101,9,9,3,5,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
44,HDRL Thirimanne,V Kohli,AD Mathews,2,0,2,56,99,12,9,3,6,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
45,AD Mathews,RG Sharma,HDRL Thirimanne,0,1,1,57,98,9,10,3,1,wides,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2012,08,Sri Lanka_India_2012-08-07,India,Sri Lanka,India,116
