,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
11,Mohammad Rizwan,Nasum Ahmed,Babar Azam,0,0,0,11,116,9,10,0,6,2,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
12,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,11,116,2,3,0,1,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
13,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,11,116,2,4,0,2,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
14,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,11,116,2,5,0,3,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
15,Babar Azam,Taskin Ahmed,Mohammad Rizwan,4,0,4,15,112,6,6,0,4,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
16,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,15,112,6,7,0,5,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
17,Babar Azam,Taskin Ahmed,Mohammad Rizwan,0,0,0,15,112,6,8,0,6,3,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
18,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,1,0,1,16,111,10,11,0,1,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
19,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,1,0,1,17,110,7,9,0,2,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
20,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,0,0,0,17,110,10,12,0,3,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
21,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,4,0,4,21,106,14,13,0,4,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
22,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,4,0,4,25,102,18,14,0,5,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
23,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,1,0,1,26,101,19,15,0,6,4,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
24,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,0,0,0,26,101,19,16,0,1,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
25,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,27,100,20,17,0,2,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
26,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,1,0,1,28,99,8,10,0,3,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
27,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,2,0,2,30,97,22,18,0,4,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
28,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,2,0,2,32,95,24,19,0,5,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
29,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,33,94,25,20,0,6,5,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
30,Mohammad Rizwan,Nasum Ahmed,Babar Azam,1,0,1,34,93,26,21,0,1,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
31,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,34,93,8,11,0,2,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
32,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,34,93,8,12,0,3,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
33,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,34,93,8,13,0,4,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
34,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,34,93,8,14,0,5,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
35,Babar Azam,Nasum Ahmed,Mohammad Rizwan,1,0,1,35,92,9,15,0,6,6,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
36,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,0,0,0,35,92,9,16,0,1,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
37,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,1,0,1,36,91,10,17,0,2,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
38,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,0,0,0,36,91,26,22,0,3,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
39,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,0,0,0,36,91,26,23,0,4,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
40,Mohammad Rizwan,Mustafizur Rahman,Babar Azam,1,0,1,37,90,27,24,0,5,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
41,Babar Azam,Mustafizur Rahman,Mohammad Rizwan,1,0,1,38,89,11,18,0,6,7,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
42,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,38,89,11,19,0,1,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
43,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,38,89,11,20,0,2,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
44,Babar Azam,Nasum Ahmed,Mohammad Rizwan,1,0,1,39,88,12,21,0,3,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
45,Mohammad Rizwan,Nasum Ahmed,Babar Azam,1,0,1,40,87,28,25,0,4,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
46,Babar Azam,Nasum Ahmed,Mohammad Rizwan,1,0,1,41,86,13,22,0,5,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
47,Mohammad Rizwan,Nasum Ahmed,Babar Azam,1,0,1,42,85,29,26,0,6,8,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
48,Mohammad Rizwan,Ebadat Hossain,Babar Azam,1,0,1,43,84,30,27,0,1,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
49,Babar Azam,Ebadat Hossain,Mohammad Rizwan,0,0,0,43,84,13,23,0,2,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
50,Babar Azam,Ebadat Hossain,Mohammad Rizwan,0,0,0,43,84,13,24,0,3,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
51,Babar Azam,Ebadat Hossain,Mohammad Rizwan,2,0,2,45,82,15,25,0,4,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
52,Babar Azam,Ebadat Hossain,Mohammad Rizwan,2,0,2,47,80,17,26,0,5,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
53,Babar Azam,Ebadat Hossain,Mohammad Rizwan,1,0,1,48,79,18,27,0,6,9,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
54,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,0,0,0,48,79,18,28,0,1,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
55,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,1,0,1,49,78,19,29,0,2,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
56,Mohammad Rizwan,Shakib Al Hasan,Babar Azam,1,0,1,50,77,31,28,0,3,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
57,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,4,0,4,54,73,23,30,0,4,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
58,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,2,0,2,56,71,25,31,0,5,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
59,Babar Azam,Shakib Al Hasan,Mohammad Rizwan,0,0,0,56,71,25,32,0,6,10,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
60,Mohammad Rizwan,Nasum Ahmed,Babar Azam,0,0,0,56,71,31,29,0,1,11,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
61,Mohammad Rizwan,Nasum Ahmed,Babar Azam,1,0,1,57,70,32,30,0,2,11,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
62,Babar Azam,Nasum Ahmed,Mohammad Rizwan,0,0,0,57,70,25,33,1,3,11,,-,caught,Babar Azam,Mustafizur Rahman,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
63,Mohammad Nawaz,Nasum Ahmed,Mohammad Rizwan,0,1,1,58,69,0,1,1,4,11,,wides,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
64,Mohammad Nawaz,Nasum Ahmed,Mohammad Rizwan,0,0,0,58,69,0,2,1,5,11,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
65,Mohammad Nawaz,Nasum Ahmed,Mohammad Rizwan,0,1,1,59,68,0,3,1,6,11,,wides,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
66,Mohammad Nawaz,Nasum Ahmed,Mohammad Rizwan,0,0,0,59,68,0,4,1,7,11,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
67,Mohammad Nawaz,Nasum Ahmed,Mohammad Rizwan,0,2,2,61,66,0,5,1,8,11,"{'by': 'Bangladesh', 'umpire': 'AT Holdstock', 'batter': 'Mohammad Nawaz', 'decision': 'struck down'}",legbyes,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
68,Mohammad Rizwan,Ebadat Hossain,Mohammad Nawaz,0,0,0,61,66,32,31,1,1,12,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
69,Mohammad Rizwan,Ebadat Hossain,Mohammad Nawaz,0,0,0,61,66,32,32,2,2,12,,-,caught,Mohammad Rizwan,Nazmul Hossain Shanto,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
70,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,1,0,1,62,65,1,1,2,3,12,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
71,Mohammad Nawaz,Ebadat Hossain,Mohammad Haris,0,4,4,66,61,0,6,2,4,12,,legbyes,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
72,Mohammad Nawaz,Ebadat Hossain,Mohammad Haris,1,0,1,67,60,1,7,2,5,12,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
73,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,1,1,2,69,58,2,2,2,6,12,,noballs,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
74,Mohammad Nawaz,Ebadat Hossain,Mohammad Haris,0,0,0,69,58,1,8,2,7,12,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
75,Mohammad Haris,Mustafizur Rahman,Mohammad Nawaz,2,0,2,71,56,4,3,2,1,13,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
76,Mohammad Haris,Mustafizur Rahman,Mohammad Nawaz,0,0,0,71,56,4,4,2,2,13,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
77,Mohammad Haris,Mustafizur Rahman,Mohammad Nawaz,0,1,1,72,55,4,5,2,3,13,,legbyes,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
78,Mohammad Nawaz,Mustafizur Rahman,Mohammad Haris,1,0,1,73,54,2,9,2,4,13,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
79,Mohammad Haris,Mustafizur Rahman,Mohammad Nawaz,2,0,2,75,52,6,6,2,5,13,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
80,Mohammad Haris,Mustafizur Rahman,Mohammad Nawaz,1,0,1,76,51,7,7,2,6,13,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
81,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,4,0,4,80,47,11,8,2,1,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
82,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,1,0,1,81,46,12,9,2,2,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
83,Mohammad Nawaz,Ebadat Hossain,Mohammad Haris,1,0,1,82,45,3,10,2,3,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
84,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,6,0,6,88,39,18,10,2,4,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
85,Mohammad Haris,Ebadat Hossain,Mohammad Nawaz,1,0,1,89,38,19,11,2,5,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
86,Mohammad Nawaz,Ebadat Hossain,Mohammad Haris,0,0,0,89,38,3,11,2,6,14,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
87,Mohammad Haris,Shakib Al Hasan,Mohammad Nawaz,1,0,1,90,37,20,12,2,1,15,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
88,Mohammad Nawaz,Shakib Al Hasan,Mohammad Haris,1,0,1,91,36,4,12,2,2,15,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
89,Mohammad Haris,Shakib Al Hasan,Mohammad Nawaz,1,0,1,92,35,21,13,2,3,15,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
90,Mohammad Nawaz,Shakib Al Hasan,Mohammad Haris,0,0,0,92,35,4,13,3,4,15,,-,run out,Mohammad Nawaz,Liton Das,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
91,Mohammad Haris,Shakib Al Hasan,Shan Masood,1,0,1,93,34,22,14,3,5,15,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
92,Shan Masood,Shakib Al Hasan,Mohammad Haris,1,0,1,94,33,1,1,3,6,15,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
93,Shan Masood,Taskin Ahmed,Mohammad Haris,2,0,2,96,31,3,2,3,1,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
94,Shan Masood,Taskin Ahmed,Mohammad Haris,2,0,2,98,29,5,3,3,2,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
95,Shan Masood,Taskin Ahmed,Mohammad Haris,1,1,2,100,27,6,4,3,3,16,,noballs,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
96,Mohammad Haris,Taskin Ahmed,Shan Masood,6,0,6,106,21,28,15,3,4,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
97,Mohammad Haris,Taskin Ahmed,Shan Masood,2,0,2,108,19,30,16,3,5,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
98,Mohammad Haris,Taskin Ahmed,Shan Masood,1,0,1,109,18,31,17,3,6,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
99,Shan Masood,Taskin Ahmed,Mohammad Haris,1,0,1,110,17,7,5,3,7,16,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
100,Shan Masood,Shakib Al Hasan,Mohammad Haris,4,0,4,114,13,11,6,3,1,17,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
101,Shan Masood,Shakib Al Hasan,Mohammad Haris,2,0,2,116,11,13,7,3,2,17,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
102,Shan Masood,Shakib Al Hasan,Mohammad Haris,4,0,4,120,7,17,8,3,3,17,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
103,Shan Masood,Shakib Al Hasan,Mohammad Haris,1,0,1,121,6,18,9,3,4,17,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
104,Mohammad Haris,Shakib Al Hasan,Shan Masood,0,0,0,121,6,31,18,4,5,17,,-,caught,Mohammad Haris,Nasum Ahmed,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
105,Iftikhar Ahmed,Shakib Al Hasan,Shan Masood,0,0,0,121,6,0,1,4,6,17,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
106,Shan Masood,Mustafizur Rahman,Iftikhar Ahmed,1,0,1,122,5,19,10,4,1,18,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
107,Iftikhar Ahmed,Mustafizur Rahman,Shan Masood,1,0,1,123,4,1,2,4,2,18,,-,0,,,bat,Bangladesh,2,Adelaide Oval,2022,11,Bangladesh_Pakistan_2022-11-06,Pakistan,Pakistan,Bangladesh,128
