,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,TM Dilshan,JE Root,MDKJ Perera,4,0,4,4,,4,1,0,1,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
1,TM Dilshan,JE Root,MDKJ Perera,1,0,1,5,,5,2,0,2,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
2,MDKJ Perera,JE Root,TM Dilshan,0,0,0,5,,0,1,0,3,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
3,MDKJ Perera,JE Root,TM Dilshan,0,0,0,5,,0,2,0,4,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
4,MDKJ Perera,JE Root,TM Dilshan,4,0,4,9,,4,3,0,5,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
5,MDKJ Perera,JE Root,TM Dilshan,0,0,0,9,,4,4,0,6,0,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
6,TM Dilshan,CR Woakes,MDKJ Perera,0,0,0,9,,5,3,0,1,1,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
7,TM Dilshan,CR Woakes,MDKJ Perera,4,0,4,13,,9,4,0,2,1,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
8,TM Dilshan,CR Woakes,MDKJ Perera,1,0,1,14,,10,5,0,3,1,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
9,MDKJ Perera,CR Woakes,TM Dilshan,0,0,0,14,,4,5,0,4,1,0,,,-,field,England,1,Kennington Oval,2014,05,England_Sri Lanka_2014-05-20,Sri Lanka,Sri Lanka,England,True,183
