,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
16,V Sibanda,SCJ Broad,BRM Taylor,4,0,4,32,16,12,5,3,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
17,V Sibanda,SCJ Broad,BRM Taylor,0,0,0,32,16,13,6,3,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
18,BRM Taylor,A Flintoff,V Sibanda,0,0,0,32,12,6,1,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
19,BRM Taylor,A Flintoff,V Sibanda,0,0,0,32,12,7,2,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
20,BRM Taylor,A Flintoff,V Sibanda,0,0,0,32,12,8,3,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
21,BRM Taylor,A Flintoff,V Sibanda,1,0,1,33,13,9,4,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
22,V Sibanda,A Flintoff,BRM Taylor,0,0,0,33,16,14,5,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
23,V Sibanda,A Flintoff,BRM Taylor,0,0,0,33,16,15,6,4,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
24,BRM Taylor,SCJ Broad,V Sibanda,4,0,4,37,17,10,1,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
25,BRM Taylor,SCJ Broad,V Sibanda,4,0,4,41,21,11,2,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
26,BRM Taylor,SCJ Broad,V Sibanda,1,0,1,42,22,12,3,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
27,V Sibanda,SCJ Broad,BRM Taylor,4,0,4,46,20,16,4,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
28,V Sibanda,SCJ Broad,BRM Taylor,1,0,1,47,21,17,5,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
29,BRM Taylor,SCJ Broad,V Sibanda,0,0,0,47,22,13,6,5,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
30,V Sibanda,A Flintoff,BRM Taylor,1,0,1,48,22,18,1,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
31,BRM Taylor,A Flintoff,V Sibanda,4,0,4,52,26,14,2,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
32,BRM Taylor,A Flintoff,V Sibanda,0,0,0,52,26,15,3,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
33,BRM Taylor,A Flintoff,V Sibanda,1,0,1,53,27,16,4,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
34,V Sibanda,A Flintoff,BRM Taylor,0,0,0,53,22,19,5,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
35,V Sibanda,A Flintoff,BRM Taylor,4,0,4,57,26,20,6,6,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
36,BRM Taylor,AD Mascarenhas,V Sibanda,1,0,1,58,28,17,1,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
37,V Sibanda,AD Mascarenhas,BRM Taylor,0,0,0,58,26,21,2,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
38,V Sibanda,AD Mascarenhas,BRM Taylor,1,0,1,59,27,22,3,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
39,BRM Taylor,AD Mascarenhas,V Sibanda,2,0,2,61,30,18,4,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
40,BRM Taylor,AD Mascarenhas,V Sibanda,0,0,0,61,30,19,5,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
41,BRM Taylor,AD Mascarenhas,V Sibanda,1,0,1,62,31,20,6,7,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
42,BRM Taylor,CP Schofield,V Sibanda,1,0,1,63,32,21,1,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
43,V Sibanda,CP Schofield,BRM Taylor,1,0,1,64,28,23,2,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
44,BRM Taylor,CP Schofield,V Sibanda,1,0,1,65,33,22,3,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
45,V Sibanda,CP Schofield,BRM Taylor,1,0,1,66,29,24,4,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
46,BRM Taylor,CP Schofield,V Sibanda,0,0,0,66,33,23,5,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
47,BRM Taylor,CP Schofield,V Sibanda,1,0,1,67,34,24,6,8,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
48,BRM Taylor,AD Mascarenhas,V Sibanda,6,0,6,73,40,25,1,9,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
49,BRM Taylor,AD Mascarenhas,V Sibanda,0,0,0,73,40,26,2,9,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
50,BRM Taylor,AD Mascarenhas,V Sibanda,1,0,1,74,41,27,3,9,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
51,V Sibanda,AD Mascarenhas,BRM Taylor,0,0,0,74,29,25,4,9,-,caught,V Sibanda,DL Maddy,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
52,BRM Taylor,AD Mascarenhas,T Taibu,1,0,1,75,42,28,5,9,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
53,T Taibu,AD Mascarenhas,BRM Taylor,0,0,0,75,0,1,6,9,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
54,BRM Taylor,CP Schofield,T Taibu,1,0,1,76,43,29,1,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
55,T Taibu,CP Schofield,BRM Taylor,1,0,1,77,1,2,2,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
56,BRM Taylor,CP Schofield,T Taibu,1,0,1,78,44,30,3,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
57,T Taibu,CP Schofield,BRM Taylor,1,0,1,79,2,3,4,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
58,BRM Taylor,CP Schofield,T Taibu,0,0,0,79,44,31,5,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
59,BRM Taylor,CP Schofield,T Taibu,1,0,1,80,45,32,6,10,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
60,BRM Taylor,AD Mascarenhas,T Taibu,1,0,1,81,46,33,1,11,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
61,T Taibu,AD Mascarenhas,BRM Taylor,0,0,0,81,2,4,2,11,-,bowled,T Taibu,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
62,CJ Chibhabha,AD Mascarenhas,BRM Taylor,0,0,0,81,0,1,3,11,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
63,CJ Chibhabha,AD Mascarenhas,BRM Taylor,1,0,1,82,1,2,4,11,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
64,BRM Taylor,AD Mascarenhas,CJ Chibhabha,0,0,0,82,46,34,5,11,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
65,BRM Taylor,AD Mascarenhas,CJ Chibhabha,0,0,0,82,46,35,6,11,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
66,CJ Chibhabha,CP Schofield,BRM Taylor,0,0,0,82,1,3,1,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
67,CJ Chibhabha,CP Schofield,BRM Taylor,1,0,1,83,2,4,2,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
68,BRM Taylor,CP Schofield,CJ Chibhabha,0,0,0,83,46,36,3,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
69,BRM Taylor,CP Schofield,CJ Chibhabha,0,0,0,83,46,37,4,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
70,BRM Taylor,CP Schofield,CJ Chibhabha,1,0,1,84,47,38,5,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
71,CJ Chibhabha,CP Schofield,BRM Taylor,0,0,0,84,2,5,6,12,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
72,BRM Taylor,AD Mascarenhas,CJ Chibhabha,0,0,0,84,47,39,1,13,-,bowled,BRM Taylor,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
73,S Matsikenyeri,AD Mascarenhas,CJ Chibhabha,0,0,0,84,0,1,2,13,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
74,S Matsikenyeri,AD Mascarenhas,CJ Chibhabha,1,0,1,85,1,2,3,13,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
75,CJ Chibhabha,AD Mascarenhas,S Matsikenyeri,1,0,1,86,3,6,4,13,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
76,S Matsikenyeri,AD Mascarenhas,CJ Chibhabha,0,0,0,86,1,3,5,13,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
77,S Matsikenyeri,AD Mascarenhas,CJ Chibhabha,1,0,1,87,2,4,6,13,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
78,S Matsikenyeri,CP Schofield,CJ Chibhabha,0,0,0,87,2,5,1,14,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
79,S Matsikenyeri,CP Schofield,CJ Chibhabha,0,0,0,87,2,6,2,14,-,caught,S Matsikenyeri,A Flintoff,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
80,CJ Chibhabha,CP Schofield,E Chigumbura,2,0,2,89,5,7,3,14,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
81,CJ Chibhabha,CP Schofield,E Chigumbura,0,0,0,89,5,8,4,14,-,caught and bowled,CJ Chibhabha,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
82,H Masakadza,CP Schofield,E Chigumbura,1,0,1,90,1,1,5,14,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
83,E Chigumbura,CP Schofield,H Masakadza,0,0,0,90,0,1,6,14,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
84,H Masakadza,JM Anderson,E Chigumbura,0,0,0,90,1,2,1,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
85,H Masakadza,JM Anderson,E Chigumbura,2,0,2,92,3,3,2,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
86,H Masakadza,JM Anderson,E Chigumbura,1,0,1,93,4,4,3,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
87,E Chigumbura,JM Anderson,H Masakadza,1,0,1,94,1,2,4,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
88,H Masakadza,JM Anderson,E Chigumbura,2,0,2,96,6,5,5,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
89,H Masakadza,JM Anderson,E Chigumbura,0,0,0,96,6,6,6,15,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
90,E Chigumbura,PD Collingwood,H Masakadza,6,0,6,102,7,3,1,16,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
91,E Chigumbura,PD Collingwood,H Masakadza,1,0,1,103,8,4,2,16,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
92,H Masakadza,PD Collingwood,E Chigumbura,1,0,1,104,7,7,3,16,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
93,E Chigumbura,PD Collingwood,H Masakadza,0,0,0,104,8,5,4,16,-,caught,E Chigumbura,LJ Wright,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
94,H Masakadza,PD Collingwood,P Utseya,2,0,2,106,9,8,5,16,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
95,H Masakadza,PD Collingwood,P Utseya,1,0,1,107,10,9,6,16,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
96,H Masakadza,JM Anderson,P Utseya,4,0,4,111,14,10,1,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
97,H Masakadza,JM Anderson,P Utseya,2,0,2,113,16,11,2,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
98,H Masakadza,JM Anderson,P Utseya,1,0,1,114,17,12,3,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
99,P Utseya,JM Anderson,H Masakadza,1,0,1,115,1,1,4,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
100,H Masakadza,JM Anderson,P Utseya,1,0,1,116,18,13,5,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
101,P Utseya,JM Anderson,H Masakadza,0,0,0,116,1,2,6,17,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
102,H Masakadza,PD Collingwood,P Utseya,1,0,1,117,19,14,1,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
103,P Utseya,PD Collingwood,H Masakadza,4,0,4,121,5,3,2,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
104,P Utseya,PD Collingwood,H Masakadza,1,0,1,122,6,4,3,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
105,H Masakadza,PD Collingwood,P Utseya,2,0,2,124,21,15,4,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
106,H Masakadza,PD Collingwood,P Utseya,0,0,0,124,21,16,5,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
107,H Masakadza,PD Collingwood,P Utseya,0,1,1,125,21,17,6,18,wides,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
108,H Masakadza,PD Collingwood,P Utseya,3,0,3,128,24,18,7,18,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
109,H Masakadza,A Flintoff,P Utseya,0,0,0,128,24,19,1,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
110,H Masakadza,A Flintoff,P Utseya,1,0,1,129,25,20,2,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
111,P Utseya,A Flintoff,H Masakadza,1,0,1,130,7,5,3,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
112,H Masakadza,A Flintoff,P Utseya,1,0,1,131,26,21,4,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
113,P Utseya,A Flintoff,H Masakadza,2,0,2,133,9,6,5,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
114,P Utseya,A Flintoff,H Masakadza,2,0,2,135,11,7,6,19,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
115,H Masakadza,SCJ Broad,P Utseya,0,0,0,135,26,22,1,20,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
116,H Masakadza,SCJ Broad,P Utseya,1,0,1,136,27,23,2,20,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
117,P Utseya,SCJ Broad,H Masakadza,1,0,1,137,12,8,3,20,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
118,H Masakadza,SCJ Broad,P Utseya,0,0,0,137,27,24,4,20,-,caught,H Masakadza,LJ Wright,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
119,P Utseya,SCJ Broad,KM Dabengwa,0,0,0,137,12,9,5,20,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
120,P Utseya,SCJ Broad,KM Dabengwa,1,0,1,138,13,10,6,20,-,0,,,bat,England,2,Newlands,2007-09-13,Zimbabwe,England
