,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Fakhar Zaman,B Muzarabani,Babar Azam,0,0,0,0,134,0,1,0,1,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
1,Fakhar Zaman,B Muzarabani,Babar Azam,0,0,0,0,134,0,2,0,2,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
2,Fakhar Zaman,B Muzarabani,Babar Azam,2,0,2,2,132,2,3,0,3,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
3,Fakhar Zaman,B Muzarabani,Babar Azam,0,0,0,2,132,2,4,0,4,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
4,Fakhar Zaman,B Muzarabani,Babar Azam,0,0,0,2,132,2,5,0,5,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
5,Fakhar Zaman,B Muzarabani,Babar Azam,1,0,1,3,131,3,6,0,6,1,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
6,Fakhar Zaman,R Ngarava,Babar Azam,0,0,0,3,131,3,7,0,1,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
7,Fakhar Zaman,R Ngarava,Babar Azam,0,0,0,3,131,3,8,0,2,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
8,Fakhar Zaman,R Ngarava,Babar Azam,1,0,1,4,130,4,9,0,3,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
9,Babar Azam,R Ngarava,Fakhar Zaman,1,0,1,5,129,1,1,0,4,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
10,Fakhar Zaman,R Ngarava,Babar Azam,1,0,1,6,128,5,10,0,5,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
11,Babar Azam,R Ngarava,Fakhar Zaman,4,0,4,10,124,5,2,0,6,2,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
12,Fakhar Zaman,B Muzarabani,Babar Azam,0,0,0,10,124,5,11,1,1,3,-,caught,Fakhar Zaman,E Chigumbura,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
13,Haider Ali,B Muzarabani,Babar Azam,0,0,0,10,124,0,1,1,2,3,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
14,Haider Ali,B Muzarabani,Babar Azam,0,0,0,10,124,0,2,1,3,3,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
15,Haider Ali,B Muzarabani,Babar Azam,6,0,6,16,118,6,3,1,4,3,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
16,Haider Ali,B Muzarabani,Babar Azam,0,1,1,17,117,6,4,1,5,3,legbyes,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
17,Babar Azam,B Muzarabani,Haider Ali,1,0,1,18,116,6,3,1,6,3,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
18,Babar Azam,DT Tiripano,Haider Ali,1,0,1,19,115,7,4,1,1,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
19,Haider Ali,DT Tiripano,Babar Azam,0,0,0,19,115,6,5,1,2,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
20,Haider Ali,DT Tiripano,Babar Azam,1,0,1,20,114,7,6,1,3,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
21,Babar Azam,DT Tiripano,Haider Ali,4,0,4,24,110,11,5,1,4,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
22,Babar Azam,DT Tiripano,Haider Ali,1,0,1,25,109,12,6,1,5,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
23,Haider Ali,DT Tiripano,Babar Azam,1,0,1,26,108,8,7,1,6,4,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
24,Haider Ali,R Ngarava,Babar Azam,4,0,4,30,104,12,8,1,1,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
25,Haider Ali,R Ngarava,Babar Azam,0,0,0,30,104,12,9,1,2,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
26,Haider Ali,R Ngarava,Babar Azam,0,0,0,30,104,12,10,1,3,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
27,Haider Ali,R Ngarava,Babar Azam,0,0,0,30,104,12,11,1,4,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
28,Haider Ali,R Ngarava,Babar Azam,1,0,1,31,103,13,12,1,5,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
29,Babar Azam,R Ngarava,Haider Ali,4,0,4,35,99,16,7,1,6,5,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
30,Haider Ali,DT Tiripano,Babar Azam,1,0,1,36,98,14,13,1,1,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
31,Babar Azam,DT Tiripano,Haider Ali,1,0,1,37,97,17,8,1,2,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
32,Haider Ali,DT Tiripano,Babar Azam,0,0,0,37,97,14,14,1,3,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
33,Haider Ali,DT Tiripano,Babar Azam,4,0,4,41,93,18,15,1,4,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
34,Haider Ali,DT Tiripano,Babar Azam,4,0,4,45,89,22,16,1,5,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
35,Haider Ali,DT Tiripano,Babar Azam,0,0,0,45,89,22,17,1,6,6,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
36,Babar Azam,TS Chisoro,Haider Ali,1,0,1,46,88,18,9,1,1,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
37,Haider Ali,TS Chisoro,Babar Azam,1,0,1,47,87,23,18,1,2,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
38,Babar Azam,TS Chisoro,Haider Ali,4,0,4,51,83,22,10,1,3,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
39,Babar Azam,TS Chisoro,Haider Ali,0,0,0,51,83,22,11,1,4,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
40,Babar Azam,TS Chisoro,Haider Ali,1,0,1,52,82,23,12,1,5,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
41,Haider Ali,TS Chisoro,Babar Azam,1,0,1,53,81,24,19,1,6,7,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
42,Haider Ali,SC Williams,Babar Azam,0,0,0,53,81,24,20,1,1,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
43,Haider Ali,SC Williams,Babar Azam,6,0,6,59,75,30,21,1,2,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
44,Haider Ali,SC Williams,Babar Azam,2,0,2,61,73,32,22,1,3,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
45,Haider Ali,SC Williams,Babar Azam,0,0,0,61,73,32,23,1,4,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
46,Haider Ali,SC Williams,Babar Azam,2,0,2,63,71,34,24,1,5,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
47,Haider Ali,SC Williams,Babar Azam,1,0,1,64,70,35,25,1,6,8,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
48,Haider Ali,Sikandar Raza,Babar Azam,1,0,1,65,69,36,26,1,1,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
49,Babar Azam,Sikandar Raza,Haider Ali,0,1,1,66,68,23,13,1,2,9,wides,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
50,Babar Azam,Sikandar Raza,Haider Ali,1,0,1,67,67,24,14,1,3,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
51,Haider Ali,Sikandar Raza,Babar Azam,0,0,0,67,67,36,27,1,4,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
52,Haider Ali,Sikandar Raza,Babar Azam,1,0,1,68,66,37,28,1,5,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
53,Babar Azam,Sikandar Raza,Haider Ali,4,0,4,72,62,28,15,1,6,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
54,Babar Azam,Sikandar Raza,Haider Ali,0,0,0,72,62,28,16,1,7,9,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
55,Haider Ali,TS Chisoro,Babar Azam,0,0,0,72,62,37,29,1,1,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
56,Haider Ali,TS Chisoro,Babar Azam,0,0,0,72,62,37,30,1,2,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
57,Haider Ali,TS Chisoro,Babar Azam,4,0,4,76,58,41,31,1,3,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
58,Haider Ali,TS Chisoro,Babar Azam,1,0,1,77,57,42,32,1,4,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
59,Babar Azam,TS Chisoro,Haider Ali,1,0,1,78,56,29,17,1,5,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
60,Haider Ali,TS Chisoro,Babar Azam,1,0,1,79,55,43,33,1,6,10,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
61,Haider Ali,Sikandar Raza,Babar Azam,1,0,1,80,54,44,34,1,1,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
62,Babar Azam,Sikandar Raza,Haider Ali,4,0,4,84,50,33,18,1,2,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
63,Babar Azam,Sikandar Raza,Haider Ali,6,0,6,90,44,39,19,1,3,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
64,Babar Azam,Sikandar Raza,Haider Ali,0,0,0,90,44,39,20,1,4,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
65,Babar Azam,Sikandar Raza,Haider Ali,0,0,0,90,44,39,21,1,5,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
66,Babar Azam,Sikandar Raza,Haider Ali,1,0,1,91,43,40,22,1,6,11,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
67,Babar Azam,TS Chisoro,Haider Ali,1,0,1,92,42,41,23,1,1,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
68,Haider Ali,TS Chisoro,Babar Azam,6,0,6,98,36,50,35,1,2,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
69,Haider Ali,TS Chisoro,Babar Azam,1,0,1,99,35,51,36,1,3,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
70,Babar Azam,TS Chisoro,Haider Ali,1,0,1,100,34,42,24,1,4,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
71,Haider Ali,TS Chisoro,Babar Azam,1,0,1,101,33,52,37,1,5,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
72,Babar Azam,TS Chisoro,Haider Ali,1,0,1,102,32,43,25,1,6,12,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
73,Babar Azam,B Muzarabani,Haider Ali,4,0,4,106,28,47,26,1,1,13,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
74,Babar Azam,B Muzarabani,Haider Ali,0,0,0,106,28,47,27,1,2,13,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
75,Babar Azam,B Muzarabani,Haider Ali,4,0,4,110,24,51,28,1,3,13,-,0,,,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
76,Babar Azam,B Muzarabani,Haider Ali,0,0,0,110,24,51,29,2,4,13,-,caught,Babar Azam,E Chigumbura,field,Pakistan,2,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Pakistan,Zimbabwe,137
