,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,PR Stirling,GF Linde,KJ O'Brien,6,0,6,6,159,6,1,0,-,1.0,0,,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
1,PR Stirling,GF Linde,KJ O'Brien,0,0,0,6,159,6,2,1,-,2.0,bowled,PR Stirling,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
2,A Balbirnie,GF Linde,KJ O'Brien,0,0,0,6,159,0,1,1,-,3.0,0,,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
3,A Balbirnie,GF Linde,KJ O'Brien,0,0,0,6,159,0,2,1,-,4.0,0,,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
4,A Balbirnie,GF Linde,KJ O'Brien,0,0,0,6,159,0,3,1,-,5.0,0,,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
5,A Balbirnie,GF Linde,KJ O'Brien,0,0,0,6,159,0,4,1,-,6.0,0,,,0,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Left arm Orthodox
6,KJ O'Brien,K Rabada,A Balbirnie,0,1,1,7,158,0,0,1,wides,0.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
7,KJ O'Brien,K Rabada,A Balbirnie,0,0,0,7,158,0,1,2,-,1.0,caught and bowled,KJ O'Brien,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
8,GH Dockrell,K Rabada,A Balbirnie,1,0,1,8,157,1,1,2,-,2.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
9,A Balbirnie,K Rabada,GH Dockrell,4,0,4,12,153,4,5,2,-,3.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
10,A Balbirnie,K Rabada,GH Dockrell,4,0,4,16,149,8,6,2,-,4.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
11,A Balbirnie,K Rabada,GH Dockrell,0,0,0,16,149,8,7,2,-,5.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
12,A Balbirnie,K Rabada,GH Dockrell,1,0,1,17,148,9,8,2,-,6.0,0,,,1,field,Ireland,2,"The Village, Malahide, Dublin",2021,07,South Africa_Ireland_2021-07-19,South Africa,Ireland,South Africa,False,132,Right hand Bat,Right hand Bat,Right arm Fast
