,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,DPMD Jayawardene,KD Mills,TM Dilshan,1,0,1,1,80,1,1,0,1,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
1,TM Dilshan,KD Mills,DPMD Jayawardene,0,0,0,1,80,0,1,0,2,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
2,TM Dilshan,KD Mills,DPMD Jayawardene,0,0,0,1,80,0,2,0,3,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
3,TM Dilshan,KD Mills,DPMD Jayawardene,0,0,0,1,80,0,3,0,4,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
4,TM Dilshan,KD Mills,DPMD Jayawardene,0,0,0,1,80,0,4,0,5,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
5,TM Dilshan,KD Mills,DPMD Jayawardene,0,0,0,1,80,0,5,0,6,0,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
6,DPMD Jayawardene,AJ McKay,TM Dilshan,4,0,4,5,76,5,2,0,1,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
7,DPMD Jayawardene,AJ McKay,TM Dilshan,0,0,0,5,76,5,3,0,2,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
8,DPMD Jayawardene,AJ McKay,TM Dilshan,1,0,1,6,75,6,4,0,3,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
9,TM Dilshan,AJ McKay,DPMD Jayawardene,1,0,1,7,74,1,6,0,4,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
10,DPMD Jayawardene,AJ McKay,TM Dilshan,1,0,1,8,73,7,5,0,5,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
11,TM Dilshan,AJ McKay,DPMD Jayawardene,0,0,0,8,73,1,7,0,6,1,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
12,DPMD Jayawardene,KD Mills,TM Dilshan,0,0,0,8,73,7,6,0,1,2,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
13,DPMD Jayawardene,KD Mills,TM Dilshan,0,0,0,8,73,7,7,0,2,2,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
14,DPMD Jayawardene,KD Mills,TM Dilshan,6,0,6,14,67,13,8,0,3,2,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
15,DPMD Jayawardene,KD Mills,TM Dilshan,0,0,0,14,67,13,9,0,4,2,0,,,-,bat,New Zealand,2,Central Broward Regional Park Stadium Turf Ground,2010,05,New Zealand_Sri Lanka_2010-05-23,Sri Lanka,Sri Lanka,New Zealand,True,82
