,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,AJ Finch,Sohag Gazi,DA Warner,0,0,0,0,153,0,1,0,1,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
1,AJ Finch,Sohag Gazi,DA Warner,0,0,0,0,153,0,2,0,2,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
2,AJ Finch,Sohag Gazi,DA Warner,4,0,4,4,149,4,3,0,3,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
3,AJ Finch,Sohag Gazi,DA Warner,0,0,0,4,149,4,4,0,4,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
4,AJ Finch,Sohag Gazi,DA Warner,6,0,6,10,143,10,5,0,5,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
5,AJ Finch,Sohag Gazi,DA Warner,1,0,1,11,142,11,6,0,6,0,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
6,AJ Finch,Al-Amin Hossain,DA Warner,1,0,1,12,141,12,7,0,1,1,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
7,DA Warner,Al-Amin Hossain,AJ Finch,0,0,0,12,141,0,1,0,2,1,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
8,DA Warner,Al-Amin Hossain,AJ Finch,4,0,4,16,137,4,2,0,3,1,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
9,DA Warner,Al-Amin Hossain,AJ Finch,0,0,0,16,137,4,3,0,4,1,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
10,DA Warner,Al-Amin Hossain,AJ Finch,1,0,1,17,136,5,4,0,5,1,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
11,AJ Finch,Al-Amin Hossain,DA Warner,0,1,1,18,135,12,8,0,6,1,legbyes,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
12,AJ Finch,Sohag Gazi,DA Warner,0,0,0,18,135,12,9,0,1,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
13,AJ Finch,Sohag Gazi,DA Warner,1,0,1,19,134,13,10,0,2,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
14,DA Warner,Sohag Gazi,AJ Finch,1,0,1,20,133,6,5,0,3,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
15,AJ Finch,Sohag Gazi,DA Warner,1,0,1,21,132,14,11,0,4,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
16,DA Warner,Sohag Gazi,AJ Finch,0,0,0,21,132,6,6,0,5,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
17,DA Warner,Sohag Gazi,AJ Finch,0,0,0,21,132,6,7,0,6,2,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
18,AJ Finch,Shakib Al Hasan,DA Warner,1,0,1,22,131,15,12,0,1,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
19,DA Warner,Shakib Al Hasan,AJ Finch,4,0,4,26,127,10,8,0,2,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
20,DA Warner,Shakib Al Hasan,AJ Finch,0,0,0,26,127,10,9,0,3,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
21,DA Warner,Shakib Al Hasan,AJ Finch,0,0,0,26,127,10,10,0,4,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
22,DA Warner,Shakib Al Hasan,AJ Finch,0,0,0,26,127,10,11,0,5,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
23,DA Warner,Shakib Al Hasan,AJ Finch,1,0,1,27,126,11,12,0,6,3,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
24,DA Warner,Sohag Gazi,AJ Finch,4,0,4,31,122,15,13,0,1,4,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
25,DA Warner,Sohag Gazi,AJ Finch,0,0,0,31,122,15,14,0,2,4,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
26,DA Warner,Sohag Gazi,AJ Finch,0,0,0,31,122,15,15,0,3,4,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
27,DA Warner,Sohag Gazi,AJ Finch,4,0,4,35,118,19,16,0,4,4,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
28,DA Warner,Sohag Gazi,AJ Finch,1,0,1,36,117,20,17,0,5,4,-,0,,,bat,Bangladesh,2,Shere Bangla National Stadium,2014,04,Bangladesh_Australia_2014-04-01,Australia,Australia,Bangladesh,True,158
