,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
18,Hazratullah,Mahedi Hasan,Rahmanullah Gurbaz,0,0,0,11,116,3,5,0,1,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
19,Hazratullah,Mahedi Hasan,Rahmanullah Gurbaz,1,0,1,12,115,4,6,0,2,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
20,Rahmanullah Gurbaz,Mahedi Hasan,Hazratullah,2,0,2,14,113,10,15,0,3,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
21,Rahmanullah Gurbaz,Mahedi Hasan,Hazratullah,0,0,0,14,113,10,16,0,4,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
22,Rahmanullah Gurbaz,Mahedi Hasan,Hazratullah,1,0,1,15,112,11,17,0,5,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
23,Hazratullah,Mahedi Hasan,Rahmanullah Gurbaz,0,0,0,15,112,4,7,0,6,3,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
24,Rahmanullah Gurbaz,Shakib Al Hasan,Hazratullah,0,0,0,15,112,11,18,1,1,4,stumped,Rahmanullah Gurbaz,Mushfiqur Rahim,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
25,Ibrahim Zadran,Shakib Al Hasan,Hazratullah,1,0,1,16,111,1,1,1,2,4,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
26,Hazratullah,Shakib Al Hasan,Ibrahim Zadran,1,0,1,17,110,5,8,1,3,4,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
27,Ibrahim Zadran,Shakib Al Hasan,Hazratullah,1,0,1,18,109,2,2,1,4,4,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
28,Hazratullah,Shakib Al Hasan,Ibrahim Zadran,1,0,1,19,108,6,9,1,5,4,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
29,Ibrahim Zadran,Shakib Al Hasan,Hazratullah,0,0,0,19,108,2,3,1,6,4,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
30,Hazratullah,Mahedi Hasan,Ibrahim Zadran,4,0,4,23,104,10,10,1,1,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
31,Hazratullah,Mahedi Hasan,Ibrahim Zadran,0,0,0,23,104,10,11,1,2,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
32,Hazratullah,Mahedi Hasan,Ibrahim Zadran,0,0,0,23,104,10,12,1,3,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
33,Hazratullah,Mahedi Hasan,Ibrahim Zadran,2,0,2,25,102,12,13,1,4,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
34,Hazratullah,Mahedi Hasan,Ibrahim Zadran,4,0,4,29,98,16,14,1,5,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
35,Hazratullah,Mahedi Hasan,Ibrahim Zadran,0,0,0,29,98,16,15,1,6,5,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
36,Ibrahim Zadran,Taskin Ahmed,Hazratullah,0,0,0,29,98,2,4,1,1,6,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
37,Ibrahim Zadran,Taskin Ahmed,Hazratullah,0,0,0,29,98,2,5,1,2,6,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
38,Ibrahim Zadran,Taskin Ahmed,Hazratullah,1,0,1,30,97,3,6,1,3,6,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
39,Hazratullah,Taskin Ahmed,Ibrahim Zadran,0,1,1,31,96,16,16,1,4,6,0,,,legbyes,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
40,Ibrahim Zadran,Taskin Ahmed,Hazratullah,4,0,4,35,92,7,7,1,5,6,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
41,Ibrahim Zadran,Taskin Ahmed,Hazratullah,0,0,0,35,92,7,8,1,6,6,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
42,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,0,0,0,35,92,16,17,1,1,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
43,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,0,0,0,35,92,16,18,1,2,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
44,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,1,0,1,36,91,17,19,1,3,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
45,Ibrahim Zadran,Mosaddek Hossain,Hazratullah,0,0,0,36,91,7,9,1,4,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
46,Ibrahim Zadran,Mosaddek Hossain,Hazratullah,1,0,1,37,90,8,10,1,5,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
47,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,0,0,0,37,90,17,20,1,6,7,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
48,Ibrahim Zadran,Mustafizur Rahman,Hazratullah,1,0,1,38,89,9,11,1,1,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
49,Hazratullah,Mustafizur Rahman,Ibrahim Zadran,0,0,0,38,89,17,21,1,2,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
50,Hazratullah,Mustafizur Rahman,Ibrahim Zadran,1,0,1,39,88,18,22,1,3,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
51,Ibrahim Zadran,Mustafizur Rahman,Hazratullah,1,0,1,40,87,10,12,1,4,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
52,Hazratullah,Mustafizur Rahman,Ibrahim Zadran,4,0,4,44,83,22,23,1,5,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
53,Hazratullah,Mustafizur Rahman,Ibrahim Zadran,1,0,1,45,82,23,24,1,6,8,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
54,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,0,0,0,45,82,23,25,1,1,9,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
55,Hazratullah,Mosaddek Hossain,Ibrahim Zadran,0,0,0,45,82,23,26,2,2,9,lbw,Hazratullah,,-,"{'by': 'Afghanistan', 'umpire': 'Asif Yaqoob', 'batter': 'Hazratullah', 'decision': 'struck down', 'umpires_call': True}",bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
56,Mohammad Nabi,Mosaddek Hossain,Ibrahim Zadran,1,0,1,46,81,1,1,2,3,9,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
57,Ibrahim Zadran,Mosaddek Hossain,Mohammad Nabi,1,0,1,47,80,11,13,2,4,9,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
58,Mohammad Nabi,Mosaddek Hossain,Ibrahim Zadran,1,0,1,48,79,2,2,2,5,9,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
59,Ibrahim Zadran,Mosaddek Hossain,Mohammad Nabi,0,0,0,48,79,11,14,2,6,9,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
60,Mohammad Nabi,Taskin Ahmed,Ibrahim Zadran,0,0,0,48,79,2,3,2,1,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
61,Mohammad Nabi,Taskin Ahmed,Ibrahim Zadran,0,0,0,48,79,2,4,2,2,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
62,Mohammad Nabi,Taskin Ahmed,Ibrahim Zadran,0,0,0,48,79,2,5,2,3,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
63,Mohammad Nabi,Taskin Ahmed,Ibrahim Zadran,1,0,1,49,78,3,6,2,4,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
64,Ibrahim Zadran,Taskin Ahmed,Mohammad Nabi,1,0,1,50,77,12,15,2,5,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
65,Mohammad Nabi,Taskin Ahmed,Ibrahim Zadran,4,0,4,54,73,7,7,2,6,10,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
66,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,0,0,0,54,73,12,16,2,1,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
67,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,0,0,0,54,73,12,17,2,2,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
68,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,2,0,2,56,71,14,18,2,3,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
69,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,0,0,0,56,71,14,19,2,4,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
70,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,0,0,0,56,71,14,20,2,5,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
71,Ibrahim Zadran,Shakib Al Hasan,Mohammad Nabi,1,0,1,57,70,15,21,2,6,11,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
72,Ibrahim Zadran,Mohammad Saifuddin,Mohammad Nabi,1,0,1,58,69,16,22,2,1,12,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
73,Mohammad Nabi,Mohammad Saifuddin,Ibrahim Zadran,1,0,1,59,68,8,8,2,2,12,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
74,Ibrahim Zadran,Mohammad Saifuddin,Mohammad Nabi,2,0,2,61,66,18,23,2,3,12,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
75,Ibrahim Zadran,Mohammad Saifuddin,Mohammad Nabi,0,0,0,61,66,18,24,2,4,12,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
76,Ibrahim Zadran,Mohammad Saifuddin,Mohammad Nabi,1,0,1,62,65,19,25,2,5,12,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
77,Mohammad Nabi,Mohammad Saifuddin,Ibrahim Zadran,0,0,0,62,65,8,9,3,6,12,lbw,Mohammad Nabi,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
78,Ibrahim Zadran,Mahedi Hasan,Najibullah Zadran,1,0,1,63,64,20,26,3,1,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
79,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,0,0,0,63,64,0,1,3,2,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
80,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,0,0,0,63,64,0,2,3,3,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
81,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,1,0,1,64,63,1,3,3,4,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
82,Ibrahim Zadran,Mahedi Hasan,Najibullah Zadran,1,0,1,65,62,21,27,3,5,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
83,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,0,0,0,65,62,1,4,3,6,13,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
84,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,0,0,0,65,62,21,28,3,1,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
85,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,0,0,0,65,62,21,29,3,2,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
86,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,2,0,2,67,60,23,30,3,3,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
87,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,4,0,4,71,56,27,31,3,4,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
88,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,4,0,4,75,52,31,32,3,5,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
89,Ibrahim Zadran,Taskin Ahmed,Najibullah Zadran,1,0,1,76,51,32,33,3,6,14,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
90,Ibrahim Zadran,Mahedi Hasan,Najibullah Zadran,1,0,1,77,50,33,34,3,1,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
91,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,1,0,1,78,49,2,5,3,2,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
92,Ibrahim Zadran,Mahedi Hasan,Najibullah Zadran,1,0,1,79,48,34,35,3,3,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
93,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,0,0,0,79,48,2,6,3,4,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
94,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,6,0,6,85,42,8,7,3,5,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
95,Najibullah Zadran,Mahedi Hasan,Ibrahim Zadran,0,0,0,85,42,8,8,3,6,15,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
96,Ibrahim Zadran,Mustafizur Rahman,Najibullah Zadran,1,0,1,86,41,35,36,3,1,16,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
97,Najibullah Zadran,Mustafizur Rahman,Ibrahim Zadran,0,1,1,87,40,8,9,3,2,16,0,,,wides,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
98,Najibullah Zadran,Mustafizur Rahman,Ibrahim Zadran,6,0,6,93,34,14,10,3,3,16,0,,,-,,bat,Bangladesh,2,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Afghanistan,Bangladesh,True,131
