,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,0,0,0,0,92,0,1,0,1,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
1,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,0,0,0,0,92,0,2,0,2,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
2,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,0,0,0,0,92,0,3,0,3,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
3,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,6,0,6,6,86,6,4,0,4,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
4,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,1,0,1,7,85,7,5,0,5,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
5,Ibrahim Zadran,Naseem Shah,Rahmanullah Gurbaz,0,0,0,7,85,0,1,0,6,1,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
6,Rahmanullah Gurbaz,Zaman Khan,Ibrahim Zadran,0,0,0,7,85,7,6,0,1,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
7,Rahmanullah Gurbaz,Zaman Khan,Ibrahim Zadran,4,0,4,11,81,11,7,0,2,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
8,Rahmanullah Gurbaz,Zaman Khan,Ibrahim Zadran,0,0,0,11,81,11,8,0,3,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
9,Rahmanullah Gurbaz,Zaman Khan,Ibrahim Zadran,0,0,0,11,81,11,9,0,4,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
10,Rahmanullah Gurbaz,Zaman Khan,Ibrahim Zadran,1,0,1,12,80,12,10,0,5,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
11,Ibrahim Zadran,Zaman Khan,Rahmanullah Gurbaz,0,0,0,12,80,0,2,0,6,2,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
12,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,1,0,1,13,79,13,11,0,1,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
13,Ibrahim Zadran,Naseem Shah,Rahmanullah Gurbaz,1,0,1,14,78,1,3,0,2,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
14,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,0,0,0,14,78,13,12,0,3,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
15,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,0,0,0,14,78,13,13,0,4,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
16,Rahmanullah Gurbaz,Naseem Shah,Ibrahim Zadran,1,0,1,15,77,14,14,0,5,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
17,Ibrahim Zadran,Naseem Shah,Rahmanullah Gurbaz,1,0,1,16,76,2,4,0,6,3,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
18,Ibrahim Zadran,Zaman Khan,Rahmanullah Gurbaz,0,0,0,16,76,2,5,0,1,4,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
19,Ibrahim Zadran,Zaman Khan,Rahmanullah Gurbaz,0,0,0,16,76,2,6,0,2,4,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
20,Ibrahim Zadran,Zaman Khan,Rahmanullah Gurbaz,0,0,0,16,76,2,7,0,3,4,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
21,Ibrahim Zadran,Zaman Khan,Rahmanullah Gurbaz,4,0,4,20,72,6,8,0,4,4,0,,,-,bat,Pakistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-24,Afghanistan,Afghanistan,Pakistan,98
