,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Kamran Akmal,KMDN Kulasekara,Imran Nazir,0,0,0,0,118,0,1,1,1,bowled,Kamran Akmal,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
1,Shoaib Malik,KMDN Kulasekara,Imran Nazir,0,0,0,0,118,0,1,1,2,0,,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
2,Shoaib Malik,KMDN Kulasekara,Imran Nazir,1,0,1,1,117,1,2,1,3,0,,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
3,Imran Nazir,KMDN Kulasekara,Shoaib Malik,1,0,1,2,116,1,1,1,4,0,,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
4,Shoaib Malik,KMDN Kulasekara,Imran Nazir,0,0,0,2,116,1,3,1,5,0,,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
5,Shoaib Malik,KMDN Kulasekara,Imran Nazir,0,0,0,2,116,1,4,1,6,0,,,1,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
6,Imran Nazir,T Thushara,Shoaib Malik,4,0,4,6,112,5,2,1,1,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
7,Imran Nazir,T Thushara,Shoaib Malik,1,0,1,7,111,6,3,1,2,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
8,Shoaib Malik,T Thushara,Imran Nazir,0,0,0,7,111,1,5,1,3,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
9,Shoaib Malik,T Thushara,Imran Nazir,4,0,4,11,107,5,6,1,4,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
10,Shoaib Malik,T Thushara,Imran Nazir,4,0,4,15,103,9,7,1,5,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
11,Shoaib Malik,T Thushara,Imran Nazir,4,0,4,19,99,13,8,1,6,0,,,2,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
12,Imran Nazir,KMDN Kulasekara,Shoaib Malik,4,0,4,23,95,10,4,1,1,0,,,3,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
13,Imran Nazir,KMDN Kulasekara,Shoaib Malik,2,0,2,25,93,12,5,1,2,0,,,3,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
14,Imran Nazir,KMDN Kulasekara,Shoaib Malik,0,1,1,26,92,12,6,1,3,0,,,3,legbyes,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
15,Shoaib Malik,KMDN Kulasekara,Imran Nazir,1,0,1,27,91,14,9,1,4,0,,,3,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
16,Imran Nazir,KMDN Kulasekara,Shoaib Malik,0,0,0,27,91,12,7,1,5,0,,,3,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
17,Imran Nazir,KMDN Kulasekara,Shoaib Malik,1,0,1,28,90,13,8,1,6,0,,,3,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
18,Imran Nazir,SL Malinga,Shoaib Malik,0,0,0,28,90,13,9,1,1,0,,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
19,Imran Nazir,SL Malinga,Shoaib Malik,4,0,4,32,86,17,10,1,2,0,,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
20,Imran Nazir,SL Malinga,Shoaib Malik,0,0,0,32,86,17,11,1,3,0,,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
21,Imran Nazir,SL Malinga,Shoaib Malik,3,0,3,35,83,20,12,1,4,0,,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
22,Shoaib Malik,SL Malinga,Imran Nazir,0,0,0,35,83,14,10,2,5,bowled,Shoaib Malik,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
23,Shahid Afridi,SL Malinga,Imran Nazir,0,0,0,35,83,0,1,2,6,0,,,4,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
24,Imran Nazir,KMDN Kulasekara,Shahid Afridi,2,0,2,37,81,22,13,2,1,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
25,Imran Nazir,KMDN Kulasekara,Shahid Afridi,4,0,4,41,77,26,14,2,2,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
26,Imran Nazir,KMDN Kulasekara,Shahid Afridi,0,0,0,41,77,26,15,2,3,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
27,Imran Nazir,KMDN Kulasekara,Shahid Afridi,0,0,0,41,77,26,16,2,4,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
28,Imran Nazir,KMDN Kulasekara,Shahid Afridi,6,0,6,47,71,32,17,2,5,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
29,Imran Nazir,KMDN Kulasekara,Shahid Afridi,1,0,1,48,70,33,18,2,6,0,,,5,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
30,Imran Nazir,SL Malinga,Shahid Afridi,0,0,0,48,70,33,19,2,1,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
31,Imran Nazir,SL Malinga,Shahid Afridi,0,0,0,48,70,33,20,2,2,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
32,Imran Nazir,SL Malinga,Shahid Afridi,0,0,0,48,70,33,21,2,3,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
33,Imran Nazir,SL Malinga,Shahid Afridi,1,0,1,49,69,34,22,2,4,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
34,Shahid Afridi,SL Malinga,Imran Nazir,0,0,0,49,69,0,2,2,5,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
35,Shahid Afridi,SL Malinga,Imran Nazir,0,0,0,49,69,0,3,2,6,0,,,6,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
36,Imran Nazir,M Muralitharan,Shahid Afridi,4,0,4,53,65,38,23,2,1,0,,,7,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
37,Imran Nazir,M Muralitharan,Shahid Afridi,1,0,1,54,64,39,24,2,2,0,,,7,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
38,Shahid Afridi,M Muralitharan,Imran Nazir,0,0,0,54,64,0,4,2,3,0,,,7,-,bat,Pakistan,1,R Premadasa Stadium,2009,08,Sri Lanka_Pakistan_2009-08-12,Pakistan,Pakistan,Sri Lanka,172
