,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
100,MJ Guptill,KMDN Kulasekara,JDP Oram,2,0,2,143,19,9,3,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
101,MJ Guptill,KMDN Kulasekara,JDP Oram,2,0,2,145,21,10,4,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
102,MJ Guptill,KMDN Kulasekara,JDP Oram,1,0,1,146,22,11,5,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
103,JDP Oram,KMDN Kulasekara,MJ Guptill,2,0,2,148,5,3,6,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
104,MJ Guptill,SL Malinga,JDP Oram,1,0,1,149,23,12,1,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
105,JDP Oram,SL Malinga,MJ Guptill,2,0,2,151,7,4,2,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
106,JDP Oram,SL Malinga,MJ Guptill,1,0,1,152,8,5,3,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
107,MJ Guptill,SL Malinga,JDP Oram,1,0,1,153,24,13,4,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
108,JDP Oram,SL Malinga,MJ Guptill,1,0,1,154,9,6,5,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
109,MJ Guptill,SL Malinga,JDP Oram,0,0,0,154,24,14,6,18,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
110,JDP Oram,BAW Mendis,MJ Guptill,1,0,1,155,10,7,1,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
111,MJ Guptill,BAW Mendis,JDP Oram,4,0,4,159,28,15,2,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
112,MJ Guptill,BAW Mendis,JDP Oram,0,0,0,159,28,16,3,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
113,MJ Guptill,BAW Mendis,JDP Oram,2,0,2,161,30,17,4,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
114,MJ Guptill,BAW Mendis,JDP Oram,1,0,1,162,31,18,5,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
115,JDP Oram,BAW Mendis,MJ Guptill,1,0,1,163,11,8,6,19,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
116,JDP Oram,SL Malinga,MJ Guptill,4,0,4,167,15,9,1,20,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
117,JDP Oram,SL Malinga,MJ Guptill,1,0,1,168,16,10,2,20,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
118,MJ Guptill,SL Malinga,JDP Oram,1,0,1,169,32,19,3,20,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
119,JDP Oram,SL Malinga,MJ Guptill,0,0,0,169,16,11,4,20,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
120,JDP Oram,SL Malinga,MJ Guptill,1,0,1,170,17,12,5,20,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
121,MJ Guptill,SL Malinga,JDP Oram,0,0,0,170,32,20,6,20,,-,bowled,MJ Guptill,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
