,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,BB McCullum,KMDN Kulasekara,JD Ryder,3,0,3,3,3,1,1,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
1,JD Ryder,KMDN Kulasekara,BB McCullum,0,0,0,3,0,1,2,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
2,JD Ryder,KMDN Kulasekara,BB McCullum,2,0,2,5,2,2,3,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
3,JD Ryder,KMDN Kulasekara,BB McCullum,4,0,4,9,6,3,4,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
4,JD Ryder,KMDN Kulasekara,BB McCullum,0,0,0,9,6,4,5,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
5,JD Ryder,KMDN Kulasekara,BB McCullum,0,0,0,9,6,5,6,1,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
6,BB McCullum,SL Malinga,JD Ryder,1,0,1,10,4,2,1,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
7,JD Ryder,SL Malinga,BB McCullum,0,1,1,11,6,6,2,2,{'wides': 1},wides,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
8,JD Ryder,SL Malinga,BB McCullum,0,0,0,11,6,7,3,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
9,JD Ryder,SL Malinga,BB McCullum,1,0,1,12,7,8,4,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
10,BB McCullum,SL Malinga,JD Ryder,0,0,0,12,4,3,5,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
11,BB McCullum,SL Malinga,JD Ryder,1,0,1,13,5,4,6,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
12,JD Ryder,SL Malinga,BB McCullum,0,0,0,13,7,9,7,2,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
13,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,13,5,5,1,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
14,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,13,5,6,2,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
15,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,13,5,7,3,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
16,BB McCullum,KMDN Kulasekara,JD Ryder,4,0,4,17,9,8,4,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
17,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,17,9,9,5,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
18,BB McCullum,KMDN Kulasekara,JD Ryder,4,0,4,21,13,10,6,3,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
19,JD Ryder,SL Malinga,BB McCullum,1,0,1,22,8,10,1,4,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
20,BB McCullum,SL Malinga,JD Ryder,1,0,1,23,14,11,2,4,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
21,JD Ryder,SL Malinga,BB McCullum,0,1,1,24,8,11,3,4,{'legbyes': 1},legbyes,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
22,BB McCullum,SL Malinga,JD Ryder,2,0,2,26,16,12,4,4,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
23,BB McCullum,SL Malinga,JD Ryder,6,0,6,32,22,13,5,4,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
24,BB McCullum,SL Malinga,JD Ryder,4,1,5,37,26,14,6,4,{'noballs': 1},noballs,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
25,BB McCullum,SL Malinga,JD Ryder,3,0,3,40,29,15,7,4,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
26,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,40,29,16,1,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
27,BB McCullum,KMDN Kulasekara,JD Ryder,2,0,2,42,31,17,2,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
28,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,42,31,18,3,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
29,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,42,31,19,4,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
30,BB McCullum,KMDN Kulasekara,JD Ryder,4,0,4,46,35,20,5,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
31,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,46,35,21,6,5,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
32,JD Ryder,BAW Mendis,BB McCullum,0,0,0,46,8,12,1,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
33,JD Ryder,BAW Mendis,BB McCullum,1,0,1,47,9,13,2,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
34,BB McCullum,BAW Mendis,JD Ryder,0,0,0,47,35,22,3,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
35,BB McCullum,BAW Mendis,JD Ryder,0,0,0,47,35,23,4,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
36,BB McCullum,BAW Mendis,JD Ryder,1,0,1,48,36,24,5,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
37,JD Ryder,BAW Mendis,BB McCullum,1,0,1,49,10,14,6,6,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
38,JD Ryder,ST Jayasuriya,BB McCullum,2,0,2,51,12,15,1,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
39,JD Ryder,ST Jayasuriya,BB McCullum,0,0,0,51,12,16,2,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
40,JD Ryder,ST Jayasuriya,BB McCullum,1,0,1,52,13,17,3,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
41,BB McCullum,ST Jayasuriya,JD Ryder,1,0,1,53,37,25,4,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
42,JD Ryder,ST Jayasuriya,BB McCullum,1,0,1,54,14,18,5,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
43,BB McCullum,ST Jayasuriya,JD Ryder,0,0,0,54,37,26,6,7,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
44,JD Ryder,HMCM Bandara,BB McCullum,1,0,1,55,15,19,1,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
45,BB McCullum,HMCM Bandara,JD Ryder,1,0,1,56,38,27,2,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
46,JD Ryder,HMCM Bandara,BB McCullum,6,0,6,62,21,20,3,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
47,JD Ryder,HMCM Bandara,BB McCullum,0,0,0,62,21,21,4,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
48,JD Ryder,HMCM Bandara,BB McCullum,1,0,1,63,22,22,5,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
49,BB McCullum,HMCM Bandara,JD Ryder,2,0,2,65,40,28,6,8,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
50,JD Ryder,ST Jayasuriya,BB McCullum,1,0,1,66,23,23,1,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
51,BB McCullum,ST Jayasuriya,JD Ryder,0,0,0,66,40,29,2,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
52,BB McCullum,ST Jayasuriya,JD Ryder,1,0,1,67,41,30,3,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
53,JD Ryder,ST Jayasuriya,BB McCullum,4,0,4,71,27,24,4,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
54,JD Ryder,ST Jayasuriya,BB McCullum,0,0,0,71,27,25,5,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
55,JD Ryder,ST Jayasuriya,BB McCullum,1,0,1,72,28,26,6,9,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
56,JD Ryder,TM Dilshan,BB McCullum,1,0,1,73,29,27,1,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
57,BB McCullum,TM Dilshan,JD Ryder,1,0,1,74,42,31,2,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
58,JD Ryder,TM Dilshan,BB McCullum,1,0,1,75,30,28,3,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
59,BB McCullum,TM Dilshan,JD Ryder,6,0,6,81,48,32,4,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
60,BB McCullum,TM Dilshan,JD Ryder,1,0,1,82,49,33,5,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
61,JD Ryder,TM Dilshan,BB McCullum,1,0,1,83,31,29,6,10,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
62,JD Ryder,ST Jayasuriya,BB McCullum,1,0,1,84,32,30,1,11,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
63,BB McCullum,ST Jayasuriya,JD Ryder,0,0,0,84,49,34,2,11,,-,caught and bowled,BB McCullum,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
64,LRPL Taylor,ST Jayasuriya,JD Ryder,0,0,0,84,0,1,3,11,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
65,LRPL Taylor,ST Jayasuriya,JD Ryder,0,0,0,84,0,2,4,11,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
66,LRPL Taylor,ST Jayasuriya,JD Ryder,1,0,1,85,1,3,5,11,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
67,JD Ryder,ST Jayasuriya,LRPL Taylor,1,0,1,86,33,31,6,11,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
68,JD Ryder,TM Dilshan,LRPL Taylor,6,0,6,92,39,32,1,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
69,JD Ryder,TM Dilshan,LRPL Taylor,1,0,1,93,40,33,2,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
70,LRPL Taylor,TM Dilshan,JD Ryder,1,0,1,94,2,4,3,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
71,JD Ryder,TM Dilshan,LRPL Taylor,4,0,4,98,44,34,4,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
72,JD Ryder,TM Dilshan,LRPL Taylor,6,0,6,104,50,35,5,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
73,JD Ryder,TM Dilshan,LRPL Taylor,2,0,2,106,52,36,6,12,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
74,LRPL Taylor,BAW Mendis,JD Ryder,0,0,0,106,2,5,1,13,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
75,LRPL Taylor,BAW Mendis,JD Ryder,2,0,2,108,4,6,2,13,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
76,LRPL Taylor,BAW Mendis,JD Ryder,0,0,0,108,4,7,3,13,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
77,LRPL Taylor,BAW Mendis,JD Ryder,1,0,1,109,5,8,4,13,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
78,JD Ryder,BAW Mendis,LRPL Taylor,0,0,0,109,52,37,5,13,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
79,JD Ryder,BAW Mendis,LRPL Taylor,0,0,0,109,52,38,6,13,,-,caught,JD Ryder,RJMGM Rupasinghe,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
80,LRPL Taylor,HMCM Bandara,MJ Guptill,0,0,0,109,5,9,1,14,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
81,LRPL Taylor,HMCM Bandara,MJ Guptill,1,0,1,110,6,10,2,14,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
82,MJ Guptill,HMCM Bandara,LRPL Taylor,1,0,1,111,1,1,3,14,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
83,LRPL Taylor,HMCM Bandara,MJ Guptill,2,0,2,113,8,11,4,14,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
84,LRPL Taylor,HMCM Bandara,MJ Guptill,4,0,4,117,12,12,5,14,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
85,LRPL Taylor,HMCM Bandara,MJ Guptill,0,1,1,118,12,13,6,14,{'legbyes': 1},legbyes,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
86,LRPL Taylor,BAW Mendis,MJ Guptill,1,0,1,119,13,14,1,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
87,MJ Guptill,BAW Mendis,LRPL Taylor,2,0,2,121,3,2,2,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
88,MJ Guptill,BAW Mendis,LRPL Taylor,1,0,1,122,4,3,3,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
89,LRPL Taylor,BAW Mendis,MJ Guptill,0,0,0,122,13,15,4,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
90,LRPL Taylor,BAW Mendis,MJ Guptill,1,0,1,123,14,16,5,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
91,MJ Guptill,BAW Mendis,LRPL Taylor,1,0,1,124,5,4,6,15,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
92,MJ Guptill,ST Jayasuriya,LRPL Taylor,1,0,1,125,6,5,1,16,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
93,LRPL Taylor,ST Jayasuriya,MJ Guptill,2,0,2,127,16,17,2,16,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
94,LRPL Taylor,ST Jayasuriya,MJ Guptill,0,0,0,127,16,18,3,16,,-,lbw,LRPL Taylor,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
95,JDP Oram,ST Jayasuriya,MJ Guptill,1,0,1,128,1,1,4,16,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
96,MJ Guptill,ST Jayasuriya,JDP Oram,1,0,1,129,7,6,5,16,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
97,JDP Oram,ST Jayasuriya,MJ Guptill,2,0,2,131,3,2,6,16,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
98,MJ Guptill,KMDN Kulasekara,JDP Oram,6,0,6,137,13,7,1,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
99,MJ Guptill,KMDN Kulasekara,JDP Oram,4,0,4,141,17,8,2,17,,-,0,,,bat,New Zealand,1,R Premadasa Stadium,2009-09-04,New Zealand,Sri Lanka
