,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
30,KL Rahul,K Rabada,V Kohli,0,0,0,16,90,11,24,1,5,5,"{'by': 'South Africa', 'umpire': 'Nitin Menon', 'batter': 'KL Rahul', 'decision': 'struck down'}",-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
31,KL Rahul,K Rabada,V Kohli,0,0,0,16,90,11,25,1,6,5,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
32,V Kohli,WD Parnell,KL Rahul,0,0,0,16,90,2,5,1,1,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
33,V Kohli,WD Parnell,KL Rahul,0,0,0,16,90,2,6,1,2,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
34,V Kohli,WD Parnell,KL Rahul,0,0,0,16,90,2,7,1,3,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
35,V Kohli,WD Parnell,KL Rahul,1,0,1,17,89,3,8,1,4,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
36,KL Rahul,WD Parnell,V Kohli,0,0,0,17,89,11,26,1,5,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
37,KL Rahul,WD Parnell,V Kohli,0,0,0,17,89,11,27,1,6,6,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
38,V Kohli,A Nortje,KL Rahul,0,0,0,17,89,3,9,2,1,7,,-,caught,V Kohli,Q de Kock,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
39,SA Yadav,A Nortje,KL Rahul,0,0,0,17,89,0,1,2,2,7,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
40,SA Yadav,A Nortje,KL Rahul,6,0,6,23,83,6,2,2,3,7,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
41,SA Yadav,A Nortje,KL Rahul,6,0,6,29,77,12,3,2,4,7,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
42,SA Yadav,A Nortje,KL Rahul,0,0,0,29,77,12,4,2,5,7,"{'by': 'South Africa', 'umpire': 'Nitin Menon', 'batter': 'SA Yadav', 'decision': 'struck down'}",-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
43,SA Yadav,A Nortje,KL Rahul,0,0,0,29,77,12,5,2,6,7,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
44,KL Rahul,T Shamsi,SA Yadav,1,0,1,30,76,12,28,2,1,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
45,SA Yadav,T Shamsi,KL Rahul,0,0,0,30,76,12,6,2,2,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
46,SA Yadav,T Shamsi,KL Rahul,0,1,1,31,75,12,7,2,3,8,,wides,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
47,SA Yadav,T Shamsi,KL Rahul,1,0,1,32,74,13,8,2,4,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
48,KL Rahul,T Shamsi,SA Yadav,1,0,1,33,73,13,29,2,5,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
49,SA Yadav,T Shamsi,KL Rahul,1,0,1,34,72,14,9,2,6,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
50,KL Rahul,T Shamsi,SA Yadav,0,0,0,34,72,13,30,2,7,8,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
51,SA Yadav,KA Maharaj,KL Rahul,1,0,1,35,71,15,10,2,1,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
52,KL Rahul,KA Maharaj,SA Yadav,0,0,0,35,71,13,31,2,2,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
53,KL Rahul,KA Maharaj,SA Yadav,1,0,1,36,70,14,32,2,3,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
54,SA Yadav,KA Maharaj,KL Rahul,2,0,2,38,68,17,11,2,4,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
55,SA Yadav,KA Maharaj,KL Rahul,0,0,0,38,68,17,12,2,5,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
56,SA Yadav,KA Maharaj,KL Rahul,0,0,0,38,68,17,13,2,6,9,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
57,KL Rahul,A Nortje,SA Yadav,1,0,1,39,67,15,33,2,1,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
58,SA Yadav,A Nortje,KL Rahul,0,2,2,41,65,17,14,2,2,10,,wides,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
59,KL Rahul,A Nortje,SA Yadav,0,0,0,41,65,15,34,2,3,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
60,KL Rahul,A Nortje,SA Yadav,0,0,0,41,65,15,35,2,4,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
61,KL Rahul,A Nortje,SA Yadav,0,0,0,41,65,15,36,2,5,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
62,KL Rahul,A Nortje,SA Yadav,0,0,0,41,65,15,37,2,6,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
63,KL Rahul,A Nortje,SA Yadav,6,0,6,47,59,21,38,2,7,10,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
64,SA Yadav,KA Maharaj,KL Rahul,4,0,4,51,55,21,15,2,1,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
65,SA Yadav,KA Maharaj,KL Rahul,0,0,0,51,55,21,16,2,2,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
66,SA Yadav,KA Maharaj,KL Rahul,0,0,0,51,55,21,17,2,3,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
67,SA Yadav,KA Maharaj,KL Rahul,1,0,1,52,54,22,18,2,4,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
68,KL Rahul,KA Maharaj,SA Yadav,1,0,1,53,53,22,39,2,5,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
69,SA Yadav,KA Maharaj,KL Rahul,0,0,0,53,53,22,19,2,6,11,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
70,KL Rahul,T Shamsi,SA Yadav,6,0,6,59,47,28,40,2,1,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
71,KL Rahul,T Shamsi,SA Yadav,2,0,2,61,45,30,41,2,2,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
72,KL Rahul,T Shamsi,SA Yadav,1,0,1,62,44,31,42,2,3,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
73,SA Yadav,T Shamsi,KL Rahul,0,0,0,62,44,22,20,2,4,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
74,SA Yadav,T Shamsi,KL Rahul,0,0,0,62,44,22,21,2,5,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
75,SA Yadav,T Shamsi,KL Rahul,4,0,4,66,40,26,22,2,6,12,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
76,KL Rahul,KA Maharaj,SA Yadav,1,0,1,67,39,32,43,2,1,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
77,SA Yadav,KA Maharaj,KL Rahul,1,0,1,68,38,27,23,2,2,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
78,KL Rahul,KA Maharaj,SA Yadav,1,0,1,69,37,33,44,2,3,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
79,SA Yadav,KA Maharaj,KL Rahul,6,0,6,75,31,33,24,2,4,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
80,SA Yadav,KA Maharaj,KL Rahul,1,0,1,76,30,34,25,2,5,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
81,KL Rahul,KA Maharaj,SA Yadav,1,0,1,77,29,34,45,2,6,13,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
82,KL Rahul,WD Parnell,SA Yadav,1,0,1,78,28,35,46,2,1,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
83,SA Yadav,WD Parnell,KL Rahul,0,0,0,78,28,34,26,2,2,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
84,SA Yadav,WD Parnell,KL Rahul,1,0,1,79,27,35,27,2,3,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
85,KL Rahul,WD Parnell,SA Yadav,0,0,0,79,27,35,47,2,4,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
86,KL Rahul,WD Parnell,SA Yadav,0,0,0,79,27,35,48,2,5,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
87,KL Rahul,WD Parnell,SA Yadav,1,0,1,80,26,36,49,2,6,14,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
88,KL Rahul,A Nortje,SA Yadav,0,0,0,80,26,36,50,2,1,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
89,KL Rahul,A Nortje,SA Yadav,0,0,0,80,26,36,51,2,2,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
90,KL Rahul,A Nortje,SA Yadav,6,0,6,86,20,42,52,2,3,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
91,KL Rahul,A Nortje,SA Yadav,1,0,1,87,19,43,53,2,4,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
92,SA Yadav,A Nortje,KL Rahul,4,0,4,91,15,39,28,2,5,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
93,SA Yadav,A Nortje,KL Rahul,0,0,0,91,15,39,29,2,6,15,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
94,KL Rahul,K Rabada,SA Yadav,0,0,0,91,15,43,54,2,1,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
95,KL Rahul,K Rabada,SA Yadav,1,0,1,92,14,44,55,2,2,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
96,SA Yadav,K Rabada,KL Rahul,4,0,4,96,10,43,30,2,3,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
97,SA Yadav,K Rabada,KL Rahul,4,0,4,100,6,47,31,2,4,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
98,SA Yadav,K Rabada,KL Rahul,0,0,0,100,6,47,32,2,5,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
99,SA Yadav,K Rabada,KL Rahul,1,0,1,101,5,48,33,2,6,16,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
100,SA Yadav,T Shamsi,KL Rahul,1,0,1,102,4,49,34,2,1,17,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
101,KL Rahul,T Shamsi,SA Yadav,1,0,1,103,3,45,56,2,2,17,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
102,SA Yadav,T Shamsi,KL Rahul,1,0,1,104,2,50,35,2,3,17,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
103,KL Rahul,T Shamsi,SA Yadav,6,0,6,110,-4,51,57,2,4,17,,-,0,,,field,India,2,"Greenfield International Stadium, Thiruvananthapuram",2022,09,South Africa_India_2022-09-28,India,India,South Africa,110
