,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,AC Gilchrist,KD Mills,MJ Clarke,0,0,0,0,157,0,1,0,1,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
1,AC Gilchrist,KD Mills,MJ Clarke,0,0,0,0,157,0,2,0,2,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
2,AC Gilchrist,KD Mills,MJ Clarke,1,0,1,1,156,1,3,0,3,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
3,MJ Clarke,KD Mills,AC Gilchrist,4,0,4,5,152,4,1,0,4,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
4,MJ Clarke,KD Mills,AC Gilchrist,0,0,0,5,152,4,2,0,5,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
5,MJ Clarke,KD Mills,AC Gilchrist,0,0,0,5,152,4,3,0,6,1,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
6,AC Gilchrist,MR Gillespie,MJ Clarke,0,0,0,5,152,1,4,0,1,2,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
7,AC Gilchrist,MR Gillespie,MJ Clarke,0,0,0,5,152,1,5,1,2,2,caught,AC Gilchrist,JS Patel,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
8,MEK Hussey,MR Gillespie,MJ Clarke,0,0,0,5,152,0,1,1,3,2,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
9,MEK Hussey,MR Gillespie,MJ Clarke,0,0,0,5,152,0,2,1,4,2,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
10,MEK Hussey,MR Gillespie,MJ Clarke,0,0,0,5,152,0,3,1,5,2,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
11,MEK Hussey,MR Gillespie,MJ Clarke,0,0,0,5,152,0,4,1,6,2,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
12,MJ Clarke,KD Mills,MEK Hussey,1,0,1,6,151,5,4,1,1,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
13,MEK Hussey,KD Mills,MJ Clarke,1,0,1,7,150,1,5,1,2,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
14,MJ Clarke,KD Mills,MEK Hussey,1,0,1,8,149,6,5,1,3,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
15,MEK Hussey,KD Mills,MJ Clarke,2,0,2,10,147,3,6,1,4,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
16,MEK Hussey,KD Mills,MJ Clarke,0,0,0,10,147,3,7,1,5,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
17,MEK Hussey,KD Mills,MJ Clarke,0,0,0,10,147,3,8,1,6,3,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
18,MJ Clarke,MR Gillespie,MEK Hussey,0,0,0,10,147,6,6,1,1,4,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
19,MJ Clarke,MR Gillespie,MEK Hussey,0,0,0,10,147,6,7,1,2,4,0,,,-,bat,Australia,1,Western Australia Cricket Association Ground,2007,12,Australia_New Zealand_2007-12-11,Australia,Australia,New Zealand,186
