,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,KL Rahul,JR Hazlewood,RG Sharma,1,0,1,1,89,1,1,0,1,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
1,RG Sharma,JR Hazlewood,KL Rahul,0,0,0,1,89,0,1,0,2,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
2,RG Sharma,JR Hazlewood,KL Rahul,6,0,6,7,83,6,2,0,3,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
3,RG Sharma,JR Hazlewood,KL Rahul,6,0,6,13,77,12,3,0,4,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
4,RG Sharma,JR Hazlewood,KL Rahul,1,0,1,14,76,13,4,0,5,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
5,KL Rahul,JR Hazlewood,RG Sharma,6,0,6,20,70,7,2,0,6,1,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
6,RG Sharma,PJ Cummins,KL Rahul,0,1,1,21,69,13,5,0,1,2,wides,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
7,RG Sharma,PJ Cummins,KL Rahul,0,0,0,21,69,13,6,0,2,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
8,RG Sharma,PJ Cummins,KL Rahul,0,0,0,21,69,13,7,0,3,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
9,RG Sharma,PJ Cummins,KL Rahul,6,0,6,27,63,19,8,0,4,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
10,RG Sharma,PJ Cummins,KL Rahul,1,0,1,28,62,20,9,0,5,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
11,KL Rahul,PJ Cummins,RG Sharma,0,0,0,28,62,7,3,0,6,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
12,KL Rahul,PJ Cummins,RG Sharma,2,0,2,30,60,9,4,0,7,2,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
13,RG Sharma,A Zampa,KL Rahul,0,1,1,31,59,20,10,0,1,3,byes,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
14,KL Rahul,A Zampa,RG Sharma,1,0,1,32,58,10,5,0,2,3,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
15,RG Sharma,A Zampa,KL Rahul,6,0,6,38,52,26,11,0,3,3,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
16,RG Sharma,A Zampa,KL Rahul,1,0,1,39,51,27,12,0,4,3,-,0,,,field,India,2,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2022,09,Australia_India_2022-09-23,India,India,Australia
