,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,135,0,1,0,1,0,,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
1,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,135,0,2,0,2,0,,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
2,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,135,0,3,1,3,caught and bowled,G Gambhir,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
3,RV Uthappa,Mohammad Asif,V Sehwag,0,0,0,0,135,0,1,1,4,0,,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
4,RV Uthappa,Mohammad Asif,V Sehwag,0,0,0,0,135,0,2,1,5,0,,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
5,RV Uthappa,Mohammad Asif,V Sehwag,1,0,1,1,134,1,3,1,6,0,,,0,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
6,RV Uthappa,Umar Gul,V Sehwag,1,0,1,2,133,2,4,1,1,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
7,V Sehwag,Umar Gul,RV Uthappa,4,0,4,6,129,4,1,1,2,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
8,V Sehwag,Umar Gul,RV Uthappa,1,0,1,7,128,5,2,1,3,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
9,RV Uthappa,Umar Gul,V Sehwag,2,0,2,9,126,4,5,1,4,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
10,RV Uthappa,Umar Gul,V Sehwag,0,0,0,9,126,4,6,1,5,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
11,RV Uthappa,Umar Gul,V Sehwag,0,0,0,9,126,4,7,1,6,0,,,1,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
12,V Sehwag,Mohammad Asif,RV Uthappa,0,0,0,9,126,5,3,2,1,bowled,V Sehwag,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
13,Yuvraj Singh,Mohammad Asif,RV Uthappa,1,0,1,10,125,1,1,2,2,0,,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
14,RV Uthappa,Mohammad Asif,Yuvraj Singh,0,0,0,10,125,4,8,2,3,0,,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
15,RV Uthappa,Mohammad Asif,Yuvraj Singh,0,0,0,10,125,4,9,2,4,0,,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
16,RV Uthappa,Mohammad Asif,Yuvraj Singh,0,0,0,10,125,4,10,2,5,0,,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
17,RV Uthappa,Mohammad Asif,Yuvraj Singh,4,0,4,14,121,8,11,2,6,0,,,2,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
18,Yuvraj Singh,Umar Gul,RV Uthappa,0,0,0,14,121,1,2,2,1,0,,,3,-,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
19,Yuvraj Singh,Umar Gul,RV Uthappa,0,1,1,15,120,1,3,2,2,0,,,3,legbyes,field,Pakistan,1,Kingsmead,2007,09,India_Pakistan_2007-09-14,tie,India,Pakistan,141
