,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,DPMD Jayawardene,M Morkel,TM Dilshan,0,0,0,0,78,0,1,0,1,0,,,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
1,DPMD Jayawardene,M Morkel,TM Dilshan,0,0,0,0,78,0,2,0,2,0,,,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
2,DPMD Jayawardene,M Morkel,TM Dilshan,4,0,4,4,74,4,3,0,3,0,,,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
3,DPMD Jayawardene,M Morkel,TM Dilshan,0,0,0,4,74,4,4,1,4,run out,TM Dilshan,JA Morkel;AB de Villiers,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
4,EMDY Munaweera,M Morkel,DPMD Jayawardene,0,0,0,4,74,0,1,1,5,0,,,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
5,EMDY Munaweera,M Morkel,DPMD Jayawardene,1,0,1,5,73,1,2,1,6,0,,,0,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
6,EMDY Munaweera,DW Steyn,DPMD Jayawardene,2,0,2,7,71,3,3,1,1,0,,,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
7,EMDY Munaweera,DW Steyn,DPMD Jayawardene,0,0,0,7,71,3,4,1,2,0,,,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
8,EMDY Munaweera,DW Steyn,DPMD Jayawardene,0,0,0,7,71,3,5,1,3,0,,,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
9,EMDY Munaweera,DW Steyn,DPMD Jayawardene,1,0,1,8,70,4,6,1,4,0,,,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
10,DPMD Jayawardene,DW Steyn,EMDY Munaweera,0,0,0,8,70,4,5,1,5,0,,,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
11,DPMD Jayawardene,DW Steyn,EMDY Munaweera,0,0,0,8,70,4,6,2,6,caught,DPMD Jayawardene,F Behardien,1,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
12,KC Sangakkara,M Morkel,EMDY Munaweera,1,0,1,9,69,1,1,2,1,0,,,2,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
13,EMDY Munaweera,M Morkel,KC Sangakkara,1,0,1,10,68,5,7,2,2,0,,,2,-,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
14,KC Sangakkara,M Morkel,EMDY Munaweera,0,1,1,11,67,1,2,2,3,0,,,2,legbyes,field,Sri Lanka,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_South Africa_2012-09-22,South Africa,Sri Lanka,South Africa,False,46
