,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MJ Guptill,Anwar Ali,KS Williamson,4,0,4,4,,4,1,0,1,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
1,MJ Guptill,Anwar Ali,KS Williamson,0,0,0,4,,4,2,0,2,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
2,MJ Guptill,Anwar Ali,KS Williamson,1,0,1,5,,5,3,0,3,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
3,KS Williamson,Anwar Ali,MJ Guptill,1,0,1,6,,1,1,0,4,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
4,MJ Guptill,Anwar Ali,KS Williamson,4,0,4,10,,9,4,0,5,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
5,MJ Guptill,Anwar Ali,KS Williamson,6,0,6,16,,15,5,0,6,0,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
6,KS Williamson,Mohammad Amir,MJ Guptill,0,0,0,16,,1,2,0,1,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
7,KS Williamson,Mohammad Amir,MJ Guptill,1,0,1,17,,2,3,0,2,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
8,MJ Guptill,Mohammad Amir,KS Williamson,1,0,1,18,,16,6,0,3,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
9,KS Williamson,Mohammad Amir,MJ Guptill,1,0,1,19,,3,4,0,4,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
10,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,19,,16,7,0,5,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
11,MJ Guptill,Mohammad Amir,KS Williamson,4,0,4,23,,20,8,0,6,1,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
12,KS Williamson,Imad Wasim,MJ Guptill,1,0,1,24,,4,5,0,1,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
13,MJ Guptill,Imad Wasim,KS Williamson,1,0,1,25,,21,9,0,2,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
14,KS Williamson,Imad Wasim,MJ Guptill,1,0,1,26,,5,6,0,3,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
15,MJ Guptill,Imad Wasim,KS Williamson,6,0,6,32,,27,10,0,4,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
16,MJ Guptill,Imad Wasim,KS Williamson,4,0,4,36,,31,11,0,5,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
17,MJ Guptill,Imad Wasim,KS Williamson,4,0,4,40,,35,12,0,6,2,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
18,KS Williamson,Mohammad Amir,MJ Guptill,0,0,0,40,,5,7,0,1,3,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
19,KS Williamson,Mohammad Amir,MJ Guptill,1,0,1,41,,6,8,0,2,3,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
20,MJ Guptill,Mohammad Amir,KS Williamson,1,0,1,42,,36,13,0,3,3,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
21,KS Williamson,Mohammad Amir,MJ Guptill,0,0,0,42,,6,9,0,4,3,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
22,KS Williamson,Mohammad Amir,MJ Guptill,0,0,0,42,,6,10,0,5,3,0,,,-,field,Pakistan,1,Westpac Stadium,2016,01,New Zealand_Pakistan_2016-01-22,New Zealand,New Zealand,Pakistan,True,196
