,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,P Nissanka,Fazalhaq Farooqi,BKG Mendis,0,0,0,0,144,0,1,0,-,1.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
1,P Nissanka,Fazalhaq Farooqi,BKG Mendis,4,0,4,4,140,4,2,0,-,2.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
2,P Nissanka,Fazalhaq Farooqi,BKG Mendis,1,0,1,5,139,5,3,0,-,3.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
3,BKG Mendis,Fazalhaq Farooqi,P Nissanka,0,2,2,7,137,0,0,0,wides,3.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
4,P Nissanka,Fazalhaq Farooqi,BKG Mendis,1,0,1,8,136,6,4,0,-,4.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
5,BKG Mendis,Fazalhaq Farooqi,P Nissanka,0,0,0,8,136,0,1,0,-,5.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
6,BKG Mendis,Fazalhaq Farooqi,P Nissanka,0,0,0,8,136,0,2,0,-,6.0,0,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
7,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,0,0,0,8,136,6,5,0,-,1.0,1,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
8,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,4,0,4,12,132,10,6,0,-,2.0,1,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
9,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,10,7,0,-,3.0,1,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
10,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,10,8,0,-,4.0,1,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
11,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,10,9,0,-,5.0,1,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
12,P Nissanka,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,10,10,1,-,6.0,1,bowled,P Nissanka,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
13,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,3,1,-,1.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
14,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,4,1,-,2.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
15,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,5,1,-,3.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
16,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,6,1,-,4.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
17,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,7,1,-,5.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
18,BKG Mendis,Fazalhaq Farooqi,DM de Silva,0,0,0,12,132,0,8,1,-,6.0,2,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
19,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,0,1,1,-,1.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
20,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,0,0,0,12,132,0,2,1,-,2.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
21,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,1,0,1,13,131,1,3,1,-,3.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
22,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,1,0,1,14,130,1,9,1,-,4.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
23,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,0,0,0,14,130,1,4,1,-,5.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
24,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,0,0,0,14,130,1,5,1,-,6.0,3,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
25,BKG Mendis,Fareed Ahmad,DM de Silva,0,0,0,14,130,1,10,1,-,1.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
26,BKG Mendis,Fareed Ahmad,DM de Silva,0,0,0,14,130,1,11,1,-,2.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
27,BKG Mendis,Fareed Ahmad,DM de Silva,4,0,4,18,126,5,12,1,-,3.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
28,BKG Mendis,Fareed Ahmad,DM de Silva,4,0,4,22,122,9,13,1,-,4.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
29,BKG Mendis,Fareed Ahmad,DM de Silva,1,0,1,23,121,10,14,1,-,5.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
30,DM de Silva,Fareed Ahmad,BKG Mendis,0,0,0,23,121,1,6,1,-,6.0,4,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
31,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,0,0,0,23,121,10,15,1,-,1.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
32,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,2,0,2,25,119,12,16,1,-,2.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
33,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,1,0,1,26,118,13,17,1,-,3.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
34,DM de Silva,Mujeeb Ur Rahman,BKG Mendis,1,0,1,27,117,2,7,1,-,4.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
35,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,0,0,0,27,117,13,18,1,-,5.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
36,BKG Mendis,Mujeeb Ur Rahman,DM de Silva,1,0,1,28,116,14,19,1,-,6.0,5,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Offbreak
37,BKG Mendis,Fareed Ahmad,DM de Silva,1,0,1,29,115,15,20,1,-,1.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
38,DM de Silva,Fareed Ahmad,BKG Mendis,1,0,1,30,114,3,8,1,-,2.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
39,BKG Mendis,Fareed Ahmad,DM de Silva,6,0,6,36,108,21,21,1,-,3.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
40,BKG Mendis,Fareed Ahmad,DM de Silva,0,1,1,37,107,21,21,1,wides,3.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
41,BKG Mendis,Fareed Ahmad,DM de Silva,2,0,2,39,105,23,22,1,-,4.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
42,BKG Mendis,Fareed Ahmad,DM de Silva,1,0,1,40,104,24,23,1,-,5.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
43,DM de Silva,Fareed Ahmad,BKG Mendis,4,0,4,44,100,7,9,1,-,6.0,6,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Left arm Fast
44,BKG Mendis,Rashid Khan,DM de Silva,0,0,0,44,100,24,24,1,-,1.0,7,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
45,BKG Mendis,Rashid Khan,DM de Silva,1,0,1,45,99,25,25,1,-,2.0,7,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
46,DM de Silva,Rashid Khan,BKG Mendis,1,0,1,46,98,8,10,1,-,3.0,7,0,,,,bat,Afghanistan,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,Afghanistan_Sri Lanka_2022-11-01,Sri Lanka,Sri Lanka,Afghanistan,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
