,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,AJ Finch,A Nehra,SE Marsh,1,0,1,1,183,1,1,0,1,-,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
1,SE Marsh,A Nehra,AJ Finch,0,0,0,1,183,0,1,0,2,-,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
2,SE Marsh,A Nehra,AJ Finch,0,1,1,2,182,0,2,0,3,legbyes,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
3,AJ Finch,A Nehra,SE Marsh,1,0,1,3,181,2,2,0,4,-,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
4,SE Marsh,A Nehra,AJ Finch,1,0,1,4,180,1,3,0,5,-,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
5,AJ Finch,A Nehra,SE Marsh,0,0,0,4,180,2,3,0,6,-,0,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
6,SE Marsh,JJ Bumrah,AJ Finch,4,0,4,8,176,5,4,0,1,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
7,SE Marsh,JJ Bumrah,AJ Finch,0,0,0,8,176,5,5,0,2,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
8,SE Marsh,JJ Bumrah,AJ Finch,0,0,0,8,176,5,6,0,3,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
9,SE Marsh,JJ Bumrah,AJ Finch,1,0,1,9,175,6,7,0,4,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
10,AJ Finch,JJ Bumrah,SE Marsh,4,0,4,13,171,6,4,0,5,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
11,AJ Finch,JJ Bumrah,SE Marsh,1,0,1,14,170,7,5,0,6,-,1,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
12,AJ Finch,A Nehra,SE Marsh,1,0,1,15,169,8,6,0,1,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
13,SE Marsh,A Nehra,AJ Finch,3,0,3,18,166,9,8,0,2,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
14,AJ Finch,A Nehra,SE Marsh,0,0,0,18,166,8,7,0,3,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
15,AJ Finch,A Nehra,SE Marsh,4,0,4,22,162,12,8,0,4,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
16,AJ Finch,A Nehra,SE Marsh,4,0,4,26,158,16,9,0,5,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
17,AJ Finch,A Nehra,SE Marsh,4,0,4,30,154,20,10,0,6,-,2,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
18,SE Marsh,JJ Bumrah,AJ Finch,1,0,1,31,153,10,9,0,1,-,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
19,AJ Finch,JJ Bumrah,SE Marsh,4,0,4,35,149,24,11,0,2,-,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
20,AJ Finch,JJ Bumrah,SE Marsh,1,0,1,36,148,25,12,0,3,-,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
21,SE Marsh,JJ Bumrah,AJ Finch,0,0,0,36,148,10,10,0,4,-,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
22,SE Marsh,JJ Bumrah,AJ Finch,0,1,1,37,147,10,11,0,5,byes,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
23,AJ Finch,JJ Bumrah,SE Marsh,1,0,1,38,146,26,13,0,6,-,3,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
24,AJ Finch,A Nehra,SE Marsh,0,0,0,38,146,26,14,0,1,-,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
25,AJ Finch,A Nehra,SE Marsh,2,0,2,40,144,28,15,0,2,-,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
26,AJ Finch,A Nehra,SE Marsh,0,1,1,41,143,28,16,0,3,legbyes,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
27,SE Marsh,A Nehra,AJ Finch,1,0,1,42,142,11,12,0,4,-,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
28,AJ Finch,A Nehra,SE Marsh,2,0,2,44,140,30,17,0,5,-,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
29,AJ Finch,A Nehra,SE Marsh,4,0,4,48,136,34,18,0,6,-,4,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
30,SE Marsh,JJ Bumrah,AJ Finch,4,0,4,52,132,15,13,0,1,-,5,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
31,SE Marsh,JJ Bumrah,AJ Finch,1,0,1,53,131,16,14,0,2,-,5,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
32,AJ Finch,JJ Bumrah,SE Marsh,4,0,4,57,127,38,19,0,3,-,5,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
33,AJ Finch,JJ Bumrah,SE Marsh,0,0,0,57,127,38,20,0,4,-,5,0,,,field,Australia,2,Melbourne Cricket Ground,2016,01,Australia_India_2016-01-29,India,Australia,India,False,157
