,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,KP Pietersen,Mohammad Hafeez,C Kieswetter,1,0,1,1,149,1,1,0,1,-,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
1,C Kieswetter,Mohammad Hafeez,KP Pietersen,0,1,1,2,148,0,1,0,2,legbyes,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
2,KP Pietersen,Mohammad Hafeez,C Kieswetter,0,0,0,2,148,1,2,0,3,-,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
3,KP Pietersen,Mohammad Hafeez,C Kieswetter,4,0,4,6,144,5,3,0,4,-,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
4,KP Pietersen,Mohammad Hafeez,C Kieswetter,1,0,1,7,143,6,4,0,5,-,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
5,C Kieswetter,Mohammad Hafeez,KP Pietersen,0,0,0,7,143,0,2,0,6,-,1,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
6,KP Pietersen,Aizaz Cheema,C Kieswetter,0,0,0,7,143,6,5,0,1,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
7,KP Pietersen,Aizaz Cheema,C Kieswetter,1,0,1,8,142,7,6,0,2,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
8,C Kieswetter,Aizaz Cheema,KP Pietersen,0,0,0,8,142,0,3,0,3,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
9,C Kieswetter,Aizaz Cheema,KP Pietersen,0,0,0,8,142,0,4,0,4,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
10,C Kieswetter,Aizaz Cheema,KP Pietersen,2,0,2,10,140,2,5,0,5,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
11,C Kieswetter,Aizaz Cheema,KP Pietersen,1,0,1,11,139,3,6,0,6,-,2,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
12,C Kieswetter,Umar Gul,KP Pietersen,2,0,2,13,137,5,7,0,1,-,3,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
13,C Kieswetter,Umar Gul,KP Pietersen,4,0,4,17,133,9,8,0,2,-,3,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
14,C Kieswetter,Umar Gul,KP Pietersen,6,0,6,23,127,15,9,0,3,-,3,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
15,C Kieswetter,Umar Gul,KP Pietersen,0,0,0,23,127,15,10,0,4,-,3,0,,,bat,England,1,Sheikh Zayed Stadium,2012,02,England_Pakistan_2012-02-27,England,England,Pakistan,129
