,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,DA Warner,Shoaib Akhtar,MJ Clarke,1,0,1,1,161,1,1,0,1,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
1,MJ Clarke,Shoaib Akhtar,DA Warner,4,0,4,5,157,4,1,0,2,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
2,MJ Clarke,Shoaib Akhtar,DA Warner,2,0,2,7,155,6,2,0,3,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
3,MJ Clarke,Shoaib Akhtar,DA Warner,4,0,4,11,151,10,3,0,4,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
4,MJ Clarke,Shoaib Akhtar,DA Warner,0,0,0,11,151,10,4,0,5,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
5,MJ Clarke,Shoaib Akhtar,DA Warner,0,0,0,11,151,10,5,0,6,1,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
6,DA Warner,Mohammad Amir,MJ Clarke,0,1,1,12,150,1,2,0,1,2,legbyes,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
7,MJ Clarke,Mohammad Amir,DA Warner,4,0,4,16,146,14,6,0,2,2,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
8,MJ Clarke,Mohammad Amir,DA Warner,0,0,0,16,146,14,7,0,3,2,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
9,MJ Clarke,Mohammad Amir,DA Warner,1,0,1,17,145,15,8,0,4,2,-,0,,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
10,DA Warner,Mohammad Amir,MJ Clarke,0,0,0,17,145,1,3,1,5,2,-,lbw,DA Warner,,bat,Pakistan,2,Edgbaston,2010,07,Australia_Pakistan_2010-07-06,Pakistan,Australia,Pakistan,151
