,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
70,JC Buttler,N Pradeep,EJG Morgan,0,1,1,84,44,31,4,0,,,12,wides,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
71,JC Buttler,N Pradeep,EJG Morgan,1,0,1,85,45,32,5,0,,,12,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
72,EJG Morgan,N Pradeep,JC Buttler,1,0,1,86,23,24,6,0,,,12,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
73,JC Buttler,N Pradeep,EJG Morgan,1,0,1,87,46,33,7,0,,,12,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
74,JC Buttler,KMC Bandara,EJG Morgan,1,0,1,88,47,34,1,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
75,EJG Morgan,KMC Bandara,JC Buttler,1,0,1,89,24,25,2,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
76,JC Buttler,KMC Bandara,EJG Morgan,4,0,4,93,51,35,3,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
77,JC Buttler,KMC Bandara,EJG Morgan,1,0,1,94,52,36,4,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
78,EJG Morgan,KMC Bandara,JC Buttler,4,0,4,98,28,26,5,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
79,EJG Morgan,KMC Bandara,JC Buttler,0,0,0,98,28,27,6,0,,,13,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
80,JC Buttler,AD Mathews,EJG Morgan,4,0,4,102,56,37,1,0,,,14,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
81,JC Buttler,AD Mathews,EJG Morgan,0,0,0,102,56,38,2,0,,,14,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
82,JC Buttler,AD Mathews,EJG Morgan,0,1,1,103,56,39,3,0,,,14,byes,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
83,EJG Morgan,AD Mathews,JC Buttler,2,0,2,105,30,28,4,0,,,14,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
84,EJG Morgan,AD Mathews,JC Buttler,1,0,1,106,31,29,5,0,,,14,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
85,JC Buttler,AD Mathews,EJG Morgan,2,0,2,108,58,40,6,0,,,14,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
86,EJG Morgan,MF Maharoof,JC Buttler,0,5,5,113,31,30,1,0,,,15,wides,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
87,EJG Morgan,MF Maharoof,JC Buttler,2,0,2,115,33,31,2,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
88,EJG Morgan,MF Maharoof,JC Buttler,2,0,2,117,35,32,3,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
89,EJG Morgan,MF Maharoof,JC Buttler,1,0,1,118,36,33,4,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
90,JC Buttler,MF Maharoof,EJG Morgan,1,0,1,119,59,41,5,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
91,EJG Morgan,MF Maharoof,JC Buttler,1,0,1,120,37,34,6,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
92,JC Buttler,MF Maharoof,EJG Morgan,0,0,0,120,59,42,7,0,,,15,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
93,EJG Morgan,RLB Rambukwella,JC Buttler,1,0,1,121,38,35,1,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
94,JC Buttler,RLB Rambukwella,EJG Morgan,1,0,1,122,60,43,2,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
95,EJG Morgan,RLB Rambukwella,JC Buttler,0,0,0,122,38,36,3,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
96,EJG Morgan,RLB Rambukwella,JC Buttler,1,0,1,123,39,37,4,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
97,JC Buttler,RLB Rambukwella,EJG Morgan,6,0,6,129,66,44,5,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
98,JC Buttler,RLB Rambukwella,EJG Morgan,2,0,2,131,68,45,6,0,,,16,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
99,EJG Morgan,S Prasanna,JC Buttler,0,0,0,131,39,38,1,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
100,EJG Morgan,S Prasanna,JC Buttler,1,0,1,132,40,39,2,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
101,JC Buttler,S Prasanna,EJG Morgan,2,0,2,134,70,46,3,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
102,JC Buttler,S Prasanna,EJG Morgan,1,0,1,135,71,47,4,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
103,EJG Morgan,S Prasanna,JC Buttler,1,0,1,136,41,40,5,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
104,JC Buttler,S Prasanna,EJG Morgan,1,0,1,137,72,48,6,0,,,17,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
105,JC Buttler,RLB Rambukwella,EJG Morgan,0,0,0,137,72,49,1,0,,,18,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
106,JC Buttler,RLB Rambukwella,EJG Morgan,1,0,1,138,73,50,2,0,,,18,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
107,EJG Morgan,RLB Rambukwella,JC Buttler,6,0,6,144,47,41,3,0,,,18,-,bat,Sri Lanka,2,The Rose Bowl,2016-07-05,England,England,Sri Lanka
