,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
24,PR Stirling,L Ngidi,L Tucker,1,0,1,39,172,14,9,1,-,5.0,3,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
25,L Tucker,L Ngidi,PR Stirling,0,0,0,39,172,5,3,1,-,6.0,3,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
26,PR Stirling,WD Parnell,L Tucker,0,0,0,39,172,14,10,1,-,1.0,4,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
27,PR Stirling,WD Parnell,L Tucker,4,0,4,43,168,18,11,1,-,2.0,4,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
28,PR Stirling,WD Parnell,L Tucker,0,0,0,43,168,18,12,2,-,3.0,4,"{'by': 'Ireland', 'umpire': 'MJ Saggers', 'batter': 'PR Stirling', 'decision': 'struck down'}",lbw,PR Stirling,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
29,HT Tector,WD Parnell,L Tucker,1,0,1,44,167,1,1,2,-,4.0,4,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
30,L Tucker,WD Parnell,HT Tector,4,0,4,48,163,9,4,2,-,5.0,4,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
31,L Tucker,WD Parnell,HT Tector,6,0,6,54,157,15,5,2,-,6.0,4,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
32,HT Tector,D Pretorius,L Tucker,1,0,1,55,156,2,2,2,-,1.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
33,L Tucker,D Pretorius,HT Tector,1,0,1,56,155,16,6,2,-,2.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
34,HT Tector,D Pretorius,L Tucker,0,0,0,56,155,2,3,2,-,3.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
35,HT Tector,D Pretorius,L Tucker,1,0,1,57,154,3,4,2,-,4.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
36,L Tucker,D Pretorius,HT Tector,4,0,4,61,150,20,7,2,-,5.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
37,L Tucker,D Pretorius,HT Tector,6,0,6,67,144,26,8,2,-,6.0,5,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
38,HT Tector,T Shamsi,L Tucker,1,0,1,68,143,4,5,2,-,1.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
39,L Tucker,T Shamsi,HT Tector,0,0,0,68,143,26,9,2,-,2.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
40,L Tucker,T Shamsi,HT Tector,1,0,1,69,142,27,10,2,-,3.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
41,HT Tector,T Shamsi,L Tucker,1,0,1,70,141,5,6,2,-,4.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
42,L Tucker,T Shamsi,HT Tector,1,0,1,71,140,28,11,2,-,5.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
43,HT Tector,T Shamsi,L Tucker,1,0,1,72,139,6,7,2,-,6.0,6,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
44,HT Tector,KA Maharaj,L Tucker,0,0,0,72,139,6,8,3,-,1.0,7,,caught,HT Tector,D Pretorius,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
45,GJ Delany,KA Maharaj,L Tucker,1,0,1,73,138,1,1,3,-,2.0,7,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
46,L Tucker,KA Maharaj,GJ Delany,0,0,0,73,138,28,12,3,-,3.0,7,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
47,L Tucker,KA Maharaj,GJ Delany,6,0,6,79,132,34,13,3,-,4.0,7,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
48,L Tucker,KA Maharaj,GJ Delany,1,0,1,80,131,35,14,3,-,5.0,7,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
49,GJ Delany,KA Maharaj,L Tucker,0,0,0,80,131,1,2,3,-,6.0,7,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
50,L Tucker,T Shamsi,GJ Delany,0,0,0,80,131,35,15,3,-,1.0,8,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
51,L Tucker,T Shamsi,GJ Delany,1,0,1,81,130,36,16,3,-,2.0,8,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
52,GJ Delany,T Shamsi,L Tucker,1,0,1,82,129,2,3,3,-,3.0,8,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
53,L Tucker,T Shamsi,GJ Delany,0,1,1,83,128,36,17,3,legbyes,4.0,8,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
54,GJ Delany,T Shamsi,L Tucker,0,0,0,83,128,2,4,4,-,5.0,8,,lbw,GJ Delany,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
55,C Campher,T Shamsi,L Tucker,0,0,0,83,128,0,1,4,-,6.0,8,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
56,L Tucker,KA Maharaj,C Campher,1,0,1,84,127,37,18,4,-,1.0,9,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
57,C Campher,KA Maharaj,L Tucker,0,0,0,84,127,0,2,5,-,2.0,9,,bowled,C Campher,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
58,GH Dockrell,KA Maharaj,L Tucker,1,0,1,85,126,1,1,5,-,3.0,9,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
59,L Tucker,KA Maharaj,GH Dockrell,4,0,4,89,122,41,19,5,-,4.0,9,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
60,L Tucker,KA Maharaj,GH Dockrell,1,0,1,90,121,42,20,5,-,5.0,9,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
61,GH Dockrell,KA Maharaj,L Tucker,1,0,1,91,120,2,2,5,-,6.0,9,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
62,GH Dockrell,T Shamsi,L Tucker,0,0,0,91,120,2,3,5,-,1.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
63,GH Dockrell,T Shamsi,L Tucker,4,0,4,95,116,6,4,5,-,2.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
64,GH Dockrell,T Shamsi,L Tucker,6,0,6,101,110,12,5,5,-,3.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
65,GH Dockrell,T Shamsi,L Tucker,0,0,0,101,110,12,6,5,-,4.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
66,GH Dockrell,T Shamsi,L Tucker,4,0,4,105,106,16,7,5,-,5.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
67,GH Dockrell,T Shamsi,L Tucker,1,0,1,106,105,17,8,5,-,6.0,10,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
68,GH Dockrell,KA Maharaj,L Tucker,1,0,1,107,104,18,9,5,-,1.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
69,L Tucker,KA Maharaj,GH Dockrell,1,0,1,108,103,43,21,5,-,2.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
70,GH Dockrell,KA Maharaj,L Tucker,1,0,1,109,102,19,10,5,-,3.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
71,L Tucker,KA Maharaj,GH Dockrell,1,0,1,110,101,44,22,5,-,4.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
72,GH Dockrell,KA Maharaj,L Tucker,0,0,0,110,101,19,11,5,-,5.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
73,GH Dockrell,KA Maharaj,L Tucker,1,0,1,111,100,20,12,5,-,6.0,11,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
74,GH Dockrell,D Pretorius,L Tucker,1,0,1,112,99,21,13,5,-,1.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
75,L Tucker,D Pretorius,GH Dockrell,1,0,1,113,98,45,23,5,-,2.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
76,GH Dockrell,D Pretorius,L Tucker,6,0,6,119,92,27,14,5,-,3.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
77,GH Dockrell,D Pretorius,L Tucker,1,0,1,120,91,28,15,5,-,4.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
78,L Tucker,D Pretorius,GH Dockrell,4,0,4,124,87,49,24,5,-,5.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
79,L Tucker,D Pretorius,GH Dockrell,6,0,6,130,81,55,25,5,-,6.0,12,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
80,GH Dockrell,WD Parnell,L Tucker,1,0,1,131,80,29,16,5,-,1.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
81,L Tucker,WD Parnell,GH Dockrell,2,0,2,133,78,57,26,5,-,2.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
82,L Tucker,WD Parnell,GH Dockrell,1,0,1,134,77,58,27,5,-,3.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
83,GH Dockrell,WD Parnell,L Tucker,0,0,0,134,77,29,17,5,-,4.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
84,GH Dockrell,WD Parnell,L Tucker,6,0,6,140,71,35,18,5,-,5.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
85,GH Dockrell,WD Parnell,L Tucker,1,0,1,141,70,36,19,5,-,6.0,13,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
86,GH Dockrell,L Ngidi,L Tucker,1,0,1,142,69,37,20,5,-,1.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
87,L Tucker,L Ngidi,GH Dockrell,0,0,0,142,69,58,28,5,-,2.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
88,L Tucker,L Ngidi,GH Dockrell,0,0,0,142,69,58,29,5,-,3.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
89,L Tucker,L Ngidi,GH Dockrell,4,0,4,146,65,62,30,5,-,4.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
90,L Tucker,L Ngidi,GH Dockrell,1,0,1,147,64,63,31,5,-,5.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
91,GH Dockrell,L Ngidi,L Tucker,1,0,1,148,63,38,21,5,-,6.0,14,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
92,GH Dockrell,D Pretorius,L Tucker,2,0,2,150,61,40,22,5,-,1.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
93,GH Dockrell,D Pretorius,L Tucker,0,0,0,150,61,40,23,5,-,2.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
94,GH Dockrell,D Pretorius,L Tucker,1,0,1,151,60,41,24,5,-,3.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
95,L Tucker,D Pretorius,GH Dockrell,1,0,1,152,59,64,32,5,-,4.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
96,GH Dockrell,D Pretorius,L Tucker,0,1,1,153,58,41,25,5,noballs,4.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
97,GH Dockrell,D Pretorius,L Tucker,1,0,1,154,57,42,26,5,-,5.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
98,L Tucker,D Pretorius,GH Dockrell,0,1,1,155,56,64,33,5,wides,5.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
99,L Tucker,D Pretorius,GH Dockrell,0,0,0,155,56,64,34,5,-,6.0,15,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
100,GH Dockrell,T Shamsi,L Tucker,1,0,1,156,55,43,27,5,-,1.0,16,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
101,L Tucker,T Shamsi,GH Dockrell,2,0,2,158,53,66,35,5,-,2.0,16,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
102,L Tucker,T Shamsi,GH Dockrell,2,0,2,160,51,68,36,5,-,3.0,16,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
103,L Tucker,T Shamsi,GH Dockrell,6,0,6,166,45,74,37,5,-,4.0,16,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
104,L Tucker,T Shamsi,GH Dockrell,4,0,4,170,41,78,38,5,-,5.0,16,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
105,L Tucker,T Shamsi,GH Dockrell,0,0,0,170,41,78,39,6,-,6.0,16,,caught,L Tucker,Q de Kock,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
106,GH Dockrell,D Pretorius,MR Adair,0,0,0,170,41,43,28,7,-,1.0,17,,caught,GH Dockrell,AK Markram,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
107,MR Adair,D Pretorius,AR McBrine,1,0,1,171,40,1,1,7,-,2.0,17,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
108,AR McBrine,D Pretorius,MR Adair,1,0,1,172,39,1,1,7,-,3.0,17,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
109,MR Adair,D Pretorius,AR McBrine,0,0,0,172,39,1,2,7,-,4.0,17,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
110,MR Adair,D Pretorius,AR McBrine,1,0,1,173,38,2,3,7,-,5.0,17,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
111,AR McBrine,D Pretorius,MR Adair,2,0,2,175,36,3,2,7,-,6.0,17,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
112,MR Adair,L Ngidi,AR McBrine,0,0,0,175,36,2,4,7,-,1.0,18,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
113,MR Adair,L Ngidi,AR McBrine,0,0,0,175,36,2,5,8,-,2.0,18,,bowled,MR Adair,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
114,BJ McCarthy,L Ngidi,AR McBrine,1,0,1,176,35,1,1,8,-,3.0,18,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
115,AR McBrine,L Ngidi,BJ McCarthy,6,0,6,182,29,9,3,8,-,4.0,18,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
116,AR McBrine,L Ngidi,BJ McCarthy,1,0,1,183,28,10,4,8,-,5.0,18,,0,,,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
117,BJ McCarthy,L Ngidi,AR McBrine,1,0,1,184,27,2,2,9,-,6.0,18,,run out,AR McBrine,Q de Kock;H Klaasen,bat,South Africa,2,"County Ground, Bristol",2022,08,South Africa_Ireland_2022-08-03,South Africa,Ireland,South Africa,False,190
