,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,DJ Hooda,J Little,Ishan Kishan,1,0,1,1,107,1,1,0,-,1.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,Right hand Bat,,Left arm Fast
1,Ishan Kishan,J Little,DJ Hooda,0,0,0,1,107,0,1,0,-,2.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Left arm Fast
2,Ishan Kishan,J Little,DJ Hooda,4,0,4,5,103,4,2,0,-,3.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Left arm Fast
3,Ishan Kishan,J Little,DJ Hooda,6,0,6,11,97,10,3,0,-,4.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Left arm Fast
4,Ishan Kishan,J Little,DJ Hooda,4,0,4,15,93,14,4,0,-,5.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Left arm Fast
5,Ishan Kishan,J Little,DJ Hooda,0,0,0,15,93,14,5,0,-,6.0,0,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Left arm Fast
6,DJ Hooda,MR Adair,Ishan Kishan,1,0,1,16,92,2,2,0,-,1.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,Right hand Bat,,Right arm Fast
7,Ishan Kishan,MR Adair,DJ Hooda,1,0,1,17,91,15,6,0,-,2.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Right arm Fast
8,DJ Hooda,MR Adair,Ishan Kishan,0,0,0,17,91,2,3,0,-,3.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,Right hand Bat,,Right arm Fast
9,DJ Hooda,MR Adair,Ishan Kishan,0,1,1,18,90,2,4,0,legbyes,4.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,Right hand Bat,,Right arm Fast
10,Ishan Kishan,MR Adair,DJ Hooda,0,1,1,19,89,15,7,0,wides,4.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Right arm Fast
11,Ishan Kishan,MR Adair,DJ Hooda,1,0,1,20,88,16,8,0,-,5.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Right arm Fast
12,DJ Hooda,MR Adair,Ishan Kishan,0,0,0,20,88,2,5,0,-,6.0,1,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,Right hand Bat,,Right arm Fast
13,Ishan Kishan,CA Young,DJ Hooda,4,0,4,24,84,20,9,0,-,1.0,2,,0,,,field,India,2,"The Village, Malahide, Dublin",2022,06,Ireland_India_2022-06-26,India,India,Ireland,True,111,,Right hand Bat,Right arm Fast
