,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,PR Stirling,UT Yadav,JNK Shannon,0,0,0,0,213,0,1,0,1,0,,,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
1,PR Stirling,UT Yadav,JNK Shannon,0,0,0,0,213,0,2,1,2,caught,PR Stirling,SK Raina,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
2,WTS Porterfield,UT Yadav,JNK Shannon,0,0,0,0,213,0,1,1,3,0,,,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
3,WTS Porterfield,UT Yadav,JNK Shannon,0,0,0,0,213,0,2,1,4,0,,,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
4,WTS Porterfield,UT Yadav,JNK Shannon,0,0,0,0,213,0,3,1,5,0,,,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
5,WTS Porterfield,UT Yadav,JNK Shannon,1,0,1,1,212,1,4,1,6,0,,,1,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
6,WTS Porterfield,S Kaul,JNK Shannon,0,0,0,1,212,1,5,1,1,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
7,WTS Porterfield,S Kaul,JNK Shannon,0,0,0,1,212,1,6,1,2,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
8,WTS Porterfield,S Kaul,JNK Shannon,1,0,1,2,211,2,7,1,3,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
9,JNK Shannon,S Kaul,WTS Porterfield,0,0,0,2,211,0,1,1,4,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
10,JNK Shannon,S Kaul,WTS Porterfield,0,0,0,2,211,0,2,1,5,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
11,JNK Shannon,S Kaul,WTS Porterfield,2,0,2,4,209,2,3,1,6,0,,,2,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
12,WTS Porterfield,UT Yadav,JNK Shannon,4,0,4,8,205,6,8,1,1,0,,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
13,WTS Porterfield,UT Yadav,JNK Shannon,2,0,2,10,203,8,9,1,2,0,,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
14,WTS Porterfield,UT Yadav,JNK Shannon,6,0,6,16,197,14,10,1,3,0,,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
15,WTS Porterfield,UT Yadav,JNK Shannon,0,0,0,16,197,14,11,2,4,bowled,WTS Porterfield,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
16,A Balbirnie,UT Yadav,JNK Shannon,2,0,2,18,195,2,1,2,5,0,,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
17,A Balbirnie,UT Yadav,JNK Shannon,4,0,4,22,191,6,2,2,6,0,,,3,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
18,JNK Shannon,S Kaul,A Balbirnie,0,0,0,22,191,2,4,2,1,0,,,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
19,JNK Shannon,S Kaul,A Balbirnie,0,0,0,22,191,2,5,2,2,0,,,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
20,JNK Shannon,S Kaul,A Balbirnie,0,0,0,22,191,2,6,2,3,0,,,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
21,JNK Shannon,S Kaul,A Balbirnie,0,0,0,22,191,2,7,3,4,caught,JNK Shannon,KL Rahul,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
22,GC Wilson,S Kaul,A Balbirnie,0,0,0,22,191,0,1,3,5,0,,,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
23,GC Wilson,S Kaul,A Balbirnie,0,1,1,23,190,0,2,3,6,0,,,4,wides,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
24,GC Wilson,S Kaul,A Balbirnie,0,0,0,23,190,0,3,3,7,0,,,4,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
25,A Balbirnie,HH Pandya,GC Wilson,1,0,1,24,189,7,3,3,1,0,,,5,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
26,GC Wilson,HH Pandya,A Balbirnie,0,0,0,24,189,0,4,3,2,0,,,5,-,field,Ireland,2,"The Village, Malahide",2018,06,India_Ireland_2018-06-29,India,Ireland,India,70
