,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
42,SPD Smith,YS Chahal,MS Wade,1,0,1,57,137,12,13,1,5,6,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
43,MS Wade,YS Chahal,SPD Smith,2,0,2,59,135,40,29,1,6,6,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
44,SPD Smith,Washington Sundar,MS Wade,1,0,1,60,134,13,14,1,1,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
45,MS Wade,Washington Sundar,SPD Smith,1,0,1,61,133,41,30,1,2,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
46,SPD Smith,Washington Sundar,MS Wade,1,0,1,62,132,14,15,1,3,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
47,MS Wade,Washington Sundar,SPD Smith,4,0,4,66,128,45,31,1,4,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
48,MS Wade,Washington Sundar,SPD Smith,1,0,1,67,127,46,32,1,5,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
49,SPD Smith,Washington Sundar,MS Wade,1,0,1,68,126,15,16,1,6,7,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
50,SPD Smith,YS Chahal,MS Wade,1,0,1,69,125,16,17,1,1,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
51,MS Wade,YS Chahal,SPD Smith,1,0,1,70,124,47,33,1,2,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
52,SPD Smith,YS Chahal,MS Wade,1,0,1,71,123,17,18,1,3,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
53,MS Wade,YS Chahal,SPD Smith,0,0,0,71,123,47,34,1,4,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
54,MS Wade,YS Chahal,SPD Smith,1,0,1,72,122,48,35,1,5,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
55,SPD Smith,YS Chahal,MS Wade,1,0,1,73,121,18,19,1,6,8,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
56,SPD Smith,Washington Sundar,MS Wade,0,0,0,73,121,18,20,1,1,9,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
57,SPD Smith,Washington Sundar,MS Wade,4,0,4,77,117,22,21,1,2,9,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
58,SPD Smith,Washington Sundar,MS Wade,2,0,2,79,115,24,22,1,3,9,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
59,SPD Smith,Washington Sundar,MS Wade,0,0,0,79,115,24,23,2,4,9,bowled,SPD Smith,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
60,GJ Maxwell,Washington Sundar,MS Wade,2,0,2,81,113,2,1,2,5,9,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
61,GJ Maxwell,Washington Sundar,MS Wade,1,0,1,82,112,3,2,2,6,9,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
62,GJ Maxwell,T Natarajan,MS Wade,0,0,0,82,112,3,3,2,1,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
63,GJ Maxwell,T Natarajan,MS Wade,1,0,1,83,111,4,4,2,2,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
64,MS Wade,T Natarajan,GJ Maxwell,0,1,1,84,110,48,36,2,3,10,0,,,wides,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
65,MS Wade,T Natarajan,GJ Maxwell,2,0,2,86,108,50,37,2,4,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
66,MS Wade,T Natarajan,GJ Maxwell,0,0,0,86,108,50,38,2,5,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
67,MS Wade,T Natarajan,GJ Maxwell,1,0,1,87,107,51,39,2,6,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
68,GJ Maxwell,T Natarajan,MS Wade,0,0,0,87,107,4,5,2,7,10,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
69,MS Wade,SN Thakur,GJ Maxwell,6,0,6,93,101,57,40,2,1,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
70,MS Wade,SN Thakur,GJ Maxwell,1,0,1,94,100,58,41,2,2,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
71,GJ Maxwell,SN Thakur,MS Wade,0,0,0,94,100,4,6,2,3,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
72,GJ Maxwell,SN Thakur,MS Wade,2,0,2,96,98,6,7,2,4,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
73,GJ Maxwell,SN Thakur,MS Wade,4,0,4,100,94,10,8,2,5,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
74,GJ Maxwell,SN Thakur,MS Wade,1,0,1,101,93,11,9,2,6,11,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
75,GJ Maxwell,YS Chahal,MS Wade,0,1,1,102,92,11,10,2,1,12,0,,,wides,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
76,GJ Maxwell,YS Chahal,MS Wade,1,0,1,103,91,12,11,2,2,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
77,MS Wade,YS Chahal,GJ Maxwell,1,0,1,104,90,59,42,2,3,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
78,GJ Maxwell,YS Chahal,MS Wade,4,0,4,108,86,16,12,2,4,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
79,GJ Maxwell,YS Chahal,MS Wade,3,0,3,111,83,19,13,2,5,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
80,MS Wade,YS Chahal,GJ Maxwell,1,0,1,112,82,60,43,2,6,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
81,GJ Maxwell,YS Chahal,MS Wade,0,1,1,113,81,19,14,2,7,12,0,,,noballs,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
82,MS Wade,YS Chahal,GJ Maxwell,1,0,1,114,80,61,44,2,8,12,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
83,MS Wade,SN Thakur,GJ Maxwell,1,0,1,115,79,62,45,2,1,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
84,GJ Maxwell,SN Thakur,MS Wade,2,0,2,117,77,21,15,2,2,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
85,GJ Maxwell,SN Thakur,MS Wade,0,0,0,117,77,21,16,2,3,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
86,GJ Maxwell,SN Thakur,MS Wade,1,0,1,118,76,22,17,2,4,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
87,MS Wade,SN Thakur,GJ Maxwell,6,0,6,124,70,68,46,2,5,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
88,MS Wade,SN Thakur,GJ Maxwell,0,0,0,124,70,68,47,2,6,13,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
89,GJ Maxwell,YS Chahal,MS Wade,1,0,1,125,69,23,18,2,1,14,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
90,MS Wade,YS Chahal,GJ Maxwell,1,0,1,126,68,69,48,2,2,14,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
91,GJ Maxwell,YS Chahal,MS Wade,6,0,6,132,62,29,19,2,3,14,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
92,GJ Maxwell,YS Chahal,MS Wade,0,1,1,133,61,29,20,2,4,14,0,,,wides,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
93,GJ Maxwell,YS Chahal,MS Wade,0,0,0,133,61,29,21,2,5,14,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
94,GJ Maxwell,YS Chahal,MS Wade,6,0,6,139,55,35,22,2,6,14,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
95,GJ Maxwell,YS Chahal,MS Wade,0,0,0,139,55,35,23,2,7,14,0,,,-,"{'by': 'India', 'umpire': 'RJ Tucker', 'batter': 'GJ Maxwell', 'decision': 'struck down'}",field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
96,MS Wade,DL Chahar,GJ Maxwell,1,0,1,140,54,70,49,2,1,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
97,GJ Maxwell,DL Chahar,MS Wade,0,0,0,140,54,35,24,2,2,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
98,GJ Maxwell,DL Chahar,MS Wade,1,0,1,141,53,36,25,2,3,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
99,MS Wade,DL Chahar,GJ Maxwell,2,0,2,143,51,72,50,2,4,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
100,MS Wade,DL Chahar,GJ Maxwell,1,0,1,144,50,73,51,2,5,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
101,GJ Maxwell,DL Chahar,MS Wade,1,0,1,145,49,37,26,2,6,15,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
102,GJ Maxwell,SN Thakur,MS Wade,0,0,0,145,49,37,27,2,1,16,0,,,-,"{'by': 'India', 'umpire': 'RJ Tucker', 'batter': 'GJ Maxwell', 'decision': 'struck down'}",field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
103,GJ Maxwell,SN Thakur,MS Wade,1,0,1,146,48,38,28,2,2,16,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
104,MS Wade,SN Thakur,GJ Maxwell,2,0,2,148,46,75,52,2,3,16,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
105,MS Wade,SN Thakur,GJ Maxwell,1,0,1,149,45,76,53,2,4,16,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
106,GJ Maxwell,SN Thakur,MS Wade,2,0,2,151,43,40,29,2,5,16,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
107,GJ Maxwell,SN Thakur,MS Wade,6,0,6,157,37,46,30,2,6,16,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
108,MS Wade,T Natarajan,GJ Maxwell,3,0,3,160,34,79,54,2,1,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
109,GJ Maxwell,T Natarajan,MS Wade,0,0,0,160,34,46,31,2,2,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
110,GJ Maxwell,T Natarajan,MS Wade,1,0,1,161,33,47,32,2,3,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
111,MS Wade,T Natarajan,GJ Maxwell,0,1,1,162,32,79,55,2,4,17,0,,,wides,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
112,MS Wade,T Natarajan,GJ Maxwell,1,0,1,163,31,80,56,2,5,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
113,GJ Maxwell,T Natarajan,MS Wade,4,0,4,167,27,51,33,2,6,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
114,GJ Maxwell,T Natarajan,MS Wade,1,0,1,168,26,52,34,2,7,17,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
115,GJ Maxwell,SN Thakur,MS Wade,1,0,1,169,25,53,35,2,1,18,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
116,MS Wade,SN Thakur,GJ Maxwell,0,0,0,169,25,80,57,3,2,18,lbw,MS Wade,,-,"{'by': 'Australia', 'umpire': 'RJ Tucker', 'batter': 'MS Wade', 'decision': 'struck down'}",field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
117,MC Henriques,SN Thakur,GJ Maxwell,4,0,4,173,21,4,1,3,3,18,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
118,MC Henriques,SN Thakur,GJ Maxwell,1,0,1,174,20,5,2,3,4,18,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
119,GJ Maxwell,SN Thakur,MC Henriques,0,0,0,174,20,53,36,3,5,18,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
120,GJ Maxwell,SN Thakur,MC Henriques,1,0,1,175,19,54,37,3,6,18,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
121,GJ Maxwell,T Natarajan,MC Henriques,0,0,0,175,19,54,38,4,1,19,bowled,GJ Maxwell,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
122,DJM Short,T Natarajan,MC Henriques,2,0,2,177,17,2,1,4,2,19,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
123,DJM Short,T Natarajan,MC Henriques,4,0,4,181,13,6,2,4,3,19,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
124,DJM Short,T Natarajan,MC Henriques,1,0,1,182,12,7,3,5,4,19,run out,DJM Short,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
125,DR Sams,T Natarajan,MC Henriques,4,0,4,186,8,4,1,5,5,19,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
126,DR Sams,T Natarajan,MC Henriques,0,0,0,186,8,4,2,5,6,19,0,,,-,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,Australia,India,186
