,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,MDKJ Perera,Mahmudullah,WU Tharanga,1,0,1,1,154,1,1,0,1,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
1,WU Tharanga,Mahmudullah,MDKJ Perera,0,0,0,1,154,0,1,0,2,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
2,WU Tharanga,Mahmudullah,MDKJ Perera,0,0,0,1,154,0,2,0,3,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
3,WU Tharanga,Mahmudullah,MDKJ Perera,0,0,0,1,154,0,3,0,4,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
4,WU Tharanga,Mahmudullah,MDKJ Perera,1,0,1,2,153,1,4,0,5,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
5,MDKJ Perera,Mahmudullah,WU Tharanga,0,0,0,2,153,1,2,0,6,0,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
6,WU Tharanga,Taskin Ahmed,MDKJ Perera,0,1,1,3,152,1,5,0,1,1,wides,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
7,WU Tharanga,Taskin Ahmed,MDKJ Perera,4,0,4,7,148,5,6,0,2,1,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
8,WU Tharanga,Taskin Ahmed,MDKJ Perera,0,1,1,8,147,5,7,0,3,1,wides,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
9,WU Tharanga,Taskin Ahmed,MDKJ Perera,0,0,0,8,147,5,8,0,4,1,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
10,WU Tharanga,Taskin Ahmed,MDKJ Perera,4,0,4,12,143,9,9,0,5,1,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
11,WU Tharanga,Taskin Ahmed,MDKJ Perera,4,0,4,16,139,13,10,0,6,1,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
12,WU Tharanga,Taskin Ahmed,MDKJ Perera,0,1,1,17,138,13,11,0,7,1,legbyes,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
13,MDKJ Perera,Taskin Ahmed,WU Tharanga,0,0,0,17,138,1,3,0,8,1,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
14,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,0,1,1,18,137,13,12,0,1,2,legbyes,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
15,MDKJ Perera,Mashrafe Mortaza,WU Tharanga,1,0,1,19,136,2,4,0,2,2,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
16,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,0,0,0,19,136,13,13,0,3,2,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
17,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,0,0,0,19,136,13,14,0,4,2,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
18,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,4,0,4,23,132,17,15,0,5,2,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
19,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,1,0,1,24,131,18,16,0,6,2,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
20,WU Tharanga,Mustafizur Rahman,MDKJ Perera,0,0,0,24,131,18,17,0,1,3,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
21,WU Tharanga,Mustafizur Rahman,MDKJ Perera,1,0,1,25,130,19,18,0,2,3,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
22,MDKJ Perera,Mustafizur Rahman,WU Tharanga,0,1,1,26,129,2,5,0,3,3,legbyes,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
23,WU Tharanga,Mustafizur Rahman,MDKJ Perera,1,0,1,27,128,20,19,0,4,3,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
24,MDKJ Perera,Mustafizur Rahman,WU Tharanga,2,0,2,29,126,4,6,0,5,3,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
25,MDKJ Perera,Mustafizur Rahman,WU Tharanga,1,0,1,30,125,5,7,0,6,3,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
26,MDKJ Perera,Shakib Al Hasan,WU Tharanga,0,0,0,30,125,5,8,0,1,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
27,MDKJ Perera,Shakib Al Hasan,WU Tharanga,6,0,6,36,119,11,9,0,2,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
28,MDKJ Perera,Shakib Al Hasan,WU Tharanga,4,0,4,40,115,15,10,0,3,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
29,MDKJ Perera,Shakib Al Hasan,WU Tharanga,1,0,1,41,114,16,11,0,4,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
30,WU Tharanga,Shakib Al Hasan,MDKJ Perera,1,0,1,42,113,21,20,0,5,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
31,MDKJ Perera,Shakib Al Hasan,WU Tharanga,4,0,4,46,109,20,12,0,6,4,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
32,WU Tharanga,Mustafizur Rahman,MDKJ Perera,1,0,1,47,108,22,21,0,1,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
33,MDKJ Perera,Mustafizur Rahman,WU Tharanga,1,0,1,48,107,21,13,0,2,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
34,WU Tharanga,Mustafizur Rahman,MDKJ Perera,0,0,0,48,107,22,22,0,3,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
35,WU Tharanga,Mustafizur Rahman,MDKJ Perera,1,0,1,49,106,23,23,0,4,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
36,MDKJ Perera,Mustafizur Rahman,WU Tharanga,4,0,4,53,102,25,14,0,5,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
37,MDKJ Perera,Mustafizur Rahman,WU Tharanga,4,0,4,57,98,29,15,0,6,5,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
38,WU Tharanga,Mashrafe Mortaza,MDKJ Perera,1,0,1,58,97,24,24,0,1,6,-,0,,,bat,Bangladesh,2,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Sri Lanka,Bangladesh,158
