,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,0,,0,1,0,1,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
1,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,0,,0,2,0,2,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
2,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,0,,0,3,0,3,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
3,Rahmanullah Gurbaz,J Little,Usman Ghani,1,0,1,1,,1,4,0,4,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
4,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,1,,0,1,0,5,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
5,Usman Ghani,J Little,Rahmanullah Gurbaz,4,0,4,5,,4,2,0,6,0,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
6,Rahmanullah Gurbaz,MR Adair,Usman Ghani,1,0,1,6,,2,5,0,1,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
7,Usman Ghani,MR Adair,Rahmanullah Gurbaz,0,0,0,6,,4,3,0,2,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
8,Usman Ghani,MR Adair,Rahmanullah Gurbaz,1,0,1,7,,5,4,0,3,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
9,Rahmanullah Gurbaz,MR Adair,Usman Ghani,0,0,0,7,,2,6,0,4,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
10,Rahmanullah Gurbaz,MR Adair,Usman Ghani,0,0,0,7,,2,7,0,5,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
11,Rahmanullah Gurbaz,MR Adair,Usman Ghani,1,0,1,8,,3,8,0,6,1,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
12,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,8,,3,9,0,1,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
13,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,8,,3,10,0,2,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
14,Rahmanullah Gurbaz,J Little,Usman Ghani,0,0,0,8,,3,11,0,3,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
15,Rahmanullah Gurbaz,J Little,Usman Ghani,1,0,1,9,,4,12,0,4,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
16,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,9,,5,5,0,5,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
17,Usman Ghani,J Little,Rahmanullah Gurbaz,2,0,2,11,,7,6,0,6,2,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
18,Rahmanullah Gurbaz,AR McBrine,Usman Ghani,4,0,4,15,,8,13,0,1,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
19,Rahmanullah Gurbaz,AR McBrine,Usman Ghani,4,0,4,19,,12,14,0,2,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
20,Rahmanullah Gurbaz,AR McBrine,Usman Ghani,1,0,1,20,,13,15,0,3,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
21,Usman Ghani,AR McBrine,Rahmanullah Gurbaz,1,0,1,21,,8,7,0,4,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
22,Rahmanullah Gurbaz,AR McBrine,Usman Ghani,4,0,4,25,,17,16,0,5,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
23,Rahmanullah Gurbaz,AR McBrine,Usman Ghani,1,0,1,26,,18,17,0,6,3,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
24,Rahmanullah Gurbaz,BJ McCarthy,Usman Ghani,4,0,4,30,,22,18,0,1,4,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
25,Rahmanullah Gurbaz,BJ McCarthy,Usman Ghani,4,0,4,34,,26,19,0,2,4,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
26,Rahmanullah Gurbaz,BJ McCarthy,Usman Ghani,0,0,0,34,,26,20,0,3,4,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
27,Rahmanullah Gurbaz,BJ McCarthy,Usman Ghani,0,0,0,34,,26,21,0,4,4,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
28,Rahmanullah Gurbaz,BJ McCarthy,Usman Ghani,0,0,0,34,,26,22,1,5,4,caught,Rahmanullah Gurbaz,HT Tector,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
29,Hashmatullah Shahidi,BJ McCarthy,Usman Ghani,4,0,4,38,,4,1,1,6,4,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
30,Usman Ghani,MR Adair,Hashmatullah Shahidi,4,0,4,42,,12,8,1,1,5,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
31,Usman Ghani,MR Adair,Hashmatullah Shahidi,4,0,4,46,,16,9,1,2,5,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
32,Usman Ghani,MR Adair,Hashmatullah Shahidi,0,0,0,46,,16,10,1,3,5,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
33,Usman Ghani,MR Adair,Hashmatullah Shahidi,0,0,0,46,,16,11,1,4,5,0,,,-,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-09,Ireland,Afghanistan,Ireland,False,168
