,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,N Dickwella,AJ Turner,WU Tharanga,1,0,1,1,172,1,1,0,1,0,,,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
1,WU Tharanga,AJ Turner,N Dickwella,0,0,0,1,172,0,1,0,2,0,,,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
2,WU Tharanga,AJ Turner,N Dickwella,4,0,4,5,168,4,2,0,3,0,,,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
3,WU Tharanga,AJ Turner,N Dickwella,0,0,0,5,168,4,3,0,4,0,,,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
4,WU Tharanga,AJ Turner,N Dickwella,0,0,0,5,168,4,4,1,5,caught,WU Tharanga,JA Richardson,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
5,EMDY Munaweera,AJ Turner,N Dickwella,0,0,0,5,168,0,1,1,6,0,,,0,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
6,N Dickwella,PJ Cummins,EMDY Munaweera,4,0,4,9,164,5,2,1,1,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
7,N Dickwella,PJ Cummins,EMDY Munaweera,0,0,0,9,164,5,3,1,2,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
8,N Dickwella,PJ Cummins,EMDY Munaweera,4,0,4,13,160,9,4,1,3,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
9,N Dickwella,PJ Cummins,EMDY Munaweera,4,0,4,17,156,13,5,1,4,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
10,N Dickwella,PJ Cummins,EMDY Munaweera,1,0,1,18,155,14,6,1,5,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
11,EMDY Munaweera,PJ Cummins,N Dickwella,4,0,4,22,151,4,2,1,6,0,,,1,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
12,N Dickwella,JP Faulkner,EMDY Munaweera,0,0,0,22,151,14,7,1,1,0,,,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
13,N Dickwella,JP Faulkner,EMDY Munaweera,0,0,0,22,151,14,8,2,2,caught,N Dickwella,TD Paine,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
14,BKG Mendis,JP Faulkner,EMDY Munaweera,0,0,0,22,151,0,1,2,3,0,,,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
15,BKG Mendis,JP Faulkner,EMDY Munaweera,2,0,2,24,149,2,2,2,4,0,,,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
16,BKG Mendis,JP Faulkner,EMDY Munaweera,2,0,2,26,147,4,3,2,5,0,,,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
17,BKG Mendis,JP Faulkner,EMDY Munaweera,1,0,1,27,146,5,4,2,6,0,,,2,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
18,BKG Mendis,JA Richardson,EMDY Munaweera,0,0,0,27,146,5,5,2,1,0,,,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
19,BKG Mendis,JA Richardson,EMDY Munaweera,0,0,0,27,146,5,6,2,2,0,,,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
20,BKG Mendis,JA Richardson,EMDY Munaweera,0,0,0,27,146,5,7,3,3,caught,BKG Mendis,TD Paine,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
21,DAS Gunaratne,JA Richardson,EMDY Munaweera,0,0,0,27,146,0,1,3,4,0,,,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
22,DAS Gunaratne,JA Richardson,EMDY Munaweera,2,0,2,29,144,2,2,3,5,0,,,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
23,DAS Gunaratne,JA Richardson,EMDY Munaweera,4,0,4,33,140,6,3,3,6,0,,,3,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
24,EMDY Munaweera,AJ Tye,DAS Gunaratne,6,0,6,39,134,10,3,3,1,0,,,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
25,EMDY Munaweera,AJ Tye,DAS Gunaratne,0,1,1,40,133,10,4,3,2,0,,,4,wides,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
26,EMDY Munaweera,AJ Tye,DAS Gunaratne,0,0,0,40,133,10,5,4,3,caught,EMDY Munaweera,TD Paine,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
27,TAM Siriwardana,AJ Tye,DAS Gunaratne,0,0,0,40,133,0,1,5,4,caught,TAM Siriwardana,AJ Turner,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
28,CK Kapugedera,AJ Tye,DAS Gunaratne,0,0,0,40,133,0,1,5,5,0,,,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
29,CK Kapugedera,AJ Tye,DAS Gunaratne,1,0,1,41,132,1,2,5,6,0,,,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
30,DAS Gunaratne,AJ Tye,CK Kapugedera,0,0,0,41,132,6,4,5,7,0,,,4,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
31,CK Kapugedera,JA Richardson,DAS Gunaratne,0,0,0,41,132,1,3,5,1,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
32,CK Kapugedera,JA Richardson,DAS Gunaratne,1,0,1,42,131,2,4,5,2,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
33,DAS Gunaratne,JA Richardson,CK Kapugedera,1,0,1,43,130,7,5,5,3,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
34,CK Kapugedera,JA Richardson,DAS Gunaratne,1,0,1,44,129,3,5,5,4,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
35,DAS Gunaratne,JA Richardson,CK Kapugedera,1,0,1,45,128,8,6,5,5,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
36,CK Kapugedera,JA Richardson,DAS Gunaratne,0,0,0,45,128,3,6,5,6,0,,,5,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
37,DAS Gunaratne,MC Henriques,CK Kapugedera,0,0,0,45,128,8,7,5,1,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
38,DAS Gunaratne,MC Henriques,CK Kapugedera,2,0,2,47,126,10,8,5,2,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
39,DAS Gunaratne,MC Henriques,CK Kapugedera,1,0,1,48,125,11,9,5,3,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
40,CK Kapugedera,MC Henriques,DAS Gunaratne,1,0,1,49,124,4,7,5,4,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
41,DAS Gunaratne,MC Henriques,CK Kapugedera,1,0,1,50,123,12,10,5,5,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
42,CK Kapugedera,MC Henriques,DAS Gunaratne,1,0,1,51,122,5,8,5,6,0,,,6,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
43,CK Kapugedera,AJ Turner,DAS Gunaratne,1,0,1,52,121,6,9,5,1,0,,,7,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
44,DAS Gunaratne,AJ Turner,CK Kapugedera,0,1,1,53,120,12,11,5,2,0,,,7,legbyes,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
45,CK Kapugedera,AJ Turner,DAS Gunaratne,4,0,4,57,116,10,10,5,3,0,,,7,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
46,CK Kapugedera,AJ Turner,DAS Gunaratne,0,0,0,57,116,10,11,5,4,0,,,7,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
47,CK Kapugedera,AJ Turner,DAS Gunaratne,4,0,4,61,112,14,12,5,5,0,,,7,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
48,CK Kapugedera,AJ Turner,DAS Gunaratne,1,0,1,62,111,15,13,5,6,0,,,7,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
49,CK Kapugedera,PJ Cummins,DAS Gunaratne,0,0,0,62,111,15,14,5,1,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
50,CK Kapugedera,PJ Cummins,DAS Gunaratne,1,0,1,63,110,16,15,5,2,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
51,DAS Gunaratne,PJ Cummins,CK Kapugedera,1,0,1,64,109,13,12,5,3,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
52,CK Kapugedera,PJ Cummins,DAS Gunaratne,1,0,1,65,108,17,16,5,4,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
53,DAS Gunaratne,PJ Cummins,CK Kapugedera,1,0,1,66,107,14,13,5,5,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
54,CK Kapugedera,PJ Cummins,DAS Gunaratne,0,0,0,66,107,17,17,5,6,0,,,8,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
55,DAS Gunaratne,JP Faulkner,CK Kapugedera,1,0,1,67,106,15,14,5,1,0,,,9,-,field,Sri Lanka,2,"Simonds Stadium, South Geelong",2017,02,Australia_Sri Lanka_2017-02-19,Sri Lanka,Sri Lanka,Australia,True,176
