,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,BA King,B Kumar,KR Mayers,0,0,0,0,,0,1,0,-,1.0,0,,,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,,Left hand Bat,Right arm Medium
1,BA King,B Kumar,KR Mayers,4,0,4,4,,4,2,0,-,2.0,0,,,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,,Left hand Bat,Right arm Medium
2,BA King,B Kumar,KR Mayers,0,0,0,4,,4,3,0,-,3.0,0,,,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,,Left hand Bat,Right arm Medium
3,BA King,B Kumar,KR Mayers,0,0,0,4,,4,4,0,-,4.0,0,,,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,,Left hand Bat,Right arm Medium
4,BA King,B Kumar,KR Mayers,0,0,0,4,,4,5,1,-,5.0,caught,BA King,SA Yadav,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,,Left hand Bat,Right arm Medium
5,N Pooran,B Kumar,KR Mayers,0,0,0,4,,0,1,1,-,6.0,0,,,0,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
6,KR Mayers,DL Chahar,N Pooran,4,0,4,8,,4,1,1,-,1.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
7,KR Mayers,DL Chahar,N Pooran,0,0,0,8,,4,2,1,-,2.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
8,KR Mayers,DL Chahar,N Pooran,0,0,0,8,,4,3,1,-,3.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
9,KR Mayers,DL Chahar,N Pooran,0,0,0,8,,4,4,1,-,4.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
10,KR Mayers,DL Chahar,N Pooran,0,0,0,8,,4,5,1,-,5.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
11,KR Mayers,DL Chahar,N Pooran,4,0,4,12,,8,6,1,-,6.0,0,,,1,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
12,N Pooran,B Kumar,KR Mayers,0,0,0,12,,0,2,1,-,1.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
13,N Pooran,B Kumar,KR Mayers,1,0,1,13,,1,3,1,-,2.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
14,KR Mayers,B Kumar,N Pooran,0,0,0,13,,8,7,1,-,3.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
15,KR Mayers,B Kumar,N Pooran,4,0,4,17,,12,8,1,-,4.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
16,KR Mayers,B Kumar,N Pooran,0,1,1,18,,12,9,1,legbyes,5.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
17,N Pooran,B Kumar,KR Mayers,0,0,0,18,,1,4,1,-,6.0,0,,,2,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
18,KR Mayers,DL Chahar,N Pooran,0,0,0,18,,12,10,1,-,1.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
19,KR Mayers,DL Chahar,N Pooran,0,0,0,18,,12,11,1,-,2.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
20,KR Mayers,DL Chahar,N Pooran,1,0,1,19,,13,12,1,-,3.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
21,N Pooran,DL Chahar,KR Mayers,0,0,0,19,,1,5,1,-,4.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
22,N Pooran,DL Chahar,KR Mayers,6,0,6,25,,7,6,1,-,5.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
23,N Pooran,DL Chahar,KR Mayers,0,0,0,25,,7,7,1,-,6.0,0,,,3,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
24,KR Mayers,B Kumar,N Pooran,0,0,0,25,,13,13,1,-,1.0,0,,,4,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
25,KR Mayers,B Kumar,N Pooran,4,0,4,29,,17,14,1,-,2.0,0,,,4,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
26,KR Mayers,B Kumar,N Pooran,2,0,2,31,,19,15,1,-,3.0,0,,,4,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
27,KR Mayers,B Kumar,N Pooran,4,0,4,35,,23,16,1,-,4.0,0,,,4,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
28,KR Mayers,B Kumar,N Pooran,0,0,0,35,,23,17,1,-,5.0,0,,,4,,field,India,1,"Eden Gardens, Kolkata",2022,02,West Indies_India_2022-02-16,India,West Indies,India,False,157,Left hand Bat,Left hand Bat,Right arm Medium
