,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
24,MD Gunathilaka,Imad Wasim,EMDY Munaweera,1,0,1,27,12,13,1,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
25,EMDY Munaweera,Imad Wasim,MD Gunathilaka,1,0,1,28,15,13,2,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
26,MD Gunathilaka,Imad Wasim,EMDY Munaweera,0,0,0,28,12,14,3,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
27,MD Gunathilaka,Imad Wasim,EMDY Munaweera,1,0,1,29,13,15,4,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
28,EMDY Munaweera,Imad Wasim,MD Gunathilaka,3,0,3,32,18,14,5,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
29,MD Gunathilaka,Imad Wasim,EMDY Munaweera,2,0,2,34,15,16,6,5,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
30,EMDY Munaweera,Hasan Ali,MD Gunathilaka,0,0,0,34,18,15,1,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
31,EMDY Munaweera,Hasan Ali,MD Gunathilaka,1,0,1,35,19,16,2,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
32,MD Gunathilaka,Hasan Ali,EMDY Munaweera,6,0,6,41,21,17,3,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
33,MD Gunathilaka,Hasan Ali,EMDY Munaweera,1,0,1,42,22,18,4,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
34,EMDY Munaweera,Hasan Ali,MD Gunathilaka,0,0,0,42,19,17,5,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
35,EMDY Munaweera,Hasan Ali,MD Gunathilaka,0,0,0,42,19,18,6,6,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
36,MD Gunathilaka,Faheem Ashraf,EMDY Munaweera,0,0,0,42,22,19,1,7,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
37,MD Gunathilaka,Faheem Ashraf,EMDY Munaweera,1,0,1,43,23,20,2,7,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
38,EMDY Munaweera,Faheem Ashraf,MD Gunathilaka,0,0,0,43,19,19,3,7,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
39,EMDY Munaweera,Faheem Ashraf,MD Gunathilaka,0,0,0,43,19,20,4,7,-,run out,EMDY Munaweera,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
40,MD Gunathilaka,Faheem Ashraf,S Samarawickrama,1,0,1,44,24,21,5,7,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
41,S Samarawickrama,Faheem Ashraf,MD Gunathilaka,1,0,1,45,1,1,6,7,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
42,S Samarawickrama,Shadab Khan,MD Gunathilaka,1,0,1,46,2,2,1,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
43,MD Gunathilaka,Shadab Khan,S Samarawickrama,0,0,0,46,24,22,2,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
44,MD Gunathilaka,Shadab Khan,S Samarawickrama,0,0,0,46,24,23,3,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
45,MD Gunathilaka,Shadab Khan,S Samarawickrama,1,0,1,47,25,24,4,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
46,S Samarawickrama,Shadab Khan,MD Gunathilaka,1,0,1,48,3,3,5,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
47,MD Gunathilaka,Shadab Khan,S Samarawickrama,0,0,0,48,25,25,6,8,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
48,S Samarawickrama,Faheem Ashraf,MD Gunathilaka,2,0,2,50,5,4,1,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
49,S Samarawickrama,Faheem Ashraf,MD Gunathilaka,1,0,1,51,6,5,2,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
50,MD Gunathilaka,Faheem Ashraf,S Samarawickrama,1,0,1,52,26,26,3,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
51,S Samarawickrama,Faheem Ashraf,MD Gunathilaka,1,0,1,53,7,6,4,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
52,MD Gunathilaka,Faheem Ashraf,S Samarawickrama,1,0,1,54,27,27,5,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
53,S Samarawickrama,Faheem Ashraf,MD Gunathilaka,1,0,1,55,8,7,6,9,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
54,S Samarawickrama,Shadab Khan,MD Gunathilaka,2,0,2,57,10,8,1,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
55,S Samarawickrama,Shadab Khan,MD Gunathilaka,1,0,1,58,11,9,2,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
56,MD Gunathilaka,Shadab Khan,S Samarawickrama,1,0,1,59,28,28,3,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
57,S Samarawickrama,Shadab Khan,MD Gunathilaka,1,0,1,60,12,10,4,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
58,MD Gunathilaka,Shadab Khan,S Samarawickrama,1,0,1,61,29,29,5,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
59,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,61,12,11,6,10,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
60,MD Gunathilaka,Imad Wasim,S Samarawickrama,4,0,4,65,33,30,1,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
61,MD Gunathilaka,Imad Wasim,S Samarawickrama,1,0,1,66,34,31,2,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
62,S Samarawickrama,Imad Wasim,MD Gunathilaka,0,2,2,68,12,12,3,11,wides,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
63,MD Gunathilaka,Imad Wasim,S Samarawickrama,0,0,0,68,34,32,4,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
64,MD Gunathilaka,Imad Wasim,S Samarawickrama,0,0,0,68,34,33,5,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
65,MD Gunathilaka,Imad Wasim,S Samarawickrama,0,0,0,68,34,34,6,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
66,MD Gunathilaka,Imad Wasim,S Samarawickrama,1,0,1,69,35,35,7,11,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
67,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,1,0,1,70,36,36,1,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
68,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,0,0,0,70,12,13,2,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
69,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,0,0,0,70,12,14,3,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
70,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,1,0,1,71,13,15,4,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
71,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,0,0,0,71,36,37,5,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
72,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,2,0,2,73,38,38,6,12,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
73,S Samarawickrama,Hasan Ali,MD Gunathilaka,1,0,1,74,14,16,1,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
74,MD Gunathilaka,Hasan Ali,S Samarawickrama,1,0,1,75,39,39,2,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
75,S Samarawickrama,Hasan Ali,MD Gunathilaka,4,0,4,79,18,17,3,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
76,S Samarawickrama,Hasan Ali,MD Gunathilaka,1,0,1,80,19,18,4,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
77,MD Gunathilaka,Hasan Ali,S Samarawickrama,4,0,4,84,43,40,5,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
78,MD Gunathilaka,Hasan Ali,S Samarawickrama,2,0,2,86,45,41,6,13,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
79,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,1,0,1,87,20,19,1,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
80,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,1,0,1,88,46,42,2,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
81,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,1,0,1,89,21,20,3,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
82,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,1,0,1,90,47,43,4,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
83,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,0,1,1,91,21,21,5,14,wides,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
84,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,2,0,2,93,23,22,6,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
85,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,2,0,2,95,25,23,7,14,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
86,MD Gunathilaka,Shadab Khan,S Samarawickrama,1,0,1,96,48,44,1,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
87,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,96,25,24,2,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
88,S Samarawickrama,Shadab Khan,MD Gunathilaka,1,0,1,97,26,25,3,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
89,MD Gunathilaka,Shadab Khan,S Samarawickrama,1,0,1,98,49,45,4,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
90,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,98,26,26,5,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
91,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,98,26,27,6,15,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
92,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,1,0,1,99,50,46,1,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
93,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,0,0,0,99,26,28,2,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
94,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,4,0,4,103,30,29,3,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
95,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,1,0,1,104,31,30,4,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
96,MD Gunathilaka,Mohammad Hafeez,S Samarawickrama,1,0,1,105,51,47,5,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
97,S Samarawickrama,Mohammad Hafeez,MD Gunathilaka,1,0,1,106,32,31,6,16,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
98,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,106,32,32,1,17,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
99,S Samarawickrama,Shadab Khan,MD Gunathilaka,0,0,0,106,32,33,2,17,-,run out,S Samarawickrama,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
100,S Prasanna,Shadab Khan,MD Gunathilaka,0,0,0,106,0,1,3,17,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
101,S Prasanna,Shadab Khan,MD Gunathilaka,1,0,1,107,1,2,4,17,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
102,MD Gunathilaka,Shadab Khan,S Prasanna,0,0,0,107,51,48,5,17,-,caught,MD Gunathilaka,Imad Wasim,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
103,NLTC Perera,Shadab Khan,S Prasanna,1,0,1,108,1,1,6,17,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
104,NLTC Perera,Hasan Ali,S Prasanna,1,0,1,109,2,2,1,18,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
105,S Prasanna,Hasan Ali,NLTC Perera,0,0,0,109,1,3,2,18,-,run out,S Prasanna,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
106,NLTC Perera,Hasan Ali,MD Shanaka,1,0,1,110,3,3,3,18,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
107,MD Shanaka,Hasan Ali,NLTC Perera,1,0,1,111,1,1,4,18,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
108,NLTC Perera,Hasan Ali,MD Shanaka,0,0,0,111,3,4,5,18,-,caught,NLTC Perera,Mohammad Nawaz (3),field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
109,MD Shanaka,Hasan Ali,I Udana,0,0,0,111,1,2,6,18,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
110,I Udana,Faheem Ashraf,MD Shanaka,2,0,2,113,2,1,1,19,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
111,I Udana,Faheem Ashraf,MD Shanaka,0,0,0,113,2,2,2,19,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
112,I Udana,Faheem Ashraf,MD Shanaka,4,0,4,117,6,3,3,19,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
113,I Udana,Faheem Ashraf,MD Shanaka,0,0,0,117,6,4,4,19,-,caught,I Udana,Hasan Ali,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
114,ML Udawatte,Faheem Ashraf,MD Shanaka,0,0,0,117,0,1,5,19,-,caught,ML Udawatte,Babar Azam,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
115,MD Shanaka,Faheem Ashraf,SS Pathirana,0,0,0,117,1,3,6,19,-,lbw,MD Shanaka,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
116,SS Pathirana,Hasan Ali,SMA Priyanjan,1,0,1,118,1,1,1,20,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
117,SMA Priyanjan,Hasan Ali,SS Pathirana,1,0,1,119,1,1,2,20,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
118,SS Pathirana,Hasan Ali,SMA Priyanjan,0,0,0,119,1,2,3,20,-,caught,SS Pathirana,Mohammad Nawaz (3),field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
119,SMA Priyanjan,Hasan Ali,JRMVB Sanjaya,1,0,1,120,2,2,4,20,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
120,JRMVB Sanjaya,Hasan Ali,SMA Priyanjan,4,0,4,124,4,1,5,20,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
121,JRMVB Sanjaya,Hasan Ali,SMA Priyanjan,0,0,0,124,4,2,6,20,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
