,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,MD Gunathilaka,Imad Wasim,EMDY Munaweera,0,0,0,0,0,1,1,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
1,MD Gunathilaka,Imad Wasim,EMDY Munaweera,0,0,0,0,0,2,2,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
2,MD Gunathilaka,Imad Wasim,EMDY Munaweera,1,0,1,1,1,3,3,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
3,EMDY Munaweera,Imad Wasim,MD Gunathilaka,0,0,0,1,0,1,4,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
4,EMDY Munaweera,Imad Wasim,MD Gunathilaka,0,0,0,1,0,2,5,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
5,EMDY Munaweera,Imad Wasim,MD Gunathilaka,0,0,0,1,0,3,6,1,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
6,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,0,0,0,1,1,4,1,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
7,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,4,0,4,5,5,5,2,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
8,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,0,0,0,5,5,6,3,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
9,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,0,0,0,5,5,7,4,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
10,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,4,0,4,9,9,8,5,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
11,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,0,0,0,9,9,9,6,2,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
12,EMDY Munaweera,Imad Wasim,MD Gunathilaka,0,0,0,9,0,4,1,3,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
13,EMDY Munaweera,Imad Wasim,MD Gunathilaka,4,0,4,13,4,5,2,3,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
14,EMDY Munaweera,Imad Wasim,MD Gunathilaka,0,1,1,14,4,6,3,3,legbyes,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
15,MD Gunathilaka,Imad Wasim,EMDY Munaweera,0,0,0,14,9,10,4,3,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
16,MD Gunathilaka,Imad Wasim,EMDY Munaweera,1,0,1,15,10,11,5,3,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
17,EMDY Munaweera,Imad Wasim,MD Gunathilaka,1,0,1,16,5,7,6,3,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
18,EMDY Munaweera,Usman Shinwari,MD Gunathilaka,4,0,4,20,9,8,1,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
19,EMDY Munaweera,Usman Shinwari,MD Gunathilaka,0,0,0,20,9,9,2,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
20,EMDY Munaweera,Usman Shinwari,MD Gunathilaka,1,0,1,21,10,10,3,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
21,MD Gunathilaka,Usman Shinwari,EMDY Munaweera,1,0,1,22,11,12,4,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
22,EMDY Munaweera,Usman Shinwari,MD Gunathilaka,0,0,0,22,10,11,5,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
23,EMDY Munaweera,Usman Shinwari,MD Gunathilaka,4,0,4,26,14,12,6,4,-,0,,,field,Pakistan,1,Sheikh Zayed Stadium,2017-10-27,Pakistan,Sri Lanka,Pakistan
