,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
12,BRM Taylor,Mohammad Hasnain,SC Williams,,4,0,4,18,,13,6,1,-,1.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
13,BRM Taylor,Mohammad Hasnain,SC Williams,,1,0,1,19,,14,7,1,-,2.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
14,SC Williams,Mohammad Hasnain,BRM Taylor,,4,0,4,23,,9,6,1,-,3.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
15,SC Williams,Mohammad Hasnain,BRM Taylor,,0,0,0,23,,9,7,1,-,4.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
16,SC Williams,Mohammad Hasnain,BRM Taylor,,4,0,4,27,,13,8,1,-,5.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
17,SC Williams,Mohammad Hasnain,BRM Taylor,,0,0,0,27,,13,9,1,-,6.0,0,,,2,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
18,BRM Taylor,Faheem Ashraf,SC Williams,,1,0,1,28,,15,8,1,-,1.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
19,SC Williams,Faheem Ashraf,BRM Taylor,,1,0,1,29,,14,10,1,-,2.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Medium
20,BRM Taylor,Faheem Ashraf,SC Williams,,4,0,4,33,,19,9,1,-,3.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
21,BRM Taylor,Faheem Ashraf,SC Williams,,0,0,0,33,,19,10,1,-,4.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
22,BRM Taylor,Faheem Ashraf,SC Williams,,0,0,0,33,,19,11,1,-,5.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
23,BRM Taylor,Faheem Ashraf,SC Williams,,1,0,1,34,,20,12,1,-,6.0,0,,,3,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
24,BRM Taylor,Haris Rauf,SC Williams,,0,0,0,34,,20,13,2,-,1.0,caught,BRM Taylor,Haider Ali,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
25,W Madhevere,Haris Rauf,SC Williams,,0,0,0,34,,0,1,2,-,2.0,0,,,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
26,W Madhevere,Haris Rauf,SC Williams,,0,0,0,34,,0,2,2,-,3.0,0,,,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
27,W Madhevere,Haris Rauf,SC Williams,,0,1,1,35,,0,3,2,legbyes,4.0,0,,,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
28,SC Williams,Haris Rauf,W Madhevere,,1,0,1,36,,15,11,2,-,5.0,0,,,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
29,W Madhevere,Haris Rauf,SC Williams,,1,0,1,37,,1,4,2,-,6.0,0,,,4,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
30,W Madhevere,Wahab Riaz,SC Williams,,1,0,1,38,,2,5,2,-,1.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Left arm Fast
31,SC Williams,Wahab Riaz,W Madhevere,,2,0,2,40,,17,12,2,-,2.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Left arm Fast
32,SC Williams,Wahab Riaz,W Madhevere,,0,0,0,40,,17,13,2,-,3.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Left arm Fast
33,SC Williams,Wahab Riaz,W Madhevere,,1,0,1,41,,18,14,2,-,4.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Left arm Fast
34,W Madhevere,Wahab Riaz,SC Williams,,1,0,1,42,,3,6,2,-,5.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Left arm Fast
35,SC Williams,Wahab Riaz,W Madhevere,,0,0,0,42,,18,15,2,-,6.0,0,,,5,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Left arm Fast
36,W Madhevere,Faheem Ashraf,SC Williams,,4,0,4,46,,7,7,2,-,1.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
37,W Madhevere,Faheem Ashraf,SC Williams,,1,0,1,47,,8,8,2,-,2.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
38,SC Williams,Faheem Ashraf,W Madhevere,,0,0,0,47,,18,16,2,-,3.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Medium
39,SC Williams,Faheem Ashraf,W Madhevere,,1,0,1,48,,19,17,2,-,4.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Medium
40,W Madhevere,Faheem Ashraf,SC Williams,,1,0,1,49,,9,9,2,-,5.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
41,SC Williams,Faheem Ashraf,W Madhevere,,0,0,0,49,,19,18,2,-,6.0,0,,,6,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Medium
42,W Madhevere,Usman Qadir,SC Williams,,0,0,0,49,,9,10,2,-,1.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
43,W Madhevere,Usman Qadir,SC Williams,,1,0,1,50,,10,11,2,-,2.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
44,SC Williams,Usman Qadir,W Madhevere,,1,0,1,51,,20,19,2,-,3.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
45,W Madhevere,Usman Qadir,SC Williams,,6,0,6,57,,16,12,2,-,4.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
46,W Madhevere,Usman Qadir,SC Williams,,1,0,1,58,,17,13,2,-,5.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
47,SC Williams,Usman Qadir,W Madhevere,,4,0,4,62,,24,20,2,-,6.0,0,,,7,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
48,W Madhevere,Mohammad Hafeez,SC Williams,,4,0,4,66,,21,14,2,-,1.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Offbreak
49,W Madhevere,Mohammad Hafeez,SC Williams,,1,0,1,67,,22,15,2,-,2.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Offbreak
50,SC Williams,Mohammad Hafeez,W Madhevere,,0,0,0,67,,24,21,2,-,3.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Offbreak
51,SC Williams,Mohammad Hafeez,W Madhevere,,1,0,1,68,,25,22,2,-,4.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Offbreak
52,W Madhevere,Mohammad Hafeez,SC Williams,,1,0,1,69,,23,16,2,-,5.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Offbreak
53,SC Williams,Mohammad Hafeez,W Madhevere,,0,0,0,69,,25,23,2,-,6.0,0,,,8,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Offbreak
54,W Madhevere,Usman Qadir,SC Williams,,1,0,1,70,,24,17,2,-,1.0,0,,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
55,SC Williams,Usman Qadir,W Madhevere,,0,0,0,70,,25,24,3,-,2.0,bowled,SC Williams,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
56,Sikandar Raza,Usman Qadir,W Madhevere,,1,0,1,71,,1,1,3,-,3.0,0,,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Right arm Legbreak
57,W Madhevere,Usman Qadir,Sikandar Raza,,1,0,1,72,,25,18,3,-,4.0,0,,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Right arm Legbreak
58,Sikandar Raza,Usman Qadir,W Madhevere,,1,0,1,73,,2,2,3,-,5.0,0,,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Right arm Legbreak
59,W Madhevere,Usman Qadir,Sikandar Raza,,4,0,4,77,,29,19,3,-,6.0,0,,,9,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Right arm Legbreak
60,Sikandar Raza,Wahab Riaz,W Madhevere,,1,0,1,78,,3,3,3,-,1.0,0,,,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Left arm Fast
61,W Madhevere,Wahab Riaz,Sikandar Raza,,4,0,4,82,,33,20,3,-,2.0,0,,,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Left arm Fast
62,W Madhevere,Wahab Riaz,Sikandar Raza,,1,0,1,83,,34,21,3,-,3.0,0,,,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Left arm Fast
63,Sikandar Raza,Wahab Riaz,W Madhevere,,4,0,4,87,,7,4,3,-,4.0,0,,,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Left arm Fast
64,Sikandar Raza,Wahab Riaz,W Madhevere,,0,0,0,87,,7,5,4,-,5.0,caught,Sikandar Raza,Mohammad Rizwan,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Right hand Bat,Left arm Fast
65,RP Burl,Wahab Riaz,W Madhevere,,1,0,1,88,,1,1,4,-,6.0,0,,,10,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Left arm Fast
66,RP Burl,Mohammad Hasnain,W Madhevere,,0,0,0,88,,1,2,4,-,1.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
67,RP Burl,Mohammad Hasnain,W Madhevere,,1,0,1,89,,2,3,4,-,2.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
68,W Madhevere,Mohammad Hasnain,RP Burl,,1,0,1,90,,35,22,4,-,3.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
69,RP Burl,Mohammad Hasnain,W Madhevere,,0,0,0,90,,2,4,4,-,4.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
70,RP Burl,Mohammad Hasnain,W Madhevere,,1,0,1,91,,3,5,4,-,5.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Fast
71,W Madhevere,Mohammad Hasnain,RP Burl,,0,0,0,91,,35,23,4,-,6.0,0,,,11,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
72,RP Burl,Usman Qadir,W Madhevere,,0,1,1,92,,3,6,4,byes,1.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
73,W Madhevere,Usman Qadir,RP Burl,,1,0,1,93,,36,24,4,-,2.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
74,RP Burl,Usman Qadir,W Madhevere,,1,0,1,94,,4,7,4,-,3.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
75,W Madhevere,Usman Qadir,RP Burl,,0,0,0,94,,36,25,4,-,4.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
76,W Madhevere,Usman Qadir,RP Burl,,1,0,1,95,,37,26,4,-,5.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Legbreak
77,RP Burl,Usman Qadir,W Madhevere,,0,0,0,95,,4,8,4,-,6.0,0,,,12,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Legbreak
78,W Madhevere,Faheem Ashraf,RP Burl,,4,0,4,99,,41,27,4,-,1.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
79,W Madhevere,Faheem Ashraf,RP Burl,,4,0,4,103,,45,28,4,-,2.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
80,W Madhevere,Faheem Ashraf,RP Burl,,1,0,1,104,,46,29,4,-,3.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
81,RP Burl,Faheem Ashraf,W Madhevere,,1,0,1,105,,5,9,4,-,4.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Left hand Bat,Right hand Bat,Right arm Medium
82,W Madhevere,Faheem Ashraf,RP Burl,,0,0,0,105,,46,30,4,-,5.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
83,W Madhevere,Faheem Ashraf,RP Burl,,1,0,1,106,,47,31,4,-,6.0,0,,,13,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Medium
84,W Madhevere,Mohammad Hasnain,RP Burl,,0,1,1,107,,47,32,4,wides,0.0,0,,,14,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
85,W Madhevere,Mohammad Hasnain,RP Burl,,0,0,0,107,,47,33,4,-,1.0,0,,,14,bat,Zimbabwe,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-07,Pakistan,Zimbabwe,Pakistan,False,156,Right hand Bat,Left hand Bat,Right arm Fast
