,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
28,BA Stokes,KJ Abbott,JE Root,0,5,5,76,153,6,5,2,4,wides,5,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
29,BA Stokes,KJ Abbott,JE Root,1,0,1,77,152,7,6,2,5,-,5,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
30,JE Root,KJ Abbott,BA Stokes,1,0,1,78,151,1,1,2,6,-,5,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
31,BA Stokes,KJ Abbott,JE Root,1,0,1,79,150,8,7,2,7,-,5,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
32,BA Stokes,K Rabada,JE Root,6,0,6,85,144,14,8,2,1,-,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
33,BA Stokes,K Rabada,JE Root,1,0,1,86,143,15,9,2,2,-,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
34,JE Root,K Rabada,BA Stokes,1,0,1,87,142,2,2,2,3,-,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
35,BA Stokes,K Rabada,JE Root,0,0,0,87,142,15,10,3,4,-,6,caught,BA Stokes,CH Morris,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
36,EJG Morgan,K Rabada,JE Root,0,1,1,88,141,0,1,3,5,wides,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
37,EJG Morgan,K Rabada,JE Root,1,0,1,89,140,1,2,3,6,-,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
38,JE Root,K Rabada,EJG Morgan,0,0,0,89,140,2,3,3,7,-,6,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
39,EJG Morgan,Imran Tahir,JE Root,1,0,1,90,139,2,3,3,1,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
40,JE Root,Imran Tahir,EJG Morgan,2,0,2,92,137,4,4,3,2,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
41,JE Root,Imran Tahir,EJG Morgan,1,0,1,93,136,5,5,3,3,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
42,EJG Morgan,Imran Tahir,JE Root,1,0,1,94,135,3,4,3,4,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
43,JE Root,Imran Tahir,EJG Morgan,1,0,1,95,134,6,6,3,5,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
44,EJG Morgan,Imran Tahir,JE Root,1,0,1,96,133,4,5,3,6,-,7,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
45,EJG Morgan,JP Duminy,JE Root,1,0,1,97,132,5,6,3,1,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
46,JE Root,JP Duminy,EJG Morgan,2,0,2,99,130,8,7,3,2,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
47,JE Root,JP Duminy,EJG Morgan,1,0,1,100,129,9,8,3,3,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
48,EJG Morgan,JP Duminy,JE Root,1,0,1,101,128,6,7,3,4,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
49,JE Root,JP Duminy,EJG Morgan,1,0,1,102,127,10,9,3,5,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
50,EJG Morgan,JP Duminy,JE Root,1,0,1,103,126,7,8,3,6,-,8,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
51,EJG Morgan,Imran Tahir,JE Root,1,0,1,104,125,8,9,3,1,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
52,JE Root,Imran Tahir,EJG Morgan,0,1,1,105,124,10,10,3,2,wides,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
53,JE Root,Imran Tahir,EJG Morgan,1,0,1,106,123,11,11,3,3,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
54,EJG Morgan,Imran Tahir,JE Root,0,0,0,106,123,8,10,3,4,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
55,EJG Morgan,Imran Tahir,JE Root,0,0,0,106,123,8,11,3,5,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
56,EJG Morgan,Imran Tahir,JE Root,2,0,2,108,121,10,12,3,6,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
57,EJG Morgan,Imran Tahir,JE Root,1,0,1,109,120,11,13,3,7,-,9,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
58,EJG Morgan,JP Duminy,JE Root,1,0,1,110,119,12,14,3,1,-,10,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
59,JE Root,JP Duminy,EJG Morgan,1,0,1,111,118,12,12,3,2,-,10,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
60,EJG Morgan,JP Duminy,JE Root,0,0,0,111,118,12,15,3,3,-,10,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
61,EJG Morgan,JP Duminy,JE Root,0,0,0,111,118,12,16,4,4,-,10,bowled,EJG Morgan,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
62,JC Buttler,JP Duminy,JE Root,1,0,1,112,117,1,1,4,5,-,10,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
63,JE Root,JP Duminy,JC Buttler,6,0,6,118,111,18,13,4,6,-,10,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
64,JC Buttler,CH Morris,JE Root,1,0,1,119,110,2,2,4,1,-,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
65,JE Root,CH Morris,JC Buttler,6,0,6,125,104,24,14,4,2,-,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
66,JE Root,CH Morris,JC Buttler,1,0,1,126,103,25,15,4,3,-,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
67,JC Buttler,CH Morris,JE Root,0,1,1,127,102,2,3,4,4,wides,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
68,JC Buttler,CH Morris,JE Root,0,1,1,128,101,2,4,4,5,legbyes,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
69,JE Root,CH Morris,JC Buttler,0,1,1,129,100,25,16,4,6,legbyes,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
70,JC Buttler,CH Morris,JE Root,4,0,4,133,96,6,5,4,7,-,11,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
71,JE Root,JP Duminy,JC Buttler,4,0,4,137,92,29,17,4,1,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
72,JE Root,JP Duminy,JC Buttler,1,0,1,138,91,30,18,4,2,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
73,JC Buttler,JP Duminy,JE Root,1,0,1,139,90,7,6,4,3,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
74,JE Root,JP Duminy,JC Buttler,2,0,2,141,88,32,19,4,4,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
75,JE Root,JP Duminy,JC Buttler,1,0,1,142,87,33,20,4,5,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
76,JC Buttler,JP Duminy,JE Root,6,0,6,148,81,13,7,4,6,-,12,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
77,JE Root,DW Steyn,JC Buttler,2,0,2,150,79,35,21,4,1,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
78,JE Root,DW Steyn,JC Buttler,0,1,1,151,78,35,22,4,2,wides,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
79,JE Root,DW Steyn,JC Buttler,1,0,1,152,77,36,23,4,3,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
80,JC Buttler,DW Steyn,JE Root,1,0,1,153,76,14,8,4,4,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
81,JE Root,DW Steyn,JC Buttler,2,0,2,155,74,38,24,4,5,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
82,JE Root,DW Steyn,JC Buttler,4,0,4,159,70,42,25,4,6,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
83,JE Root,DW Steyn,JC Buttler,1,0,1,160,69,43,26,4,7,-,13,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
84,JE Root,Imran Tahir,JC Buttler,1,0,1,161,68,44,27,4,1,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
85,JC Buttler,Imran Tahir,JE Root,0,3,3,164,65,14,9,4,2,wides,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
86,JC Buttler,Imran Tahir,JE Root,2,0,2,166,63,16,10,4,3,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
87,JC Buttler,Imran Tahir,JE Root,1,0,1,167,62,17,11,4,4,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
88,JE Root,Imran Tahir,JC Buttler,1,0,1,168,61,45,28,4,5,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
89,JC Buttler,Imran Tahir,JE Root,1,0,1,169,60,18,12,4,6,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
90,JE Root,Imran Tahir,JC Buttler,1,0,1,170,59,46,29,4,7,-,14,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
91,JE Root,CH Morris,JC Buttler,0,1,1,171,58,46,30,4,1,wides,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
92,JE Root,CH Morris,JC Buttler,1,0,1,172,57,47,31,4,2,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
93,JC Buttler,CH Morris,JE Root,1,0,1,173,56,19,13,4,3,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
94,JE Root,CH Morris,JC Buttler,6,0,6,179,50,53,32,4,4,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
95,JE Root,CH Morris,JC Buttler,1,0,1,180,49,54,33,4,5,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
96,JC Buttler,CH Morris,JE Root,0,1,1,181,48,19,14,4,6,wides,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
97,JC Buttler,CH Morris,JE Root,1,0,1,182,47,20,15,4,7,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
98,JE Root,CH Morris,JC Buttler,1,0,1,183,46,55,34,4,8,-,15,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
99,JE Root,Imran Tahir,JC Buttler,1,0,1,184,45,56,35,4,1,-,16,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
100,JC Buttler,Imran Tahir,JE Root,1,0,1,185,44,21,16,4,2,-,16,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
101,JE Root,Imran Tahir,JC Buttler,1,0,1,186,43,57,36,4,3,-,16,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
102,JC Buttler,Imran Tahir,JE Root,0,0,0,186,43,21,17,5,4,-,16,stumped,JC Buttler,Q de Kock,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
103,MM Ali,Imran Tahir,JE Root,1,0,1,187,42,1,1,5,5,-,16,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
104,JE Root,Imran Tahir,MM Ali,1,0,1,188,41,58,37,5,6,-,16,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
105,JE Root,KJ Abbott,MM Ali,4,0,4,192,37,62,38,5,1,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
106,JE Root,KJ Abbott,MM Ali,6,0,6,198,31,68,39,5,2,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
107,JE Root,KJ Abbott,MM Ali,1,0,1,199,30,69,40,5,3,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
108,MM Ali,KJ Abbott,JE Root,0,1,1,200,29,1,2,5,4,wides,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
109,MM Ali,KJ Abbott,JE Root,1,0,1,201,28,2,3,5,5,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
110,JE Root,KJ Abbott,MM Ali,1,0,1,202,27,70,41,5,6,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
111,MM Ali,KJ Abbott,JE Root,0,0,0,202,27,2,4,5,7,-,17,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
112,JE Root,CH Morris,MM Ali,4,0,4,206,23,74,42,5,1,-,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
113,JE Root,CH Morris,MM Ali,4,0,4,210,19,78,43,5,2,-,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
114,JE Root,CH Morris,MM Ali,4,0,4,214,15,82,44,5,3,-,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
115,JE Root,CH Morris,MM Ali,1,0,1,215,14,83,45,5,4,-,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
116,MM Ali,CH Morris,JE Root,0,0,0,215,14,2,5,5,5,-,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
117,MM Ali,CH Morris,JE Root,0,4,4,219,10,2,6,5,6,legbyes,18,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
118,JE Root,K Rabada,MM Ali,0,0,0,219,10,83,46,5,1,-,19,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
119,JE Root,K Rabada,MM Ali,0,0,0,219,10,83,47,6,2,-,19,caught,JE Root,DA Miller,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
120,MM Ali,K Rabada,CJ Jordan,4,0,4,223,6,6,7,6,3,-,19,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
121,MM Ali,K Rabada,CJ Jordan,1,0,1,224,5,7,8,6,4,-,19,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
122,CJ Jordan,K Rabada,MM Ali,4,0,4,228,1,4,1,6,5,-,19,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
123,CJ Jordan,K Rabada,MM Ali,1,0,1,229,0,5,2,6,6,-,19,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
124,CJ Jordan,KJ Abbott,MM Ali,0,0,0,229,0,5,3,7,1,-,20,caught,CJ Jordan,JP Duminy,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
125,MM Ali,KJ Abbott,DJ Willey,0,0,0,229,0,7,9,8,2,-,20,run out,DJ Willey,DA Miller;AB de Villiers,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
126,MM Ali,KJ Abbott,AU Rashid,0,0,0,229,0,7,10,8,3,-,20,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
127,MM Ali,KJ Abbott,AU Rashid,1,0,1,230,-1,8,11,8,4,-,20,0,,,field,England,2,Wankhede Stadium,2016,03,England_South Africa_2016-03-18,England,England,South Africa,230
